name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
10192,24.1412100189323,21.899102785458897,22.693997119042002,20.998875483252398,23.5755438630849,23.0303640466469,20.168099148836802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10192,10192,-23.5372981270957,-21.1790425772627,-22.358170352179197,7.28261883305431e-15,2.82924289657147e-20,True,True,sp|P02991|EFTU_EUGGR
10244,22.0671198556401,23.9010371974654,22.614202314777003,23.025816633423098,22.8656320935787,23.036765389278802,23.919909240234603,24.803551208498398,24.3631169856395,24.041913269356797,24.418013103548397,23.815378702476,23.882465062574102,22.635401507797603,10244,10244,-0.0557829009077616,1.9213135053343302,0.932765302213284,0.892990999558412,0.0630401569767141,False,False,WP_068085623.1
10252,22.681536974605,23.3982027364341,22.3537288951057,21.3025162131008,20.0536766880518,23.4291184742832,22.1147803341868,22.6955923624927,22.429638897167695,23.717060428649997,23.2847657956182,23.376784889941696,24.8250127667195,26.0361095824831,10252,10252,0.242749151013137,2.90908067964557,1.5759149153293501,0.8480065785099019,0.0228692309138014,False,False,WP_089939841.1
10289,21.125575539554397,21.958248605609498,23.5578940382017,21.8819335835138,21.0199320500132,21.1892768244614,22.416147306307103,23.506109360227498,23.812497363583898,23.9353764923112,21.701989586756703,21.1116463950429,22.4609095369405,21.799342893141898,10289,10289,-0.454400671836242,1.93407600907726,0.7398376686205099,0.9301826388833149,0.210813687275816,False,False,WP_039458085.1
10292,22.0256610382547,23.005624206566896,22.9142451496652,22.999889066925302,22.396314718849002,22.1029538007062,23.104026001704803,23.1796531001884,22.782455183471303,19.581044235386397,22.550557278324998,26.637917557958698,23.1564195141043,23.724827840567304,10292,10292,-1.0888957184274,1.96437021195005,0.43773724676132597,0.951662028914164,0.556226732602578,False,False,sp|Q9BS26|ERP44_HUMAN
10296,23.7994387483595,23.814824658263998,19.845748833208603,20.085456898506,21.140855352546602,20.4435385042699,21.4545698980799,20.9854834195569,21.2169956467176,20.640738313609102,21.7126185160857,22.992849846268502,21.855809106123,21.7337096621487,10296,10296,-1.29821661974251,1.4564370818211498,0.0791102310393192,0.9608191212408471,0.9057618956432091,False,False,SRS017521.104024-T1-C
10298,24.9181330956356,23.467522591817698,25.7962295735046,22.8212636585354,24.3606685522647,22.640380874560105,22.400911740164698,24.9181960291158,24.9628233448011,25.838055057550395,23.760474590328304,24.245060703256602,24.6958921635358,25.2884798398951,10298,10298,-0.15135944438033302,2.23817991352327,1.04341023457147,0.902973235373497,0.0834467140725519,False,False,WP_068464587.1
10332,22.985393602540103,24.7015773712755,24.745749966339396,21.933682731770602,22.2593731836313,22.404498439575896,22.1683988230225,21.6520366084303,21.9393180740816,23.9356426628018,19.759023419881398,21.635700852348,22.097565701106202,22.4766223653228,10332,10332,-2.426039362924,0.22524952458593697,-1.10039491916903,0.908518948006629,0.0986913016578883,False,False,WP_026986498.1
10342,23.7977282087498,24.1936338649897,23.7612638073319,24.008438795392898,24.5181902368258,23.179122452306103,23.4245602400191,25.531911954548303,25.091602770117397,25.2497009219188,24.821194404518103,24.736153693633103,24.7231561143731,25.4926331515842,10342,10342,0.385471379738109,2.11836159314123,1.25191648643967,0.771347016889851,0.006887535300803999,False,False,WP_028855005.1
10343,21.9598569344282,21.898502489215197,23.4771723895442,22.2454627624756,20.9382385756474,21.7570118976432,21.462674004177803,21.115274845794,20.909111543137,20.9192808928245,21.9200493104898,19.9153411030568,21.323989862406602,19.534544167736,10343,10343,-2.2144699334258,-0.100195017341834,-1.1573324753838201,0.866723761269394,0.0334796840656388,False,False,WP_012991661.1
10348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3720684926088,21.6666899423284,23.994538081802897,23.1983790922828,21.833745594363197,22.274423655375,21.922032648467802,10348,10348,21.519232089045897,23.4127329130195,22.465982501032702,7.28261883305431e-15,3.5298115165338894e-22,True,True,WP_074444417.1
1036,23.0189918632155,21.6312609998805,20.8707763373464,23.8755453902921,23.199307199352496,21.1986950213862,21.3326692587903,20.835738178419103,22.037257373536,21.3835292261704,22.953783492968,22.0340563887995,21.625465389136895,22.218082788375696,1036,1036,-1.4419493672532901,0.85928272929388,-0.291333318979703,0.9532270259772692,0.602965401551824,False,False,SRS013687.33184-T1-C
10366,28.5836830347148,26.989234384840497,26.635788338565604,26.0404063496208,27.2186705020327,24.7968898478513,26.7878510850774,26.103569317170102,26.159400311262303,25.868913903181,26.3178874880663,27.243407207151197,26.987868180057397,20.3080801193081,10366,10366,-2.95814316057668,0.654315441574736,-1.15191385950097,0.9286090637507071,0.19821334121888198,False,False,ACDG_01647
10369,25.880165515742398,24.7269904880762,24.6328559546558,28.701111792147103,24.3587407286416,24.6775146489571,23.4322503078135,23.966931626767,22.6417589543547,24.1106501707865,25.2596831465059,24.954493243935104,24.6009479694245,25.2471798288203,10369,10369,-2.23589725460985,0.627901684484244,-0.803997785062801,0.9348662246212048,0.255049804024229,False,False,WP_089943325.1
10372,24.655273686315397,23.8700969544973,23.2214149831535,23.204966591845302,22.963117096735896,23.397256685935396,25.76881105119,21.452228167235,20.935367229413302,19.052668871219602,25.227521238826604,21.094191113605397,22.405729416426702,23.5095543061038,10372,10372,-3.5009956790822,-0.32862623715846195,-1.91481095812033,0.842072686860702,0.0204580536971994,False,False,SRS016095.87632-T1-C
10383,23.734486364627,21.453015867183698,22.2370856422922,23.6113093156456,21.6262945693326,19.340195659341,22.5082762019573,24.982908823505202,23.7925726715557,24.745526566410998,24.1843618992982,22.9886664862886,24.9205433563081,24.046897431224497,10383,10383,0.8730842331989179,3.4557196565758996,2.16440194488741,0.672653743863693,0.00229406569047959,False,False,WP_041605546.1
10385,25.3514888145056,24.6450215137258,24.798801240914102,27.155322879731102,27.3393915814326,26.5617795947235,25.5167403959203,28.203844931202998,27.5261498045638,28.2571690281975,27.676880421290804,23.8986551696737,25.7644673408743,26.6095762702611,10385,10385,-0.48656452041355,2.3631922190167405,0.938313849301593,0.926753930973526,0.184591207959712,False,False,WP_027117317.1
10394,22.0115060696844,22.266891459698,17.8597531541292,21.8682310044917,21.7934540791432,22.437536965634,22.3296822109906,23.4295403185825,21.9175316079526,21.9976904892086,21.243013557310398,21.9116757845223,21.769501318849503,21.650322971546398,10394,10394,-0.8656491099952429,1.8234265683384,0.47888872917158,0.9481281004775279,0.465875628325914,False,False,WP_034230428.1
10398,22.6858395349533,22.386130094950104,20.3387472619296,22.610565756692502,22.163510869293198,22.1290216582639,21.811660832013,22.4487986499695,21.2083492794608,22.646990406771103,23.675253604658398,22.399469605254698,22.2175036730962,22.139823610616197,10398,10398,-0.662487377632913,1.4084053266990502,0.372958974533066,0.9479106883335151,0.460928830089416,False,False,WP_009533068.1
10410,22.0852698330859,21.9254142692376,20.8561321717232,22.2141690931709,21.669808510110897,21.537166727969698,21.636904688277998,21.4866175366446,21.448038648412897,20.004802010160198,18.9910872139045,23.0106542714441,19.824677558090897,20.7964333763994,10410,10410,-2.08163242792801,0.263759662636617,-0.9089363826456949,0.914981522927234,0.121493662241985,False,False,SRS016989.44205-T1-C
10413,25.7282970798536,21.425959601211698,24.0809105394337,21.307387054193804,24.7351464707558,24.5028257354725,21.918531355025703,19.9252356858837,20.5701975924082,13.9271297886953,25.843537615640898,21.589680402687996,21.9009062296076,22.6309298583722,10413,10413,-5.0824812252445595,0.136355321630012,-2.4730629518072798,0.892357370071197,0.061980623480642996,False,False,WP_087153402.1
10415,21.8666077055025,24.267207171269103,21.426634334073,20.0446942760318,20.9105000055057,22.091406653112003,22.751978548724104,20.6150422588097,23.3228409650986,21.6900111902869,22.388531067741603,20.40941165484,22.1349855654949,22.5383696498642,10415,10415,-1.3568818933777902,1.2826429384971598,-0.0371194774403136,0.961761429660475,0.953765399539275,False,False,WP_050472619.1
10432,24.190059680054198,24.1406227601015,22.842628678164502,22.4661257639493,19.3824910473256,22.355383629399,23.748590373910304,22.2301934562017,22.55220072304,21.4623674689549,23.2599729356734,21.595661783908895,21.5035278238115,22.674077802730302,10432,10432,-1.91190734813586,0.8125073656833921,-0.549699991226234,0.9454687592403052,0.409608513931788,False,False,WP_021798800.1
10443,21.392573179257603,26.562845449521898,19.5432754267138,23.008564374446802,23.6364319041371,23.726917856276803,24.7810425301441,25.5472321023313,25.5925972684923,25.1114066172963,23.088707377757398,23.8706631917909,23.261563692069398,24.683475967746002,10443,10443,-0.516437112661317,2.94615011180003,1.21485649956935,0.9226736192267201,0.158673036273135,False,False,HMPREF9457_02743
10449,24.034463323576897,25.461837649750198,24.323540253466803,22.8023025715719,24.0559762819842,23.2362681129178,25.3224803974303,21.8599555697067,23.6790257924381,24.447565682527102,20.625569731565,20.1367934046295,20.2811682375108,23.218746355563198,10449,10449,-3.61381499489072,-0.6684832384686371,-2.14114911667968,0.768079068629121,0.00660173506737384,False,False,WP_048531918.1
10460,24.676289246668603,23.5018377921788,21.4261086020031,23.105922731559897,22.163401534242002,22.707903370139398,21.570552465774302,22.794373226417697,23.0303637098453,22.241317238269,22.4892617053299,24.281223786462196,21.9065941129181,22.975011420511102,10460,10460,-1.07917086121167,1.24092213469372,0.0808756367410268,0.9604108796777711,0.885749745482518,False,False,STRINF_01458
10469,22.067571237707302,22.819134195970697,21.8247288274823,25.9332589357157,29.3943345273437,25.436945193288803,22.069740168478,30.2867742567871,29.696056768467198,29.930666373238395,30.180176529085603,28.086397283411397,28.7489774626228,29.611913885606498,10469,10469,3.30734019044298,7.26273108762345,5.28503563903321,0.12404420913816999,1.9342937208215398e-05,True,True,WP_033153442.1
10472,21.7719754035417,23.0726419497017,20.891533790420002,21.3953604988879,21.802234719025602,23.6940717461426,21.7934989291843,22.3762780365729,20.5805263314322,21.3997332224757,21.064334249567302,22.6539353504503,21.322894176265198,21.568901516963802,10472,10472,-1.5834381308892802,0.596376944267397,-0.49353059331093996,0.9424642611898191,0.35589688392920793,False,False,WP_089930590.1
10476,22.404462577704,22.3895336646799,23.325081834040297,22.109261889404003,23.3004733604672,23.1786432739225,24.0571809087799,21.9221168772367,22.4002253876206,21.212675081857103,21.634080284556102,23.1061175244519,22.2195425584756,23.1162303577307,10476,10476,-1.73717519238083,0.264703924646769,-0.7362356338670291,0.919250665167569,0.14050350302592002,False,False,WP_092901739.1
10528,22.9534554630453,24.7477726323808,24.4561437568473,24.3397734961786,24.6023711268534,21.975734637406696,22.470334169183698,24.992698432996203,24.200668012378802,23.3070326119776,24.4287000841993,24.6515743963547,24.050124069200397,22.699325687237703,10528,10528,-0.771392629941438,1.5669749192125901,0.397791144635576,0.948976406306982,0.48581526622619003,False,False,WP_095544725.1
10530,31.674109001300202,32.690368966497196,31.5915018904102,31.9560951858878,30.974438506478897,32.2111286870857,32.607000998404196,30.2752198236504,30.414766508109,29.4323958287008,31.112057885381,31.900958683368398,31.1128006040256,30.7895224988969,10530,10530,-2.23702296786168,-0.23924029040467298,-1.2381316291331799,0.8340372263117991,0.0177030837404038,False,False,WP_004052488.1
10531,23.439456173161897,22.555649338625603,21.3865245705547,21.5620630415343,24.342457907857,21.3574650207215,22.3765697705862,21.2304215769356,19.5439135183856,21.5259804863181,23.0585726373966,22.4806876616121,22.3400516458818,23.144557893846198,10531,10531,-1.83815525745849,0.7821551424112809,-0.528000057523606,0.9454997444949259,0.410213712164808,False,False,WP_074309862.1
10532,23.066361379946102,23.0189791331482,25.1065899757083,23.673497144288202,22.9627825350627,22.2687441524049,25.1087553038307,21.7679294271275,22.130565535564298,21.686662095001502,20.7521029271645,22.8874803872197,23.2215158789336,22.5356377574231,10532,10532,-2.62423073459966,-0.29685944138744896,-1.4605450879935602,0.829996574831409,0.0165026137985186,False,False,WP_026507273.1
10558,25.454066961288,23.579728644099802,22.493618743530604,23.007697151743002,21.3623269900928,22.7393432545661,24.0949425095296,20.6442585455484,24.0310619833139,18.719108020004498,22.7671012038838,23.823328557478398,21.2340818189622,23.199609746473197,10558,10558,-2.829679963322,0.4544872835547771,-1.1875963398836102,0.9205206388432281,0.146908431196031,False,False,WP_077541384.1
10588,23.2499183861689,19.453413323977102,23.2015965927956,23.935813219897103,23.5951649266892,22.383647345525798,22.931354854292604,24.228228673957,23.437110593902897,24.508499090553602,23.8410393765485,22.458591598481302,23.235034593036605,26.8345706992808,10588,10588,-0.0900847230327455,2.88784643057972,1.3988808537734898,0.8936046428736178,0.0640894027374175,False,False,WP_084233659.1
10609,20.1458587776437,21.5942553428687,18.5531117674404,19.981504570664303,20.9050667022601,20.2668036941872,20.2125771279556,23.212858653303105,22.594696369607803,23.3289739824517,21.388202846285104,23.180312720713502,20.7287135632849,19.285826627252,10609,10609,0.358951783972271,3.0868787245643103,1.7229152542682902,0.827864215125207,0.0159124259033198,False,False,WP_068718916.1
10633,21.5154760743225,22.9688689015624,24.510258803581902,23.5301301783954,24.7941526190137,22.685841673191298,23.8276681370742,23.358800343663997,22.912207935645498,23.5730452364058,21.930079300306897,22.634728419984697,22.5065453617794,23.1922777622355,10633,10633,-1.6409583452822802,0.576754908962407,-0.5321017181599361,0.940704334551537,0.328544259162045,False,False,SRS056519.22628-T1-C
10665,23.0452585682442,24.0437865278635,21.839287995555,22.949288664011398,22.601724096907898,23.7708805113953,22.822853007604998,23.000125025969602,22.7591354050635,22.742218550882,21.6917213721278,20.948442094316896,23.4719924259808,22.9175350678497,10665,10665,-1.56379437786531,0.551820255181894,-0.50598706134171,0.94080605542951,0.33005083831614196,False,False,sp|P02385|RL4B_XENLA
10684,25.7920624895775,25.1281652668288,26.3397715087168,25.0982097890952,25.608872485794603,24.807850294449,25.589980072876397,26.112843592947197,25.899411691244396,26.001273184547202,25.691441949453804,26.410361109978698,25.5349132015278,25.767432302707896,10684,10684,-0.435760594101294,1.3079792012638798,0.43610930358129396,0.9393261173490679,0.308970117119732,False,False,WP_071662576.1
10685,23.103590045953602,22.748111140318,23.5527077896568,23.5538201552575,25.289466145982598,24.447171215566897,22.6403440224127,26.340028191385304,25.580333622326002,26.2064349732841,24.7237425401916,21.4244543938242,24.097611590639602,24.7597734124717,10685,10685,-0.312513247905844,2.54027559332706,1.1138811727106102,0.914326847629742,0.11888502449797198,False,False,sp|Q5R8S9|K1C19_PONAB
10687,23.4776957743621,20.418938634000998,21.692226410549697,23.3132492512958,17.123969811199903,19.1678934120336,23.6306616246762,22.0774712955806,21.6198133944571,21.5251542047185,22.180430342859697,20.8118787295733,21.0504804142032,19.7518333248581,10687,10687,-1.7720063954958,1.8269854778192698,0.0274895411617351,0.9621606834409091,0.974877524411063,False,False,SRS053335.45454-T1-C
10702,25.8396339539566,23.803736787704896,25.766426468856896,24.5277120988404,24.604860456127803,24.578884978667997,21.3090038736143,22.785234733580605,24.595719312677197,23.8411320211095,21.832214766933898,23.941522291334,24.8930588264695,21.389108755819,10702,10702,-2.5049383448046,0.46143322770595097,-1.02175255854932,0.923917092515207,0.166035748677668,False,False,WP_045085723.1
10708,23.909448895408502,22.209941750868698,23.736460874395497,22.9112310473961,22.622901502217196,21.093841778569,22.947609295067895,19.496176965354,17.2950155407456,20.967060871114303,21.7097758838893,23.8276673618599,20.264487271399396,20.307577721981602,10708,10708,-3.80197238199083,-0.6447914830317341,-2.22338193251128,0.7840567949988441,0.00816529069248625,False,False,SRS015794.20293-T1-C
10720,26.1836190839917,25.9840799979915,24.2427311697431,21.851010866855198,24.935599863022798,22.0655686513906,23.4550452156739,22.5267131822828,23.469351293039605,22.102184936905196,20.844032193837,20.3410583521452,21.998939509264805,23.6389085941978,10720,10720,-3.5046271285130297,-0.43722052491447905,-1.97092382671375,0.8219217354778969,0.0144086052228491,False,False,WP_087294415.1
10737,21.3481770292246,24.24961658875,22.4743020728367,22.3421574292948,24.038051151053,21.030736501134502,22.750025279603896,22.1762857821986,24.8235237577878,22.835990430090398,25.010010054161,27.264022389054798,24.0586636267171,26.309806522747397,10737,10737,0.47871113532081894,3.5913564392105,2.03503378726566,0.8155789904179959,0.0130041024904707,False,False,SRS014235.12476-T1-C
10765,22.457859779334502,22.338801929450103,23.6361099151651,21.8768646287043,21.533639139779897,23.4123483676325,21.9359322472729,20.5801076408415,20.3407183345858,21.108107729992103,21.1786557339681,20.4534243768363,21.561606330388198,20.9419538504233,10765,10765,-2.54498979054775,-0.605576498110558,-1.57528314432915,0.6974649006780501,0.00293900851995208,False,False,WP_009445717.1
10774,25.3417936851161,24.6199464595193,24.6814871648068,25.9542353887541,26.0834710290262,25.1692224150273,25.757017621951498,26.5744113861003,26.4041660984101,27.144561131960202,26.3222403643855,25.182341458741398,25.9815435042125,25.134861438029297,10774,10774,-0.24792788890150302,1.71562835108381,0.7338502310911541,0.9179944544581999,0.134525128194554,False,False,WP_038602379.1
10797,21.6266078397248,21.6780159236737,19.5339399285916,20.635158355342604,20.583667693079697,21.866651092642797,22.1578381715167,18.911564613093102,19.5606425683673,18.248844848749897,18.1228583201975,21.132708065936,20.6960005055551,22.4480560459605,10797,10797,-2.67437257557369,0.11402856508438401,-1.28017200524465,0.8967400790295109,0.0698301391229602,False,False,WP_005038382.1
1081,25.7029442297971,25.187900048033104,21.2206688139067,22.2584081729781,24.854450583968102,24.167912012214302,22.7501416464541,23.980998600295898,24.530947069209798,23.6338679430378,22.7409060403305,22.510397416101497,25.241990021030997,23.2558286262798,1081,1081,-1.4681714940111599,1.39746012513533,-0.035355684437917,0.9618694444914729,0.95943137823452,False,False,WP_012589757.1
10838,25.2738149100417,22.878509362806398,21.4190317653925,25.629099880991998,24.8701504926725,19.3275372943138,25.080266244417402,23.3041787525601,25.849555765169896,24.008808149544002,23.9895722450194,24.6925110022906,25.5180032201548,24.0866836506281,10838,10838,-0.764942819445155,2.75662934365389,0.995843262104366,0.9345523651064459,0.251728970232999,False,False,SRS016989.8514-T1-C
10881,20.1552493601826,21.8271480684577,20.0372265351588,21.2730591054622,21.796152520984396,20.704433073947197,20.701969710913698,23.483529569745603,22.6794139492667,23.9492924048503,22.768572644049502,22.738672852872895,24.209891343600802,25.898342480283798,10881,10881,1.59207679178267,3.90291659952101,2.74749669565184,0.249927064650422,7.740171061888691e-05,False,False,WP_093241256.1
10916,22.6248289153015,24.526459539164602,24.082982968184098,24.760773236321803,24.9643387523526,23.3624875253504,24.8631970279468,24.2354864218011,24.2697920054715,24.5996030841387,24.686477391156803,26.309327020177,25.4754726430507,26.101784705300798,10916,10916,-0.168903493452715,2.0240107238741003,0.9275536152106941,0.906532629532472,0.0928359039058045,False,False,WP_033178719.1
10933,21.3582573469477,21.816873891863104,20.365104939231802,24.019380500536197,22.2129979857999,21.234348507089997,22.646839712094003,24.199446798283898,23.0300273741676,24.772020724864696,23.815612357755498,21.0853486174932,21.876784459436898,24.822799386619803,10933,10933,0.0290991647657803,2.81325421667958,1.4211766907226797,0.8804451902931679,0.0458233843850959,False,False,WP_018886197.1
10956,26.276272688862,24.23004360406,25.450686082016897,26.359751620971398,24.935111397045898,25.9257837045049,24.0774549148985,22.784374650173,23.8226337469287,24.503681276707397,22.614320956482,20.7302603237442,22.033192762726497,23.5534469620192,10956,10956,-3.7051245211838997,-1.21293071698145,-2.45902761908268,0.502043508019959,0.000544245683163667,False,False,SRS077730.69870-T1-C
10972,21.715321066319103,22.9375304339496,18.2791798046679,21.062622622920102,23.735250355060803,21.784161147076997,21.6845474598361,19.3370556250481,21.371286376481898,19.544966318841396,20.1192400490468,21.1357017720482,22.5607148611957,22.151513341322797,10972,10972,-2.2425216038481404,0.820197447892202,-0.711162077977971,0.941720720565622,0.34400085876083003,False,False,WP_078484421.1
11010,17.2149641211585,20.588108872190197,16.3229315741536,20.812694377490804,20.6762429146289,21.4342627271557,20.6422324205215,15.6739163285391,14.0761475280225,16.159220937019402,16.7618888051942,15.651360070171199,14.6321432286289,18.2930045653785,11010,11010,-5.48117349343505,-2.07418523352076,-3.77767936347791,0.345028824061217,0.000166935941030811,False,False,WP_044641876.1
11044,20.850658423075103,24.6233714837429,20.928214013103698,19.8442506214808,21.8853768821915,22.786992834595498,21.1513169947231,22.7019646361865,22.942097078018303,22.2007372987969,23.4373059505395,22.4113855589713,24.9425268544797,22.5536002348492,11044,11044,-0.0733258633605327,2.67887910876879,1.3027766227041297,0.8925141847331899,0.0622406200468543,False,False,WP_075727551.1
11053,22.1233800697728,22.743380504170798,20.900841017548498,23.6167692451661,24.0616010983243,21.2524921988686,23.0971236080742,22.975840273000802,24.2333616317122,24.717694096728703,22.3945262813026,24.3537444397674,24.206686571902104,24.653720937473,11053,11053,0.185201651380529,2.59765163146561,1.39142664142307,0.8544466961133559,0.0259339908533658,False,False,WP_011916419.1
11092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.228775836369,19.219983834077603,23.350496006110703,20.9018671209361,17.1502332010729,19.6325142517618,21.9855852169975,11092,11092,19.018226983071603,21.9730460075929,20.4956364953322,7.28261883305431e-15,1.21872992955114e-17,True,True,WP_096410231.1
11103,23.899180894154394,21.4773239769716,21.5149812643334,22.4217397214583,23.088725491006198,22.362831545755895,22.8309139868973,20.1960485524618,22.8625200720768,19.117143375373498,23.5196857979917,22.2551735436276,22.061736717244703,25.0531442324287,11103,11103,-1.9151556477736003,1.1922286222386298,-0.361463512767482,0.954143706158675,0.632518046464946,False,False,WP_034743456.1
11109,26.325681167478,21.6243358676763,21.523314997744603,22.587679559552,21.995151582434502,21.2715975265387,19.750810011632897,24.920421235090497,24.4078525832605,24.893195833070397,22.9390297964239,22.158494433868604,22.375716925331396,24.4285922412559,11109,11109,-0.0780217273146364,3.23365953738437,1.57781890503487,0.891571175568715,0.0606987143865133,False,False,WP_011165367.1
11121,24.5423900909702,23.0730571115571,26.715943091262602,23.597269335613603,24.669031933633104,23.787224554995,23.7349857478757,26.2623217415486,26.264762945685398,26.526149886668897,26.157798667574703,23.7075019512543,23.650693731198203,25.724736549804803,11121,11121,-0.159022440435105,2.49446918552868,1.1677233725467902,0.9020576382861141,0.081237321578833,False,False,WP_043768412.1
11168,26.902388847154498,26.1944478771044,25.7549822806,26.9835100990679,26.4003292799975,26.5756467439327,26.4091508526616,28.000087434405103,27.2704956557794,28.178242923439697,27.378303108988103,25.7170228945938,26.4198318173428,26.3078698242388,11168,11168,-0.428059108682205,1.5856013024733897,0.578771096895593,0.93382980621584,0.24429365653338297,False,False,WP_028789804.1
11198,25.4601294179915,23.015359410688895,25.9621550006635,25.0303759188544,23.3466807712215,25.0085885230117,25.3010690784001,22.8411247249661,24.2591392486648,23.2962218182922,22.708819728233102,24.9428542471218,23.4612377438461,22.9684330151616,11198,11198,-2.3971422754372003,-0.0732941801473357,-1.23521822779227,0.8728338004652071,0.0383457589639774,False,False,WP_004066062.1
112,21.430363728117303,23.510707676346,21.7712863440846,20.0426386202263,19.5858171159751,21.0184779884605,22.3480459709731,20.7522450608245,22.3589435705888,20.1960281346064,19.1464095695878,21.867553249460503,21.2396206703163,22.5787174991009,112,112,-1.59598549468724,1.14803701191647,-0.22397424138538502,0.9570190767698051,0.7368420155097499,False,False,Reverse_WP_041100974.1
11213,21.6026458610927,22.284403915548,20.2878656577548,23.0136044904344,22.794588793063003,23.4457476522505,22.974350166332997,23.8928461834976,23.8959683105814,24.0548443278823,23.1723011432552,21.443148943159898,23.458845883187898,23.5334722058179,11213,11213,-0.165946331527445,2.1797236060719603,1.00688863727226,0.9049211755146909,0.0884199551601123,False,False,WP_088268797.1
