"","name","control_1","control_2","control_3","control_4","control_5","control_6","control_7","treatment_1","treatment_2","treatment_3","treatment_4","treatment_5","treatment_6","treatment_7","ClusterID","ID","treatment_vs_control_CI.L","treatment_vs_control_CI.R","treatment_vs_control_diff","treatment_vs_control_p.adj","treatment_vs_control_p.val","significant","treatment_vs_control_significant"
"1","10010",23.542894655496,24.0752814811797,22.8887412054236,24.1224429490825,24.0717243763883,24.3342108064273,24.3845573707491,24.1100894573274,24.1489205909311,23.8544029283308,24.209557704195,23.5016566909856,24.0010314411165,24.6781544221784,"10010","10010",-0.483593136321959,0.793296104984301,0.154851484331171,0.921783839414391,0.612330908054631,FALSE,FALSE
"2","10011",22.1574943546119,21.6359310751294,22.5518455295568,23.4670333270974,22.1893066897924,21.5633550304078,22.1958407572625,23.0439214127536,22.1082264423788,23.3014456775332,23.466011593602,22.212486292031,21.7896598020403,22.904519966318,"10011","10011",-0.355071469181248,1.23091844712372,0.437923488971236,0.846847281573955,0.257150472048131,FALSE,FALSE
"3","10032",22.3285064761345,26.3472182725675,24.0283596115285,26.100523954313,27.5799554759473,26.129671861536,25.8270005959562,25.4541191553702,24.7604122038811,25.6736588810379,25.7367317906056,23.4959678354731,26.2233922092247,23.1781675843968,"10032","10032",-2.13396707337027,1.04288519108642,-0.545540941141923,0.904459052002064,0.474987182446648,FALSE,FALSE
"4","10074",24.6306283002375,20.6145292299674,24.6369908435213,23.2455908581332,22.3873721045123,20.8227551952074,22.2877298495789,22.0943580169047,24.1725983437709,22.1392318830407,22.7705896968861,23.7592603873342,22.9044857884411,21.9031864287777,"10074","10074",-1.25307401872464,1.57253520843813,0.159730594856747,0.937680656182822,0.812623328386698,FALSE,FALSE
"5","10110",26.2435444285411,26.5517164745996,25.7872138169473,26.224727578139,27.136554220999,27.0220193605594,27.5255564877033,24.9920804727121,24.8720858474158,25.2211884951086,27.2358194499033,24.8923148558556,25.0016838879504,28.7446720412607,"10110","10110",-2.06539838593431,0.484973438139418,-0.790212473897448,0.819222003605264,0.206060477270644,FALSE,FALSE
"6","10129",17.9648541228326,19.2653082873565,17.344842017208,21.0229041721815,20.8704986775595,20.5465092261814,19.7663784690512,21.0611503168718,19.4527680921876,21.9004765863031,21.7967838738058,16.3837549100966,20.2089737425038,22.4337423146233,"10129","10129",-0.965219689646229,2.80989250793803,0.922336409145899,0.868328410699218,0.313730615776678,FALSE,FALSE
"7","10140",25.205429687314,21.2061999902938,25.2930965764997,22.9573183539127,23.8922713534528,24.1122729322012,23.6578224838854,23.3389101704689,24.6904304533671,23.3002276996123,22.5648607348435,25.0424427463001,23.5974011997803,23.4493357031324,"10140","10140",-1.32132951066253,1.22395731921825,-0.0486860957221431,0.944501700204752,0.936016218245094,FALSE,FALSE
"8","10178",27.4878453762937,24.8219610261576,26.5948665166938,25.6876326971146,26.496019678731,24.5674604917474,25.7621532901857,24.9520977948874,25.4805648388037,25.8515010791976,25.8174549876794,26.1671583024099,26.3139350102346,26.925030994203,"10178","10178",-0.967669687190425,0.993327953045191,0.0128291329273829,0.946491068818777,0.978093314346472,FALSE,FALSE
"9","10212",24.091770537952,22.6643075180848,25.5541529598422,24.955032990784,25.5299694485103,25.0123380542545,25.0116910487388,24.857306475704,23.4080647087505,24.0252920873121,24.2056652245498,24.7326143616817,23.9988018154,24.90134541315,"10212","10212",-1.33237833831885,0.563757632142136,-0.384310353088356,0.890945109403017,0.400749952310905,FALSE,FALSE
"10","10217",17.6775269611678,19.1721198170557,18.227883829357,19.7567485040138,21.7612931307659,19.0700239577203,20.29766748956,18.6544052750779,18.6078865342276,19.9905652054228,19.9319912170563,20.2113702652137,21.2553519307675,18.7609408042601,"10217","10217",-1.09192526226825,1.50599598866404,0.207035363197893,0.932664338925392,0.738492768817602,FALSE,FALSE
"11","10220",22.1533729726146,25.395478307307,24.1393019194015,25.1905349314602,24.2824386058997,24.6062623631682,24.7017811939583,24.2649035631253,24.0770009085577,23.5920455604492,25.0915885263027,21.9017798605652,24.0627157448448,24.773997865914,"10220","10220",-1.55436667214362,0.781470025272016,-0.386448323435804,0.906908811621986,0.491014987843619,FALSE,FALSE
"12","10245",26.780744810191,26.8468533038452,26.4277609955319,26.0326908576313,25.5316773072736,25.5405048404356,26.1582135398801,26.1730379089666,24.9293740948757,25.1029854675064,26.0458114771815,26.4500262054275,25.284469789279,26.3745878627108,"10245","10245",-1.17042638250632,0.32523985426601,-0.422593264120156,0.841994230063969,0.246726444166752,FALSE,FALSE
"13","10260",27.1214467045553,26.3250583065142,27.8017774139345,26.7605493210704,26.7396378607317,24.5157938448853,26.8411340131422,24.9418545226883,26.7653457958731,26.5148437836475,26.1727991006897,28.6849037283141,24.7428680384164,26.4689673828391,"10260","10260",-1.5422840193673,1.02405113011998,-0.259116444623661,0.927426502695181,0.672674549515785,FALSE,FALSE
"14","10261",28.038208817832,29.1713365509937,27.8633955341819,27.7994518353142,28.5110086186001,28.6504952088696,28.457559847356,26.943075937615,27.5601883815998,27.4267836490215,27.5149435855778,27.4354314910137,27.0762843964598,28.3641045110147,"10261","10261",-1.5357877829023,-0.227253491624894,-0.881520637263595,0.393328456506395,0.0116966279911659,FALSE,FALSE
"15","10272",25.8671526381395,25.8995304179533,21.7989329166972,24.0930263612534,23.1555534135903,23.9765367670749,24.8721906602436,23.9840005493658,24.8886780884977,23.3448876523998,24.9048340065668,21.8336537287493,23.6049282487577,23.4515426641446,"10272","10272",-1.90882673699862,0.865855812292678,-0.52148546235297,0.897690497877262,0.435088985720164,FALSE,FALSE
"16","10290",27.0598021592872,27.8818739770217,26.6803856420026,26.9069178259379,26.2421090644713,26.2475921263967,27.2144945440203,26.4350729837511,26.8009939860156,26.8064022044851,28.0050412213818,27.6888028692387,26.325455391505,25.7236415211221,"10290","10290",-0.899658792889073,0.771725889563807,-0.0639664516626333,0.941191460545475,0.872434126273982,FALSE,FALSE
"17","10339",25.6460885301816,24.6927854300821,25.1228223087261,25.2996082292878,24.9990568398846,25.5112434123269,24.9645249873143,26.2983896249809,25.8498360293938,26.080577429378,25.7354796385942,26.2327237632711,25.3505709684302,25.6199485298207,"10339","10339",0.145778043944068,1.26319231207466,0.704485178009364,0.436810378077407,0.0169277003370613,FALSE,FALSE
"18","1034",24.7526090613104,21.979592660426,23.182232632103,23.0164143657525,23.3064248536857,21.4551435723034,22.5430818667997,24.5630317342049,23.7240864206453,23.4741204531434,23.5681992216254,22.8606270524468,22.3615136045234,23.9335790961501,"1034","1034",-0.421717402461902,1.63590556542152,0.607094081479808,0.832011967608478,0.227386021542129,FALSE,FALSE
"19","10441",25.9105187389622,27.3834665702097,25.7416685681305,26.0384481482163,26.2497609864058,26.4252917888046,25.8278583427067,24.9956921597766,25.7598887672089,24.826038249558,24.8461457689622,26.2728328776033,25.2129640442189,26.0349915125862,"10441","10441",-1.54373122534903,-0.0644001356571524,-0.804065680503093,0.542212198156132,0.0350802611969671,FALSE,FALSE
"20","1046",28.0803278666058,27.6465437687223,27.541688945112,28.8780196491971,28.2190065291043,28.7133122574935,28.6043685920663,28.0700164059546,27.6220067156464,28.050676860432,27.8378090603194,28.4592913599678,28.2883711587676,28.0713854759515,"1046","1046",-0.795747242681114,0.428972793749101,-0.183387224466006,0.912648542702502,0.532467808859918,FALSE,FALSE
"21","10460",24.505813189055,26.4254488943349,24.7988270926259,26.1248769794893,24.4434055214501,26.7432685478707,26.1964670548309,25.7347515543157,24.0169249814959,25.1223818852121,26.2212420315202,25.8664665703714,26.1997581510978,26.3078934079865,"10460","10460",-0.996861423995025,1.06295036752153,0.0330444717632545,0.945002517127898,0.94631837525388,FALSE,FALSE
"22","10490",25.9725603023543,25.7512417082448,24.2900904426875,25.2296770092034,25.3839743644022,25.6800065354628,25.803201809464,25.8758783822466,25.7568859316703,25.5644379957711,25.9734335709183,25.2870030092658,25.5562404616057,26.9659207416265,"10490","10490",-0.309254843712848,1.12898282122291,0.409863988755031,0.84010948456007,0.242868133489147,FALSE,FALSE
"23","10494",27.3745123056221,27.7857989533685,27.4135092853689,27.0756460691569,26.6432008283204,26.4282030963175,26.6756085784021,27.7077889489695,27.0416978840905,27.7270761946109,27.6768899620801,26.4829896397289,27.3344206302799,27.6766142690252,"10494","10494",-0.340219233700253,0.983361637194142,0.321571201746945,0.869162489218795,0.316348353566614,FALSE,FALSE
"24","10516",25.8464349939564,28.7357361673657,26.7910526042502,27.8675706048848,27.8843204845532,28.0655917976387,28.9291088313642,26.7177070119604,26.0684862481517,27.1499151682566,27.6958164957973,26.8123883676918,28.7741801206156,32.385230566686,"10516","10516",-1.58509385140843,2.00906770716446,0.211986927878016,0.937180809876929,0.804675563944187,FALSE,FALSE
"25","10517",27.2650924598924,27.0745785068873,27.2549970350054,26.7632898056145,26.6302871247886,26.7340350709412,27.1688193887279,26.5793830133012,26.0755128328294,27.185450442269,27.5437643448988,27.2425055960378,27.2252964916103,28.7535095052891,"10517","10517",-0.528295453828682,1.01810197793684,0.244903262054077,0.909560183093651,0.509443931183929,FALSE,FALSE
"26","10531",27.0474865425093,29.8639587553372,27.4827366447798,28.4183644415443,27.7757467145319,28.0960419789282,28.8927842011095,28.4475293304919,28.0614875251789,28.8283243398322,28.5903701579129,27.4227067774382,28.7803824022928,29.5819939087775,"10531","10531",-0.643845068989179,1.25403797275611,0.305096451883465,0.90867821668892,0.503182731947637,FALSE,FALSE
"27","10551",20.6226980082197,26.37621779781,20.615506612719,23.0863008228115,21.6880837953025,23.070885142372,24.6052728732831,22.8025814435833,22.6381563643905,22.6407910394054,24.6918637780706,19.6207532044058,20.2327347586611,20.2047490344675,"10551","10551",-3.12528668100053,1.05861941541944,-1.03333363279054,0.86668441291425,0.308677835864035,FALSE,FALSE
"28","10562",19.6310953275804,13.3925857562755,19.2396101824847,14.0523133152087,17.5998184294877,12.8734441125154,14.5824360431426,19.4114261629679,19.8688180342913,17.9413399591204,17.1683195485733,20.0977839647261,18.8436144067602,16.2090534923878,"10562","10562",0.229995283251321,4.96116254592925,2.59557891459028,0.537238401004902,0.0336416357369817,FALSE,FALSE
"29","10573",19.7407343793534,19.9703839880458,20.3400619718535,17.9786546054236,19.3593120329453,18.3621321833242,16.4981480030159,17.018819573445,19.0174609038594,17.9183391777697,19.6946044417371,19.4135184369817,17.4929875827741,19.2858785409845,"10573","10573",-1.66853318418302,0.980585039494418,-0.343974072344299,0.919192351466357,0.587669323040245,FALSE,FALSE
"30","10583",24.8156433330507,25.065908510086,25.3074783263391,23.7259355651767,22.7465469185901,24.611300703231,24.7024106682527,24.5285583780869,24.3259461316969,24.108054912605,24.0287625084383,25.1165645184796,23.9505568759318,24.6021384311716,"10583","10583",-0.881144966797888,0.791247175850384,-0.0449488954737518,0.943204793060963,0.9101989594041,FALSE,FALSE
"31","10606",25.5804609477899,26.833864567079,25.8709732628109,27.2308723978006,26.3226909629808,26.2262601096165,27.1804364229052,26.0798089318447,26.4321954523836,27.1648946349574,27.1396688227444,25.8547437123675,26.7748663673385,27.8773364694272,"10606","10606",-0.519867688699558,1.11356932300826,0.29685081715435,0.900359747917957,0.450107296143502,FALSE,FALSE
"32","1063",21.8598528492455,23.8211443234702,22.6596553869759,23.6455812584441,23.1341384672171,23.2734245535301,24.2517629461612,22.9895628905561,21.3894596166394,23.1486290995439,23.4294465860639,21.8628616867745,23.4483295885098,22.2815520123385,"1063","1063",-1.5196594977609,0.349454267870071,-0.585102614945416,0.81631397817411,0.201671816174593,FALSE,FALSE
"33","10641",17.7877049198899,21.228319037951,22.6157957479574,22.4268068061682,22.7680328458662,22.8768243573161,20.6756667878599,19.9126686334953,20.1435787749652,20.2311004478449,20.5181901767826,22.7066271199029,21.6977850401602,20.7073599747133,"10641","10641",-2.21922655180788,0.944415027480899,-0.637405762163489,0.891518012911677,0.403482590850037,FALSE,FALSE
"34","10646",24.6130214891621,25.5220455884956,24.7773373471142,22.4330258037909,23.483316999014,25.9942513929083,22.8683523485909,23.9098977519652,25.2024282471366,24.3373374981231,26.5961951742543,23.7105673621119,24.6458615165276,26.4721972960622,"10646","10646",-0.627258923191212,2.10815431664972,0.740447696729255,0.850808165060762,0.266221033862512,FALSE,FALSE
"35","10649",22.0075782549158,27.3441261039501,21.7721498324729,24.1526012798586,23.8305588228556,23.6828319617818,25.3739954878754,18.7309941228562,25.0347985848384,25.3562022576139,26.1678781221993,21.1107763988414,21.7833188098629,23.3595940817225,"10649","10649",-3.38428211867858,1.49277372845694,-0.945754195110823,0.895027131107189,0.420945134857273,FALSE,FALSE
"36","1065",28.6318706110284,27.7840351699231,29.0166476854653,27.9457975484192,27.7124372698523,27.4914794557699,27.2697133144946,28.2039031559271,27.9848059079602,27.7210507458422,27.769418014072,28.7240076425546,27.8921962809258,28.0018891475091,"1065","1065",-0.614844022351483,0.742069690876724,0.0636128342626208,0.939581535265504,0.844107613347241,FALSE,FALSE
"37","10690",15.8647665114234,19.6725151208661,14.9670911349658,19.4296846087853,19.3894254797379,19.4924576147976,19.9361691939921,18.5741093450475,18.1799139482201,20.6133515387454,20.7308797245029,18.8810302918809,19.9179547464426,20.4298582486567,"10690","10690",-0.513728611964911,2.9637252345157,1.2249983112754,0.77601506082682,0.153720221688141,FALSE,FALSE
"38","10695",23.5501281536232,21.8463389587479,21.730625197074,21.4785217850497,22.8128958678618,23.7712816081806,21.8292891678278,23.6228400773061,22.6495267872911,23.3033182453566,21.6422668002811,22.9167902702544,23.1529753448538,24.5022918420244,"10695","10695",-0.351952551429275,1.71507501685855,0.681561232714635,0.800234751335796,0.17995708739153,FALSE,FALSE
"39","1071",28.4161723787945,26.5509646172973,27.5383665043718,26.7254014171006,26.8146322863478,27.2879637109882,27.1419196942379,26.7071377791892,26.6206895488157,26.2207002871145,25.7828303846966,28.5579727187823,26.6358754182653,26.6664392476398,"1071","1071",-1.36455155353704,0.426330060784316,-0.469110746376362,0.856925576064584,0.281336425920032,FALSE,FALSE
"40","10764",27.6773393028013,27.1926334515996,27.2426939868966,27.1516237164836,28.0441270420632,27.3650091954304,27.2214397099102,28.3874352567,28.0147743570207,28.6176607525252,28.0372902904719,27.3715762302627,27.1320942170704,27.5558151886826,"10764","10764",-0.175959512343635,1.09646805164323,0.460254269649795,0.764954659892991,0.143719629838004,FALSE,FALSE
"41","10783",22.2279449191855,22.7535103723997,22.3214957345157,25.5374733289843,25.5141253551024,24.6101743418771,24.7186049383684,23.4054211863451,23.4922100422901,24.4652710100573,24.3137153620704,23.2204230557538,26.1803699393941,23.6163271746334,"10783","10783",-1.23527745606173,1.52396567895062,0.144344111444443,0.93852424840834,0.826344434503065,FALSE,FALSE
"42","10798",23.1242210410597,24.8535834522129,25.6403042453109,24.1544117624315,24.8057297045548,24.1821143988745,24.1714875155093,23.5278248892112,23.0632971475071,23.8146178635314,24.183195417377,23.081538700053,24.1192885793475,24.6677308817404,"10798","10798",-1.47894783811084,0.200559654914802,-0.639194091598018,0.74688477100207,0.125382924983029,FALSE,FALSE
"43","10801",27.535575527901,26.1989280646802,28.3237586772356,26.7004777125772,26.9893740776698,27.3399235501337,26.0606302598737,26.5476838851934,25.8677395884388,26.6680951792859,26.3905161809606,27.9856359773184,25.7731139724183,26.3277350985072,"10801","10801",-1.41054895739259,0.385363817978704,-0.512592569706943,0.839761445350144,0.242166725813188,FALSE,FALSE
"44","10827",22.7735259935756,22.989951569372,25.0615735774977,21.8328235850908,23.1358337319693,22.7307864582635,23.7795511490447,21.3521334318911,22.4337163399994,22.808253865508,24.619660393637,20.5601060890466,23.1952287586731,25.7156819090569,"10827","10827",-1.78418582331468,1.32153860131425,-0.231323611000217,0.933851575208135,0.754963161714891,FALSE,FALSE
"45","10831",25.5309462657622,27.7959805554725,25.4008837348244,26.0301226449551,27.7147039865925,25.8687178265991,26.9869360345483,25.6280321002301,25.664445846802,26.3831131112767,28.5340392682284,25.33329138564,27.225625380735,26.7284411889394,"10831","10831",-1.15916675033705,1.2073659597935,0.024099604728228,0.945929899174682,0.965906774891321,FALSE,FALSE
"46","10848",19.7579384818638,17.3808837734117,21.8882709435197,22.8666908944805,23.3541206233391,25.9315385429212,22.333934393592,25.7246090348556,26.5265739945018,21.2109465547951,24.5669297348974,18.9607966846213,23.3365825589769,20.9913142355771,"10848","10848",-1.74359220845188,3.97341367847965,1.11491073501388,0.89452748770806,0.418379920655462,FALSE,FALSE
"47","10936",24.5392663313944,23.0882991224354,24.4586433475498,22.778411860611,24.7259970689485,24.0842596822535,23.4213211120955,24.1598453202592,23.9347275859049,24.8286846176062,24.2163317917378,25.1399526187158,24.0748270351856,22.5466067216949,"10936","10936",-0.672428691793955,1.18807931059861,0.257825309402328,0.916414124778711,0.563077400014641,FALSE,FALSE
"48","11",24.1749331473615,23.8976124695668,24.4799084562249,23.0409461801797,23.3184349605633,22.621056945359,23.0686085528321,25.0041454417505,24.7358505265975,23.0847136808497,22.4675152534506,24.1182733780968,23.870298394493,28.5516021266615,"11","11",-0.547825845714616,2.61379672851812,1.03298544140175,0.803240799159112,0.183717071370127,FALSE,FALSE
