name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,treatment_8,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
0,28.8069384888929,28.174828821476698,27.746986924923302,27.4035389004876,29.4882197368747,27.707550318038603,29.0289856488049,26.8044456066345,28.7111136810279,28.510128683751898,29.945939539863,28.668877685760396,28.6473108346314,28.896290754993895,29.2100227668249,28.9986077281038,29.563407057305398,0,0,0.0929789885866543,1.60103213485293,0.8470055617197941,1,0.0297601850620784,False,False,sp|A2ASS6|TITIN_MOUSE
100,29.3092279878896,30.2307096256426,29.201190197358798,29.158886557625603,29.232131836979498,29.0406120363638,29.2618917302059,30.8009201837046,29.4555390716958,29.620541298907,29.7387313779499,29.515502274019,29.4640824498702,29.1805217234309,29.5656435974227,29.6476212578162,29.3257245782553,100,100,-0.5602422723213211,0.5323656945243971,-0.013938288898462,1,0.957851706975832,False,False,sp|Q9JLB4|CUBN_MOUSE
10007,25.0386499441055,24.922170016888,24.9588882593265,24.6282000996917,25.7763591074264,25.098564493209402,24.9344538225028,24.993882437763098,25.3492144012321,25.9711918168334,30.416808483123496,25.4150328664887,29.039409688080898,30.5933129646339,29.671906854323396,28.7065950009218,25.6069263607969,10007,10007,1.6555831317189398,4.54407230327157,3.0998277174952595,1,0.00026974546799914904,False,False,sp|P31428|DPEP1_MOUSE
1001,24.0929145348878,25.9423113110065,25.3918750155749,26.0796018061218,22.030037985854996,25.540009641282897,24.8161142319645,20.4245435819319,23.5900848998951,25.210419157154497,21.0394599413581,24.4994669814045,24.1979062683668,21.3920458939501,24.526693962125396,24.823403248891502,22.6973237341641,1001,1001,-2.36111921733713,1.0339116789640799,-0.663603769186526,1,0.422302422050089,False,False,sp|Q9Z277|BAZ1B_MOUSE
10014,24.2591156806313,26.1348590689312,24.5237222050773,24.369349466136303,25.7541803145574,25.052318125086497,26.5833514569643,24.3358283828451,25.6261837609406,26.6200816803306,23.6552393967159,26.684439979902102,24.173873893671498,23.694871459507,24.555552686342896,24.515084343686198,26.278114746142503,10014,10014,-1.23187434091235,0.91198700722706,-0.15994366684264702,1,0.75757037596012,False,False,sp|P63005|LIS1_MOUSE
10016,23.3305643411131,22.262005640197202,22.4682710335609,22.2400115789855,23.101722780769602,22.1153656625139,23.131325549787,21.754842658582803,22.105031846149,21.7379734731202,21.7467574516844,21.9505092657922,21.9540365241081,21.2619726529645,21.5247549923175,21.803448087674102,23.5615332664923,10016,10016,-1.23466308829071,0.11787816312710901,-0.5583924625818001,1,0.0999025545009822,False,False,sp|O35684|NEUS_MOUSE
1004,29.9560889939858,29.932845033312102,30.4190795085769,27.6274903502454,29.675180976452303,28.521768004271497,29.8245035438492,26.861210556592102,28.501013205408302,29.9225819387788,28.595381348108695,30.3436277747293,28.5830736835615,28.6282934068886,27.9467479873693,28.2234886904789,29.524959068348604,1004,1004,-1.1140551756916202,0.985164722992273,-0.0644452263496724,1,0.8988144542549179,False,False,sp|Q3TTY0|PLB1_MOUSE
10051,25.8177757065877,26.225453061856104,30.320785546645396,30.5699811384374,29.8097866594106,29.7307444330516,30.511730369355604,32.0759719765064,30.0354175766187,26.945615437647298,29.2579844856111,27.616040509351002,27.1513274863154,27.959163794706697,28.4003212211944,27.2074880601199,27.8878740465808,10051,10051,-3.1775716351080097,-0.12656270861469698,-1.6520671718613502,1,0.0353483727287005,False,False,sp|Q99JW2|ACY1_MOUSE
1009,27.5496989085849,27.713937304938803,27.416562458622497,27.237550605200898,27.0858362738253,27.987054486406997,27.487210058464605,27.181210541956602,28.069120655134203,26.866621382024498,28.635322862815105,27.983653358621602,27.8064929824068,27.3965588748627,28.3757023488046,27.4346892493695,26.8687571476464,1009,1009,-0.445297817802044,0.7365404154099141,0.14562129880393498,1,0.6110224719995601,False,False,sp|P28665|MUG1_MOUSE
10093,24.319355556321103,24.3934408672995,24.270542430034798,23.143962657550997,23.586745202901803,24.3049652440251,23.0480021984203,23.9074455112848,23.497534657515804,24.313381086792198,23.006625871409803,23.6490779727812,20.5048907389517,24.7674043414739,24.371354782039198,22.525186949576,23.1656607208335,10093,10093,-1.54205911342917,0.457511545981463,-0.5422737837238539,1,0.26949553807815896,False,False,tr|E9PWZ3|E9PWZ3_MOUSE
10097,23.5827899861028,25.3552786339819,24.6774023825554,25.7081917288795,25.2291198075703,23.2985220037857,25.203877319520696,23.348599712292103,24.4239857453053,25.242717652122302,21.8517475166513,24.163307471826702,22.277976633951102,22.3507371665372,22.179981961375,21.1866353712355,24.181230450117603,10097,10097,-2.75742797213448,-0.45682565413216,-1.6071268131333203,1,0.00883391579800142,False,False,sp|Q9D1Q6|ERP44_MOUSE
10106,23.3226451531064,22.257496900300698,24.0099735465907,23.2699675958747,23.220258160301103,21.8342769877588,21.9759794763091,23.0254919087293,24.4490321156573,22.5569550308187,25.950947041892,23.0287616654988,26.307152384963498,26.338394610043803,27.038841217033703,26.511344270522,22.704111765485898,10106,10106,0.606304227967266,3.42168458090226,2.0139944044347597,1,0.00757887124781472,False,False,sp|P11438|LAMP1_MOUSE
10113,23.637142459831,24.9948285109491,24.7395041623125,24.9046686122885,25.5158067755764,23.129923004227198,24.5600165008882,25.575389874311,24.9291514289923,25.527886857533602,27.3808525616278,24.92074355277,26.4220550107624,26.4450940238172,24.858354421947,26.0566472853911,24.6875348039826,10113,10113,0.23368191048476503,2.01079214577844,1.1222370281316,1,0.016159913577277002,False,False,sp|P62196|PRS8_MOUSE
10138,20.3033504400196,19.717187749449,21.037567731804103,20.8529424378526,19.2175270433312,20.6464681802816,19.452912842181302,22.4421614151918,17.7389498718499,20.448827126490897,23.043875368123498,21.438847171447197,20.2447180447028,20.6706700785675,21.541931774334397,19.7142891252556,20.192509549247802,10138,10138,-0.42547646434208,1.93626736567096,0.7553954506644369,1,0.195716917848989,False,False,sp|Q9JK88|SPI2_MOUSE
1014,23.316803000036803,24.840760879019697,24.038373563875698,24.448683982181603,25.3101868301572,20.1469589087192,21.5545125039973,18.7403605241057,21.592254450650803,21.4703987187864,19.4305750579315,23.2293445772039,17.027409293709,20.1874994786962,15.2181469558949,18.3670094141345,21.905975265873998,1014,1014,-5.37860654340526,-0.7431692422024659,-3.06088789280386,1,0.0124878261186385,False,False,sp|Q6GQT1|A2MG_MOUSE
10146,27.4961545524101,28.618814871598396,28.066791997046398,28.3189322949992,28.141953527374397,27.6855939840172,27.9395053138237,28.047392338729402,28.1276223798415,28.573181410378197,28.153495715728003,28.299388948077603,28.1768804703949,27.952294193804196,27.956541489317104,27.7594633969386,28.102636098396,10146,10146,-0.372113042254322,0.517192081937312,0.0725395198414951,1,0.7358196393897309,False,False,tr|A0A0A6YVP0|A0A0A6YVP0_MOUSE
10154,23.2348000392134,24.378252117783898,24.630882435173998,23.8563236014643,23.5068971181365,24.973384257199697,24.320995716490998,26.6329138908118,23.7212623527069,22.3203747371471,24.3235141410632,24.233770181725603,23.7588611173973,23.6433200546414,23.7332495644611,23.934904278555603,23.7322190878818,10154,10154,-1.5191653954334199,0.21572723526689802,-0.651719080083261,1,0.131910804121032,False,False,sp|Q8BGL1|PPM1N_MOUSE
