name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,treatment_8,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
0,23.2911656394818,21.470148448834,24.2510690196676,21.333084358391897,23.5085213956535,25.1630535878703,22.5352635093055,22.626943761114603,22.3980330752244,26.346652183387604,24.863023764678303,24.3314548847952,25.1800107293673,25.298418730830498,25.4353400641462,24.9538305956348,26.4849939709714,0,0,1.2844759199567901,3.5328924675418403,2.4086841937493197,0.282438218689128,0.000192068197865075,False,False,sp|Q6PZE0|MUC19_MOUSE
100,20.1644466348727,22.596426598142,23.735058284622898,24.3404755613589,24.9972826964532,24.192923813393396,24.6956793308535,22.3275320863199,19.8447839058255,21.8677168746567,23.129216502349898,26.086207955356603,23.8862497299174,21.4879376515139,25.3263199626985,27.147172864836,21.4239253027236,100,100,-1.0195306005297,2.63163755335576,0.806053476413027,0.943932931272513,0.370496116570901,False,False,sp|Q6PDN3|MYLK_MOUSE
10008,25.2245897786941,23.9955443654422,24.5065350111452,22.643234166434603,21.931169248213,23.8851499744456,25.423761684833398,24.2244870000716,20.966618805764302,24.182846228171503,21.9194303899448,23.054649359085303,24.994666516523104,25.8326379923113,23.3786529860668,25.2015425280136,23.7768114089757,10008,10008,-0.96244909313016,1.7586273265044798,0.39808911668715996,0.953056184847634,0.550894994400695,False,False,CLOBOL_05215
10022,24.6591422454317,24.734550399106602,25.8216678011056,22.8760713563367,24.6096190029172,26.952869125804895,24.824519805893804,23.694194096468898,25.660433217349702,27.5216531370534,26.8676301631544,25.1899778932899,24.1953016113811,26.654570941655198,23.6733665555893,21.961016861096397,24.9553446529674,10022,10022,-1.19722182581551,1.7112557131033603,0.25701694364392896,0.9585871990596708,0.717982968270682,False,False,sp|P79273|ACADS_PIG
10025,23.1012197533246,19.9990544735747,23.608340223324298,25.0811690141505,25.210746838856,22.7523681911666,24.4400964829594,20.1072068570103,23.3549332110169,25.0079147759835,24.3501657613421,26.649110256887198,22.730946872462003,23.1955219496559,23.3747834653035,23.3369043533741,23.059626341701602,10025,10025,-0.649282265140952,2.4299401436777,0.8903289392683721,0.9329220071527751,0.24376068677078697,False,False,WP_053984663.1
10030,22.5561350762592,22.4436664799643,23.9977808357985,25.5314005885788,21.3832502362634,22.6448680284364,24.534421214654003,21.8457652926405,24.620459355820003,27.893027825705598,22.4721697265425,21.0747327321573,23.9204442699058,24.07085837117,24.228850169856898,23.9055347353933,28.0144259597264,10030,10030,-0.5846118134837671,2.9112345147837595,1.16331135065,0.924190624942042,0.18182317877337198,False,False,SRS023914.13691-T1-C
10036,20.782164792922398,22.167924641829902,21.0837039518391,22.161833999731897,21.225533432089,22.771613587621797,22.9930366711103,21.222566162489603,21.638469942417398,20.9966148527247,22.305689111142996,21.223604635294897,20.9851331536949,20.3961166067312,20.4787044559832,20.8327525180439,23.3436230099188,10036,10036,-1.5016064579305601,0.576200003358296,-0.462703227286131,0.9436614735578579,0.36641763282619,False,False,SRS015264.12333-T1-C
10041,26.3645090077074,24.729911016202397,25.4385444776952,26.227225315783702,26.365696670514698,25.080894726220397,24.011394482194,25.9162036240519,23.871252053519697,24.8430462234437,25.664386029872798,23.399326694678802,24.4036234023346,21.7608072386586,25.634254811202002,26.0006405361546,25.279440482259,10041,10041,-1.9407444941697902,0.519207765734266,-0.7107683642177629,0.9329595951493879,0.244085257130348,False,False,WP_087254704.1
10060,26.908169545072397,28.200170442272896,26.024225553081003,25.484523641739102,26.973041237153396,26.9685870624441,27.189548785436898,25.079616046713,27.795887788718602,26.772597503165397,25.410942623167802,22.893928243449203,26.0521003998576,25.703621194015998,22.865317379351,28.302827780240303,26.4880342356333,10060,10060,-2.58982895287532,0.24022238089962097,-1.17480328598785,0.9029507769792541,0.0993243717652458,False,False,SRS017191.6459-T1-C
1009,22.3952381039263,23.102369341388396,22.676307488491897,22.9734696573317,22.8857890795539,23.920734831379104,23.2526137532755,23.3890211586138,24.4217007548243,22.7904467412394,22.846384298876,19.760552658420302,21.6721874872201,20.972750561700998,21.8873987603347,18.430084970439502,21.765359353864604,1009,1009,-3.1397395594709,-0.777245714457407,-1.9584926369641498,0.6035319777026589,0.00228885305927974,False,False,sp|P35605|COPB2_BOVIN
10098,21.2257334648414,19.077212116712502,20.120169520267698,22.879868138677,19.657703986786302,20.6637682919965,21.971878896217397,21.201576552421102,19.7973797219578,22.701743233835302,20.084881035501102,20.394425012284998,21.4461458538289,17.8120080417004,20.3968994874954,17.903322890796897,21.2891943254426,10098,10098,-1.8764799321443602,0.918014749059608,-0.479232591542377,0.950252532920966,0.485112468884219,False,False,SRS016753.74616-T1-C
10129,26.5561064331565,26.336376463234895,28.9272639086577,29.407136129456102,26.641963552463398,27.4315362753028,28.4791771793454,28.020400456523298,28.3504044350101,25.759403239986,24.3024614779796,22.8686287263205,28.145339376398603,27.1687474430727,29.376168743264103,28.287757366207398,27.2284928681173,10129,10129,-2.72147325253695,0.41675309995123105,-1.15236007629286,0.9161507576697729,0.14232289681777402,False,False,COPCOM_00508
10162,22.9015528484205,24.834788611418098,24.6785840752638,26.465584884433603,23.9767651285383,24.8583760504172,26.4686115523357,22.063633386483804,26.7619135393342,26.1757290759695,25.9784643375877,24.519897215489696,28.565233384941603,25.637530966097398,26.033679267059696,27.2174212178865,25.858742357093,10162,10162,0.0827445856581273,2.85619429728526,1.46946944147169,0.8588339409151501,0.0387578614448989,False,False,WP_021638399.1
10195,23.014897688991798,24.066942136500103,23.681979343115803,24.038129960425,23.1632347516174,23.784032910198697,22.1314136346558,22.340158706315,24.3422028781507,23.250428687329602,21.8900501081108,23.0464386173135,26.353920516790105,22.1484880642095,26.5492086113968,24.289351457048397,23.438375878098398,10195,10195,-0.837220356282797,1.7870098391413998,0.47489474142929905,0.949127524208443,0.46159637384344804,False,False,sp|Q99JW2|ACY1_MOUSE
102,24.681035098457603,23.4792501093573,24.0245083343647,22.381656217038998,24.854836384474503,24.340745902892298,25.164867002178603,24.6051600426897,26.6285031530662,25.502911057563896,24.8263766823036,26.595734562252897,26.169438628966798,25.843227438554397,25.725060971324897,25.0470936168407,23.5420685582054,102,102,-0.199311315491358,2.08771980682342,0.944204245666032,0.9036337699136441,0.10107618491368901,False,False,sp|Q02401|LPH_RAT
10245,24.5792926286842,24.168704937607103,22.158017293868102,25.6228874026393,25.5976864568949,25.119169942442998,25.254093780303997,21.098499920420803,25.621893076847602,22.456071858993003,24.1727831189753,23.3644228430477,24.6987321638644,19.994950016406,23.1819496140975,20.5936099616304,24.848768004419103,10245,10245,-3.0294561532519704,0.141667950897178,-1.4438941011773998,0.889736036304708,0.0722898228473851,False,False,HMPREF0866_01837
10263,25.874254193950897,24.491847470575102,25.793561835963303,20.629364625068103,25.695377892463497,24.920325457200498,23.9424662710896,23.9536598910992,21.4464947264446,19.8022465540018,25.078910561594896,24.508287446958605,26.3708075298693,24.596719809724604,25.7654763115448,25.2741303903045,25.8356384651805,10263,10263,-1.1939322547662399,2.33590821898213,0.570987982107944,0.9513670508280171,0.5099734337783289,False,False,SRS015190.28042-T1-C
10277,21.9839023791658,22.254977551712898,22.8603362539046,23.1775427186457,22.5946824756775,22.489448656670604,22.323550148569897,22.363541530657802,23.297878892216396,17.0615715999331,21.548114943060103,18.5046095309385,22.5859722587045,25.163017529039102,24.850341951322697,24.158678019832397,23.0606715266921,10277,10277,-2.29465324366661,1.3399285597202801,-0.477362341973166,0.954600083243279,0.592067610631177,False,False,SRS043001.66582-T1-C
