name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
1061,29.2667499771667,25.3169020659911,30.1191402643729,27.276597757014898,26.035114444927,27.709216171888105,28.8782279566332,28.3002704034724,27.7743863142129,26.2211748663353,25.688978874625302,29.896898375309,27.533266021655198,27.2899699744598,1061,1061,-1.8490874914563302,1.30708640347802,-0.27100054398915696,0.9686955322435771,0.723914791344029,False,False,sp|Q16881|TRXR1_HUMAN
1063,29.8082701260685,29.1496663459549,28.7974673679518,28.946712054462104,28.159680238168,29.3557721052334,29.504166039679102,27.058016544837102,28.7212711056888,27.359116583966,28.805389542076203,29.315073181578196,28.6495307068126,28.333855056669698,1063,1063,-1.78307183497143,0.217505676145974,-0.7827830794127271,0.941574873739354,0.118234360489826,False,False,WP_028891164.1
1066,22.3144637581778,24.186811860410103,22.8468420204423,25.017281208937,23.1895973165635,21.887496191436,22.6400975080925,23.190946523684502,22.2941641360961,21.607957852185898,23.474560535061897,27.846697228860602,23.980860054736098,25.4645809283295,1066,1066,-0.830534702392146,2.48115681521939,0.825311056413621,0.9574772629185121,0.31086341364570197,False,False,WP_035489452.1
1072,25.273662550190203,23.8758543201732,26.236206023938898,26.669368827652196,21.82843481392,25.152643865970802,24.7744500787498,24.3477709126012,21.247062344276102,23.37533698452,22.871759380188102,17.5660094290843,19.370519267601498,22.698798122965197,1072,1072,-5.13607397005776,-1.24488718404475,-3.19048057705125,0.804439773424923,0.00271140264358952,False,False,WP_072521060.1
1075,27.8184643026512,27.604030402532302,28.1979365834424,27.678945770440397,27.233387178621303,27.168634707610398,27.4778399821807,25.442365012114898,26.6540616987202,26.232546874166303,26.0092591359859,27.486182852114702,26.9562752803155,27.083334911740604,1075,1075,-1.9796780087481103,-0.11038289477200999,-1.0450304517600602,0.9097861202432941,0.0302489293991418,False,False,WP_027452208.1
1077,23.350622930577302,23.2758881993905,24.677248378413896,25.2333459412604,25.204156143481804,24.1607656194929,24.2845044547398,26.134826586442102,25.5865199086058,26.1029338034243,24.8083084717833,23.2421655016988,24.5575754752634,23.9618258888761,1077,1077,-0.551127608706032,1.7533058854880903,0.601089138391028,0.956435203746538,0.28941860758751603,False,False,SRS024549.81833-T1-C
1079,25.6669571395084,26.2128452794949,21.636778155718698,22.4243759652426,23.497057295275802,23.269057460743603,25.1978383827775,21.2141797675889,24.5480923008018,23.226918384149197,24.554225812834602,24.7686281169106,24.892674406958605,23.7753675436678,1079,1079,-1.68131015569188,1.4170749140204701,-0.132117620835707,0.9708308015367141,0.8605850450277328,False,False,SRS020328.72625-T1-C
108,24.3386682487431,24.564847655103602,26.0747081552041,26.8926209802388,26.703986808996802,25.834244673670202,25.3997259221527,26.561740751880897,26.0354696708006,26.9859215882131,26.446230539555103,27.302348427692298,27.128140452413202,27.169131503734498,108,108,0.0750183019446931,2.15931898096401,1.11716864145435,0.915315898098267,0.0369027050386707,False,False,XP_659778.1
1081,23.756835119822195,26.403010560324503,25.995795179903396,25.915152581557102,25.7384407003057,26.5045887411875,26.306313069754896,24.7159663877692,25.491871135286104,24.6795225693668,25.442520332752,25.0257107933665,24.7879441957126,25.8723526564855,1081,1081,-1.68515543301748,0.36965603812702,-0.657749697445229,0.950468049803638,0.19671352193156302,False,False,WP_011744743.1
1082,22.1173900891646,24.1494845580416,24.903997470891298,22.148577124429803,22.7112937018013,23.049938761589697,24.3814888233355,20.8886667095087,22.4314353713485,20.4297285314333,25.0070616242395,23.584816078727602,23.7458404755173,22.273198578654103,1082,1082,-2.17844534560937,0.7208958713737309,-0.7287747371178209,0.9572877652126741,0.306820521452667,False,False,SRS042628.25695-T1-C
1087,25.727788651422895,22.8404264285125,27.270300968049003,23.6781996180757,24.4032139379078,24.9445434017344,25.119343164088896,23.4463921181847,22.1990120798986,25.1480599088152,24.630084503266698,22.9601976557685,24.1797970431183,22.2558852315123,1087,1087,-2.69002593286412,0.071629467370681,-1.30919823274672,0.928158146354557,0.061898872303154,False,False,WP_012241636.1
1092,21.9181720937845,22.3582769348685,22.101776952358797,20.459822810491897,21.2841514070204,21.5391209374422,22.745911648151804,21.101271699269198,20.7079808610279,21.201413826238,22.1195101512826,24.3477218546766,21.572975871065,21.094508793245698,1092,1092,-1.23187334570291,1.15705913789915,-0.0374071039018773,0.9720292345503939,0.948559017788008,False,False,sp|P04104|K2C1_MOUSE
1094,21.8320841620611,21.4199113289267,20.2122113746158,20.6938740077814,20.5157200475137,21.7042350618193,20.084355554520698,19.3187899220857,20.8819526216083,19.941322763537897,21.040955207337,23.5824408670891,21.0079114834267,20.7814573713493,1094,1094,-1.21147390577883,1.23788496269182,0.013205528456491998,0.972460403371545,0.9822765505339229,False,False,WP_089209652.1
1097,27.0763302134901,27.910800094678603,27.9760358161665,25.4158909579177,26.4686622596998,27.7323075189012,27.0462396984971,27.140218412782602,26.8234948462889,26.2550135636211,26.178632808160803,28.2394107079858,27.5886233469833,26.2816397695069,1097,1097,-1.24849834840474,0.92871746154139,-0.15989044343167402,0.969338320553149,0.7624663973259319,False,False,SRS012273.297078-T1-C
1098,26.8789693388567,25.823360631037804,25.432167458262896,26.7683802517797,26.6979458263059,26.991292445555395,25.4086961046119,28.0276317102257,27.7278655293979,28.0060865825462,27.3333684586708,26.652550450531802,27.385316403322502,26.9315802799028,1098,1098,0.187714726227047,2.11616737611218,1.1519410511696102,0.8995668446623408,0.0215999491824942,False,False,WP_031585060.1
1102,24.432184347211198,26.466726845685802,24.974441723831,25.1733416492334,24.325269422732802,24.7515224026796,26.708376173499698,25.9716166536329,26.1603777764735,25.844699898847104,27.3777020077355,26.7566142443229,26.5242305294846,25.8714424041825,1102,1102,0.046551508506001996,2.1462544771527,1.09640299282935,0.9184247400383849,0.0415090712737727,False,False,SRS024009.112234-T1-C
1104,24.985515080025397,27.1239680061161,27.36050570466,26.172329988504,25.744017557356898,26.512196660660898,24.6905438951265,20.5408942516802,22.2712068189083,20.976265535416502,24.239704206085896,27.303106706113898,23.686120472277302,25.782985815184396,1104,1104,-4.36421738748701,-0.7182949230224641,-2.54125615525474,0.8656306278242629,0.008703017787349691,False,False,WP_088665637.1
1111,19.9433246712533,22.036205815208397,24.399041483176397,23.262712533063397,22.3941083371908,19.918132413044898,22.3049219480168,23.304007695177198,22.482498284534998,23.9036896374735,21.6210980953263,19.5326850390829,20.3112937653806,21.7622774029286,1111,1111,-1.78950196755516,1.4063884586837598,-0.191556754435702,0.970009689131378,0.805078141919777,False,False,XP_001538383.1
1113,25.620748730570803,25.965901261142896,24.455268076659497,24.365598379730102,25.9835270709091,24.7767000346279,26.0931350551071,23.5524128824459,25.2188454062151,22.6976058376503,25.560743485822602,24.3912928942053,24.606158479123202,21.3977122304921,1113,1113,-2.6990743101861603,-0.111242087754675,-1.40515819897042,0.913684989760865,0.03475448640778701,False,False,SRS042628.55910-T1-C
1116,26.769791444998003,26.9709338363908,26.856422714563603,27.0203905632657,27.4962354538006,26.7974562265714,27.1569363932218,27.9983999162042,27.624594578338698,28.4181347681313,27.509883740447602,26.242949541710896,26.7386212924096,27.3659390485608,1116,1116,-0.527496975764304,1.33617019090464,0.404336607570169,0.9601719310531039,0.37614254839533595,False,False,SRS017307.2078-T1-C
112,24.0091122978025,22.8891691572982,23.323368452664,22.505467770977997,21.3004480840495,22.8508289342264,21.339131250632104,23.3758773029665,22.5612926072416,22.760606257993302,19.6745853909169,23.850501054298803,23.9744703452984,23.7818521377581,112,112,-1.11172596487889,1.61505715025688,0.25166559268899696,0.9683531965671172,0.704248812927313,False,False,sp|Q3TTY0|PLB1_MOUSE
1124,23.8458824171283,24.3751736958915,24.6936019137668,23.824476638313303,22.3911142875117,23.332876823520497,21.7376442844218,22.214006891601098,22.1855160966041,22.6638681638863,21.4167490868161,22.5789505489053,22.487019342590898,20.6683388093561,1124,1124,-2.55067850175507,-0.302556104186113,-1.42661730297059,0.8882336575853929,0.0154562829590244,False,False,sp|P59998-2|ARPC4_HUMAN
1127,24.9342990343373,25.451556183723998,26.4642987479851,26.2738382569492,25.6977521173445,25.840338397277698,25.8137538204918,27.5017335797822,28.367146044798602,27.366262667411604,27.190202098564402,27.8189221442655,27.5774303551688,27.319795137933603,1127,1127,0.915933174899158,2.70282553076235,1.80937935283075,0.649050158796496,0.000417024695958814,False,False,WP_087252265.1
1128,28.680971821999698,28.368126161649602,26.0540162532376,24.6799833218955,27.017108534165697,25.1668018581065,26.497937956060902,26.5064071656095,27.5095917710097,26.2927919733847,25.465734596470103,26.4047222800168,27.215873960114102,24.119528198515898,1128,1128,-1.8275571590108202,0.984615455583741,-0.42147085171354,0.9649664770521559,0.53884083400148,False,False,sp|Q60967|PAPS1_MOUSE
1135,26.2649650017911,23.528916907164103,25.886407620040604,24.1726118479627,22.299766431332397,25.241794629622603,20.0520134125425,21.1246564866718,22.608517440371,22.8446257033781,22.078801665983402,21.0175662465039,24.3024831630977,23.056979146665,1135,1135,-3.20127138824623,0.22617253173615803,-1.48754942825504,0.935120911422907,0.0852377433881666,False,False,sp|F1LQ48|HNRPL_RAT
114,24.3563753985226,25.036705241704603,24.889558132305897,23.9782684576945,24.1905846632814,24.108335652338802,24.624664343138498,23.3772927569592,23.526542221333198,23.2478032461007,21.3007156285251,24.3414755924552,22.5797861788553,24.044880175097603,114,114,-2.2948965654280298,-0.20967374590335802,-1.25228515566569,0.898645946221475,0.020990793429288,False,False,SRS015794.37843-T1-C
1142,22.0032080346197,19.9083750279688,23.3740930589585,24.1127049204203,22.2308287619487,20.025420770408,19.638914889663997,21.0194482043654,19.852040241937,21.2836117831858,23.6850898872535,21.666371385994,20.477911397651102,20.9686766356498,1142,1142,-1.87888490612018,1.21020035527695,-0.334342275421612,0.9674749906298471,0.656434231373515,False,False,SRS016495.2881-T1-C
1145,22.6872379071788,23.2818926826152,21.6480665592995,23.585540705166398,21.4743867465965,21.976595936526298,21.6544581593368,23.457709263485103,23.261432415573896,22.4675794318033,23.078324138015297,22.635150160966802,21.856812653227202,24.2270557042253,1145,1145,-0.397354086831026,1.7333212498531398,0.667983581511059,0.9511906414264331,0.20571143003211398,False,False,WP_029324022.1
1147,29.546999032585695,28.0275915068439,30.284310652167303,28.731361180322104,28.948589730732603,28.921816602565304,29.959140862618398,29.648886542665,29.153394945467202,30.0937362516858,30.109352912284002,30.6158064413985,31.0552847979978,28.7111665786997,1147,1147,-0.3458653279020011,1.7652421571485002,0.7096884146232509,0.948640321192117,0.17608987924385297,False,False,WP_090099845.1
1151,23.353190179201,26.781546105661302,25.558270842448398,25.1662017834623,25.33309070685,25.2544386889249,26.091402980707997,26.559862099905896,26.7939301551718,27.1369872606412,27.1617241435487,27.1717310069344,25.000966519639896,27.5555850556327,1151,1151,0.256125295318599,2.55605897731536,1.40609213631698,0.895470734704159,0.0190573431550025,False,False,WP_007315001.1
1152,27.288035681711897,26.6718034805672,26.558114312573398,25.194537864561,25.9523037930659,26.721668539432002,25.6514640072918,25.526727209254698,23.1504221024882,22.808241097555598,23.311899476452798,23.756946562595502,24.889305466002696,21.4738924985965,1152,1152,-3.96074622765659,-1.5022518484168703,-2.7314990380367297,0.539900991891326,0.000160123027854165,False,False,WP_073999619.1
1156,26.2476069202676,24.4002358781908,25.1124490520201,22.6401420912418,22.8701101275191,23.8156706923798,22.7849033786885,22.731876053385,22.3794352183541,23.8157540374238,25.828958436809398,23.1346788690205,22.711668653804104,24.205875411951,1156,1156,-1.8047006013548899,0.9295944700520821,-0.43755306565140395,0.9643042602714509,0.511985739677204,False,False,SRS055982.58866-T1-C
1161,21.970838940974197,26.169034506253098,26.877747624080897,22.590093354276398,22.399202027543,24.726049056567,24.516469814318,21.9033056038696,23.1675924078693,22.3416917334523,24.097920322547804,25.1243781163971,23.3392347088622,26.453964921581697,1161,1161,-2.1276744912878702,1.32157520287857,-0.40304964420464595,0.9669819643834141,0.6311837521078281,False,False,sp|Q61656|DDX5_MOUSE
1163,22.314652110237002,22.865319645085698,21.5273137727065,20.743399612155102,21.799251973029698,22.695884147708,22.292796518601104,22.882818775778897,21.5907903275631,21.8804515743939,21.6286884917274,20.303236710204303,20.8055510234754,23.964788037388,1163,1163,-1.3581978167308102,1.0203998627331101,-0.16889897699885,0.9694612219265211,0.770084938907989,False,False,SRS016203.22313-T1-C
1182,24.8209940698946,23.3543913125475,24.390243820791802,24.819189659128604,24.144935372028304,24.5630780069608,23.4689548486332,23.8446835469628,24.710160323846196,22.908113126368605,23.6840381199514,25.129102414030104,24.6286519514855,21.281194278559397,1182,1182,-1.6769919733128,0.712465307946843,-0.48226333268297905,0.961343407522115,0.409704756419081,False,False,SRS054956.29794-T1-C
1183,23.26705739911,20.8049723227272,20.9353542792428,21.8933174566193,20.6568560179572,20.4568867839719,21.7339148382663,22.2844479729102,21.88474141329,22.6551476625705,20.357403806687397,22.556405717463605,22.3062934240946,22.348383455602697,1183,1183,-0.44970935271242796,1.77669916834793,0.66349490781775,0.9528283971107021,0.22812038260377998,False,False,SRS064276.272308-T1-C
1185,22.961162625587697,25.640490790980703,22.800348364144696,25.313417348091804,27.0534777290132,24.949646315590897,25.950515094781498,23.773624585500997,24.787441341823502,23.7071454035315,21.204498310381602,22.18815295608,25.582372354050797,23.583953871268,1185,1185,-2.9447975733491405,0.13283487461938498,-1.40598134936488,0.931269660194346,0.0711356581878591,False,False,SRS015782.17399-T1-C
1186,20.683269649356998,21.2386152398438,19.8201025940091,20.902659954330897,20.6821099048881,21.026024912087898,20.8691494988673,24.462053127832604,23.798709891193102,25.9357060958531,23.301045522421997,19.5433075268231,23.4918430677954,24.1709215450622,1186,1186,1.3144972854239099,4.2516898641753,2.7830935747996097,0.7105596375471149,0.0007863078634279731,False,False,sp|Q99M73|KRT84_MOUSE
1188,22.652865756047696,21.4642426044811,17.755220116483397,21.528354903755304,21.3270783704823,22.2952277527979,21.406743747626,22.7690646073357,22.9143933445264,20.5557312422712,19.108797529412602,21.0566489596665,22.917491181172,18.2766378740569,1188,1188,-1.83580763677688,1.5983880615676498,-0.118709787604612,0.9711996422329999,0.886768664875035,False,False,SRS056259.204866-T1-C
12,21.5067056358075,20.6015386759398,20.6232572685314,22.0806340881123,22.154586057432798,21.3974688734803,21.7670771522411,23.649875720022997,24.865162309678396,22.4630251416075,22.3825596492626,26.170898152286895,23.369582570514396,22.2745018588057,12,12,0.88845063973272,3.40993154616252,2.1491910929476203,0.783812408001485,0.00198285670033902,False,False,WP_079432439.1
1200,23.9335981851122,23.4107922740905,25.5459594837003,24.2877503484164,23.568540206908697,23.5292914942349,24.7309670266023,26.312949618113603,23.019802452293895,26.2266435394268,25.2010934054168,20.7991361404131,22.831023042326102,22.609823504759397,1200,1200,-1.86598503452437,1.29272008700564,-0.286632473759365,0.9684363467284829,0.7089712864294009,False,False,WP_025278961.1
1219,23.838301036890602,22.418299415495895,22.7782702762364,22.408024658113398,21.748850450942395,19.939724112404,23.0461489840769,24.5141566653225,21.405759534789897,24.006068953506198,23.7998331700232,21.4151434367022,21.335655313563002,21.9082837618497,1219,1219,-1.08204141465205,1.7126933865368998,0.315325985942426,0.9672137328839681,0.642915355465753,False,False,sp|K1C10_HUMAN|
1221,22.809205643660697,21.6686430828543,21.0546566450174,23.194858880549397,20.926616686099397,22.012184622425103,22.3250860898903,24.8752470358337,23.8329805767827,24.3598205253723,21.9937528104809,21.629430886877998,24.2509560064874,22.5442881241563,1221,1221,0.12110527153602199,2.5918159614625003,1.35646061649926,0.9122469259742171,0.0329954121470752,False,False,WP_046972723.1
1223,16.8827743798301,17.5674288085192,17.992573280351102,20.2962664966235,19.7876459415677,20.5047666263101,20.9968396274257,24.208862591188698,23.726886682709303,24.494052735392998,22.6916574845205,25.913626928956,23.683751530531897,22.1749591978999,1223,1223,3.2131735472514302,6.17696987862625,4.69507171293884,0.0775251249999459,1.9601429428853e-06,True,True,WP_051869208.1
1228,20.1818777517327,21.2989172674343,18.2492153238952,23.7695727461385,22.102707168209896,22.6017592290024,21.0581146312331,24.8730295461659,23.826166444302203,24.8205573841942,24.2772533413429,20.095066013485898,22.618504248547502,21.229917786621698,1228,1228,0.0155134917485447,3.54972383596981,1.7826186638591799,0.9222116654800999,0.0482036050189376,False,False,SRS011271.59017-T1-C
1229,21.747398906437102,18.5824470692824,22.036517405854696,21.431394561425897,21.557284658717197,20.809865452086502,20.3339011004175,21.1112961668371,21.8140375066768,22.289102839240602,22.9218580033262,22.2395023864636,22.244115546237,21.4146248538918,1229,1229,-0.0659054543097408,2.21897063958168,1.07653259263597,0.928696269588923,0.063378856900315,False,False,WP_034230592.1
1233,21.366944336252,18.061603240642103,21.830695464511,22.4233675475448,21.6510407390083,21.900068933295803,21.6509798434236,23.965925342063798,19.875488395999,20.8373861703423,23.9536376025664,19.960276326739,20.6403473325243,21.509357497439105,1233,1233,-1.33707997772751,1.8678567100121697,0.265388366142332,0.9688559648148442,0.7333359367074409,False,False,WP_089988819.1
1238,23.8933723621025,25.493342934835102,24.737263592123103,20.9516504086576,23.578802479131603,24.783063074398697,23.3298882902845,22.196771998742104,23.3900142281071,21.9423809846944,20.7565318908396,23.212414598856203,22.927784290465002,19.2225850290477,1238,1238,-3.39141043902063,-0.35684673834539293,-1.8741285886830101,0.893585247162503,0.0180200707348577,False,False,SRS043411.6890-T1-C
1240,27.476627108339898,25.633293017825302,27.627324849747602,25.719281829485197,25.760243406845102,26.7080040890586,26.4802620510205,22.882801614481696,25.570339685426397,24.8319821912362,22.4833240113953,26.2712728704636,24.7365446396169,24.5812244347785,1240,1240,-3.2702146726239105,-0.74337015735424,-2.0067924149890803,0.8193743310626279,0.0034714604685970396,False,False,WP_091205465.1
1244,22.771899663397605,23.0507977371247,21.4868497484761,22.9278817440523,22.644007856741702,23.9220792108843,24.6841390068613,21.1032890892132,19.6902827898808,21.234329208946,20.108659723515302,23.5591454093567,22.2330590575334,24.081523584492103,1244,1244,-2.7875503713257497,0.0797314842970167,-1.35390944351437,0.9285049508845219,0.0628474134596008,False,False,WP_075715124.1
1247,21.232757590750502,22.971543027724902,24.6145851688556,20.6184356905619,22.5530118972145,23.784175128601998,21.9730477752811,24.200565647952498,24.0395078841613,24.6492813985633,22.667641941444803,22.123550576543103,22.2239330543645,22.5795778921585,1247,1247,-0.659490918389795,2.01277723730338,0.676643159456795,0.957123406893885,0.30336666166958304,False,False,RUMHYD_01792
1248,26.565001683315202,29.4020154746632,20.2027575618625,26.360496126786604,24.779910879840802,26.5189656964749,27.9681683817164,25.8579029484757,26.699497977809703,25.230260019577198,28.629971106549696,28.542436196555098,27.4435237000248,21.1866674068333,1248,1248,-2.25104420581808,2.7633137918654596,0.25613479302369396,0.970435541868063,0.8333913564621329,False,False,XP_018690967.1
1251,24.3929399639142,24.4732257012569,26.661279549015603,24.3568029390019,25.0284943867034,24.7657588526998,23.988701327013302,23.9225329569211,22.3837791637447,24.4317996762854,23.8314651737542,25.468675340170698,23.193725068617802,23.9875435925107,1251,1251,-2.05153864240856,0.20934385737980898,-0.9210973925143761,0.939248013774549,0.104686554435473,False,False,XP_002173817.2
1257,24.37130000467,25.6773936987508,23.797811706427805,23.190785758270103,25.0093816107546,24.922548563246004,25.162839717789,23.9948707110922,23.632882074043604,23.487805203801898,24.119132374035395,23.852858642744604,23.5168813619615,24.2372477502773,1257,1257,-1.73140727621101,0.21986929279621698,-0.7557689917073991,0.942126908459012,0.121777295609841,False,False,SRS017521.11132-T1-C
1267,25.522291267362103,24.6093231029772,25.196400602421196,25.462833268195897,24.492043013824603,23.9641480856019,24.272733924011998,21.6871295993945,19.964933068942198,23.247863063768502,20.528067737325397,20.183045299099604,22.6076567580947,21.613581758574902,1267,1267,-4.55040265866862,-2.21745333538712,-3.38392799702787,0.160425458278286,6.50512577245363e-06,True,True,sp|P70117|LG3BP_MESAU
1272,27.2375958342251,27.248453340552697,25.7026771170501,28.1404507291078,25.8389189507025,25.057633510385397,27.0947934795574,22.1880563422117,25.4281624185418,26.1109934693395,26.9259155677884,26.257768860966,25.160693540317503,26.291677770429395,1272,1272,-2.55328009695485,0.279778670672944,-1.13675071314096,0.9401518989078441,0.10969736441669099,False,False,WP_004035853.1
