"","name","control_1","control_2","control_3","control_4","control_5","control_6","control_7","control_8","control_9","treatment_1","treatment_2","treatment_3","treatment_4","treatment_5","treatment_6","treatment_7","treatment_8","ClusterID","ID","treatment_vs_control_CI.L","treatment_vs_control_CI.R","treatment_vs_control_diff","treatment_vs_control_p.adj","treatment_vs_control_p.val","significant","treatment_vs_control_significant"
"1","0",22.8647005895829,22.551639270752,24.1874019148587,23.7977094112127,23.965987941773,25.4236582161867,22.6170701256233,22.4763313892594,24.5663994214836,26.3276551886726,26.6218624130937,24.3927576966951,25.370431266052,25.2735968213649,25.3825016016821,25.1461116256473,26.0132752796533,"0","0",0.90539129666425,3.01534594749934,1.96036862208179,0.453060594760772,0.000793091759574686,FALSE,FALSE
"2","10029",20.6346524314801,22.0031826375002,20.8634565766256,22.7180346646079,21.9865618293873,20.960560567212,20.3116030964253,19.0979806629976,23.3465962402096,23.2886098398803,22.071389363345,24.5628317839146,23.8063346551212,24.7273964418456,25.0378026346515,22.7821581924579,23.9598363329714,"10029","10029",1.23943399779116,3.6701827673789,2.45480838258503,0.370886996051061,0.000340757359687577,FALSE,FALSE
"3","10070",21.9245011969935,22.1595831276086,22.9414058736213,21.4346343354932,21.9559613034984,20.4313323240712,21.5780681232693,23.2023366951996,19.5495026760389,20.6576647399713,21.2919187981358,21.9078643766308,21.5189273189707,19.8968925954833,23.8620546195593,21.8813929460955,22.5879521283846,"10070","10070",-1.1926363195316,1.22106416571855,0.0142139230934752,0.955582974951605,0.980814245312047,FALSE,FALSE
"4","10123",19.9744594044375,20.8435944726097,20.3857960616288,22.8017282883404,21.1249650055261,19.0349198339378,21.4420611567244,22.514662050726,21.5327197533571,21.9634087161671,18.2204964185766,17.6581138341687,20.1834706188966,20.1811995828707,20.3990953477377,21.6507033714312,21.4994576139362,"10123","10123",-2.19236141386498,0.485813117080559,-0.853274148392209,0.911897078200003,0.200977580707503,FALSE,FALSE
"5","10135",24.4536211161206,21.8796946696199,23.8512516920604,25.7223837623028,24.7804151633494,25.217678681813,25.1258468226122,26.62714198041,24.6886343384279,24.6078737259613,24.5864229831564,25.6622160239754,26.4837654921197,25.67266847123,23.5525944070194,25.4946707667474,25.2528965947007,"10135","10135",-0.731196289629916,1.64910268880944,0.458953199589761,0.935424974628832,0.434021842088334,FALSE,FALSE
"6","102",22.599664768687,22.6416961224455,21.5434316719939,22.824946313733,21.8784614662667,21.5122070913408,22.8780123588571,22.0505033315405,23.9949354328397,22.2902618923417,22.0778731752505,22.6448262309748,18.920547672159,22.0823062972728,23.4378509801607,22.5507885816068,21.7735996363444,"102","102",-1.61504954386472,0.687594592013705,-0.463727475925506,0.934140769266654,0.414128157380886,FALSE,FALSE
"7","10256",20.5313452860687,18.2437969188387,23.1338340985283,19.5924552122904,21.9488534135412,21.1091789789381,20.4875603888012,19.753089405452,18.8385453393428,20.1269728663373,20.3864614196043,21.5030599646877,22.2030229316944,23.4014036337111,21.0794300942147,19.9991081663414,17.8077070995379,"10256","10256",-1.06951033803811,1.88771098389222,0.409100322927053,0.942721495303848,0.573398647806228,FALSE,FALSE
"8","10282",25.6217927990635,26.138024119012,24.662943324642,26.0436635397238,25.4190676528185,25.4795645190274,26.1129879572643,27.8046555752379,26.3549700060614,26.4251117703627,26.5302594222478,25.3728400578208,27.9885802421257,22.8569564213377,27.0156948235834,24.4899309919435,25.8395372967538,"10282","10282",-1.40517673901943,1.11542238604092,-0.144877176489253,0.951262561273785,0.814531961575157,FALSE,FALSE
"9","104",28.3703597649979,26.1885362154035,26.0880510031745,29.1813403524423,27.5968620578589,27.1477762188631,29.0509351224416,28.8872614955467,27.319855617726,27.4100884909717,27.0487679640241,28.2935176753206,28.2602801760902,27.1688075127784,28.6954237766769,28.7315029735603,27.3623899772272,"104","104",-0.987538745571592,1.21223830479963,0.112349779614018,0.951841556203703,0.834860415208026,FALSE,FALSE
"10","10460",19.3307177832429,18.5929606428807,20.7639927962218,16.4288017865085,19.8848755331958,20.4209594179861,17.6777402844512,20.5696090329324,18.5292589615756,22.3356133377269,22.7682673284744,22.610265882413,21.1448026086629,21.5430620372444,16.7425462864483,17.377524051985,22.5484809338022,"10460","10460",0.00944068073390669,3.49177410506759,1.75060739290075,0.850083427990507,0.0488645850056028,FALSE,FALSE
"11","10606",22.1161132542504,22.185018160634,22.8122776006267,22.6237071549012,23.3854225845095,23.6125039727819,24.1305858015231,22.8288392040359,23.3295281112213,22.9247592347119,20.9941510685538,21.5656018426191,23.4763891194237,19.918569205104,24.9348247515477,24.3800105462577,21.7024432735541,"10606","10606",-1.79070119617161,0.759556046729355,-0.515572574721126,0.934022622750775,0.412357175305764,FALSE,FALSE
"12","10715",24.6127347215335,22.6316087165877,22.7795530526183,24.432119849484,24.5046337751677,23.9140818804369,23.6460767709712,26.1748970414516,24.4609617027164,23.0664663324813,25.0363634636664,23.4959656403632,23.7430194595262,25.2694251722415,26.5698031363751,25.6503113563774,25.5304475062977,"10715","10715",-0.524099424919491,1.85751271709229,0.6667066460864,0.920314449490472,0.25935032530634,FALSE,FALSE
"13","10932",22.3730884345342,19.725509385871,20.4164563461538,23.7656998807231,21.8718417087693,20.5788766310578,22.5148404435072,18.9381897494466,20.3389800604802,20.1581831394866,21.3333208025317,20.2331070522566,19.062760286452,19.7685801145864,20.3501719676188,23.5938953140822,22.671201115554,"10932","10932",-1.71754456752301,1.17179781776656,-0.272873374878223,0.947656730603576,0.70018702707416,FALSE,FALSE
"14","10935",23.5406963522769,23.9566920929537,22.2079231917422,23.8379088160859,23.5649988496585,24.3027778670956,23.1344238133115,23.9460631256453,24.6832416417575,22.3099739286259,23.5248837324558,23.7133452925958,23.2811866361265,24.4401812234655,25.5182924567544,24.9267457026208,23.8569874710893,"10935","10935",-0.771685262554715,1.29242309559327,0.26036891651928,0.944170383291506,0.607466948270773,FALSE,FALSE
"15","10971",22.9963124548231,23.5074509665917,21.3178823486,23.2698269540871,23.6802726999507,22.353175907629,22.5642483595828,19.072475458967,22.4831465999734,21.0865962740847,20.4658702688268,21.788959232174,22.3958337663033,21.3281122508632,21.3080317767306,18.8605899244314,22.1581085421437,"10971","10971",-2.46794646062258,0.0949071361331186,-1.18651966224473,0.867217385187195,0.0680265788114222,FALSE,FALSE
"16","10983",25.0016087313534,23.2077987063088,26.001736344935,26.4076004289855,23.8125308539293,23.3704905329919,25.8181596119374,22.3115241068998,26.5458416082,24.2230163131805,23.9972590040621,22.7050261033223,26.5252262663244,27.9621289366704,27.3842900679667,25.6026216802364,25.3248609244606,"10983","10983",-0.790007077148757,2.28171641775097,0.745854670301107,0.927343753978767,0.326323520480336,FALSE,FALSE
"17","11047",20.2248484039914,20.4010138573585,20.5915387819105,20.5847891317926,23.5723226328132,22.1635953218768,23.9612678318966,20.4750218889065,22.9246387382909,23.3133129213861,21.6936643329906,20.6933499763697,21.4374843904088,23.0811836863537,24.2169269887798,20.7970543124699,24.3299632022542,"11047","11047",-0.620861346307522,2.20069927931911,0.789918966505795,0.920310610113301,0.25931891622804,FALSE,FALSE
"18","1108",23.3560782081014,23.6981368061482,22.9258915904564,23.4137773051187,23.3212463321833,24.5713757276266,23.0622981724478,24.5050782209078,23.5697887544101,23.5588309170508,20.4253439777849,20.801035727429,19.3899001727731,21.7952065591109,19.5196823190901,19.834725644725,23.9103547043081,"1108","1108",-3.72437856324804,-1.1721116794952,-2.44824512137162,0.416548965046581,0.000579260668776916,FALSE,FALSE
"19","11294",21.5363069851963,20.1926901366933,21.684253800626,23.0952746741146,21.5462148156848,22.268028783625,20.779732979079,22.4395115933818,23.4738090342032,21.2733733280712,20.8319550911927,20.2271000053456,22.5695561898637,24.9077166554491,22.0097090419336,22.7837664126912,21.3188445237999,"11294","11294",-1.16076912595638,1.3599804819089,0.099605677976264,0.952854719058772,0.871841352586305,FALSE,FALSE
"20","11296",22.6826770361245,27.0033476571657,21.2849426785954,22.6702471399842,25.5193749130173,21.0850418852408,24.7868442647981,24.8682225722049,24.8913001996132,25.4857538089812,26.4648415739794,26.7155039864546,26.4046703790213,27.0649330758104,23.3807121951854,23.5609619120829,27.9048357116229,"11296","11296",0.353044850255203,3.66095312236393,2.00699898630956,0.791619843890255,0.019444837778723,FALSE,FALSE
"21","1131",21.8826784948422,21.0508556812887,20.6876661453042,23.3124117280765,20.8687886508021,21.4328803185678,22.6459253213596,21.6248762033217,23.022318365846,23.3448708609837,22.7400423826404,24.6104460735499,21.5510942677293,22.2861270803112,22.1645445358916,22.8345200436754,24.051516976449,"1131","1131",0.0126359946573917,2.21017658078157,1.11140628771948,0.848667104578445,0.0476191782298433,FALSE,FALSE
"22","11484",21.6694352778731,22.5164291159934,22.9317667459435,22.387179861606,22.45032122917,22.3952211038048,21.7923391274238,24.5812106978821,21.9503878750743,21.8482916929179,21.1328435938873,21.0375027162698,23.4984781954614,23.280417657045,22.538337202855,23.3602839572375,20.4269853979725,"11484","11484",-1.50676823243681,0.748821994788256,-0.378973118824277,0.938923140233238,0.494757791978907,FALSE,FALSE
