"","name","control_1","control_2","control_3","control_4","control_5","control_6","control_7","treatment_1","treatment_2","treatment_3","treatment_4","treatment_5","treatment_6","treatment_7","ClusterID","ID","treatment_vs_control_CI.L","treatment_vs_control_CI.R","treatment_vs_control_diff","treatment_vs_control_p.adj","treatment_vs_control_p.val","significant","treatment_vs_control_significant"
"1","10025",21.7960566452648,21.351556648835,22.9143951694914,22.4097847995262,22.539764654581,22.220026359535,22.8119972661325,23.1115884540638,23.151352147064,22.8414608852563,22.4612321223541,22.0815653550649,21.7716687925759,22.6728444061945,"10025","10025",-0.396862882938055,0.982043059854493,0.292590088458219,0.939222894215905,0.379673693981317,FALSE,FALSE
"2","10026",28.4246832796637,26.9516283558281,28.3765897738001,28.4734830132002,27.9113059532341,27.7426717312287,27.9422758687643,28.6014193184189,28.9432044521815,28.5973410204875,28.3086206982879,28.7937081623708,28.8180417879324,27.283608039017,"10026","10026",-0.196515322315376,1.20317403745164,0.503329357568131,0.873418592317377,0.145954948747878,FALSE,FALSE
"3","10032",22.4239847838843,21.9764417587581,24.5473267834016,21.5675504311864,21.0511159862413,22.0904345523286,21.9344060829241,23.4032255771963,23.2361491158201,24.3357680153668,24.2133240068693,23.2267139594831,22.6274784454198,19.1860005570401,"10032","10032",-0.890859290694085,2.2158305188287,0.662485614067307,0.938936975026506,0.377371845416948,FALSE,FALSE
"4","10035",25.0932268127071,26.0434569160687,25.4815574445309,24.81064184179,24.1887479699584,24.3711424416611,26.0134945133812,25.1671152044244,25.1457636810277,24.0526994641793,23.8130681599498,27.8301508697994,24.2036552295969,24.2393939267975,"10035","10035",-1.43538793860759,0.992410394515441,-0.221488772046076,0.962355439124373,0.702570006824236,FALSE,FALSE
"5","10046",27.2368154826435,25.5425235842569,27.4341834457457,25.5082204895422,26.22107295075,25.7939474769175,25.8078276985979,25.4466467953749,26.1311459483329,24.5110669274589,24.2910298604804,26.9200452885452,25.3180743590414,25.8565895896326,"10046","10046",-1.69748292455137,0.248913678954935,-0.724284622798219,0.864454851538882,0.133389914484329,FALSE,FALSE
"6","10060",27.0052895068264,26.4433657917984,24.5274154974146,25.8159892926483,25.8668324084725,26.3780703508213,25.3676597316446,26.6757443205561,25.335527644627,26.4418917964996,25.6441831674099,27.0702694223373,26.8357014763651,26.0939192099823,"10060","10060",-0.469409139425472,1.23872755604013,0.38465920830733,0.935564006248099,0.351964579974902,FALSE,FALSE
"7","10065",22.9496017920887,24.219849826391,23.2087880391231,24.5041334129436,24.0616212030275,24.4460092605992,24.438582547892,24.1531333419339,23.3790241198906,23.615095595253,23.4333838489746,21.1159809063558,23.8327847690126,23.1043941568687,"10065","10065",-1.69212614778017,0.207900620987092,-0.742112763396541,0.84987374012054,0.116544832346024,FALSE,FALSE
"8","10078",24.1914501744819,26.1625040441242,23.8143703553124,24.8868411940082,25.4989163568845,25.6851523014665,25.1366183546135,23.4431679177288,25.0546926601642,24.5819202472341,24.8506611411122,24.3408046365668,24.3851397465291,22.2751296076488,"10078","10078",-1.93353524624553,0.0922961537006528,-0.920619546272441,0.784713648159483,0.071745567461156,FALSE,FALSE
"9","10130",27.2744816951676,26.9758729218417,27.3027491104845,27.2342237133448,26.9510276978781,26.4413935070548,26.6979311956668,27.4235036965647,27.3856568417939,27.2796647466841,26.6308197386469,28.1336977524261,26.7364204093547,27.1276111142584,"10130","10130",-0.334350454134749,0.859977442217718,0.262813494041485,0.93704621304901,0.362747472993771,FALSE,FALSE
"10","10165",24.5419652627763,22.3634912682669,24.0051731532798,22.4759063153459,23.1279209791933,22.8001152852991,21.8143023833561,23.131623226757,23.1407116831701,22.1310257697161,22.1191792453222,24.8372373101371,21.8325103230638,22.2471582744016,"10165","10165",-1.34997017780551,0.867276230677091,-0.241346973564209,0.959930941027188,0.649025459147845,FALSE,FALSE
