name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
0,26.206064435160197,24.248018534653102,28.3145353265595,25.0665622859232,26.091187664640103,24.819224164129896,24.9127545983015,25.6870709559881,26.1593870100745,26.451596584502898,25.0135392378263,28.017640857787104,24.7220966626906,24.4622197945827,0,0,-1.27139582357199,1.5157398504533601,0.122172013440682,0.982819326595729,0.854120800171178,False,False,sp|A2ASS6|TITIN_MOUSE
100,28.826634724542398,30.1998663270547,28.6525145712401,29.7666182878399,29.202945583894202,29.425360922788602,29.626834720191198,28.0259859571419,28.329738138224602,30.203139193054103,30.147882670980803,29.1754111132031,29.981009113204102,29.4203472892339,100,100,-0.909091213387015,0.7898735955273899,-0.0596088089298128,0.983266576648182,0.8829765355809459,False,False,sp|Q9JLB4|CUBN_MOUSE
1000,24.6236518476518,24.7938267287383,22.8271470990904,24.984431714816605,22.541482587892602,24.8486695936064,25.0025773502039,25.700457419016104,25.1736692075092,22.225413987544698,23.612081409502203,24.3530288079643,22.2916279793603,23.2141554535218,1000,1000,-1.75088216748977,0.879067122466483,-0.43590752251164505,0.9735765120018759,0.49026575738345296,False,False,tr|F8VPZ5|F8VPZ5_MOUSE
10007,23.868373827694302,24.706139327032698,23.7733642077358,22.8048851038135,24.108735167494697,23.7553083523878,23.831886300204395,23.277415113422602,23.655755620122104,23.259506802677397,23.870032781342502,23.9997106961761,24.361164449464397,23.8618888367882,10007,10007,-0.723540113598492,0.562620688921374,-0.0804597123385591,0.981785466068347,0.793135939815342,False,False,sp|P31428|DPEP1_MOUSE
10012,20.812543192281602,20.366078841395304,21.2481986050436,22.2320267846038,22.3786491499015,22.712895336564102,20.459862824138803,23.3298521669584,21.8868962535074,23.2996732377917,22.5326831369067,22.171072013603002,22.2391364025842,22.632352051831898,10012,10012,0.21730252835863,2.03452905142841,1.12591578989352,0.676373995804757,0.0185628165058083,False,False,sp|P18242|CATD_MOUSE
10014,23.7256077781179,27.734626265174604,23.579840834747802,28.3252268304685,27.007255858351396,27.992500559559897,28.7223977170779,24.144226926093502,23.853043175982698,24.3846329881674,26.4779743280124,25.120451353670997,26.8055537417386,27.8953586817339,10014,10014,-3.17689764044618,0.77512202670373,-1.20088780687123,0.9501893314956801,0.21449655702578102,False,False,sp|P63005|LIS1_MOUSE
10036,21.560556278635996,18.6159815900159,19.5028861775321,19.1492732803643,16.8758813109039,18.886405108076104,19.2315587102594,21.780479694509697,21.502380230939497,21.1614499230045,21.4322161488829,22.1726734926114,22.9486349370817,20.394878181658896,10036,10036,1.2802289568053,3.73981965830923,2.51002430755727,0.128660610380132,0.000583628623990876,True,True,sp|O35657|NEUR1_MOUSE
1004,27.796811809685998,27.0151955147019,27.728946728529,27.300155435376897,26.6756563170602,29.5750354404012,26.470207559784303,29.749014409521198,27.2141303328795,29.7511495974737,29.4758618402525,27.313634230801302,26.8604199236933,26.572376907143198,1004,1004,-0.7324346635061979,1.98231421671335,0.624939776603576,0.965161554728702,0.341609217032187,False,False,sp|Q3TTY0|PLB1_MOUSE
10051,26.7849701922481,26.317014948013803,30.917866862161798,26.9093000086097,26.2505547165003,26.5759435455095,25.7619919732925,30.053502294844602,30.2195034010686,26.500907053456203,27.0813634595315,27.314264212313105,27.251985262888198,25.2245645722982,10051,10051,-1.29041515936917,2.4699717336734,0.589778287152114,0.9744985908018571,0.513517706047426,False,False,sp|Q99JW2|ACY1_MOUSE
1009,26.8791237030523,25.907737556416997,27.123015119539104,26.0255505191702,25.591776074794897,26.8620465295751,26.000744836537798,26.326514899429196,26.945288045872196,25.730815889594602,25.099503644292998,25.2970699101678,25.7534533460194,27.3052326916253,1009,1009,-1.1208102357291398,0.5687771179906259,-0.276016558869255,0.97382820156233,0.49642745905205,False,False,sp|P28665|MUG1_MOUSE
10093,22.5786963108882,22.7569986680438,22.5113313751836,22.240865558533102,23.246945973341305,23.0363423330644,22.835937054309603,23.342805787922696,23.6497845211217,23.647910708524105,23.405152632326303,24.822226932544698,22.327697362431604,24.303447437777802,10093,10093,0.15755658646268697,1.64013144476156,0.898844015612124,0.700786352385327,0.0207765074070713,False,False,tr|E9PWZ3|E9PWZ3_MOUSE
10094,19.7473636645711,22.461816390498498,13.6474584264549,23.4457678553577,24.0085241971776,23.3485086750133,23.076594790100998,20.350769803721498,19.3966570384652,20.581477365715,24.026024912087898,20.2854925289763,22.9108644750942,23.7377285482055,10094,10094,-2.81584108921781,3.2595498529582594,0.22185438187022302,0.9831948752351809,0.8782421537206021,False,False,sp|O88544|CSN4_MOUSE
10097,22.140310862016396,20.002082925368,16.9366724418196,19.579691590502602,21.053497056482197,21.3449806787206,22.266950634081002,20.867400918081998,20.489209021350103,19.9912408727239,20.0722647830348,23.212419794133503,19.4335548793978,20.3260640532548,10097,10097,-1.51212494870888,1.81725870099075,0.15256687614093398,0.9827145146895491,0.8475853920188029,False,False,sp|Q9D1Q6|ERP44_MOUSE
10098,22.346134139976897,12.9561946290908,25.0634248304443,24.368030072618104,25.3548571302101,14.8631699406825,16.6719694552252,24.0185117770607,23.309725995213398,20.1735453906842,17.4933707593637,24.2045316681523,19.514506029240398,13.4709130262749,10098,10098,-4.71198053676297,4.87235895040347,0.0801892068202505,0.9845059931574499,0.971988791187941,False,False,sp|Q9JL35|HMGN5_MOUSE
10113,24.6831604541327,22.991466832203102,25.7906959022153,24.855385020233197,23.9146541998512,23.510438345300397,20.5218821885853,23.5259220791183,24.478925358172397,23.5319518021323,22.6009902072152,25.3605444508625,23.820079215117396,24.495868198506603,10113,10113,-1.23135311059228,1.67323835876472,0.22094262408622,0.9809688618401929,0.7499645216782491,False,False,sp|P62196|PRS8_MOUSE
10119,20.4792286425005,22.218557915183002,20.738517006319803,18.3615497468848,26.043626747610396,26.423527667785102,19.4261500737124,26.341393606488598,26.5425710360485,22.0275895032362,26.2054812015526,21.3788012658785,20.240002841499,22.066900515043397,10119,10119,-1.4618357739920402,4.63657353677801,1.5873688813929798,0.959896199555253,0.28429248908999394,False,False,sp|Q9JII5|DAZP1_MOUSE
1014,22.8528670224744,20.8058760963465,23.4024161953299,22.065172863446602,21.7199465000054,21.598792654967898,22.0626545699341,20.98748539081,20.52609418844,19.682296829910896,18.0669195609083,18.9538326821453,20.1249694214724,17.510872316551097,1014,1014,-3.8566991303133302,-1.47337387319152,-2.6650365017524202,0.0679902017852621,0.000256794590020835,True,True,sp|Q6GQT1|A2MG_MOUSE
10146,26.730547034358,26.9689331748765,26.3373192403243,27.3753635262917,26.337270097962197,26.851428007154798,26.8411094605468,26.81504688067,26.838125887931,26.9247233926082,27.2176919461867,26.8916559481247,27.116649652646103,27.8589963376378,10146,10146,-0.234839239043896,0.8693876688410741,0.317274214898589,0.954204935254836,0.239209667519418,False,False,tr|A0A0A6YVP0|A0A0A6YVP0_MOUSE
10210,27.167086857846197,25.4159758753458,22.723544713221997,24.294296955766303,24.162259777942,24.217084349711104,24.897689643568896,24.1280173772259,23.369589891858002,24.0968447786642,24.7872986478372,29.387706685128396,24.3252628338617,25.450485827109798,10210,10210,-1.4298758994851002,2.19195243328017,0.381038266897534,0.9789774540509071,0.659893276274862,False,False,sp|P29452|CASP1_MOUSE
10228,24.533153849016198,24.4352686482762,23.787486428993002,24.758325958984898,24.040501940827,24.0681491288482,25.329057361771003,23.696241684635503,23.7168326459931,24.332976976476804,24.7290539264948,23.244928061527,24.676992277868,23.435637327311,10228,10228,-1.1500001665233202,0.258777190406131,-0.445611488058596,0.9468630561143091,0.197276935940777,False,False,sp|Q63932|MP2K2_MOUSE
10251,20.555178887641002,22.2241268307251,20.1009702584653,20.940565238068,21.034780830999697,21.7787593452216,20.583641987047802,21.5576978729768,20.874330024151,20.070776089595398,20.8538897457454,20.390755696013397,20.1982232004422,22.7873410489557,10251,10251,-1.03307544174337,0.8945012416609169,-0.0692871000412261,0.983223578866688,0.8801323545368521,False,False,sp|Q8R3D1|TBC13_MOUSE
10271,27.417362810251003,28.6252103921723,27.445073692838,26.472150695672998,26.206283788079702,27.2799706818914,26.950900089646897,27.383694702607198,26.6754313649327,26.5589378130184,27.2614341104081,27.0757879622095,27.9216661382125,26.7289491410573,10271,10271,-0.89650441532719,0.6704898672967271,-0.113007274015231,0.9812141096786929,0.7625045251864209,False,False,tr|F8WIV2|F8WIV2_MOUSE
10289,26.302494720226,27.2647628741117,27.561068453565998,28.094844852200303,27.6334585349665,27.616646773730103,27.361112463920197,27.8251616377251,27.519827481127898,28.3744301608847,27.251082152178803,26.8472114940662,28.4145242198144,27.7564168464018,10289,10289,-0.396583001814888,1.0120873788086,0.30775218849685604,0.9669555447952901,0.366042514144185,False,False,sp|Q8VCN5|CGL_MOUSE
10315,26.5037599377334,26.381017462161196,25.850185979036603,26.274352468793996,26.644897217195503,26.707484270775698,26.717293026474902,26.5860207517075,26.3197560568046,26.781287554053698,26.4770541940413,27.1121173079948,26.4758898068953,27.5133429660683,10315,10315,-0.24313192550051899,0.8678400041846421,0.312354039342061,0.9555946957354291,0.248983177729632,False,False,sp|Q8BWT1|THIM_MOUSE
10320,25.8026946090238,25.897721052021197,25.3369153827181,24.4614000081423,24.5784557913443,25.8579704151905,26.0841671091816,24.5199509495809,25.1749724134172,25.185228843917603,24.878538736069498,25.4568640733281,24.5877658442577,25.462512039131102,10320,10320,-1.08217785670673,0.29546600872969003,-0.39335592398851904,0.954615791429573,0.242026584382043,False,False,sp|Q06770|CBG_MOUSE
10328,25.711292126167198,26.089775003895102,26.2411843064663,24.9808890284141,25.57639055092,25.8146524780486,25.7932496316191,25.382818097553,24.9056516970051,25.508904608690802,24.8986670697678,26.0763235255585,24.7126850501929,25.021051381277598,10328,10328,-1.13563224761226,0.0781089060452228,-0.528761670783521,0.8955957675805492,0.0829728328270705,False,False,sp|Q91X83|METK1_MOUSE
10344,23.655799503694602,23.0918989127625,24.856283085079898,24.3218389363262,24.2381727741685,25.0748267494282,23.8713850830487,24.626827378109002,24.1586950444557,24.4493833769381,23.669075577470498,24.408660411712603,24.0908896803858,24.4006764132695,10344,10344,-0.583214352132675,0.781500877227668,0.0991432625474964,0.9811814949787809,0.7608164665262059,False,False,sp|Q9CZ30|OLA1_MOUSE
