time,original data,fitted-baseline,baseline,original-baseline
120.72,0.69728,0.14276,0.56103,0.13625
120.92,0.65656,0.10561,0.55614,0.10042
121.13,0.63231,0.080098,0.55905,0.07326
121.33,0.61217,0.060611,0.55504,0.05713
121.54,0.61769,0.046493,0.55348,0.06421
121.75,0.58422,0.036149,0.55482,0.0294
121.95,0.61416,0.028247,0.55484,0.05932
122.16,0.59798,0.022049,0.55074,0.04724
122.36,0.58635,0.017173,0.54239,0.04396
122.57,0.59813,0.01332,0.52945,0.06868
122.78,0.57246,0.010673,0.53175,0.04071
122.98,0.82623,0.35035,0.53205,0.29418
123.19,0.83275,0.25347,0.53482,0.29793
123.39,0.71288,0.18395,0.53259,0.18029
123.6,0.66849,0.13485,0.52928,0.13921
123.81,0.61927,0.099442,0.52302,0.09625
124.01,0.53712,0.074161,0.51699,0.02013
124.22,0.54237,0.056639,0.51808,0.02429
124.42,0.51727,0.045134,0.53672,-0.01945
124.63,0.89644,0.41701,0.51292,0.38352
124.84,1.2251,0.96595,0.5,0.7251
125.04,1.1081,0.66895,0.5,0.6081
125.25,0.93958,0.46918,0.5,0.43958
125.45,0.75785,0.33328,0.5,0.25785
125.66,0.71486,0.24012,0.50075,0.21411
125.87,0.66295,0.17596,0.50374,0.15921
126.07,0.63046,0.1321,0.51292,0.11754
126.28,0.60494,0.098824,0.51438,0.09056
126.48,0.59883,0.075445,0.5207,0.07813
126.69,0.59813,0.058005,0.52547,0.07266
126.9,0.58649,0.044428,0.5234,0.06309
127.1,0.55557,0.034841,0.52935,0.02622
127.31,0.54279,0.027333,0.53162,0.01117
127.51,0.52989,0.021582,0.53389,-0.004
127.72,0.56592,0.017096,0.53492,0.031
127.93,0.83289,0.3648,0.52858,0.30431
128.13,0.86964,0.26772,0.53993,0.32971
128.34,0.77417,0.19703,0.54618,0.22799
128.54,0.73927,0.14363,0.54066,0.19861
128.75,0.62792,0.10606,0.53585,0.09207
128.96,0.56563,0.078743,0.52809,0.03754
129.16,0.58252,0.059592,0.5251,0.05742
129.37,0.52918,0.04663,0.53482,-0.00564
129.57,0.84382,0.41163,0.50217,0.34165
129.78,1.1831,0.97024,0.5,0.6831
129.99,1.0848,0.67183,0.5,0.5848
130.19,0.96681,0.47112,0.5,0.46681
130.4,0.84793,0.33639,0.50266,0.34527
130.6,0.74196,0.24153,0.50175,0.24021
130.81,0.65799,0.17546,0.50046,0.15753
131.02,0.60735,0.12932,0.50034,0.10701
131.22,0.5821,0.096389,0.5,0.0821
131.43,0.58578,0.072694,0.50006,0.08572
131.63,0.56819,0.055369,0.5,0.06819
131.84,0.53216,0.042572,0.5,0.03216
132.05,0.54607,0.033007,0.5,0.04607
132.25,0.49769,0.025782,0.5,-0.00231
132.46,0.51386,0.020269,0.5,0.01386
132.66,0.48478,0.016024,0.5,-0.01522
132.87,0.52052,0.01273,0.5,0.02052
133.08,0.61912,0.01024,0.50422,0.1149
133.28,0.86296,0.33105,0.50223,0.36073
133.49,1.1183,0.8652,0.5,0.6183
133.69,1.146,0.61693,0.51289,0.63311
133.9,1.0061,0.44276,0.52285,0.48325
