time,original data,fitted-baseline,baseline,original-baseline
11.536,0.93076,0.00060517,0.9394,-0.00864
11.742,0.90884,0.00048995,0.93492,-0.02608
11.948,0.88733,0.00039691,0.93142,-0.04409
12.154,0.95986,0.00032407,0.93467,0.02519
12.36,0.91431,0.00026292,0.93243,-0.01812
12.566,0.92801,0.0002147,0.93534,-0.00733
12.772,0.94656,0.00017452,0.93501,0.01155
12.978,0.95964,0.00014192,0.93415,0.02549
13.184,0.96258,0.0001151,0.93163,0.03095
13.39,0.9219,9.36E-05,0.93062,-0.00872
13.596,0.94719,7.62E-05,0.92948,0.01771
13.802,0.9548,6.17E-05,0.92629,0.02851
14.008,0.94887,4.99E-05,0.91981,0.02906
14.214,0.92611,4.01E-05,0.90937,0.01674
14.42,0.93201,3.22E-05,0.89973,0.03228
14.626,0.97269,2.59E-05,0.88959,0.0831
14.832,1.2573,0.52163,0.86924,0.38806
15.038,1.2278,0.37366,0.86211,0.36569
15.244,1.0992,0.27314,0.86179,0.23741
15.45,1.0925,0.20353,0.86769,0.22481
15.656,0.97903,0.15106,0.86029,0.11874
15.862,0.97207,0.11505,0.86597,0.1061
16.068,0.97101,0.088284,0.86956,0.10145
16.274,0.9356,0.068475,0.8747,0.0609
16.48,0.89386,0.053486,0.879,0.01486
16.686,0.93538,0.042177,0.88545,0.04993
16.892,0.94803,0.033306,0.88766,0.06037
17.098,0.9474,0.026398,0.88845,0.05895
17.304,0.94466,0.020977,0.88744,0.05722
17.51,0.91727,0.016811,0.89053,0.02674
17.716,0.98977,0.013503,0.89271,0.09706
17.922,0.90294,0.010795,0.88832,0.01462
18.128,0.88312,0.0086286,0.88171,0.00141
18.334,0.88374,0.0069295,0.87765,0.00609
18.54,0.89723,0.0055612,0.87165,0.02558
18.746,0.91896,0.0044499,0.86203,0.05693
18.952,0.90482,0.0035555,0.85037,0.05445
19.158,1.1753,0.51231,0.83596,0.33934
19.364,1.1837,0.36841,0.83299,0.35071
19.57,1.1049,0.27095,0.83842,0.26648
19.776,1.0197,0.20154,0.84329,0.17641
19.982,1.0088,0.15065,0.84263,0.16617
20.188,0.99842,0.11472,0.84858,0.14984
20.394,0.9396,0.087376,0.84631,0.09329
20.6,0.89345,0.068072,0.85557,0.03788
20.806,0.88437,0.053027,0.85785,0.02652
21.012,0.96829,0.041119,0.85013,0.11816
21.218,1.2927,0.59773,0.81748,0.47522
21.424,1.1993,0.42368,0.80823,0.39107
21.63,1.1053,0.30584,0.80366,0.30164
21.836,1.0292,0.22521,0.80525,0.22395
22.042,1.0121,0.16933,0.81418,0.19792
22.248,0.98071,0.12941,0.82751,0.1532
22.454,0.93941,0.098865,0.83203,0.10738
22.66,0.8928,0.075999,0.83381,0.05899
22.866,0.90041,0.059509,0.84385,0.05656
23.072,0.91621,0.046705,0.84947,0.06674
23.278,0.91431,0.036824,0.85331,0.061
23.484,0.89302,0.028991,0.85091,0.04211
23.69,0.87744,0.023012,0.85123,0.02621
23.896,0.86667,0.018378,0.85309,0.01358
24.102,0.87722,0.01473,0.85497,0.02225
24.308,0.8671,0.011832,0.8561,0.011
24.514,0.84918,0.0095257,0.857,-0.00782
24.72,0.83801,0.0076942,0.85892,-0.02091
24.926,0.8751,0.0062417,0.86302,0.01208
25.132,0.87553,0.0050713,0.86727,0.00826
25.338,0.87678,0.0041261,0.8717,0.00508
25.544,0.912,0.0033443,0.87197,0.04003
25.75,0.97144,0.0027047,0.86964,0.1018
25.956,1.2349,0.52379,0.85925,0.37565
26.162,1.2575,0.38129,0.86654,0.39096
26.368,1.1321,0.28192,0.87668,0.25542
26.574,1.1053,0.21165,0.88978,0.21552
26.78,0.99505,0.15884,0.8925,0.10255
26.986,0.97122,0.12229,0.90859,0.06263
27.192,0.94572,0.09499,0.92397,0.02175
27.398,0.9923,0.075801,0.95663,0.03567
27.604,1.0368,0.06039,0.98086,0.05594
27.81,1.0039,0.048416,1.0049,-0.001
28.016,1.1645,0.03897,1.0271,0.1374
28.222,1.282,0.031324,1.0428,0.2392
28.428,1.1713,0.024893,1.0419,0.1294
28.634,1.087,0.019843,1.0401,0.0469
28.84,1.0412,0.015807,1.0342,0.007
29.046,1.0024,0.012602,1.0264,-0.024
29.252,0.95311,0.01011,1.0226,-0.06949
29.458,0.94678,0.0081577,1.0228,-0.07602
29.664,0.95268,0.0066296,1.0287,-0.07602
29.87,0.94656,0.0054309,1.0416,-0.09504
30.076,1.1955,0.0044776,1.0603,0.1352
30.282,1.1702,0.0036607,1.0693,0.1009
30.488,1.0872,0.0029677,1.0686,0.0186
30.694,1.0054,0.0024041,1.0666,-0.0612
30.9,0.99948,0.0019561,1.0686,-0.06912
31.106,1.2562,0.0016015,1.0768,0.1794
31.312,1.1905,0.001297,1.0732,0.1173
31.518,1.0893,0.0010412,1.0597,0.0296
31.724,1.0271,0.00083423,1.0444,-0.0173
31.93,1.0659,0.00066912,1.0301,0.0358
32.136,0.99757,0.00053513,1.013,-0.01543
32.342,0.97503,0.00042808,0.99612,-0.02109
32.548,0.96301,0.00034267,0.98002,-0.01701
32.754,0.94719,0.00027436,0.96476,-0.01757
32.96,0.9942,0.00021994,0.9506,0.0436
33.166,1.3214,0.55722,0.92759,0.39381
33.372,1.2522,0.40207,0.92673,0.32547
33.578,1.1708,0.29698,0.93611,0.23469
33.784,1.0772,0.22355,0.95218,0.12502
33.99,1.0298,0.16931,0.96337,0.06643
34.196,1.1787,0.13245,0.99602,0.18268
34.402,1.294,0.10328,1.0164,0.2776
34.608,1.2219,0.080392,1.0261,0.1958
34.814,1.1325,0.062465,1.0258,0.1067
35.02,1.115,0.048567,1.0188,0.0962
35.226,1.1099,0.03775,1.0054,0.1045
35.432,1.0279,0.029366,0.98762,0.04028
35.638,1.0161,0.022928,0.96928,0.04682
35.844,0.89111,0.018067,0.95639,-0.06528
36.05,0.97503,0.014371,0.94948,0.02555
36.256,0.93139,0.01142,0.93908,-0.00769
36.462,0.93498,0.0091194,0.93123,0.00375
36.668,0.88943,0.0073102,0.92525,-0.03582
36.874,0.9297,0.0058736,0.92,0.0097
37.08,0.88184,0.0047148,0.91272,-0.03088
37.286,0.87069,0.0038086,0.91025,-0.03956
37.492,0.90757,0.0030858,0.90977,-0.0022
37.698,0.90104,0.0025017,0.9092,-0.00816
37.904,0.90379,0.0020303,0.90898,-0.00519
38.11,0.88184,0.0016489,0.90903,-0.02719
38.316,0.8888,0.0013426,0.91107,-0.02227
38.522,0.87385,0.001096,0.91522,-0.04137
38.728,0.86795,0.00089884,0.92329,-0.05534
38.934,0.87069,0.00073826,0.93279,-0.0621
39.14,0.87531,0.00060856,0.94535,-0.07004
39.346,1.0819,0.0005061,0.96678,0.11512
39.552,1.0368,0.00041586,0.97654,0.06026
39.758,1.0216,0.00034112,0.98485,0.03675
39.964,1.0604,0.00027841,0.98799,0.07241
40.17,1.049,0.00022638,0.98704,0.06196
40.376,1.0737,0.00018305,0.98132,0.09238
40.582,1.064,0.00014776,0.97327,0.09073
40.788,0.9746,0.0001179,0.95477,0.01983
40.994,1.1405,9.38E-05,0.93457,0.20593
41.2,1.314,0.54143,0.90191,0.41209
41.406,1.2063,0.38138,0.87963,0.32667
41.612,1.0952,0.27563,0.86937,0.22583
41.818,1.0349,0.20266,0.8637,0.1712
42.024,0.99589,0.1504,0.85627,0.13962
42.23,0.95605,0.11353,0.85421,0.10184
42.436,0.95143,0.086138,0.84817,0.10326
42.642,0.92845,0.066708,0.85189,0.07656
42.848,0.8928,0.051499,0.84611,0.04669
43.054,0.89027,0.040119,0.84201,0.04826
43.26,0.88143,0.031244,0.8325,0.04893
43.466,0.9065,0.024528,0.82529,0.08121
43.672,1.0473,0.019223,0.81303,0.23427
43.878,1.2044,0.54372,0.81371,0.39069
44.084,1.1479,0.39591,0.82368,0.32422
44.29,1.1085,0.29305,0.83704,0.27146
44.496,1.0589,0.22004,0.85248,0.20642
44.702,1.045,0.16548,0.85951,0.18549
44.908,1.0028,0.12676,0.87308,0.12972
45.114,1.0033,0.097357,0.88022,0.12308
45.32,0.97122,0.075187,0.88408,0.08714
45.526,0.99167,0.058844,0.89239,0.09928
45.732,0.96048,0.046228,0.89751,0.06297
45.938,0.94341,0.036314,0.89678,0.04663
46.144,0.95037,0.028211,0.88118,0.06919
46.35,1.2727,0.58573,0.84853,0.42417
46.556,1.2723,0.42936,0.86575,0.40655
46.762,1.2029,0.31785,0.88095,0.32195
46.968,1.155,0.234,0.88069,0.27431
47.174,1.0499,0.1749,0.88346,0.16644
47.38,1.0212,0.13309,0.89239,0.12881
47.586,1.0098,0.10144,0.89368,0.11612
47.792,0.99717,0.07771,0.89117,0.106
47.998,0.98555,0.060314,0.89276,0.09279
48.204,0.97291,0.046929,0.8899,0.08301
48.41,0.91241,0.036549,0.88207,0.03034
48.616,0.91368,0.028687,0.87611,0.03757
48.822,0.87637,0.02255,0.86728,0.00909
49.028,0.8475,0.018,0.86816,-0.02066
49.234,0.84603,0.014373,0.8663,-0.02027
49.44,0.87491,0.011583,0.86993,0.00498
49.646,0.84222,0.0093162,0.86964,-0.02742
49.852,0.88858,0.0075287,0.87172,0.01686
50.058,0.90863,0.0060923,0.87349,0.03514
50.264,0.95037,0.004926,0.87336,0.07701
50.47,0.81525,0.003962,0.86763,-0.05238
50.676,0.88081,0.0031995,0.86458,0.01623
50.882,0.84644,0.0025933,0.86407,-0.01763
51.088,0.90357,0.0021052,0.86435,0.03922
51.294,0.86963,0.0017036,0.86142,0.00821
51.5,0.85614,0.0013763,0.85681,-0.00067
51.706,0.80766,0.0011109,0.85098,-0.04332
51.912,0.87425,0.00090295,0.85103,0.02322
52.118,0.84622,0.00072879,0.84489,0.00133
52.324,0.8283,0.00059026,0.84168,-0.01338
52.53,0.83588,0.00047845,0.83855,-0.00267
52.736,0.8144,0.00038743,0.83496,-0.02056
52.942,0.86561,0.00031424,0.83236,0.03325
53.148,0.83401,0.00025529,0.83115,0.00286
53.354,0.80807,0.00020707,0.829,-0.02093
53.56,0.84032,0.0001682,0.82755,0.01277
53.766,0.84537,0.00013649,0.82463,0.02074
53.972,0.79711,0.00011021,0.81939,-0.02228
54.178,0.78658,8.92E-05,0.81471,-0.02813
54.384,0.82261,7.27E-05,0.8154,0.00721
54.59,0.79923,5.91E-05,0.8154,-0.01617
54.796,0.82767,4.82E-05,0.81621,0.01146
55.002,0.81587,3.92E-05,0.81597,-1E-04
55.208,0.80722,3.19E-05,0.81524,-0.00802
55.414,0.80913,2.59E-05,0.8145,-0.00537
55.62,0.81587,2.10E-05,0.81362,0.00225
55.826,0.80007,1.71E-05,0.81203,-0.01196
56.032,0.77372,1.38E-05,0.81071,-0.03699
56.238,0.84603,1.13E-05,0.81167,0.03436
56.444,0.78066,9.18E-06,0.81028,-0.02962
56.65,0.81019,7.57E-06,0.81065,-0.00046
56.856,0.79648,6.08E-06,0.81114,-0.01466
57.062,0.83189,4.95E-06,0.81279,0.0191
57.268,0.82305,3.99E-06,0.81335,0.0097
57.474,0.81206,3.22E-06,0.81313,-0.00107
57.68,0.84959,2.68E-06,0.81271,0.03688
57.886,0.79795,2.15E-06,0.80924,-0.01129
58.092,0.78762,1.67E-06,0.80559,-0.01797
58.298,0.78362,1.43E-06,0.80247,-0.01885
58.504,0.78131,1.13E-06,0.80036,-0.01905
58.71,0.79099,9.54E-07,0.80362,-0.01263
58.916,0.81902,7.15E-07,0.80422,0.0148
59.122,0.80913,6.56E-07,0.80435,0.00478
59.328,0.80828,4.77E-07,0.80461,0.00367
59.534,0.84266,3.58E-07,0.80508,0.03758
59.74,0.8007,3.58E-07,0.80331,-0.00261
59.946,0.84075,2.38E-07,0.80168,0.03907
60.152,0.76991,1.79E-07,0.80115,-0.03124
60.358,0.82577,2.38E-07,0.80225,0.02352
60.564,0.81546,1.79E-07,0.79743,0.01803
60.77,0.78384,1.19E-07,0.79461,-0.01077
60.976,0.78047,1.19E-07,0.79165,-0.01118
61.182,0.78025,5.96E-08,0.78877,-0.00852
61.388,0.77582,5.96E-08,0.78599,-0.01017
61.594,0.79058,5.96E-08,0.78369,0.00689
61.8,0.75896,0,0.7848,-0.02584
62.006,0.75958,-5.96E-08,0.78763,-0.02805
62.212,0.80048,0,0.78879,0.01169
62.418,0.77688,0,0.78983,-0.01295
62.624,0.77054,0,0.79246,-0.02192
62.83,0.80513,-5.96E-08,0.79763,0.0075
63.036,0.77878,0,0.80358,-0.0248
63.242,0.76907,-5.96E-08,0.80863,-0.03956
63.448,0.76361,-5.96E-08,0.8183,-0.05469
63.654,0.842,-5.96E-08,0.83444,0.00756
63.86,0.96891,0,0.84938,0.11953
64.066,0.92633,0,0.85453,0.0718
64.272,0.84097,0,0.85122,-0.01025
64.478,0.8928,-5.96E-08,0.84824,0.04456
64.684,0.85655,0,0.8457,0.01085
64.89,0.80429,0,0.84137,-0.03708
65.096,0.82155,0,0.83854,-0.01699
65.302,0.8361,0,0.8364,-0.0003
65.508,0.81038,0,0.83411,-0.02373
65.714,0.85296,0,0.8374,0.01556
65.92,0.80934,0,0.83587,-0.02653
66.126,0.80953,-5.96E-08,0.83634,-0.02681
66.332,0.82221,-5.96E-08,0.83945,-0.01724
66.538,0.81272,-5.96E-08,0.84507,-0.03235
66.744,0.79901,0,0.85464,-0.05563
66.95,0.79711,0,0.86659,-0.06948
67.156,0.85109,0,0.88716,-0.03607
67.362,1.0231,-5.96E-08,0.9067,0.1164
67.568,1.0071,-5.96E-08,0.91872,0.08838
67.774,0.94719,0,0.92324,0.02395
67.98,0.89155,-5.96E-08,0.92756,-0.03601
68.186,0.8962,0,0.93571,-0.03951
68.392,0.87238,-5.96E-08,0.94446,-0.07208
68.598,0.87659,0,0.96156,-0.08497
68.804,1.0844,-5.96E-08,0.98418,0.10022
69.01,1.1392,-5.96E-08,0.99669,0.14251
69.216,1.0595,0,1.0019,0.0576
69.422,0.95986,0,0.99987,-0.04001
69.628,0.9396,0,1.0006,-0.061
69.834,0.93876,0,1.0065,-0.06774
70.04,1.1289,0,1.0189,0.11
70.246,1.1403,-1.19E-07,1.0224,0.1179
70.452,1.1118,0,1.0178,0.094
70.658,1.0638,0,1.0054,0.0584
70.864,1.0109,-5.96E-08,0.98965,0.02125
71.07,0.94909,0,0.9722,-0.02311
71.276,0.94213,0,0.95609,-0.01396
71.482,0.98156,0,0.94112,0.04044
71.688,1.0762,0,0.92336,0.15284
71.894,1.3001,0.53443,0.89071,0.40939
72.1,1.229,0.37969,0.87616,0.35284
72.306,1.073,0.27488,0.86742,0.20558
72.512,1.0457,0.20324,0.86657,0.17913
72.718,1.029,0.15177,0.86446,0.16454
72.924,0.9396,0.11518,0.86702,0.07258
73.13,0.89873,0.088205,0.86888,0.02985
73.336,0.91768,0.068721,0.87794,0.03974
73.542,0.91621,0.054074,0.88877,0.02744
73.748,0.94656,0.04277,0.89799,0.04857
73.954,0.92149,0.034071,0.90816,0.01333
74.16,0.9375,0.027256,0.91743,0.02007
74.366,0.96005,0.021876,0.92557,0.03448
74.572,0.9607,0.017795,0.94272,0.01798
74.778,0.92886,0.0145,0.95873,-0.02987
74.984,1.1504,0.011869,0.97674,0.17366
75.19,1.0545,0.0096106,0.98215,0.07235
75.396,1.0475,0.0077317,0.97935,0.06815
75.602,0.98599,0.0062218,0.97529,0.0107
75.808,0.92801,0.0050018,0.96903,-0.04102
76.014,0.96638,0.004031,0.96419,0.00219
76.22,0.90272,0.0032612,0.96225,-0.05953
76.426,0.94088,0.0026498,0.96374,-0.02286
76.632,0.9396,0.002158,0.9669,-0.0273
76.838,0.96239,0.0017555,0.96846,-0.00607
77.044,0.99295,0.0014304,0.97133,0.02162
77.25,0.96595,0.0011652,0.97365,-0.0077
77.456,0.96679,0.00095081,0.97726,-0.01047
77.662,0.97269,0.00077701,0.98248,-0.00979
77.868,0.95246,0.00063396,0.9855,-0.03304
78.074,0.92948,0.00051922,0.99225,-0.06277
78.28,1.1884,0.00042796,1.0055,0.1829
78.486,1.0985,0.00034773,1.0043,0.0942
78.692,1.0737,0.0002805,0.99597,0.07773
78.898,1.0121,0.00022542,0.98387,0.02823
79.104,0.9592,0.00018001,0.96543,-0.00623
79.31,0.94213,0.00014371,0.94731,-0.00518
79.516,0.97207,0.00011551,0.93538,0.03669
79.722,1.3049,0.55011,0.91626,0.38864
79.928,1.256,0.39866,0.91938,0.33662
80.134,1.1609,0.29384,0.92669,0.23421
80.34,1.1671,0.22193,0.94572,0.22138
80.546,1.1629,0.16801,0.95642,0.20648
80.752,1.1795,0.12898,0.97042,0.20908
80.958,1.1707,0.098663,0.9714,0.1993
81.164,1.0979,0.076279,0.97402,0.12388
81.37,1.0391,0.058924,0.96801,0.07109
81.576,1.0185,0.045703,0.95912,0.05938
81.782,0.98621,0.035553,0.94723,0.03898
81.988,0.92929,0.027758,0.93391,-0.00462
82.194,0.94466,0.021837,0.92352,0.02114
82.4,0.92127,0.017254,0.91369,0.00758
82.606,0.94278,0.013694,0.90505,0.03773
82.812,0.89008,0.010829,0.89084,-0.00076
83.018,0.89111,0.0085909,0.87757,0.01354
83.224,0.90419,0.0068275,0.86447,0.03972
83.43,0.94531,0.0054227,0.84967,0.09564
83.636,1.1314,0.51359,0.82912,0.30228
83.842,1.1038,0.36971,0.82736,0.27644
84.048,1.0977,0.2728,0.83581,0.26189
84.254,1.0492,0.20397,0.84535,0.20385
84.46,1.0119,0.15333,0.84981,0.16209
84.666,0.99863,0.11738,0.86062,0.13801
84.872,0.93835,0.089918,0.86353,0.07482
85.078,0.97881,0.070073,0.87347,0.10534
85.284,0.95836,0.054566,0.87571,0.08265
85.49,0.91937,0.042638,0.87467,0.0447
85.696,0.94256,0.03344,0.87138,0.07118
85.902,0.92339,0.026152,0.86094,0.06245
86.108,0.93054,0.020594,0.85257,0.07797
86.314,1.1308,0.56051,0.8371,0.2937
86.52,1.2701,0.40761,0.84633,0.42377
86.726,1.1681,0.30002,0.85531,0.31279
86.932,1.083,0.22263,0.86091,0.22209
87.138,1.0206,0.16558,0.85851,0.16209
87.344,0.98471,0.12524,0.86113,0.12358
87.55,0.96385,0.095221,0.8595,0.10435
87.756,0.90313,0.072726,0.85379,0.04934
87.962,0.88122,0.056526,0.85592,0.0253
88.168,0.90229,0.04432,0.8592,0.04309
88.374,0.91768,0.034973,0.86239,0.05529
88.58,0.94952,0.027711,0.86432,0.0852
88.786,0.90398,0.021957,0.86209,0.04189
88.992,0.8711,0.01756,0.86435,0.00675
89.198,0.91453,0.01409,0.86644,0.04809
89.404,0.85549,0.011293,0.86508,-0.00959
89.61,0.86542,0.0090717,0.86357,0.00185
89.816,0.89345,0.0072942,0.86113,0.03232
90.022,0.84665,0.005852,0.85538,-0.00873
90.228,0.82493,0.0046964,0.84876,-0.02383
90.434,0.82305,0.0037926,0.84651,-0.02346
90.64,0.82389,0.0030683,0.84502,-0.02113
90.846,0.8262,0.002487,0.84448,-0.01828
91.052,0.84959,0.0020196,0.845,0.00459
91.258,0.87744,0.0016404,0.84518,0.03226
91.464,0.85277,0.0013288,0.84285,0.00992
91.67,0.84959,0.001075,0.83907,0.01052
91.876,0.79311,0.00086808,0.8336,-0.04049
92.082,0.84812,0.00070608,0.834,0.01412
92.288,0.83485,0.00057334,0.83292,0.00193
92.494,0.78425,0.00046521,0.83089,-0.04664
92.7,0.83926,0.00037867,0.83136,0.0079
92.906,0.7948,0.00030786,0.83103,-0.03623
93.112,0.79058,0.00025094,0.83296,-0.04238
93.318,0.78256,0.00020546,0.83815,-0.05559
93.524,0.83632,0.0001685,0.84435,-0.00803
93.73,0.908,0.00013846,0.85296,0.05504
93.936,0.88543,0.00011301,0.85554,0.02989
94.142,0.88165,9.21E-05,0.85698,0.02467
94.348,0.85971,7.50E-05,0.8572,0.00251
94.554,0.86879,6.10E-05,0.85745,0.01134
94.76,0.86879,4.97E-05,0.85708,0.01171
94.966,0.8475,4.03E-05,0.85587,-0.00837
95.172,0.83841,3.28E-05,0.85515,-0.01674
95.378,0.82558,2.66E-05,0.85574,-0.03016
95.584,0.83757,2.18E-05,0.85901,-0.02144
95.79,0.83654,1.78E-05,0.8649,-0.02836
95.996,0.79036,1.47E-05,0.87432,-0.08396
96.202,0.8534,1.21E-05,0.88789,-0.03449
96.408,0.94825,9.95E-06,0.90345,0.0448
96.614,1.0338,8.17E-06,0.9158,0.118
96.82,0.98284,6.79E-06,0.92268,0.06016
97.026,0.89133,5.42E-06,0.92228,-0.03095
97.232,0.89071,4.47E-06,0.92423,-0.03352
97.438,0.88228,3.70E-06,0.92928,-0.047
97.644,0.91306,2.92E-06,0.93905,-0.02599
97.85,1.1028,2.38E-06,0.94882,0.15398
98.056,1.0383,2.03E-06,0.94963,0.08867
98.262,0.96342,1.67E-06,0.93959,0.02383
98.468,0.91578,1.25E-06,0.92984,-0.01406
98.674,0.92695,1.07E-06,0.92278,0.00417
98.88,0.88606,7.75E-07,0.91333,-0.02727
99.086,0.91537,5.96E-07,0.90767,0.0077
99.292,0.86055,4.77E-07,0.89972,-0.03917
99.498,0.87153,4.17E-07,0.89669,-0.02516
99.704,0.88755,2.98E-07,0.89422,-0.00667
99.91,0.88606,2.98E-07,0.8913,-0.00524
100.12,0.87069,1.79E-07,0.8879,-0.01721
100.32,0.91368,2.38E-07,0.885,0.02868
100.53,0.89323,1.79E-07,0.87955,0.01368
100.73,0.89449,5.96E-08,0.87626,0.01823
100.94,0.89536,1.19E-07,0.87049,0.02487
101.15,0.90988,5.96E-08,0.86137,0.04851
101.35,0.89873,5.96E-08,0.85096,0.04777
101.56,0.92065,1.19E-07,0.8385,0.08215
101.76,1.0922,0.4891,0.81517,0.27703
101.97,1.2179,0.35497,0.81912,0.39878
102.18,1.1867,0.25847,0.81563,0.37107
102.38,1.0516,0.1902,0.81099,0.24061
102.59,0.97291,0.13871,0.79008,0.18283
102.79,0.94172,0.10314,0.77641,0.16531
103,0.92801,0.076335,0.75196,0.17605
103.21,1.1955,0.63788,0.75034,0.44516
103.41,1.1504,0.45943,0.75805,0.39235
103.62,1.0836,0.33561,0.76698,0.31662
103.82,1.0233,0.25056,0.78333,0.23997
104.03,0.98874,0.18986,0.8023,0.18644
104.24,0.97756,0.14332,0.80928,0.16828
104.44,0.99505,0.11026,0.82311,0.17194
104.65,0.90504,0.084642,0.82712,0.07792
104.85,0.95542,0.066187,0.83903,0.11639
105.06,0.90504,0.051669,0.84286,0.06218
105.27,0.8789,0.040547,0.84511,0.03379
105.47,0.88184,0.032017,0.84733,0.03451
105.68,0.88268,0.02541,0.8493,0.03338
105.88,0.91453,0.020251,0.85094,0.06359
106.09,0.87953,0.01628,0.85665,0.02288
106.3,0.91812,0.01306,0.85778,0.06034
106.5,0.85318,0.010456,0.85482,-0.00164
106.71,0.85109,0.0083864,0.85146,-0.00037
106.91,0.82726,0.0067369,0.84782,-0.02056
107.12,0.83442,0.0054418,0.84754,-0.01312
107.33,0.84181,0.0044051,0.84797,-0.00616
107.53,0.82536,0.0035706,0.84864,-0.02328
107.74,0.85296,0.0029024,0.85092,0.00204
107.94,0.88796,0.0023588,0.85251,0.03545
108.15,0.84053,0.0019172,0.85358,-0.01305
108.36,0.83167,0.0015625,0.85664,-0.02497
108.56,0.86351,0.0012825,0.86547,-0.00196
108.77,0.88902,0.0010558,0.87673,0.01229
108.97,0.84497,0.00086671,0.88542,-0.04045
109.18,0.86014,0.00071245,0.89523,-0.03509
109.39,0.86751,0.00058925,0.91044,-0.04293
109.59,1.0541,0.0004887,0.92832,0.12578
109.8,1.0884,0.00040126,0.93707,0.15133
110,0.98218,0.00032485,0.93252,0.04966
110.21,0.93707,0.00026274,0.92735,0.00972
110.42,0.93098,0.00021201,0.91965,0.01133
110.62,0.94319,0.00017053,0.90906,0.03413
110.83,0.84981,0.00013703,0.89766,-0.04785
111.03,0.88396,0.00011063,0.89092,-0.00696
111.24,0.88521,8.92E-05,0.88265,0.00256
111.45,0.85465,7.21E-05,0.87619,-0.02154
111.65,0.87153,5.82E-05,0.86925,0.00228
111.86,0.87616,4.68E-05,0.86044,0.01572
112.06,0.8538,3.78E-05,0.85272,0.00108
112.27,0.79689,3.05E-05,0.84299,-0.0461
112.48,0.82514,2.46E-05,0.83873,-0.01359
112.68,0.85024,1.99E-05,0.83445,0.01579
112.89,0.83757,1.61E-05,0.83218,0.00539
113.09,0.83885,1.31E-05,0.82838,0.01047
113.3,0.81081,1.05E-05,0.82247,-0.01166
113.51,0.79542,8.52E-06,0.81583,-0.02041
113.71,0.7893,6.97E-06,0.81351,-0.02421
113.92,0.82958,5.60E-06,0.81195,0.01763
114.12,0.79732,4.47E-06,0.80843,-0.01111
114.33,0.77666,3.76E-06,0.80455,-0.02789
114.54,0.80344,2.98E-06,0.80193,0.00151
114.74,0.80766,2.44E-06,0.80324,0.00442
114.95,0.80744,1.91E-06,0.79967,0.00777
115.15,0.79901,1.55E-06,0.7996,-0.00059
115.36,0.83401,1.31E-06,0.79917,0.03484
115.57,0.82936,1.01E-06,0.7957,0.03366
