time,original data,fitted-baseline,baseline,original-baseline
23.072,0.85738,0.0026,0.91102,-0.05364
23.278,0.82622,0.0021017,0.90733,-0.08111
23.484,0.83134,0.0017089,0.90849,-0.07715
23.69,0.82306,0.0013993,0.9157,-0.09264
23.896,0.83498,0.0011579,0.93238,-0.0974
24.102,1.4325,0.57705,0.95561,0.47689
24.308,1.6159,0.43092,0.98826,0.62764
24.514,1.4332,0.31643,0.99264,0.44056
24.72,1.2916,0.23353,0.99008,0.30152
24.926,1.1851,0.17106,0.969,0.2161
25.132,1.082,0.12715,0.95205,0.12995
25.338,1.024,0.093811,0.9194,0.1046
25.544,0.97855,0.072279,0.91885,0.0597
25.75,1.1684,0.055395,0.90613,0.26227
25.956,1.3331,0.66511,0.87347,0.45963
26.162,1.292,0.46958,0.86151,0.43049
26.368,1.2184,0.33939,0.85896,0.35944
26.574,1.1377,0.24907,0.85898,0.27872
26.78,1.0859,0.18553,0.86163,0.22427
26.986,1.0361,0.1399,0.86512,0.17098
27.192,0.97603,0.10559,0.86044,0.11559
27.398,0.88806,0.079889,0.84959,0.03847
27.604,0.92223,0.06177,0.84987,0.07236
27.81,0.89244,0.047909,0.8462,0.04624
28.016,0.88433,0.037283,0.83961,0.04472
28.222,0.86379,0.029056,0.82935,0.03444
28.428,0.79587,0.02278,0.81992,-0.02405
28.634,0.77371,0.018138,0.81965,-0.04594
28.84,0.78426,0.014564,0.82321,-0.03895
29.046,0.7936,0.01179,0.83105,-0.03745
29.252,0.81681,0.0096263,0.84393,-0.02712
29.458,0.89057,0.0078816,0.85755,0.03302
29.664,0.88603,0.0064383,0.86784,0.01819
29.87,1.3452,0.5446,0.87484,0.47036
30.076,1.37,0.40013,0.89117,0.47883
30.282,1.2511,0.29509,0.89998,0.35112
30.488,1.1254,0.22004,0.90795,0.21745
30.694,1.0871,0.16382,0.90411,0.18299
30.9,0.99421,0.12379,0.90393,0.09028
31.106,0.96767,0.094332,0.90235,0.06532
31.312,0.91094,0.073035,0.90693,0.00401
31.518,0.89415,0.0573,0.91619,-0.02204
31.724,0.88181,0.045638,0.93286,-0.05105
31.93,1.0632,0.036608,0.95058,0.11262
32.136,1.1273,0.029351,0.96294,0.16436
32.342,1.0994,0.023475,0.96854,0.13086
32.548,1.0918,0.018754,0.96925,0.12255
32.754,1.0286,0.014899,0.96132,0.06728
32.96,0.99729,0.011834,0.95065,0.04664
33.166,0.94519,0.00936,0.93394,0.01125
33.372,0.92392,0.0074102,0.91664,0.00728
33.578,0.90997,0.0058717,0.89899,0.01098
33.784,0.87175,0.004674,0.88452,-0.01277
33.99,0.86809,0.0037101,0.86697,0.00112
34.196,0.84318,0.0029609,0.85355,-0.01037
34.402,0.83482,0.0023555,0.83706,-0.00224
34.608,0.80885,0.0018755,0.82113,-0.01228
34.814,0.80763,0.0014961,0.80665,0.00098
35.02,0.78548,0.0011949,0.79297,-0.00749
35.226,0.78094,0.00095618,0.78084,1E-04
35.432,1.0303,0.465,0.77011,0.26019
35.638,1.1535,0.33904,0.77763,0.37587
35.844,1.0789,0.25071,0.78653,0.29237
36.05,0.99973,0.18676,0.79186,0.20787
36.256,0.96053,0.13942,0.78985,0.17068
36.462,0.90454,0.10576,0.79198,0.11256
36.668,0.86948,0.080601,0.78999,0.07949
36.874,0.88911,0.063183,0.80327,0.08584
37.08,1.2488,0.64712,0.80781,0.44099
37.286,1.4046,0.48105,0.84046,0.56414
37.492,1.3097,0.35588,0.85934,0.45036
37.698,1.2309,0.26482,0.87293,0.35797
37.904,1.1306,0.19806,0.8807,0.2499
38.11,1.0612,0.14818,0.87881,0.18239
38.316,1.0384,0.11247,0.88025,0.15815
38.522,0.98528,0.085454,0.87403,0.11125
38.728,0.94925,0.06565,0.86979,0.07946
38.934,0.9176,0.050531,0.86039,0.05721
39.14,0.87248,0.039145,0.85063,0.02185
39.346,0.83709,0.03057,0.84265,-0.00556
39.552,0.83141,0.023995,0.83464,-0.00323
39.758,0.8345,0.019164,0.83742,-0.00292
39.964,0.78369,0.015295,0.83647,-0.05278
40.17,0.794,0.012307,0.83962,-0.04562
40.376,0.80188,0.0099828,0.8474,-0.04552
40.582,0.78313,0.0081721,0.86119,-0.07806
40.788,0.81559,0.0067342,0.8794,-0.06381
40.994,0.99502,0.0055832,0.90208,0.09294
41.2,1.0549,0.0045838,0.91518,0.13972
41.406,1.025,0.0037389,0.92154,0.10346
41.612,0.96175,0.0030174,0.91726,0.04449
41.818,0.89837,0.0024256,0.90883,-0.01046
42.024,0.90575,0.001958,0.90376,0.00199
42.23,0.83401,0.0015786,0.89711,-0.0631
42.436,0.8375,0.0012842,0.8983,-0.0608
42.642,0.8474,0.0010503,0.904,-0.0566
42.848,1.2424,0.54852,0.90874,0.33366
43.054,1.4674,0.41032,0.94139,0.52601
43.26,1.3563,0.30663,0.96224,0.39406
43.466,1.2316,0.23089,0.97921,0.25239
43.672,1.1653,0.17334,0.98226,0.18304
43.878,1.1483,0.13225,0.99062,0.15768
44.084,1.1265,0.10123,0.99243,0.13407
44.29,1.2547,0.078924,1.0036,0.2511
44.496,1.5828,0.78481,0.97974,0.60306
44.702,1.5051,0.55654,0.97241,0.53269
44.908,1.3669,0.39959,0.96492,0.40198
45.114,1.2401,0.29256,0.96441,0.27569
45.32,1.1743,0.21798,0.96932,0.20498
45.526,1.1236,0.16241,0.96324,0.16036
45.732,1.146,0.12379,0.96883,0.17717
45.938,1.0604,0.094066,0.96216,0.09824
46.144,1.0927,0.072855,0.96529,0.12741
46.35,1.0329,0.056443,0.96109,0.07181
46.556,0.99949,0.043794,0.95169,0.0478
46.762,0.96418,0.034036,0.93822,0.02596
46.968,0.96848,0.026611,0.92566,0.04282
47.174,0.93878,0.021055,0.92008,0.0187
47.38,0.91053,0.01667,0.91167,-0.00114
47.586,0.90039,0.013274,0.90563,-0.00524
47.792,0.84975,0.010581,0.89819,-0.04844
47.998,0.86664,0.0085102,0.89685,-0.03021
48.204,0.91168,0.0068679,0.89689,0.01479
48.41,1.3528,0.55806,0.89543,0.45737
48.616,1.3759,0.40483,0.90065,0.47525
48.822,1.2781,0.29316,0.89315,0.38495
49.028,1.17,0.21513,0.88677,0.28323
49.234,1.0957,0.15491,0.85412,0.24158
49.44,1.0891,0.1164,0.8492,0.2399
49.646,1.3701,0.75269,0.81655,0.55355
49.852,1.3756,0.54553,0.83259,0.54301
50.058,1.2985,0.39678,0.84121,0.45729
50.264,1.2438,0.28805,0.83783,0.40597
50.47,1.4802,1.0421,0.81574,0.66446
50.676,1.5823,0.7482,0.83367,0.74863
50.882,1.4884,0.5532,0.86633,0.62207
51.088,1.3825,0.41364,0.89898,0.48352
51.294,1.2818,0.30724,0.91523,0.36657
51.5,1.1996,0.22963,0.92631,0.27329
51.706,1.134,0.17059,0.92117,0.21283
51.912,1.0646,0.12835,0.91777,0.14683
52.118,1.0315,0.096712,0.90657,0.12493
52.324,0.98171,0.074065,0.90186,0.07985
52.53,0.94682,0.056855,0.89194,0.05488
52.736,0.92636,0.043916,0.8812,0.04516
52.942,0.91516,0.034104,0.86972,0.04544
53.148,0.88035,0.0264,0.85096,0.02939
53.354,0.86136,0.020663,0.83787,0.02349
53.56,0.86169,0.016292,0.82779,0.0339
53.766,0.82849,0.012877,0.81705,0.01144
53.972,0.80098,0.010211,0.80672,-0.00574
54.178,0.76349,0.0080874,0.79379,-0.0303
54.384,0.76357,0.006444,0.78421,-0.02064
54.59,0.76016,0.0051639,0.77791,-0.01775
54.796,0.75708,0.0041385,0.77069,-0.01361
55.002,0.80277,0.0033145,0.7622,0.04057
55.208,1.0191,0.46246,0.75399,0.26511
55.414,1.0643,0.33822,0.76412,0.30018
55.62,1.027,0.25345,0.78367,0.24333
55.826,0.99299,0.19287,0.80642,0.18657
56.032,1.0172,0.1467,0.81998,0.19722
56.238,1.0083,0.11305,0.83571,0.17259
56.444,1.0083,0.086863,0.84079,0.16751
56.65,1.0397,0.067983,0.8539,0.1858
56.856,1.0323,0.052434,0.84774,0.18456
57.062,0.98674,0.040358,0.83388,0.15286
57.268,1.1812,0.58591,0.80123,0.37997
57.474,1.221,0.42094,0.80293,0.41807
57.68,1.1824,0.30584,0.80361,0.37879
57.886,1.0823,0.22502,0.80452,0.27778
58.092,1.0028,0.16792,0.80736,0.19544
58.298,0.93107,0.12721,0.81336,0.11771
58.504,0.91574,0.097025,0.81647,0.09927
58.71,0.89009,0.074396,0.81616,0.07393
58.916,0.90242,0.058222,0.82554,0.07688
59.122,0.90696,0.045174,0.82157,0.08539
59.328,0.91208,0.034893,0.80851,0.10357
59.534,0.94276,0.027099,0.79534,0.14742
59.74,1.1373,0.53977,0.77599,0.36131
59.946,1.1876,0.39888,0.79839,0.38921
60.152,1.1069,0.29793,0.81992,0.28698
60.358,1.1112,0.22026,0.82337,0.28783
60.564,1.0349,0.16547,0.83039,0.20451
60.77,0.98187,0.12653,0.8431,0.13877
60.976,0.99746,0.096569,0.84563,0.15183
61.182,1.4071,0.73017,0.83328,0.57382
61.388,1.4714,0.54035,0.86593,0.60547
61.594,1.3686,0.39865,0.88583,0.48277
61.8,1.2495,0.29323,0.89232,0.35718
62.006,1.1413,0.21797,0.89749,0.24381
62.212,1.0771,0.16208,0.89265,0.18445
62.418,0.99502,0.12221,0.89067,0.10435
62.624,0.95185,0.09268,0.88487,0.06698
62.83,0.97319,0.071473,0.8859,0.08729
63.036,0.90259,0.055336,0.8832,0.01939
63.242,0.8926,0.043377,0.8851,0.0075
63.448,0.88725,0.034118,0.88441,0.00284
63.654,0.93813,0.027055,0.88613,0.052
63.86,0.95087,0.021536,0.88711,0.06376
64.066,0.93326,0.017297,0.89253,0.04073
64.272,0.94909,0.013917,0.89657,0.05252
64.478,0.9473,0.011191,0.89762,0.04968
64.684,0.92368,0.0089825,0.89489,0.02879
64.89,0.91866,0.0071973,0.88894,0.02972
65.096,0.89934,0.005751,0.87915,0.02019
65.302,0.83296,0.0046022,0.86963,-0.03667
65.508,0.86282,0.0036871,0.86028,0.00254
65.714,0.83279,0.0029629,0.85287,-0.02008
65.92,0.83109,0.0023814,0.84503,-0.01394
66.126,0.81453,0.0019233,0.84085,-0.02632
66.332,0.81802,0.0015554,0.83735,-0.01933
66.538,0.86729,0.0012592,0.83442,0.03287
66.744,1.0285,0.001022,0.83335,0.19515
66.95,1.1228,0.49322,0.81686,0.30594
67.156,1.1073,0.35711,0.81905,0.28825
67.362,1.121,0.26306,0.82526,0.29574
67.568,1.074,0.19666,0.83381,0.24019
67.774,1.0033,0.147,0.83274,0.17056
67.98,0.9555,0.11151,0.83507,0.12043
68.186,0.91265,0.084547,0.82865,0.084
68.392,0.91021,0.065391,0.83133,0.07888
68.598,0.90689,0.050749,0.83018,0.07671
68.804,0.88466,0.039426,0.82398,0.06068
69.01,0.85544,0.030601,0.812,0.04344
69.216,0.85064,0.023868,0.79985,0.05079
69.422,0.80301,0.018678,0.78684,0.01617
69.628,0.78239,0.014866,0.78422,-0.00183
69.834,0.77882,0.011933,0.78568,-0.00686
70.04,0.76478,0.0096095,0.78753,-0.02275
70.246,0.81518,0.0077301,0.78673,0.02845
70.452,0.93391,0.0062141,0.78391,0.15
70.658,1.1116,0.48369,0.77512,0.33648
70.864,1.0391,0.34925,0.77606,0.26304
71.07,0.99956,0.25885,0.7877,0.21186
71.276,0.95201,0.19535,0.80435,0.14766
71.482,0.95915,0.14844,0.81752,0.14163
71.688,0.946,0.11548,0.84157,0.10443
71.894,0.99137,0.089989,0.85916,0.13221
72.1,0.97417,0.070845,0.8781,0.09607
72.306,1.1727,0.055954,0.89304,0.27966
72.512,1.4691,0.6802,0.88919,0.57991
72.718,1.3992,0.48735,0.89015,0.50905
72.924,1.2927,0.3541,0.89237,0.40033
73.13,1.2376,0.26098,0.89638,0.34122
73.336,1.1409,0.19439,0.8992,0.2417
73.542,1.0773,0.14637,0.9017,0.1756
73.748,1.0277,0.10961,0.88988,0.13782
73.954,0.98593,0.082446,0.87368,0.11225
74.16,0.95014,0.062962,0.86329,0.08685
74.366,0.90527,0.048146,0.84755,0.05772
74.572,0.87484,0.036811,0.82629,0.04855
74.778,0.87224,0.027893,0.79364,0.0786
74.984,1.1682,0.53729,0.76939,0.39881
75.19,1.1471,0.39355,0.78473,0.36237
75.396,1.0773,0.29104,0.79805,0.27925
75.602,1.0186,0.21423,0.798,0.2206
75.808,0.98853,0.16064,0.80345,0.18508
76.014,0.94698,0.12168,0.80814,0.13884
76.22,0.89666,0.092571,0.80808,0.08858
76.426,0.87897,0.070891,0.80576,0.07321
76.632,0.86761,0.055184,0.8098,0.05781
76.838,0.84343,0.043219,0.81269,0.03074
77.044,0.82914,0.034085,0.81588,0.01326
77.25,0.8457,0.027086,0.82062,0.02508
77.456,0.81826,0.021541,0.822,-0.00374
77.662,0.89569,0.017404,0.83295,0.06274
77.868,0.85576,0.014079,0.84218,0.01358
78.074,0.87158,0.01138,0.84825,0.02333
78.28,0.87491,0.0092177,0.85407,0.02084
78.486,0.82678,0.007443,0.85546,-0.02868
78.692,0.8276,0.0060401,0.85969,-0.03209
78.898,0.81819,0.0049292,0.86758,-0.04939
79.104,0.81356,0.0040343,0.87708,-0.06352
79.31,0.90242,0.0033332,0.89422,0.0082
79.516,1.0857,0.0027534,0.91084,0.17486
79.722,1.0276,0.0022432,0.9144,0.1132
79.928,1.0026,0.0018134,0.91039,0.09221
80.134,1.2943,0.54419,0.89775,0.39655
80.34,1.2863,0.3942,0.90075,0.38555
80.546,1.1831,0.28848,0.90175,0.28135
80.752,1.1164,0.2148,0.90757,0.20883
80.958,1.1353,0.16077,0.90771,0.22759
81.164,1.0587,0.12181,0.9092,0.1495
81.37,1.0481,0.09254,0.90419,0.14391
81.576,1.0018,0.071004,0.89998,0.10182
81.782,0.96686,0.05479,0.89367,0.07319
81.988,0.94438,0.042239,0.88026,0.06412
82.194,0.88758,0.032672,0.86458,0.023
82.4,0.87305,0.025395,0.84873,0.02432
82.606,0.8056,0.019817,0.83263,-0.02703
82.812,0.82752,0.015685,0.82528,0.00224
83.018,0.82403,0.012419,0.81557,0.00846
83.224,0.825,0.0098709,0.8069,0.0181
83.43,0.81129,0.0078255,0.79442,0.01687
83.636,0.78791,0.0062134,0.78185,0.00606
83.842,0.76624,0.0049425,0.76969,-0.00345
84.048,0.73922,0.0039203,0.75457,-0.01535
84.254,0.73249,0.00312,0.74147,-0.00898
84.46,0.69304,0.0024911,0.73028,-0.03724
84.666,0.71252,0.0020016,0.72333,-0.01081
84.872,0.71715,0.001607,0.71542,0.00173
85.078,0.70245,0.0012946,0.70974,-0.00729
85.284,0.68558,0.0010419,0.70306,-0.01748
85.49,0.67324,0.00084305,0.7,-0.02676
85.696,0.67007,0.00068307,0.69771,-0.02764
85.902,0.66187,0.00055462,0.69667,-0.0348
86.108,0.63924,0.00045168,0.69785,-0.05861
86.314,0.63331,0.00037044,0.70361,-0.0703
86.52,0.67178,0.00030631,0.71501,-0.04323
86.726,0.6777,0.0002538,0.7283,-0.0506
86.932,0.67673,0.00021112,0.7448,-0.06807
87.138,0.73175,0.00017685,0.76726,-0.03551
87.344,1.1944,0.48052,0.79991,0.39449
87.55,1.3245,0.36121,0.83257,0.49193
87.756,1.2115,0.26806,0.84494,0.36656
87.962,1.0718,0.19933,0.84899,0.22281
88.168,1.0108,0.14821,0.84329,0.16751
88.374,0.9387,0.11193,0.84175,0.09695
88.58,0.90032,0.084637,0.83294,0.06738
88.786,0.92571,0.066452,0.84817,0.07754
88.992,1.3467,0.68207,0.85216,0.49454
89.198,1.4342,0.49802,0.87083,0.56337
89.404,1.3865,0.36645,0.88557,0.50093
89.61,1.2477,0.26982,0.89009,0.35761
89.816,1.1369,0.20055,0.89241,0.24449
90.022,1.0928,0.14892,0.88383,0.20897
90.228,1.0127,0.11183,0.87581,0.13689
90.434,0.97546,0.084417,0.86399,0.11147
90.64,0.91784,0.064719,0.858,0.05984
90.846,0.91427,0.049748,0.84757,0.0667
91.052,0.88847,0.038394,0.83482,0.05365
91.258,0.8302,0.029594,0.81624,0.01396
91.464,0.80926,0.023042,0.80196,0.0073
91.67,0.77996,0.018176,0.79468,-0.01472
91.876,0.79092,0.014367,0.78616,0.00476
92.082,0.77039,0.011356,0.77521,-0.00482
92.288,0.75317,0.0090243,0.76646,-0.01329
92.494,0.74791,0.0072142,0.76066,-0.01275
92.7,0.7126,0.0057712,0.75405,-0.04145
92.906,0.7083,0.0046332,0.74899,-0.04069
93.112,0.69288,0.0037553,0.75016,-0.05728
93.318,0.72031,0.0030639,0.75555,-0.03524
93.524,0.69693,0.0025007,0.7606,-0.06367
93.73,0.70368,0.002059,0.77192,-0.06824
93.936,0.73427,0.0017049,0.78731,-0.05304
94.142,0.85227,0.0014192,0.80699,0.04528
94.348,0.96483,0.0011782,0.82459,0.14024
94.554,0.9094,0.00096661,0.83232,0.07708
94.76,0.87523,0.00078952,0.83634,0.03889
94.966,0.86169,0.00064021,0.83411,0.02758
95.172,0.83758,0.00052047,0.8337,0.00388
95.378,0.79221,0.00042266,0.83234,-0.04013
95.584,0.8009,0.00034404,0.8331,-0.0322
95.79,0.83628,0.0002808,0.83602,0.00026
95.996,0.80487,0.00022829,0.83516,-0.03029
96.202,0.86307,0.00018615,0.83684,0.02623
96.408,0.85665,0.00015152,0.83751,0.01914
96.614,1.0285,0.00012326,0.83727,0.19123
96.82,1.1625,0.49427,0.82316,0.33934
97.026,1.1056,0.35879,0.82732,0.27828
97.232,1.0807,0.26765,0.84399,0.23671
97.438,1.0682,0.20337,0.86655,0.20165
97.644,1.232,0.15475,0.88087,0.35113
97.85,1.6027,0.88008,0.88465,0.71805
98.056,1.5762,0.63144,0.89544,0.68076
98.262,1.4555,0.46983,0.92809,0.52741
98.468,1.3097,0.34695,0.9428,0.3669
98.674,1.234,0.25435,0.93925,0.29475
98.88,1.1962,0.18918,0.93833,0.25787
99.086,1.0599,0.14218,0.93672,0.12318
99.292,1.0811,0.10741,0.93041,0.15069
99.498,1.0063,0.081548,0.91995,0.08635
99.704,0.97432,0.062722,0.91374,0.06058
99.91,0.94317,0.048608,0.90759,0.03558
100.12,0.91208,0.03781,0.89885,0.01323
100.32,0.88895,0.029665,0.89272,-0.00377
100.53,0.91378,0.023398,0.88696,0.02682
100.73,0.8965,0.018606,0.88473,0.01177
100.94,0.83993,0.014829,0.8814,-0.04147
101.15,0.85609,0.011954,0.88543,-0.02934
101.35,0.88059,0.0096351,0.88718,-0.00659
101.56,1.2919,0.56345,0.89071,0.40119
101.76,1.3315,0.41514,0.91044,0.42106
101.97,1.3068,0.3095,0.93,0.3768
102.18,1.1431,0.23253,0.94589,0.19721
102.38,1.1423,0.17519,0.95367,0.18863
102.59,1.0492,0.13402,0.9658,0.0834
102.79,1.2983,0.10334,0.97595,0.32235
103,1.6715,0.84146,0.97934,0.69216
103.21,1.5375,0.60234,0.98373,0.55377
103.41,1.4063,0.43519,0.98481,0.42149
103.62,1.3297,0.31973,0.99017,0.33953
103.82,1.2716,0.23842,0.99837,0.27323
104.03,1.2305,0.17715,0.99163,0.23887
104.24,1.1548,0.13378,0.99032,0.16448
104.44,1.1267,0.10119,0.98078,0.14592
104.65,1.0885,0.077736,0.97769,0.11081
104.85,1.0486,0.0597,0.96644,0.08216
105.06,1.015,0.045783,0.94715,0.06785
105.27,0.94544,0.0354,0.93008,0.01536
105.47,0.93757,0.02751,0.91299,0.02458
105.68,0.91516,0.021456,0.89529,0.01987
105.88,0.89958,0.016909,0.88367,0.01591
106.09,0.83725,0.013363,0.87173,-0.03448
106.3,0.84343,0.010577,0.8589,-0.01547
106.5,0.83839,0.0084113,0.84833,-0.00994
106.71,0.76567,0.006718,0.83988,-0.07421
106.91,0.82938,0.0053935,0.83454,-0.00516
107.12,0.77452,0.0043532,0.83254,-0.05802
107.33,0.79944,0.003531,0.83378,-0.03434
107.53,0.78531,0.0028751,0.83749,-0.05218
107.74,0.76137,0.0023437,0.84156,-0.08019
107.94,0.76511,0.001928,0.85292,-0.08781
108.15,0.93415,0.0015965,0.86971,0.06444
108.36,1.0272,0.0013158,0.88229,0.14491
108.56,0.99753,0.0010757,0.88755,0.10998
108.77,0.93367,0.00086856,0.88153,0.05214
108.97,0.89805,0.00070047,0.8744,0.02365
109.18,0.83855,0.00056231,0.86338,-0.02483
109.39,0.80982,0.00045317,0.85554,-0.04572
109.59,0.81397,0.00036585,0.84893,-0.03496
109.8,0.79944,0.00029707,0.84747,-0.04803
110,0.78004,0.00024217,0.84878,-0.06874
110.21,0.77242,0.00019848,0.85517,-0.08275
110.42,0.78783,0.00016326,0.86488,-0.07705
110.62,1.0103,0.00013566,0.88293,0.12737
110.83,0.98171,0.00011152,0.89153,0.09018
111.03,0.9318,9.06E-05,0.89103,0.04077
111.24,0.9404,7.34E-05,0.88741,0.05299
111.45,0.90737,5.92E-05,0.87904,0.02833
111.65,0.85966,4.77E-05,0.87088,-0.01122
111.86,0.89625,3.84E-05,0.86124,0.03501
112.06,0.97425,3.10E-05,0.85115,0.1231
112.27,1.1178,0.49724,0.82859,0.28921
112.48,1.1217,0.36108,0.83307,0.28863
112.68,1.1199,0.26873,0.84785,0.27205
112.89,1.1286,0.20305,0.86561,0.26299
113.09,1.1065,0.15294,0.87099,0.23551
113.3,1.0562,0.11591,0.87237,0.18383
113.51,1.0044,0.08776,0.86436,0.14004
113.71,0.95299,0.067401,0.86095,0.09204
113.92,0.92328,0.051796,0.8512,0.07208
114.12,0.87337,0.039753,0.83452,0.03885
114.33,0.83701,0.0308,0.82087,0.01614
114.54,0.84594,0.02388,0.80369,0.04225
114.74,0.7953,0.018557,0.78506,0.01024
114.95,0.76381,0.014658,0.77644,-0.01263
115.15,0.78531,0.011589,0.76616,0.01915
115.36,0.76835,0.0091873,0.75598,0.01237
115.57,0.72834,0.0072624,0.74209,-0.01375
115.77,0.73061,0.0057653,0.73019,0.00042
115.98,0.7113,0.0045906,0.71952,-0.00822
116.18,0.70043,0.0036687,0.71068,-0.01025
116.39,0.6915,0.0029267,0.69996,-0.00846
116.6,0.65726,0.0023432,0.69132,-0.03406
116.8,0.66845,0.0018777,0.68285,-0.0144
117.01,0.69126,0.0015126,0.67766,0.0136
117.21,0.67032,0.0012145,0.66999,0.00033
117.42,0.66691,0.00097859,0.66449,0.00242
117.63,0.66894,0.0007863,0.657,0.01194
