time,original data,fitted-baseline,baseline,original-baseline
0,0.68275,0.16409,0.58163,0.10112
0.206,0.72583,0.12257,0.58447,0.14136
0.412,0.68006,0.092907,0.58932,0.09074
0.618,0.64042,0.07081,0.59132,0.0491
0.824,0.66441,0.054047,0.58853,0.07588
1.03,0.66097,0.042105,0.59274,0.06823
1.236,0.65683,0.032639,0.58948,0.06735
1.442,0.65658,0.02548,0.58639,0.07019
1.648,0.61741,0.019825,0.57799,0.03942
1.854,0.56019,0.015392,0.56562,-0.00543
2.06,0.55161,0.012156,0.56064,-0.00903
2.266,0.54697,0.0096253,0.55512,-0.00815
2.472,0.54548,0.0076929,0.55312,-0.00764
2.678,0.54501,0.00616,0.55075,-0.00574
2.884,0.55969,0.004939,0.54794,0.01175
3.09,0.50098,0.0039546,0.54345,-0.04247
3.296,0.53889,0.0031836,0.54113,-0.00224
3.502,0.48703,0.002566,0.53883,-0.0518
3.708,0.51272,0.0021002,0.54429,-0.03157
3.914,0.59567,0.0017179,0.54905,0.04662
4.12,0.54428,0.001401,0.55183,-0.00755
4.326,0.56385,0.0011458,0.55583,0.00802
4.532,0.55211,0.00093758,0.55997,-0.00786
4.738,0.52936,0.00076354,0.56128,-0.03192
4.944,0.64093,0.00062549,0.56568,0.07525
5.15,0.62111,0.00050867,0.56583,0.05528
5.356,0.60469,0.0004108,0.5619,0.04279
5.562,0.56411,0.00032932,0.55382,0.01029
5.768,0.534,0.00026459,0.5472,-0.0132
5.974,0.52421,0.00021219,0.53961,-0.0154
6.18,0.55798,0.0001713,0.53539,0.02259
6.386,0.5137,0.00013745,0.52797,-0.01427
6.592,0.5049,0.00011009,0.51958,-0.01468
6.798,0.50685,8.88E-05,0.51465,-0.0078
7.004,0.49925,7.13E-05,0.50877,-0.00952
7.21,0.50414,5.73E-05,0.50201,0.00213
7.416,0.47406,4.65E-05,0.5,-0.02594
7.622,0.43174,3.78E-05,0.5,-0.06826
7.828,0.4858,3.08E-05,0.5,-0.0142
8.034,0.42804,2.51E-05,0.5,-0.07196
8.24,0.49779,2.04E-05,0.5,-0.00221
8.446,0.46721,1.66E-05,0.5,-0.03279
8.652,0.49413,1.35E-05,0.5,-0.00587
8.858,0.5012,1.10E-05,0.5,0.0012
9.064,0.48359,9.00E-06,0.5,-0.01641
9.27,0.4579,7.33E-06,0.5,-0.0421
9.476,0.50805,5.90E-06,0.5,0.00805
9.682,0.49656,4.83E-06,0.5,-0.00344
9.888,0.7329,0.30002,0.5,0.2329
10.094,0.73438,0.21669,0.5,0.23438
