ClusterID,p_value,control_mean,treatment_mean,foldchange,padj
30900,0.3106052691915307,17293561.089711674,12564490.703245481,0.7265415513939681,0.503004082098844
31031,0.31382948860241283,25122185.503489845,67254557.3337942,2.6770981897435457,0.5068100766599736
24497,0.3156043418404512,116965456.51773012,860802867.5433139,7.3594622991347,0.5084526131451207
6178,0.31523211637677756,161427671.84881976,460528268.39825183,2.852845879048208,0.5084526131451207
13573,0.31627746505710447,8536831.9361906,14186213.790240832,1.661765617066975,0.5089260888568755
19645,0.3183315598941168,963670.6010669486,2868467.9668647535,2.9766062840236773,0.5116179082370117
15068,0.321351815786702,833641694.1757989,892305621.8387557,1.0703706737232672,0.5152379173067552
32460,0.3212599932481848,284527.5541320035,2789536.421201173,9.80409939455986,0.5152379173067552
15001,0.3246142463570101,28823481.43973547,33813399.81861586,1.173119905356103,0.5190698089249871
19496,0.32524170442034844,52493537.15990087,43809037.544353925,0.8345605938290453,0.5190698089249871
30843,0.32491432247604535,6372745.6477859,4022370.656732582,0.6311833045039362,0.5190698089249871
391,0.3252889041027677,3954306.4735405333,6856486.706321031,1.7339290093471176,0.5190698089249871
21391,0.32577880486678834,94524333.8628934,70734569.86819017,0.7483212732373227,0.5192341521748575
1344,0.33001291826906753,1482229227.195202,1384376443.6856916,0.9339826919384961,0.5207398371416821
13769,0.32830025005270225,309938036.2332986,277740409.27357465,0.8961159225533457,0.5207398371416821
15294,0.32930725092247737,31225316.07765301,17066710.37117651,0.5465664568049201,0.5207398371416821
15404,0.33078591862028583,9210395.255748581,6085948.7391222855,0.6607695511572967,0.5207398371416821
16978,0.3283377141035003,86804199.59885648,94850092.500368,1.092690134102884,0.5207398371416821
19139,0.331284351546109,132623411.78192928,165735763.59201816,1.2496719950511832,0.5207398371416821
23282,0.3302800385504594,10899846.257288469,5820896.28351232,0.5340347144456303,0.5207398371416821
23330,0.3310566337518579,3469569.7873330084,5606804.227311849,1.6159940773584183,0.5207398371416821
30656,0.33103901487708987,15255371.559699895,10818466.489516806,0.7091578495600817,0.5207398371416821
30773,0.32833164274552373,62640197.09588961,102094034.89330639,1.6298485577403412,0.5207398371416821
8448,0.33137989636288867,91609562.92659082,47337701.08317891,0.5167331834244409,0.5207398371416821
9073,0.3282174712277952,211656400.81378508,294150871.76244,1.3897565612543579,0.5207398371416821
215,0.3324198183769072,241343397.55599204,408951539.1540581,1.6944799124209757,0.5217630365635199
23201,0.333423839583744,39292842.025528565,29957958.304437064,0.7624278815203384,0.5221176111101336
29847,0.333178340194609,55758113.13398307,37134643.863118105,0.6659953462536654,0.5221176111101336
16720,0.33748122131926905,37017385.13903477,90596331.79633173,2.4473995517527265,0.5278552436019337
30854,0.3388745826560012,11660610.525061116,23040038.197554167,1.9758860951608201,0.529417566850237
31417,0.3410766090526545,1816223.685422136,65886.37657649793,0.03627657601061638,0.5322381504054213
29501,0.3417495619619292,193357479.78463843,133804856.39784044,0.6920076562172423,0.5323540439984015
4795,0.3419442518082132,191551253.6571184,116845790.18971263,0.6099975226414834,0.5323540439984015
24339,0.3433088265665699,11692848.183443375,8115330.347005999,0.6940422230485294,0.5327257788341472
25675,0.3432468292626265,74085167.67869997,95193976.96583636,1.2849262537770476,0.5327257788341472
385,0.3433739185480904,12809135.420518719,9999173.408485612,0.7806282844405033,0.5327257788341472
15953,0.34508152293656613,201600910.31539896,202480696.3178134,1.004363998163689,0.5341144769042846
5025,0.34529147936013105,424144328.35898453,451613412.89610445,1.0647635314219523,0.5341144769042846
9235,0.345463014868047,2219555183.0445795,242369525.96430385,0.10919734179883911,0.5341144769042846
11414,0.3467284414587677,31027917.789478235,52047518.701959595,1.6774415561849028,0.5349047987160611
13154,0.34756854283189664,44567346.17108015,32013255.989767093,0.7183119198275388,0.5349047987160611
30826,0.34741806333947267,29565578.708003946,36346117.698196,1.2293389572096027,0.5349047987160611
7661,0.3471702726216096,50205735.69231809,31975878.89905246,0.6368969293670772,0.5349047987160611
21984,0.3501511428339543,191494936.41045076,159201676.77487734,0.8313623313445951,0.5382621233484155
30998,0.3516805776408706,15630833.839357926,29258725.238518614,1.871859527087167,0.5387617981667219
31299,0.3510270177856042,25271784.684579078,3269078.1025001695,0.12935683582707047,0.5387617981667219
849,0.3514565569102716,41736121.620571434,66217172.30888624,1.58656745614447,0.5387617981667219
15624,0.3563793254926118,6013547.133040137,14327058.448897388,2.382463815770306,0.5447164633383657
