ClusterID,Control Mean,Treated Mean,Fold Change,p-value
30574,79205328.59852567,23959765.729655895,0.30250194214965836,5.461406124921648e-05
4211,120043143.7060209,62463660.439504564,0.5203434241315327,6.329371305795657e-05
17039,36631597.36362699,6456422.950379537,0.17625283675973094,6.877788152128097e-05
1615,107725484.7221477,23967042.59269627,0.22248256904588143,0.00018944374163256764
29479,33941752.390616365,7789333.403354408,0.22949119755843456,0.00027362119025429375
1915,67936450.41795892,35454083.58688183,0.5218712983790156,0.0007197489640888841
22406,51143890.148555756,89375627.23006976,1.7475328327677793,0.000952291988478509
24800,1156354530.9402187,570988416.2800826,0.4937831789492954,0.0009678011473108692
11730,22722878.622266278,12540575.465509897,0.5518920236286134,0.0010841884046928066
29295,179797347.50021684,60548301.20068257,0.33675858983742546,0.001227899619280228
24274,99387687.10744604,35551400.09634885,0.35770427032792246,0.0013764231729774296
82,291827216.8584121,89724928.97634059,0.30745908466746297,0.001407350332190926
26250,6745063.2494937405,21653582.195185438,3.210286011300291,0.0014564712637275463
21848,127382367.51565798,70777829.83289415,0.5556328651545439,0.0014837558623119875
33748,8633075.516416425,3524640.81644312,0.40827174623235457,0.0015169148875723056
77,59342505.291548274,22211992.552026033,0.37430156416381577,0.0015636529799500723
15708,823268813.1678493,202595238.66430306,0.24608637594899108,0.0018462195106463348
8108,109093607.36319542,151115615.03670454,1.385192209600413,0.0019015884690119344
1956,25280880.473852262,9265499.874186005,0.36650226180884843,0.0020677167707278767
31897,617540587.3765324,257180428.60046977,0.4164591507953135,0.0022551751004779136
34543,23635140.965180654,8987380.21253777,0.38025498666489865,0.002257943879051458
13535,209756164.09265187,104512252.31086332,0.4982559285585475,0.002291681342302382
11731,1526591191.8023133,748464750.8522401,0.49028499238790507,0.0023061085665476125
194,95031847.43455854,28399572.901335895,0.29884268977189565,0.0023423424571458024
4661,590387427.376987,90563191.64040461,0.15339620635684073,0.0027603205270098842
1764,113903114.0760365,56754852.61783779,0.4982730549399277,0.0032908833855375807
21075,32951385.38968089,15943906.887440704,0.48386150381506343,0.003536007483197675
12317,73141330.4529959,20134372.848982535,0.2752803746429229,0.0035479890257166177
3994,15282255.641029563,44978516.64784036,2.9431857249582145,0.003674028266670819
8718,252057928.798844,85670704.06163524,0.3398849798928767,0.003704889752430396
88,28647237.71988546,5946024.474481952,0.2075601331137949,0.0037785598148565433
3557,1199054916.5034838,1950538980.2808003,1.6267303135445117,0.003812254441293056
12777,18988013.43248567,53871061.53667925,2.8371088807275577,0.003824792604413078
9569,544256546.5146798,234418137.84709924,0.430712573598371,0.0038770151493237913
9722,64062589.90552946,15659239.806277154,0.24443657100609276,0.0038857000182729714
8908,44852145.258609325,294780836.73420846,6.572279542807946,0.003953671983270368
735,14846091.124131199,5106922.789126302,0.343991071213714,0.004153198954778934
204,123559211.03002389,50784515.9520741,0.4110135984903131,0.004292411080583578
1973,476003674.8147514,80758736.2113618,0.16965990071986536,0.004365891809941867
19234,33847741.48474809,81351222.46868512,2.403446106008056,0.004433589880151266
23220,1879711693.90701,818233935.9319687,0.4352975717415774,0.004481344819630978
31603,91961722.78143288,25328707.994942132,0.2754266365272575,0.004558041739581004
24088,620292253.4902276,344415415.03527266,0.5552470034847836,0.004631906902311206
20412,204501438.32340553,109675521.56130028,0.5363068468391683,0.004635314206029724
24480,232830010.72303554,131574726.92289719,0.5651106853205997,0.004657682315390681
6284,10986342.862371663,57182054.937538445,5.2048307297406105,0.004674831283130559
21023,431325734.12991375,1260898122.9851668,2.9233083565688407,0.004707116498656888
25662,95455781.83093616,29820791.40757698,0.31240424451599214,0.004715101370913952
9228,405272624.1809472,274434357.7499413,0.6771598706045615,0.004859340977788633
8066,156993645.50962865,40822553.32486591,0.26002678765977316,0.005055382345590556
5928,21881017.6352873,6174618.49268413,0.2821906455907418,0.005376101768042758
5314,27860684.24476333,191209636.9381783,6.863063206142107,0.0054500060635705155
4066,7611899.846182729,22718391.196547832,2.9845888221901418,0.005629252947408176
6528,3137471.5099103237,1130497.773469168,0.3603212873481934,0.005653669478541146
31964,17130750.162322823,46387766.76739536,2.7078654657762793,0.005724900231599308
11569,63398574.38728155,20337536.15247217,0.32078854057879413,0.005963374695783525
20896,106951023.33867243,57761821.54759631,0.5400773152463162,0.006133946569827228
30624,112054836.9928122,10425702.395179998,0.0930410741291673,0.0061366297426841505
21011,1313258793.3380246,215946162.11124986,0.16443534450841987,0.006319380147257709
20670,58920686.17328329,17234976.020962644,0.29251146142927287,0.0063684711968922305
12395,104848550.90093409,170953588.2903707,1.6304811732867517,0.006504236157062928
151,42819958.69264793,21282679.89230577,0.4970271000275381,0.006787263178138054
30880,39755996.046561114,15930876.623756856,0.40071632478026853,0.006859684619022846
10690,2459110.1463240464,6807214.137429067,2.7681615431519813,0.007032319199890424
10011,6883785.451976967,22488323.94188303,3.2668542764395085,0.007139716654948364
216,35956021.61731389,84635609.04400927,2.35386467237117,0.007304924860137258
31017,54544238.035060585,29296407.012771428,0.5371127742941416,0.007330740031605568
13994,91704855.44694045,149910080.58696282,1.6347016726251682,0.007552997771306422
3547,189349798.91660357,52255045.53660402,0.27597095869966576,0.00762159624207864
11104,78508581.48107427,47885357.588032246,0.609937877932182,0.007798360251970207
9698,7381132.101937503,23103836.017228924,3.130120921581163,0.007835129242002808
10936,102504776.44887644,42529474.82002075,0.41490237131761404,0.008681159445738586
21175,8362220315.647001,11467700573.63522,1.3713702988878906,0.008761815498065983
15002,4591603.007328611,2088723.6588609354,0.4549007515517227,0.008779942054157303
336,520077939.76877224,107324879.88005894,0.20636306921184894,0.009238177686185785
30543,211735789.45502353,78353695.93002261,0.37005409492506386,0.0095245088031365
31011,81430050.29349089,46886405.462945655,0.575787504661452,0.009721953251493304
4900,79252347.35702085,110686205.56951997,1.3966299959658472,0.009793489628356456
4365,2971814363.760277,1814887033.7282968,0.6107000005989256,0.01001511939991346
26723,612488499.6526238,330771492.1019824,0.5400452290770869,0.01005684981278917
17340,2631968426.637351,618760857.536008,0.23509433140371966,0.010324803053050788
30507,9306656.52560209,3516385.9692899445,0.37783558033076264,0.010383867295030894
27013,225673574.00153527,449196437.0629268,1.9904698148657447,0.010627738816199312
15164,23791202.681503877,48886153.094479546,2.054799572300957,0.010674114402114682
17461,28266343.547725007,11766210.10548519,0.41626219130957187,0.010718412186734928
25518,32963773.57874235,17122898.84951154,0.5194459550757787,0.01105700370308575
16314,35102232.986581944,62738108.70998518,1.7872968005758274,0.011276925231935197
20432,30761602.309903607,15293622.004065149,0.497165974970732,0.01132713177953969
22091,59362754.43837546,25839548.246072516,0.43528216455819246,0.011706033628955472
5485,216264161.22030938,135718425.20948243,0.62755855821726,0.012202741753005768
10764,471846344.46601033,279239161.6323198,0.5918010490222945,0.012293907186070818
9488,9640803.792301925,59088850.9535608,6.129037809144357,0.012327325795397059
23580,2717083.673553774,1328266.5836492018,0.4888574454212199,0.012510373854245945
822,44662955.309771135,13750830.366964703,0.30787999297387214,0.013146087172655856
29957,44778299.60118882,23315192.716472678,0.5206806181593747,0.013441783088567492
12774,32762503.707044993,91495040.95688795,2.792675485824167,0.013491341648459717
2592,12743019.354145443,65927139.21203376,5.173588564831532,0.014229559163298771
2713,101427566.73560272,300986011.5733189,2.9674971140529975,0.014445176864269426
29512,373510856.08959347,217872129.9385875,0.5833086947446765,0.014471079766861336
720,38067231.39420644,20391822.811839424,0.535679167225776,0.014661481586504271
4899,49050337.06222579,20000388.03581181,0.40775230576782995,0.014732441385898788
28450,742852481.4438808,1473206325.9926572,1.9831748062942312,0.014965638508120917
9229,79514691.11726728,230057885.07508576,2.893275215466778,0.015162363371409728
1192,6131096.929666999,14511180.616013434,2.366816376005588,0.015184481513321194
15963,54007762.677203245,24447979.138134554,0.4526752808528038,0.015354100761173746
22682,61917921.881220855,13640236.611618083,0.22029545238589546,0.015363475547674973
5646,37980690.17899673,13241286.448196001,0.34863206502546434,0.015452817010619823
8051,46388720.343025446,308691721.4755804,6.654456497030582,0.015523107137254667
6949,220788966.73979834,545404756.566074,2.4702536753516227,0.015533446319015971
7496,1074182361.1120996,700665742.447395,0.6522782050917282,0.016175969416757828
7930,73487000.01861839,22277865.03351174,0.3031538235043954,0.01631684887523765
13015,596042504.8106195,483720248.69371337,0.8115532781465069,0.01683553332987736
5977,13739770.407588044,5154462.1228844635,0.375149072362797,0.016876369297734565
436,11676925.057727367,4805889.907504022,0.41157152964030186,0.017002465613309464
5433,622604411.3884182,187272726.15039134,0.3007892695986044,0.01705419035032368
22000,76392969.3820079,710421432.8919859,9.299565635935402,0.017348855512267603
23783,19196844.79183052,42231713.178712934,2.199929917477127,0.01758189826753377
6110,21749172.5726759,3074899.9104510904,0.14138008699761637,0.017796906694404122
9154,263845865.83690894,456856572.72329754,1.7315282590241317,0.018340403842051184
9632,30961982.13737251,58071075.006268784,1.8755606391289263,0.018465005913591227
7558,182782753.9869157,68813509.06405371,0.3764770338725701,0.018500639192637294
30400,31192142.44892115,132938075.85483623,4.261909103311183,0.018519725803117046
13561,119460889.74903376,271008549.9258673,2.268596446043625,0.018953996450685264
1123,275187889.41954684,88972573.74749793,0.3233157314268719,0.01938800835779086
8520,61907362.33455469,201079782.01445383,3.248075421591942,0.01969058265818214
11580,364372940.47083396,601634023.1347985,1.6511490187975582,0.019757202586920576
414,8679229.717753625,277156503.4909082,31.93330658410576,0.0197589971352972
26254,198677474.6421592,345582626.47226983,1.7394152361494608,0.01989608577693186
211,63789196.29871747,23620700.32089308,0.370293116882678,0.019954671647885593
17751,357719785.5208765,824716861.2233361,2.3054829355397946,0.02001341815511124
23507,17115069.839647286,130243646.24674968,7.609881085325084,0.020051648447265275
20037,538963530.6174319,218595561.42033648,0.40558507023641344,0.02069268725497211
30215,3700147.2986130584,32649706.576303948,8.823893737566117,0.02084220275662229
927,31288525.844098594,48435615.55273891,1.5480312429572156,0.02103752428814305
12946,1003735362.2846252,593252948.1173512,0.5910451802425636,0.021062508619936315
8558,88276374.61656624,421701748.21322405,4.777062379882625,0.021357327400644246
25306,15634739.389156763,42844848.57556245,2.7403621837967345,0.021428422218207285
11654,76046000.09871142,1280184048.986012,16.83433773405926,0.021458237274651716
11388,17796575.48777645,78323962.68540347,4.401069337142989,0.021624104702843316
28900,9676660.191812653,19362057.157608464,2.0009028708056267,0.021947675264886307
6897,7740341.321637626,22298694.74073732,2.8808412722579497,0.022399702561261715
1728,256732754.63133028,180854589.1042209,0.7044468843250217,0.023100381056393948
13233,6678759.379701146,46107950.99717764,6.903670034484882,0.023599483475137174
22036,52528262.70516996,113617972.32950494,2.16298743720535,0.023643794094986126
19224,33365010.896947682,12175567.268340519,0.3649202245414034,0.023829447042818055
26180,23219285.851517275,2967360886.1443043,127.79725031682663,0.02400744577980145
28370,7437005.128270861,3037306.70319431,0.4084045460246305,0.02403482900670606
13809,52397057.25773469,798184589.7101558,15.233385832795605,0.024118432586125668
12700,9520825.351203224,65506411.89021858,6.880329117888924,0.0241197356905348
15006,30314757.718681708,7537648.40032578,0.2486461699702335,0.024238704284178545
20528,254527010.55755535,426064852.2034768,1.673947496849778,0.024639729468332813
20426,23655671.58039771,11832830.646944111,0.5002111483805598,0.02475615669222376
367,78704516.80669706,40119047.35413523,0.5097426295452646,0.02484382460344046
4326,23853790.118620165,7082303.06614833,0.2969047279668951,0.02498745460320062
28380,26282974.64737112,12074130.230122464,0.4593897910003175,0.025162779582453627
6395,18664480.52643256,39394551.81585707,2.110669609050553,0.025334642725565883
9883,11600301.947737802,5765312.654011447,0.4969967747378983,0.025378601045143657
5952,208165597.714164,387756202.3789185,1.8627295126419194,0.025442075258966718
28449,6493017.2113240585,20931257.051987335,3.2236564867689648,0.025608107312606168
65,206485140.13449326,1925935377.1988673,9.327234763452795,0.025735738521618895
24003,5133595.357364303,10630154.528234439,2.0707036274265653,0.025853858385585463
21064,753253783.5867219,4093876568.010312,5.4349233382098046,0.02596174516714171
9898,1472153605.866619,1146590289.9217274,0.7788523462174717,0.02617197315864214
18290,4925636.411918002,26040358.29400344,5.286699243776204,0.026291863989888725
29824,68363536.9128664,21153704.38750485,0.3094296366565494,0.026375499077527793
20542,9399399.18258796,82624694.97940755,8.790423023257352,0.026679222734805923
21239,1731528194.8820665,1037590808.7114725,0.599234139980113,0.026768524138531796
31208,17024514.100766815,52435603.85825452,3.080005899016685,0.026875264654281802
23972,81883523.69558933,27249476.7873389,0.33278339228098824,0.027001532561589006
29729,405786299.87823397,208274745.37674823,0.5132621417707944,0.02739618737371773
25983,102478154.86459678,55171295.197737604,0.5383712779629455,0.027787800933309355
20714,23137255.367926456,7362515.768490162,0.31821042087370044,0.027974960028430466
10290,207021776.18022585,348351046.9599646,1.6826782833546092,0.027975728321183613
24035,2418265136.8962765,1058540344.6390014,0.43772716584649835,0.028042937408042878
3669,13363030.353925318,45817913.092732266,3.4287068037133883,0.028165479302406843
15037,81456966.09832601,32399585.49260822,0.39775094807114414,0.02838425924250323
18734,525244.6990327813,2181928.024143685,4.154117172741819,0.028503228910764393
13006,24415250.729483478,63447872.730647296,2.5986983887095056,0.028567803107406208
26440,100890532.80292624,52862896.52219312,0.5239629036894121,0.028912926069504394
15058,65504577.83476654,100086915.94705321,1.5279377297800416,0.02900664267777321
22155,10599619.59217727,3480707.556536154,0.32838042217146973,0.029069525134723797
21551,168283161.15324977,102578359.69680962,0.6095580745799931,0.02925793272009401
21202,28403906848.812553,17096219847.439138,0.6018967721038649,0.029319531983889143
11668,82813848.92877027,118539987.28042825,1.4314029454468018,0.03015628851290591
21436,9652421.63710046,33460442.39359591,3.466533441202561,0.030259869693756512
