ClusterID,p_value,control_mean,treatment_mean,foldchange,padj
13611,2.2324465420917307e-4,36631597.36362699,6456422.950379537,0.17625283675973094,0.07766245016786681
1593,6.789565863657059e-4,67936450.41795893,35454083.58688183,0.5218712983790155,0.07766245016786681
16081,5.105645202781867e-4,106951023.33867243,57761821.54759631,0.5400773152463162,0.07766245016786681
163,1.9072916023556356e-4,95031847.43455853,28399572.9013359,0.2988426897718957,0.07766245016786681
16813,9.536448217082647e-4,63777911.506072104,32134889.90472246,0.5038561023068777,0.07766245016786681
18201,1.1552884081043066e-4,99387687.10744606,35551400.09634885,0.3577042703279224,0.07766245016786681
18515,9.07474773912037e-4,1156354530.9402187,570988416.2800826,0.4937831789492954,0.07766245016786681
20863,9.294351057094393e-4,179797347.5002168,60548301.20068257,0.3367585898374255,0.07766245016786681
20951,5.17191324104276e-4,33941752.390616365,7789333.403354408,0.22949119755843456,0.07766245016786681
21083,7.107172564331538e-4,798947084.5988396,339694337.44680977,0.42517751675303267,0.07766245016786681
21207,7.966997498457106e-4,44778299.60118882,23315192.716472678,0.5206806181593747,0.07766245016786681
3421,3.871238568075563e-4,126645799.65881337,71951991.73442058,0.5681356344092016,0.07766245016786681
3794,7.057600084153056e-4,590387427.3769871,90563191.64040463,0.15339620635684073,0.07766245016786681
6112,4.238837796816313e-4,1802853333.8177164,1180728072.5892632,0.6549218677089818,0.07766245016786681
67,7.975814868254915e-4,291827216.85841215,89724928.97634059,0.30745908466746286,0.07766245016786681
9978,7.529039036996814e-4,73141330.4529959,20134372.848982535,0.2752803746429229,0.07766245016786681
16196,0.0013101807327879674,18054402158.174896,26220275879.061672,1.452292667979002,0.07855361719123662
16500,0.0011545326985640588,299092681.8925516,161684809.43106696,0.5405843045305665,0.07855361719123662
17039,0.0012942301589573576,51143890.14855576,89375627.23006976,1.747532832767779,0.07855361719123662
18089,0.0014468816673750414,620292253.4902276,344415415.0352727,0.5552470034847837,0.07855361719123662
22126,0.0014399383551834365,617540587.3765324,257180428.60046977,0.4164591507953135,0.07855361719123662
2947,0.0013525475723878448,1199054916.5034838,1950538980.2808003,1.6267303135445117,0.07855361719123662
6576,0.0012145439393883497,156993645.50962865,40822553.32486591,0.26002678765977316,0.07855361719123662
70,0.001431150854617559,28647237.719885465,5946024.474481952,0.20756013311379487,0.07855361719123662
1624,0.0016535005263454668,25280880.47385226,9265499.874186005,0.3665022618088485,0.08618044743312572
10497,0.0019134626710339971,680527919.4889812,525322238.70920944,0.7719334117896028,0.08868175273876809
18984,0.0019737304907323674,95455781.83093616,29820791.407576982,0.31240424451599214,0.08868175273876809
63,0.0018712326213651937,59342505.291548274,22211992.552026033,0.37430156416381577,0.08868175273876809
7595,0.0018859734432939718,95784079.36713175,58684329.61055414,0.6126731080811706,0.08868175273876809
21703,0.002116702309873155,54544238.035060585,29296407.01277143,0.5371127742941416,0.09193543699215737
7810,0.002197286386582145,565949223.1369381,253429358.5459716,0.44779522293760865,0.09235690844246887
21480,0.002470714610968583,9306656.525602087,3516385.969289944,0.37783558033076264,0.100604410565377
11202,0.0029828150415820817,42744539.0848424,17006932.809826754,0.39787381438527586,0.10630496742044594
1638,0.003544940875938781,478771550.0484289,84596118.48181929,0.17669412159778958,0.10630496742044594
17993,0.0032742113621891875,25110724.90617832,8940453.034374913,0.35604121616477813,0.10630496742044594
3556,0.0028062302936095068,23853790.11862016,7082303.06614833,0.29690472796689515,0.10630496742044594
4600,0.003129289052913171,52243832.25268979,102815165.89535655,1.96798667827556,0.10630496742044594
5311,0.003544381792945961,3137471.509910323,1130497.773469168,0.36032128734819346,0.10630496742044594
555,0.003354649232849327,436501103.6891745,14281148.93985111,0.03271732607123141,0.10630496742044594
603,0.0033089414568386226,14846091.124131199,5106922.789126302,0.343991071213714,0.10630496742044594
7127,0.0034689717291588374,252057928.798844,85670704.06163523,0.33988497989287664,0.10630496742044594
8706,0.0035897302889482895,14671964.46913599,27612241.93099658,1.8819730642806431,0.10630496742044594
9510,0.0028204540156874028,22722878.622266278,12540575.465509897,0.5518920236286134,0.10630496742044594
9930,0.003162710285992582,4641809.334298143,939104.8046069166,0.20231438582966105,0.10630496742044594
15847,0.004145734312061442,5950276.3180393055,1933289.7072366723,0.3249075511628873,0.11493386826842678
21968,0.004143298734578775,91961722.78143287,25328707.994942132,0.2754266365272576,0.11493386826842678
7940,0.004010374893996639,64062589.90552947,15659239.806277154,0.24443657100609273,0.11493386826842678
12077,0.0044115575989568095,65504577.83476653,100086915.94705321,1.5279377297800416,0.11846848489412566
22137,0.00445506965449897,35705833.57875175,27466001.60131399,0.7692300906723204,0.11846848489412566
9511,0.004710418745319611,3636109702.0580616,1965913143.1129777,0.54066386995977,0.12275351250302904
20254,0.0048263545000523725,45801512.91720767,25921295.398963798,0.5659484534019649,0.12330862575624003
22157,0.005138964692103765,17130750.162322823,46387766.76739537,2.7078654657762797,0.12723242247253183
9948,0.005175225165805208,436373826.77098894,303580749.16524523,0.6956896370518708,0.12723242247253183
23077,0.005278781937505582,8633075.516416427,3524640.8164431206,0.40827174623235457,0.1273750530475884
13931,0.005772187845758201,28266343.547725007,11766210.10548519,0.41626219130957187,0.13122082666272925
17558,0.005766629412996583,3010259480.722988,1449830217.5698793,0.48162964915624706,0.13122082666272925
7273,0.005699447926648983,44852145.258609325,294780836.73420846,6.572279542807946,0.13122082666272925
8073,0.005945751420216359,11600301.947737802,5765312.654011447,0.4969967747378983,0.13122082666272925
8174,0.006042401841721992,6883785.451976967,22488323.941883035,3.2668542764395094,0.13122082666272925
8893,0.005896367330327931,102504776.44887644,42529474.82002075,0.41490237131761404,0.13122082666272925
1333,0.00626233208373235,107725484.7221477,23967042.59269627,0.22248256904588143,0.13271985730592165
15780,0.006315142864901874,49701908.261876136,36537104.11304041,0.7351247746973572,0.13271985730592165
14156,0.006723337784410661,206522352.46468285,146644484.83634278,0.7100659230647699,0.13428779161874127
14991,0.006801990979920893,33365010.896947682,12175567.268340519,0.3649202245414034,0.13428779161874127
16162,0.006721755026288981,1313258793.3380246,215946162.11124986,0.16443534450841987,0.13428779161874127
765,0.006524919199867308,31288525.84409859,48435615.55273891,1.5480312429572158,0.13428779161874127
10603,0.007608434161420341,172720815.4321154,69028897.89752465,0.39965592870104955,0.13481261469463143
10867,0.007091042621337745,1433362656.365369,978641676.165106,0.6827592945993752,0.13481261469463143
16289,0.007551159012140506,40604117337.24574,24119637948.293495,0.5940195115673355,0.13481261469463143
2940,0.007068067213813625,189349798.9166036,52255045.53660402,0.2759709586996657,0.13481261469463143
4312,0.007410456885577667,27860684.24476333,191209636.93817833,6.863063206142108,0.13481261469463143
7922,0.007343397830599757,55113565.95870332,38629025.25240277,0.7008986731387977,0.13481261469463143
9388,0.007166664600585345,63398574.38728154,20337536.15247217,0.32078854057879425,0.13481261469463143
9463,0.007656280496855507,82813848.92877027,118539987.28042825,1.4314029454468018,0.13481261469463143
19985,0.007832462343871995,117754658.15097675,479566957.43131316,4.072594366640224,0.13607597912086947
13045,0.008697068850456407,35102232.98658194,62738108.70998518,1.7872968005758278,0.1368288531560123
15941,0.008263760826113771,58920686.17328329,17234976.020962644,0.29251146142927287,0.1368288531560123
