ClusterID,p_value,control_mean,treatment_mean,foldchange,padj
9930,0.16733819010445075,16729244.201982824,35312044.124098554,2.110797337749019,0.34734682933703137
17045,0.17177266230242938,11281286.42141382,209241270.41367885,18.54764275965044,0.3507603314220852
17920,0.17047384395078483,45113840.004635446,62715328.44719232,1.390157176616939,0.3507603314220852
2402,0.171281736849721,558499716.8146648,758710297.9468864,1.3584792885376886,0.3507603314220852
3191,0.17075333211860044,318584553.13092,138902621.0322122,0.43599923369521054,0.3507603314220852
6609,0.17148729531014795,907713608.8186289,948823659.4933702,1.0452896709659836,0.3507603314220852
8136,0.1717078077407037,17632838.77786417,30553033.240950666,1.732734792500127,0.3507603314220852
490,0.1720606036640018,27555966.80019688,16569866.794707008,0.6013168369250838,0.35078161779241657
18904,0.17316537384551695,258329689.67076766,487778251.97921836,1.8882005107538162,0.3524654308224371
10857,0.17442373239249298,131491342.31761003,111903809.3340482,0.8510355690472059,0.35336506988891564
13945,0.1739582596341101,2162826263.58382,4841435429.377053,2.238476344999971,0.35336506988891564
7769,0.17444604716035075,53932187.305353925,38558013.29022394,0.7149350919501133,0.35336506988891564
17722,0.17546171364789745,53769947.30872121,38688070.03961628,0.7195110275538855,0.35485376968150784
16063,0.17697195242612207,410903672.06678617,326228898.7259878,0.7939303561954156,0.3573363384450772
14080,0.17725771130503618,162479229.69644958,131373149.45896539,0.8085534976033685,0.35734249934539986
56,0.17808706631019336,15174355.136105523,62993755.117886126,4.1513299611658745,0.3584427576689242
10146,0.1789117821722731,404125431.9680577,398529486.0736006,0.9861529479419167,0.3589932593752233
5550,0.17892860237847363,19844970.521851737,32648289.270537872,1.6451669320742057,0.3589932593752233
3203,0.1795625747365156,33897450.29116062,48134345.637291364,1.4199990035782506,0.3596942860015146
10154,0.1822039822559205,36025386.59024382,19557620.76963846,0.5428844107098337,0.36339476705728274
14420,0.18255987110868238,37738821.336981446,25435240.661628127,0.6739807911463134,0.36339476705728274
7015,0.18245609154633283,42282151.26205165,160972197.99564472,3.8070957411317368,0.36339476705728274
8474,0.18213186761794253,287834776.52031976,355059869.956856,1.2335544517908192,0.36339476705728274
390,0.18329075824724328,15858775.169937203,7952246.866241878,0.5014414279178766,0.3642759723655904
16884,0.18448067303488008,271276896.38087815,345930012.6550603,1.2751915746240612,0.36606526015084523
14921,0.1870314501907601,5262184089.155911,9982829663.065453,1.8970886411286236,0.3688108471780355
19224,0.18636492938723523,3627803217.5828195,3972405100.6482024,1.094989133201935,0.3688108471780355
19776,0.18679929824480315,13110711.846284907,22926337.929488607,1.7486722458922082,0.3688108471780355
247,0.1868314888339554,6848131220.442577,7403452637.07363,1.081090942733887,0.3688108471780355
8984,0.1875391401384987,9231001.32279837,5670047.732713223,0.614239727028265,0.36923593946271394
11253,0.18930194149820548,11457388.543004537,8870726.508878723,0.7742363345349639,0.37154915225734736
3741,0.18902864167622702,96716091.09408303,52801132.147828355,0.5459394765702918,0.37154915225734736
13533,0.1899879204140647,82463900.16510113,56399662.037523896,0.6839315376135016,0.3723174130284927
18288,0.19066915406307008,50206565.99774598,80121231.27038491,1.5958317339206576,0.37307401042681204
18604,0.19127836206294688,37091808.99589591,116010804.18518315,3.1276663858055396,0.3736071924199167
5956,0.19153280117729907,398097625.57697153,593153066.7847722,1.4899688636050077,0.3736071924199167
7358,0.19228966366919073,855526.9862455771,7260173.502533391,8.486200458029005,0.3745056007362975
7032,0.1939893117030419,139411197.29548743,106034491.59243922,0.7605880564076571,0.3772345999886846
3905,0.19484664543457997,10664031.941327395,38814486.36531288,3.6397571367815584,0.3783197539620723
8530,0.19532816628044208,579754939.8305511,411918756.9396892,0.7105049541450797,0.3786730094761945
7592,0.19605820278894254,130856332.00868796,183018380.57744253,1.3986207451183286,0.3795062302070802
26,0.19672652372339253,119141827.34185371,127411558.54490454,1.069410813880859,0.38021762383236724
19284,0.19834258872169483,239049557.854112,162686874.2041368,0.6805571014836258,0.38118228189859926
561,0.19843191573518854,44537325.066168584,24804730.438964948,0.5569425285895111,0.38118228189859926
7114,0.19770115279295167,116700293.20483273,239862919.7564707,2.0553754679558733,0.38118228189859926
9749,0.19830315205116683,18747262.97057973,49362057.80070501,2.6330274386276753,0.38118228189859926
1560,0.19995556849312804,41611043.77025256,64558226.08709323,1.5514685582880148,0.3831373377833654
9486,0.20005588839954208,238888622.6903264,220408123.59261522,0.922639685014771,0.3831373377833654
18499,0.2014211962206631,1022961891.6680864,1479007265.9726048,1.4458087618111275,0.38496930086760106
4064,0.20173829123415454,3096644841.3956523,3559028443.776929,1.1493176085937196,0.38496930086760106
568,0.20192614436330655,12602031.317186236,6536881.549589268,0.5187164977660771,0.38496930086760106
18909,0.20288706715847118,25740950.8173032,72464534.72973031,2.815146000007866,0.38508227236993287
210,0.20312794849827026,53179526.05630995,62595526.5716448,1.1770606324201642,0.38508227236993287
3581,0.20320401556229842,2970380328.435473,3553114309.2502675,1.1961816051757002,0.38508227236993287
8801,0.20307340380825634,26253127.91658284,20152829.583603628,0.767635370826577,0.38508227236993287
2150,0.20536236056859825,71793830.3537009,18945702.30485115,0.26389039575563633,0.38854249003948077
4244,0.2056447198072885,20360768.185692884,31788788.018801898,1.5612764571986661,0.38854249003948077
7512,0.20893531045567973,291652872.4263441,121871603.26994166,0.4178652596700206,0.3941704961432525
16272,0.2093476379338345,11130994.203622129,24477023.320267893,2.1989970412798203,0.3943597829334826
13588,0.20981162846463566,17339997.704404317,106875269.62345506,6.1635111748780105,0.39444369641046945
8712,0.21001630354766293,268394908.6991384,142633402.73070112,0.5314311043455311,0.39444369641046945
1390,0.2121524636234113,7078407.801999005,14953484.547633883,2.112549172910169,0.3961014978138728
18831,0.21214791211823017,527969578.2032387,371390429.1064078,0.7034314938567223,0.3961014978138728
19292,0.21148759128357544,16668326.78601261,32795288.115412407,1.967521307713555,0.3961014978138728
9050,0.21195080025248283,23657205.736221526,15578457.985263096,0.6585079471753054,0.3961014978138728
2141,0.2125903631157269,218417128.1196912,342427551.9045125,1.5677687681932362,0.3963336563101458
10644,0.21361254832815804,67297781.43930171,723916245.9209131,10.756911007145742,0.39747877179242014
14283,0.21383351647060578,1329145.597409239,2350065.7228901847,1.7681025520988187,0.39747877179242014
8119,0.21571167115464093,98739841.17467941,83535474.61949289,0.8460158900976084,0.4003811341255009
10913,0.2169450126400769,15278964.710334718,24768510.470649015,1.6210856520858086,0.4020799061247173
12157,0.21891907573632396,5206999.251203637,3651502.0335559812,0.7012680158753449,0.4051445266921135
10271,0.2212129727496976,705517623.473261,625695179.301316,0.8868597445107333,0.40641453133083977
13629,0.22089230848871577,60627322.850444525,50488283.452615514,0.8327645206627383,0.40641453133083977
14915,0.2207795892772421,23901216.56388716,36116980.536631964,1.5110938156680214,0.40641453133083977
16135,0.2210919400959522,103646282.6242817,72710782.07778604,0.7015281227341553,0.40641453133083977
2429,0.2203508007498716,30265161.489296824,22654920.970879138,0.7485478304449483,0.40641453133083977
5967,0.2218926491035073,180170731.18659297,105094421.67601322,0.5833046299133496,0.4070715652639089
66,0.22316462262913664,23868462.94716859,51949882.28091599,2.1765072345003507,0.40822009117688673
9859,0.22290609722624435,1802299591.6392426,1183445789.042677,0.6566310032652781,0.40822009117688673
17958,0.22366251840840343,11502810.597319499,7419893.470812124,0.645050477710307,0.40827378904176154
2743,0.22383998085913032,276361353.0860596,206051055.64595824,0.7455856375901933,0.40827378904176154
13438,0.22475164918870164,340402361.7694842,199512178.56149983,0.5861069163104301,0.40934594319094936
3731,0.225561097296195,497564540.6518033,332990384.8041719,0.6692405860915223,0.4102291035717849
1117,0.22685786699632743,11012040.823776212,18183603.24715886,1.651247351707819,0.4108708873281537
13014,0.22745422722518335,26428330.86543303,34737537.61630497,1.3144052794397234,0.4108708873281537
4203,0.22651178661594698,66103733.60028715,108283351.71473989,1.638082235558772,0.4108708873281537
5725,0.22761444361402863,261679532.0973732,220544030.76704434,0.8428019914258255,0.4108708873281537
767,0.22722835262956875,58187076.55846404,93734478.02890483,1.6109157492166526,0.4108708873281537
8059,0.22786431330461687,51691238.73527449,88210282.11658996,1.706484198769928,0.4108708873281537
11847,0.22871957138492316,9598806.648070253,15100871.888804967,1.5732030493437275,0.411194507783488
1813,0.22901972585409458,11672843.635259084,7765718.622946884,0.6652807889492919,0.411194507783488
3550,0.22882528554913445,207366036.86814988,214130472.3817609,1.0326207493559423,0.411194507783488
2725,0.2296222978018111,21920818.19809343,13969238.079714505,0.637258972428752,0.41169160910849534
18992,0.23134762044056686,19314036.038221195,11875887.303581025,0.6148837705428027,0.41302739016507983
2371,0.23074857396388593,354767561.6143595,248288720.84023744,0.6998630870038027,0.41302739016507983
6463,0.2311936864642576,92207607.58788952,316085049.84342176,3.4279714886012953,0.41302739016507983
1355,0.2323649257056631,37774431.48129981,18127169.870778307,0.47987935648355534,0.41367502266472983
483,0.23214359996458966,683908490.3416647,635132168.82135,0.9286800468057544,0.41367502266472983
445,0.23344578714545444,3864482667.1838512,4540671471.088107,1.1749752456250535,0.4150147327030301
13617,0.23456461986997,180642160.9529281,107240217.29537913,0.5936610630080089,0.41641808920736245
5610,0.23508386351389782,169893831.89096662,105336046.02000688,0.6200110083314194,0.4167545630877515
13286,0.2364467371560248,35139954.85087507,56075218.98047196,1.595768099829404,0.4185835795031027
3039,0.23687411482473056,275697780.72319263,455670518.6819992,1.6527899408066098,0.41875367991392926
18537,0.239201173499164,883554945.8139768,1517088003.5891817,1.71702734592421,0.4217898365951935
5527,0.2392589500306596,27426897.38630641,35962284.00792356,1.311204964287308,0.4217898365951935
13095,0.24097566770846277,45104493.492580675,32583194.624266457,0.7223935377885604,0.42259291792760834
757,0.24090761128308125,20392442.404232915,16944468.05246819,0.8309190099245288,0.42259291792760834
8070,0.24102548718984998,452782045.52155775,308079162.0213581,0.6804138217682262,0.42259291792760834
8317,0.2410518147356057,10068330.942782812,4015596.136320496,0.39883434097872583,0.42259291792760834
1073,0.2420678935909765,14376063.459316172,23643363.33329758,1.6446340404803852,0.4229159212250668
16971,0.24257440101912456,404617178.7516656,414009713.33993214,1.0232133855938708,0.4229159212250668
18794,0.24192862781293867,169534447.8427899,163198933.54447794,0.9626299293215801,0.4229159212250668
4209,0.2422766260680166,435845.9972525487,3343627.561630982,7.671580289157811,0.4229159212250668
17766,0.24327522541145694,82111973.18238495,32619459.41376142,0.3972558221358039,0.42355356049598014
620,0.24381756021256573,29438249.179887418,18707788.635084935,0.63549257025334,0.4239138873571982
18687,0.24765380089416075,42801608.805659525,27620301.036445234,0.6453098798658495,0.429992313640411
14144,0.24822440148727717,73068882.79661804,60327140.27837073,0.8256201267821073,0.4303918291905601
11908,0.2495836545930109,306201716.84653986,367244098.9994958,1.199353494100586,0.43215580740488463
12529,0.2515606568040974,62236180.936657995,88072754.93426262,1.4151375230414647,0.4331829867039071
1406,0.2516813841348659,13931538.024564737,24467475.730350122,1.7562652226342796,0.4331829867039071
15769,0.25203707659675784,48986351.91685146,39945300.35561623,0.8154373369835469,0.4331829867039071
5744,0.25121759397344373,8005739.266829327,4371048.00065956,0.5459893027956072,0.4331829867039071
8280,0.2516019209174195,56110022.96544664,39712709.89409377,0.7077649909099025,0.4331829867039071
8366,0.25223313149847754,5809344.41049849,9445445.906724557,1.6259056511875942,0.4331829867039071
4891,0.2536131932081122,185259925.23536023,165149266.78405872,0.8914462562491469,0.4349621115536687
18040,0.2559075176146866,5185565.242218882,4221207.365790865,0.8140303262262357,0.43830230659209196
20033,0.2567467300320655,96370188.7168059,72629383.04482435,0.7536498995374342,0.4385511712980146
7516,0.25658204268406243,607495736.0351572,889568552.5737677,1.4643206524864996,0.4385511712980146
3116,0.2571257407040488,24175228.48626196,20170800.155346587,0.8343582012806635,0.4386058518892277
14892,0.25850893187976237,9562424.924689366,31682209.335405454,3.3131982300435836,0.4403710106415359
11448,0.25908165055967647,176673429.17262006,359378154.71094453,2.0341381066408775,0.44075263298442946
7293,0.2602335327076343,49158799.63413166,19636703.851714663,0.3994545025074334,0.4421171846000668
4992,0.26225286568816475,113551474.5665734,149444847.4282176,1.3160978137769623,0.44494982849642983
3241,0.2627256251213184,692459219.9879215,1025365807.7730886,1.4807598457436584,0.44515441039322584
14179,0.26557531832192627,87604676.21190071,40877867.36333725,0.4666174128018085,0.4488090807854981
15461,0.265592715528127,35279774.97123594,43106927.226875864,1.2218594722336382,0.4488090807854981
16155,0.2678345213108679,13193919.892076487,8781398.03637112,0.6655639952494121,0.45199310405465554
15264,0.2685521261536849,168246342.27938366,107187071.72066738,0.6370841129055661,0.4525998499443436
3243,0.269556476669364,10352179.8485107,12200862.961107822,1.1785791147033715,0.45308429057190974
9183,0.26926999148420977,198187906.9043583,145714384.7541037,0.7352334813466831,0.45308429057190974
17299,0.2701490782113185,22190661.551657204,22628493.928299945,1.0197304787702484,0.45347733713028765
5570,0.27166153996933556,7252375.299768992,13136122.011974376,1.811285471174223,0.45541138795920444
11488,0.2723765322920585,46728478.27933322,33745103.76871977,0.7221528500671152,0.4560052143273668
11602,0.2764696145626592,63034308.39224144,144647701.6850717,2.2947455976668674,0.46102584803060853
15028,0.2763061096981521,246419908.02940845,202323203.0164472,0.8210505581079162,0.46102584803060853
18535,0.27627535731123853,9224108.235580998,8198731.019808939,0.8888372523842709,0.46102584803060853
1009,0.2775934216849193,279709901.44340867,307141234.6814722,1.0980706549768438,0.4611447296286774
14423,0.27763539497422746,386295425.643711,275522621.90293473,0.7132432941544989,0.4611447296286774
9702,0.27731957742496954,388348598.9379669,437490104.1562698,1.1265396742841154,0.4611447296286774
10497,0.28030167896273334,1144240982.783332,839862192.845034,0.7339906588576247,0.4617003290709665
11044,0.2797173957064536,62720875.997987956,39383578.105461396,0.6279181768240099,0.4617003290709665
12638,0.280137160159905,381791557.6178346,545299557.3102243,1.4282651002358144,0.4617003290709665
15099,0.28052678222033406,45295681.92430659,112648277.61382814,2.4869540059486064,0.4617003290709665
15818,0.2797514158285157,15774798.03576569,732900023.5596246,46.46018426974114,0.4617003290709665
186,0.28030931738531645,6026231.727780081,40812596.07857093,6.7724903259910505,0.4617003290709665
9339,0.27939490843168435,10496201.093998175,14986675.71266366,1.427819034567962,0.4617003290709665
17798,0.28112169453618596,138889028.93903047,186617930.7336185,1.343647746400042,0.4620777917994006
7915,0.2845264415958878,229652165.30366257,330437290.65788865,1.438859895881934,0.46706678204831453
