ClusterID,NORM_INTENSITY1,NORM_INTENSITY2,NORM_INTENSITY3,NORM_INTENSITY4,NORM_INTENSITY5,NORM_INTENSITY6,NORM_INTENSITY7,NORM_INTENSITY8,NORM_INTENSITY9,NORM_INTENSITY10,NORM_INTENSITY11,NORM_INTENSITY12,NORM_INTENSITY13,NORM_INTENSITY14,NORM_INTENSITY15,NORM_INTENSITY16,NORM_INTENSITY17,p_value,control_mean,treatment_mean,foldchange,padj
21075,40475448.75607733,36310992.59473452,38629969.27913135,31217900.39226582,45881451.02007204,40960105.44301605,25174212.124820217,11425412.480364589,26486976.41664607,36103332.5737524,9060226.617098063,18355009.223040927,7039123.349038061,12789625.652058706,12114706.392159687,9231362.239280645,22857869.05309714,3.654391549517989e-4,32951385.38968089,15943906.887440704,0.48386150381506343,0.06296202090116526
29479,42922508.68541896,42454043.52073533,25319712.314464245,38592602.45555792,57497042.53434865,18168956.633469593,21136520.474504117,18872761.072193664,40511623.824854806,18502137.285236664,1350359.4911708501,10222246.443154277,2648286.016674169,859671.0401511193,8777820.916344663,1596672.9237512157,18357473.110352304,5.17191324104276e-4,33941752.390616365,7789333.403354408,0.22949119755843456,0.06296202090116526
29729,288320223.56477123,275303307.4743496,477542427.63082063,493723556.9725888,344804787.4258353,375726301.69858277,432190425.4608575,455063337.42579985,509402331.25049984,593801266.44869,40548593.56530658,409720606.84651625,155131990.26284882,57788281.53228878,39110597.98905964,165992861.463678,204103764.90559787,5.572996014434691e-4,405786299.87823397,208274745.37674826,0.5132621417707945,0.06296202090116526
29957,44940793.547616065,51282681.61223993,52708300.657919765,43435851.264459364,29161444.465528816,64024206.05139932,40984799.71210913,43152163.34769921,33314455.751727812,56739774.12798912,20423133.856623903,41242776.043099225,12088035.468950788,8001307.776221261,16553450.32626509,2901446.4040857805,28571617.72854625,7.966997498457106e-4,44778299.60118882,23315192.716472678,0.5206806181593747,0.06296202090116526
34543,15433863.374640714,20851817.865527496,23113021.81098629,34357905.65884869,22543595.530600995,32846381.222642563,19137097.41790707,12031457.535862505,32401128.26960958,21430689.757869396,606965.175168111,15044664.326950096,9786775.29706691,605556.1388642007,1662531.717125637,4770716.095690762,17991143.191567034,4.256792075314206e-4,23635140.965180658,8987380.212537767,0.3802549866648985,0.06296202090116526
4661,327342221.977764,242061091.13760218,332828707.8872134,462015105.9841927,782463380.448073,786545529.5715505,561551795.6092916,1370841483.3181393,447837530.4590573,559022349.1539546,1465867.9587706896,105692669.5513118,14230327.68159885,3385783.335539572,5154065.029638445,12489476.651618041,23064993.760804962,7.057600084153056e-4,590387427.3769871,90563191.64040463,0.15339620635684073,0.06296202090116526
82,273035337.3282445,431519062.2976742,183782273.25528145,271382518.18390214,299150999.2482421,142682077.09052467,262972306.87475297,548571513.6246785,213348863.82240874,225541916.4774411,17838989.944267537,68404188.7484271,9211432.981870666,29071484.884689648,82453845.32844043,91882804.65049876,193394768.79508954,7.975814868254915e-4,291827216.85841215,89724928.97634059,0.30745908466746286,0.06296202090116526
24800,984430189.594492,1421209990.0415878,1019893709.130988,1524297715.4878716,520378576.12997276,1235727838.837759,845754645.9410738,1680236785.8329823,1175261327.4652402,852156376.0565798,618702368.4211385,468195520.2430667,540934909.4346852,306121342.2498617,553389173.9254506,643484341.1685855,584923298.7412927,9.07474773912037e-4,1156354530.9402187,570988416.2800826,0.4937831789492954,0.06564746904537198
29295,169934346.86036834,167958101.32037604,207155138.47189996,334279770.75015134,157559627.574761,233226144.84316602,171342313.3495989,94167244.20426816,82553440.12736158,133407872.33278744,30247292.15888624,37830917.90113966,83632821.63537948,28959566.492932037,19205848.14672609,62323744.1548598,88778346.78274985,9.294351057094393e-4,179797347.5002168,60548301.20068257,0.3367585898374255,0.06564746904537198
10690,8496897.879076757,667064.9223301518,803275.7530646113,1166351.9894501427,1461336.0756200864,1700166.200595116,6289143.581977222,786145.6619161041,761609.2528862251,3670823.4166393145,7482113.633296886,3393832.9806818687,3831578.230996567,9851277.987818222,7487930.110617007,8080391.648434614,10659765.090948055,0.001338920797210057,2459110.1463240464,6807214.137429067,2.7681615431519813,0.07379388884490232
22406,59732474.65060259,57847178.87789076,58435123.99602775,46110493.71586986,55780117.20528912,65995055.1751698,44810968.33086204,47510776.18714596,24072823.19814399,67649822.39208898,76300539.77041426,71583763.13846351,97727054.00250271,108004293.33989814,100654191.75150181,124317049.38292992,68768304.0627587,0.0012942301589573576,51143890.14855576,89375627.23006976,1.747532832767779,0.07379388884490232
23220,2322736718.11542,1913872082.6230996,2455175296.9071994,1819502054.0660205,809404123.235714,3310584021.352994,1548286964.2344625,1624198763.6490345,1113645220.979145,1828658566.1744645,428778033.2994327,1076779395.1785908,560602755.459389,323763822.7685443,536042428.01714057,414776136.5416001,1376470350.016588,0.0014846758560449797,1879711693.9070098,818233935.9319687,0.43529757174157746,0.07379388884490232
24088,700980018.9926113,739776736.767268,724040784.1819661,708230708.3808582,505020264.41714644,877962785.1664197,452213659.4503407,370821389.2527847,503583934.80265313,618084970.611069,170558913.8145033,497808724.5392067,336695517.0612532,138576495.9829811,259184442.38476762,245420703.015082,488993552.8733187,0.0014468816673750414,620292253.4902276,344415415.0352727,0.5552470034847837,0.07379388884490232
31897,697874407.2426966,772310164.7174144,806276038.6189692,414097354.43714225,925184201.6733391,834220511.2249221,346694205.7531651,438627887.97967994,322580514.741463,511517580.4630486,64874629.93906221,257297535.5880653,241958921.03978717,145099664.62106082,243985677.43710318,114968346.60654233,477741073.1090885,0.0014399383551834365,617540587.3765324,257180428.60046977,0.4164591507953135,0.07379388884490232
3557,776969621.1701704,810216196.034108,1085798934.1155124,1782349029.5861,1413343050.4294856,752549984.4522698,1096892973.4928296,1937844969.6402094,1135529489.6106696,1227399148.5607831,2310606453.1146564,2737786808.724244,1893956015.6089013,2108254221.268605,1502069987.802354,1969698884.796962,1854540322.3698976,0.0013525475723878448,1199054916.5034838,1950538980.2808003,1.6267303135445117,0.07379388884490232
8066,84691185.14380123,84410666.22632149,128267303.19230688,302080184.89015573,270692808.93566924,87834132.80046354,169641029.15215155,81410095.1073685,203915404.13841963,131673097.1131848,0,70255812.7649608,0,417884.0308843596,2464782.9789525317,971945.6155145158,120796904.09543024,0.0012145439393883497,156993645.50962865,40822553.32486591,0.26002678765977316,0.07379388884490232
88,8488866.38419082,20277420.514567867,17753484.40743937,23458503.5500372,67177312.83897927,23418254.67192845,27897243.23216867,26603999.664360996,42750054.21529652,16145595.213305963,1317908.690394264,7912816.049249383,1828679.5665516756,2507231.9572431827,4353524.105370772,1272271.789439256,12230168.424301121,0.001431150854617559,28647237.719885465,5946024.474481952,0.20756013311379487,0.07379388884490232
1956,20139690.952248886,19966427.414945964,22597797.29479021,34813671.63518997,38737965.80858981,13133508.113194874,26144392.71571411,20097985.884408854,31896484.44558766,19365290.564234875,5598652.560281984,21546114.259962402,499834.841309741,3893870.0185251604,265554.61382203986,3525207.3192175273,19429474.81613431,0.0016535005263454668,25280880.47385226,9265499.874186005,0.3665022618088485,0.07924991808412916
77,67529261.9874921,77287260.51979461,55955234.263163015,67297572.85628411,63310046.61125324,56775904.339904286,45541322.14703377,25312206.96913179,75073737.92987753,46752272.107232,6614636.833732519,49217001.06989438,6870518.880387068,5666602.3353084065,6204603.399278583,7887023.962233119,48483281.828142196,0.0018712326213651937,59342505.291548274,22211992.552026033,0.37430156416381577,0.08659290268524447
25662,115793116.4557405,102662633.44979268,93899252.3765775,126278185.39284456,45999045.10326326,186470904.23904333,85961246.68130578,48157257.05851937,53880395.72133852,88278637.34360458,902202.1483185828,61997117.4596049,667739.2223449176,2526514.803369733,472058.3768981533,16691762.710313445,67030299.19616154,0.0019737304907323674,95455781.83093616,29820791.407576982,0.31240424451599214,0.08829154395209457
31017,40747253.67040188,43376757.08079888,43068073.83381682,58806090.97031083,100716659.72364028,62655294.44769161,57954700.9741032,34212231.6741899,49361079.94059187,49666275.68038229,6049926.084859844,31882985.580628064,24713747.773920767,38077167.80300045,18026103.11592541,33185790.59398786,32769259.46946676,0.002116702309873155,54544238.035060585,29296407.01277143,0.5371127742941416,0.09000179134294656
9569,529380276.3878878,933369615.0870067,600816206.0010225,431821259.34194726,433752953.86711127,827644405.2046797,461321493.2538333,394283852.7800147,285918856.70861465,463683473.3536318,87312415.81205249,108814638.70683903,81538804.98465939,90103105.50170836,343560647.44444877,282126908.6283523,418205108.3451021,0.0021460933852267437,544256546.5146798,234418137.84709927,0.43071257359837106,0.09000179134294656
30507,657778.9944688893,7826634.34095707,14340450.02216988,14829047.371063942,9135530.22311142,14864987.10859567,10079909.955076078,9647643.784124356,2377926.9308514846,4756304.519071421,543286.1088866545,4338495.151840996,2346163.989458515,1864917.7755830402,7064296.25055744,4856684.480860154,2360939.478061332,0.002470714610968583,9306656.525602087,3516385.969289944,0.37783558033076264,0.10047572751272238
11730,23498988.974895284,17288265.572435904,20079241.14214997,24613899.586778447,24110347.641431537,24421561.837569926,22247946.81853846,21688950.29643341,26556705.730163574,17083542.99112822,3364248.5584530598,7289386.2064729,13336587.892617308,7528163.065068002,16483522.144132167,15929221.377393477,19309931.48881404,0.0028204540156874028,22722878.622266278,12540575.465509897,0.5518920236286134,0.10263943040520906
13535,254099690.62177438,185422368.4252831,240769420.14901587,150787536.16224194,213652955.53651434,348166283.08658695,153533070.51275828,223174673.60883605,118199478.730856,159686068.43391353,43342777.85890489,104205259.49947998,132324736.77872948,59663551.06380809,82805450.17891024,79250437.52220781,174819737.15095246,0.0029397473595315104,209756164.09265187,104512252.31086332,0.4982559285585475,0.10263943040520906
13938,17813304.54966519,54945655.98869534,36666623.38109767,86151037.01638384,70235574.42544672,12937281.807052752,61360466.8433211,10920285.878598047,33670621.873320915,54788395.14053102,3657964.484079396,25643577.308927648,6492244.059516825,6827601.469513182,7204629.723419245,3840658.5602955855,27600391.73233113,0.0029828150415820817,42744539.0848424,17006932.809826754,0.39787381438527586,0.10263943040520906
4326,9530488.721454596,37398566.868731365,27811295.418800488,58178363.35599265,17593089.450340122,10600014.24036321,26627751.22436766,4212720.630426917,22731821.157104436,28750201.35662529,29759.697649847913,16437275.222095363,246765.36212833092,1535787.1934472756,73628.32700890304,307119.7185412793,9277887.651690356,0.0028062302936095068,23853790.11862016,7082303.06614833,0.29690472796689515,0.10263943040520906
7496,1109332761.9541438,1409837169.1877546,826108909.722338,998431284.447944,1055517903.539093,1247708103.5600932,1211388152.5943775,508985259.71318626,1300331705.2899659,1197426366.742582,350618934.6048458,1040997048.4324771,508495687.1737448,674293753.6388425,484268799.120919,580544627.484073,768680722.381676,0.002856494002622783,1074182361.1120996,700665742.4473951,0.6522782050917283,0.10263943040520906
9228,400767985.56480926,434023385.0504284,464495164.5661933,502660929.66489,299976294.61633754,562506189.7005528,384754123.1967379,312009671.6015875,286259873.66698796,370077582.9178553,237747889.76218373,308273373.6727843,298221087.7664435,199919010.5677208,240619254.52794752,197742224.27266398,342874438.51193106,0.0027859521991601033,405272624.1809472,274434357.7499413,0.6771598706045615,0.10263943040520906
1973,93692920.06642291,615933319.1818744,613301506.5892463,775107342.0982482,849826491.9116477,7997780.083435926,481875110.7789977,202604838.39805356,643693764.2248361,124929963.00310282,22976307.515293334,153391634.03029668,66531876.30656509,27145710.70874625,103879999.23711751,53341017.37339089,93873381.51638168,0.0034512047479482743,476003674.81475145,80758736.21136178,0.1696599007198653,0.10570134146963289
30880,56967211.40859726,8055841.256721391,40586078.90831196,74477619.01337288,48544395.28305518,30990994.76847944,31853103.985251885,28539331.354620486,37789388.44063958,36656268.03624243,3770222.3207207196,14693610.691717757,11399475.048944844,3880617.7792713568,25998953.057138003,20324884.87542711,10722981.18059264,0.0032742091956558077,39755996.04656112,15930876.623756858,0.40071632478026853,0.10570134146963289
33533,12372628.873592487,12792814.859136755,15830287.342141435,20968348.60372041,29040125.31686471,11009221.654534854,29686161.41129937,10092144.828285199,25508992.1574822,24775545.88758769,6698917.890325475,4925460.304350354,7540269.137349224,8722232.660214568,15077613.214727895,11202074.304402338,11192376.211123267,0.003295822293846729,18588969.449673045,11266811.201260101,0.6061019806269179,0.10570134146963289
6528,5662981.451441023,3608350.2951152995,2896129.642966902,799613.0037300526,4845183.431202923,3101317.355272617,2934707.161681284,2561558.0244982024,1827403.223284604,2528762.9184411955,482653.54587848304,1731721.788967425,495966.82264410635,218193.3306927687,376691.7722808152,351447.1524952614,2858544.8563532885,0.003544381792945961,3137471.509910323,1130497.773469168,0.36032128734819346,0.10570134146963289
735,5111809.395329551,15138525.169116711,10987464.500929046,21448996.8971928,21910726.38204681,21253700.351542495,2011032.2879466424,15187945.377389453,20564619.75568729,5893534.629423333,3763286.427259906,3923490.0756818913,5529800.43806119,3719631.219357853,8210377.937326831,6087239.2549379375,3728022.330961477,0.0033089414568386226,14846091.124131199,5106922.789126302,0.343991071213714,0.10570134146963289
8718,214076895.2834874,246288439.50557443,229162690.6806289,284160439.0956689,322308506.5037445,230697773.6546362,288832590.4434913,94532520.90832932,358461503.1140352,200869468.05699816,642832.6581415416,257901027.3233512,7630275.370430294,1351972.8019077186,10591012.669915237,14225531.551671734,192153512.06066597,0.0034689717291588374,252057928.798844,85670704.06163523,0.33988497989287664,0.10570134146963289
9722,46603893.69128184,42004012.94159018,88660820.34656984,93762025.14878877,39521908.809600025,133893472.64955872,53959049.03377189,55840601.860891595,22317524.66771235,36127441.04600707,73101.18520531504,33766230.02018167,227673.17328615152,34904.038241691305,28910.243351643658,1201873.2622312445,53813785.481712446,0.004010374893996639,64062589.90552947,15659239.806277154,0.24443657100609273,0.11699832842920628
31603,82499279.41117363,64077327.08200635,91296993.41038641,78126985.09047057,172972387.66627732,52768308.387300424,138073212.00782445,12386568.311749421,135454443.66570723,60851076.22648105,255990.4729207221,64355486.32929105,2342302.7470270833,1803768.4901795224,9649204.972977156,4178988.3491934612,59192846.371467,0.004143298734578775,91961722.78143287,25328707.994942132,0.2754266365272576,0.11830440216605778
15058,120080269.46821646,64774890.146110125,57040778.60777407,83570305.87136793,61379558.57607692,63840061.48475016,55345557.953547776,11235367.432351243,72274410.9727041,64122903.9348858,151523735.89471924,101357534.64981169,67892939.26155365,72686448.52930051,115401513.21455596,117053989.94515172,110656262.14644708,0.0044115575989568095,65504577.83476653,100086915.94705321,1.5279377297800416,0.12333979787083413
26250,7750359.568190168,8810278.772972487,8170974.882008648,5436599.1945898775,9118722.799341042,7714646.530418515,2441617.42075869,7460992.068798877,3801378.0083653564,17902669.74934668,36652094.01253426,26336797.657597512,16165366.087432643,26746988.37296173,11179632.734267728,25232176.386453956,13012932.560888985,0.004857268132924819,6745063.2494937405,21653582.195185438,3.210286011300291,0.13036907668770215
28107,50057552.27329049,56733621.94014257,46924228.34235129,66683397.00890339,53749306.75908479,64110916.3108212,23007373.694375344,25588656.780416578,25358563.145483375,61479852.27943726,13820367.821395548,40667075.44918679,18642629.798087597,3907461.635115337,15874500.027611518,14551112.13526939,38427364.04560694,0.0048263545000523725,45801512.91720767,25921295.398963798,0.5659484534019649,0.13036907668770215
31964,69907633.662489,15571663.055463344,13929672.0573912,6212859.9596475735,16801344.747153375,15009455.068235133,5571060.537649107,7271192.206508909,3901870.166367762,56569580.841138646,16971333.949731544,56412390.92028116,32297928.61508587,46721077.72910706,38968240.89452272,50495686.780755095,72665894.40854084,0.005138964692103765,17130750.162322823,46387766.76739537,2.7078654657762797,0.1326248195539087
720,31164515.546335895,47330760.237459704,41986556.62197515,34114403.02996526,30358402.043056436,36204025.278679594,37592626.41714038,28421848.632483825,55431944.740761764,40484944.820595995,3301910.242634363,29176491.587961905,31303710.13859353,3427470.467291207,3245859.5978779513,20263177.3941212,31931018.24563925,0.005045312375913365,38067231.39420645,20391822.811839424,0.5356791672257759,0.1326248195539087
33748,8418294.323433748,6633390.833239705,11326370.204665788,7469699.078697139,13443383.492909793,10398363.531962767,8635709.77043616,4823516.906546651,6548951.505856083,4868595.899194311,792854.5007995513,7110931.785548303,536940.6396032923,2359176.1565273926,5520267.403277004,716577.8944011026,6291782.252194006,0.005278781937505582,8633075.516416427,3524640.8164431206,0.40827174623235457,0.13366274264400926
10011,4444542.279896576,5899829.087371475,7195441.290833665,9043013.402217792,4211706.881288203,6940205.347771235,9216867.694515388,3789146.618801882,11213316.465096483,8114762.316234428,30670673.832673214,11557757.498844242,13954734.195822883,33598172.20515727,38564134.119996324,29934004.089109022,13512353.27722688,0.006042401841721992,6883785.451976967,22488323.941883035,3.2668542764395094,0.13734511197471286
10936,95301260.75444712,88623562.75206068,100594197.59494525,190232963.6703026,136597279.10762903,74621059.08520322,106090128.80127218,15505788.75467876,114976747.51934911,84294013.55469711,25555076.253291573,72369937.94120654,9584346.820422929,9698854.580951812,19571439.079123616,27791648.07234259,91370482.25812982,0.005896367330327931,102504776.44887644,42529474.82002075,0.41490237131761404,0.13734511197471286
12281,502738751.70696837,308211562.9143829,372669681.31987894,421597531.23110735,552316515.1664393,236179713.91048384,311984506.6205783,601086102.7742202,522853626.2737718,573146661.1039033,163026395.03563902,337975092.76607585,318999859.06740564,219843144.6257592,203982124.5794558,364683319.0573062,223204426.43192136,0.0066279112226114685,425515332.43531454,300607627.8334333,0.7064554551136666,0.13734511197471286
15002,6153527.214570697,5304499.377397547,4706485.0206624335,2629826.007020747,4139572.950139293,7507471.079342153,1317152.393067739,3342123.852770894,6223769.17098599,4015590.9088910194,1616033.7737586815,1901142.714665,1172727.0160197879,509931.7055602615,1550240.5619281854,1308504.4951820413,4635618.094882506,0.006628188495491704,4591603.00732861,2088723.6588609354,0.4549007515517228,0.13734511197471286
1615,137999723.18538368,83044913.0142289,54815607.45844791,177185605.4922857,105818506.99218841,90118024.89058873,99177456.49010815,141023442.19904485,80346082.77705301,6584180.758317968,1251893.6854524366,87437996.29814446,9717218.282065243,788792.9469970823,12943822.638441456,9851924.946139961,63160511.18601158,0.00626233208373235,107725484.7221477,23967042.59269627,0.22248256904588143,0.13734511197471286
17461,46116479.88849274,9861652.286442235,25596002.510472387,46139286.75910093,25167542.917710505,4514663.602245767,26594477.912561804,36710609.44478245,33696376.60771625,25187889.24110123,3463792.9678198616,20812602.363830075,6464175.817152173,11934354.826155694,7914552.145961103,11766277.375288056,6586036.106573322,0.005772187845758201,28266343.547725007,11766210.10548519,0.41626219130957187,0.13734511197471286
17768,214851916.50202486,183882545.0344821,315151602.68489504,90257418.4298897,181155653.96351516,204681061.0777052,253475411.36513683,214821321.8552233,200424241.26927346,286639400.39636475,83603094.754165,142989144.4340885,145414374.06493208,47799994.63162208,140217581.54726347,173293088.84463552,153199200.01767075,0.006723337784410661,206522352.46468285,146644484.83634278,0.7100659230647699,0.13734511197471286
19224,12526293.54132646,18801992.404069006,27694860.33713699,67930293.48014085,59977857.588456795,12568925.912277399,46742141.71657304,9559731.818251982,44483001.27429663,28101068.894203693,9821934.763665758,17512468.461312532,1691832.2200051039,4054342.5560290474,8686433.652905826,3861945.752584777,23674511.84601741,0.006801990979920893,33365010.896947682,12175567.268340519,0.3649202245414034,0.13734511197471286
21011,102024910.77356675,1215407885.547892,1103436988.1502414,1169012040.0297072,2174137869.785237,1039152026.5019481,2746224738.3504195,127180851.13423939,2142751829.768971,110770104.94695866,82873728.89415395,676725567.5048859,148336788.22437847,288010524.8982321,181979431.97520924,159752176.13714445,79120974.30903615,0.006721755026288981,1313258793.3380246,215946162.11124986,0.16443534450841987,0.13734511197471286
21175,10374734701.510708,10477436852.808464,7330855597.947171,10833189917.149176,7038919909.55076,6406933515.908696,6199331474.367367,11858009894.732666,4740570976.8480015,10067563460.839949,14119432316.792841,11700486204.171339,12738815849.544394,10192537193.58978,12084850750.582634,11662128212.47927,9175790601.081537,0.006248542194774677,8362220315.647001,11467700573.635218,1.3713702988878904,0.13734511197471286
24735,4501629.53788017,5110888.159800111,5891715.853398797,3975168.536658285,2562044.2925005336,10484621.433151873,1975514.6621815243,2980208.4216892733,449088.31128386414,5643862.112703149,147674.3354938171,1044184.3112217764,151589.18141186127,150021.97847632517,0,328767.82121968,3553914.2150378814,0.006857021238677915,4214542.134282715,1377501.7444455614,0.3268449336976441,0.13734511197471286
8908,42428018.842960656,29020309.9911524,37592618.65078643,33895423.72078771,29743633.091040492,42745560.821862,93371999.44351958,72180194.08496141,22691548.68041323,134208675.14554976,348430183.6498022,161073640.46425667,394965567.30999184,590330215.2817264,255124807.40548593,389985782.4143741,84127822.20248099,0.005699447926648983,44852145.258609325,294780836.73420846,6.572279542807946,0.13734511197471286
927,47653386.05046627,17884423.073945336,17496937.34933264,40429315.813755706,36202284.458423086,38255306.18363216,21147939.65507774,14505082.095367419,48022057.91688697,32905642.73160617,55449749.829835415,41256566.885601,55734427.919989884,74995955.24101907,38798238.36110655,51334460.37751178,37009883.07524145,0.006524919199867308,31288525.84409859,48435615.55273891,1.5480312429572158,0.13734511197471286
9883,8851247.210335428,4540508.184493634,10213736.269504229,10864362.687679494,23462660.32402497,11811782.663053317,11948300.750339147,8675110.217428587,14035009.222781407,12608940.52100967,6109854.593210103,8283479.666411744,15132.744805634675,336548.5865333508,4048515.5223960825,4346798.6897933455,10373230.90793164,0.005945751420216359,11600301.947737802,5765312.654011447,0.4969967747378983,0.13734511197471286
11569,51096996.47890575,2034136.2494962343,34138362.19531455,69725248.31703041,110141303.59256776,46624774.884617195,92159440.26671734,66306649.35927737,98360258.14160724,35583171.06309854,1371420.6640393012,41465235.84833849,9827856.018283226,26311590.593474198,623522.0265481592,7063153.09517982,40454339.91081562,0.007166664600585345,63398574.38728154,20337536.15247217,0.32078854057879425,0.1373951984855076
13015,599374363.7699403,689723679.4197179,565817748.6564351,580510091.6082103,535542596.0613489,667793813.1913558,516184096.13087565,720193974.3416126,489242180.1160782,604764835.1674551,523235509.1952755,435626680.58965504,505224914.9535351,434373625.54519314,384047970.73140377,380362683.7380781,602125769.6291113,0.006990658995922805,596042504.8106195,483720248.69371337,0.8115532781465069,0.1373951984855076
3547,25099017.582297835,226515633.18259433,80765397.88694145,190754930.15156654,270452222.9340465,209110454.98723286,295658294.63240373,45212220.05010295,360580018.84224606,37717173.6886003,40428807.57967114,66802155.39966026,37487965.14154875,70897140.36953428,74834992.09987098,31283362.630427346,58588767.38351908,0.007068067213813625,189349798.9166036,52255045.53660402,0.2759709586996657,0.1373951984855076
5314,6427672.182513595,4657219.813387342,19449427.18125627,12913651.13917478,32733308.169062223,20206852.442596976,78167476.17579308,18627646.828808602,57562904.27027708,75066567.07645464,355301090.355853,131938570.68026187,197842206.04759467,338528388.4044647,205945134.27075762,209359724.2518404,15695414.418199606,0.007410456885577667,27860684.24476333,191209636.93817833,6.863063206142108,0.13812268250618373
9702,34193147.11079273,63053097.434722416,44137892.667552315,60969060.18662633,31023889.101920146,46364110.7803954,80829180.09545152,73457700.39314051,61994015.857728474,64627361.92783792,9569827.135799997,26702162.76531308,29285764.792677566,41962523.47554506,45310562.21115941,38678190.567286015,52895809.143603094,0.007343397830599757,55113565.95870332,38629025.25240277,0.7008986731387977,0.13812268250618373
11668,94782010.5043473,83842853.00051537,98703325.74475165,96895241.6636821,48962476.72711687,100184383.81102252,104138371.8928116,75061909.11662641,42754067.898058645,69019244.57819542,145938048.14929953,84484960.31618308,151920204.21077016,117845076.02785543,124723721.01912753,165154502.71703672,89234141.2249581,0.007656280496855507,82813848.92877027,118539987.28042825,1.4314029454468018,0.14074970447643959
