ClusterID,NORM_INTENSITY1,NORM_INTENSITY2,NORM_INTENSITY3,NORM_INTENSITY4,NORM_INTENSITY5,NORM_INTENSITY6,NORM_INTENSITY7,NORM_INTENSITY8,NORM_INTENSITY9,NORM_INTENSITY10,NORM_INTENSITY11,NORM_INTENSITY12,NORM_INTENSITY13,NORM_INTENSITY14,NORM_INTENSITY15,NORM_INTENSITY16,NORM_INTENSITY17
15545,38239462.955173805,24681252.1630365,35977918.41854664,184757266.99764666,41944787.14549528,19482084.59740134,33333397.504663307,186619876.57271364,11675353.93354256,44393459.761535205,7612681.334177539,53046424.90243744,5674572.305089248,14819548.955536317,752177.2433341847,14533600.289891144,53173531.30009712
1557,70629882.08853592,90744899.3683962,126414453.29612312,204891193.38343745,199698398.5377767,51907665.92907834,118914119.63906562,76201499.3667263,153959079.00425225,127697899.75511461,257075413.79961303,139133477.65164125,38785496.931027494,72009121.79933982,136971576.03782475,99965695.5597793,118800931.28250013
15584,184764882.7333936,209848989.52026117,57363228.49445642,100975545.41570224,101841726.90901314,80969334.49636391,135988165.43093246,146288792.96363682,121497140.65032226,86530571.01041016,5280682.061347666,109557202.74831627,5790266.743794357,2149597.3721918287,12231009.2394601,8749336.47144563,133021227.1432523
156,22059590.2656752,6585251.878533587,6454242.297881056,6314071.992212294,13592090.253664643,3601221.0852059154,6997765.232333817,1251878.8312215814,8329559.264979077,54550592.50553702,2031325.9460344552,37666225.97967926,7705439.206916272,1613525.01069368,36986970.77746199,43657967.03503483,11871722.572614662
15607,952973994.7555481,930560175.2697163,931706030.6816155,1070716744.9971527,1506119918.6350048,1357075132.2600842,1425215874.15468,1759821820.7682378,1564769679.63504,1880904165.0522552,450195974.25065136,746080092.6149191,1348942623.5175993,1429977921.1818867,897467440.0479188,891013318.2592773,1472704295.6424384
15609,2391223.2804256584,18137013.429614194,2062376.8869456216,5840199.6414762065,18213028.168030284,3845744.5018481817,3242931.834472329,3183269.195592347,3879647.300459514,6203776.808762603,12538197.768593835,10086311.259313907,17715789.356752343,9017640.81076459,29712127.12530399,9339396.384070983,3314655.99222774
15613,71525095.41533983,55412755.11502466,107953974.35974915,273118347.0806015,141446416.2713712,85376452.14885366,144806301.866082,117284644.68779802,190317341.90923604,32223275.17177945,83856452.67441137,72915374.9277076,73873076.03597833,115175986.15927535,49141431.51110812,105087093.22089072,97526555.34734724
1562,197733433.75394133,259614346.85347813,245641463.0654134,325856914.2539537,376449184.83367896,196442105.41703445,269809588.43122077,163838102.80729392,275209652.2659579,155022865.73087734,213138864.1101101,150608913.95619735,118140879.06112346,171573362.84330776,119799599.30778094,265758334.82387114,252793893.00049907
15629,6812577.977951436,6451313.894913273,10829184.651016554,9428011.491723454,15888681.125600927,18767040.648853738,12276701.212868756,4182751.5451464416,6013398.929571945,15774415.280386938,6645072.735787987,14772255.896833537,2073206.5452598382,4646448.961034436,9639441.48687408,13313688.280814908,14042168.064987238
15693,488066195.222138,541622076.9711403,347144574.4763886,515320248.9432259,384612876.0181092,415826975.1246938,343704118.4657262,157734561.98414248,629890660.8707256,534662496.53773785,127056090.06486864,290414806.8870668,288205053.5194578,354671352.18217003,209922489.6863802,406024145.6744581,694318308.2663778
15702,3026270.2440426364,529659.4494133891,4594869.771769454,2158395.1634006994,3545553.948123687,3794687.960058504,2688233.50448753,8616045.756533898,3031306.28567281,1603780.7657368751,8784038.233810922,3585791.6068268507,7023038.584603494,9289236.243321612,7381769.440160326,9533499.810063604,426474.0102953711
15724,19216481.14445923,13710214.655349728,28148485.491021395,19383379.78008715,125322988.95301646,13821962.018228905,80819524.89238219,8602885.340732219,72344146.50653654,55712929.892083034,197533.17111637015,30488043.29473771,47435506.98592161,343757495.8022503,18077104.434104767,37663613.28692283,62016786.51882824
15804,45605045.87802776,41669505.37836536,868070.3888538608,3170740.6180046406,77599861.94698879,211696.4521158188,43416872.041104876,10639423.656082105,59512547.1833427,33673755.51458596,16557232.298003547,48831605.766394496,35945451.73414212,14328687.806052323,9510724.422676567,14790649.767619144,59024061.78656201
15834,84507521.76364961,16215800.706675403,4556815.385824438,7279581.006757413,9842508.964957105,2999533.0893637864,15641753.493844576,26399143.98634593,4882214.426200129,17646648.0012486,3000686.003248163,21541300.463397328,5567118.7963008825,3591158.1025916296,25269828.540498644,2189807.0692972587,24271484.7030115
15886,2843326.00408323,2767153.718431044,3839083.5321567836,3498088.8680608436,5264020.9384160135,4009233.9644171,6349732.025037534,3653193.925714863,12106894.730944606,2979630.164582748,16961874.621245384,3679616.390362294,41407382.73856474,49491485.90380449,46346538.38703204,44306798.6136409,3149539.532794925
15887,226990105.62756202,72265691.88648622,51491837.61326972,120952008.3542069,217599169.72938818,30364739.532669235,147017250.0469106,126513865.3118122,125311479.09454742,175120210.35128993,47912345.37455996,86214437.4205181,65588006.47231817,70801176.42340827,48255701.07805988,92450030.75357142,123783207.76955676
159,6261583.372199388,6261239.881499977,6685006.356419089,18212194.651897874,30155161.14066654,4074802.4801537916,11662171.678939525,3030929.8119797474,12778721.349309545,11638778.18845368,6260481.698224263,7009082.668249564,19630724.515084445,10392610.99899517,28894948.93782723,27025.97353356252,8438550.568769068
1595,74173820.20744842,53412321.1971437,98173850.61302444,164339119.49145594,151403201.2871251,66908369.76285497,133627900.8366642,136927219.22050875,146162224.0681028,36246775.660967015,37514334.672564454,94482137.65300213,45300172.3007974,64229235.49280324,40786127.26974307,53254055.80736361,82225982.0854614
16027,20502309.774433285,11242817.294623783,15404445.193348546,13098362.691763477,29805875.58281156,15595448.622655414,18539569.36222276,9253053.076014038,13702822.859905656,20815954.748052906,1589922.8474682043,19779435.028632827,19854761.564802263,6686026.9710671175,24174219.757746115,21279448.80770798,21200003.60377381
16049,17570119.977389067,35682327.49168311,23518800.104198806,26127490.416494988,56872928.394975215,27567367.80792619,54280120.239081234,102633082.18806149,61688204.813415974,26358532.30378694,43463483.32673254,32267895.489673346,7485476.434519832,20044941.219807357,40916929.01360987,47066232.31081583,43062066.89518594
16139,6179725.14773218,16271287.813835341,13962215.287444262,16839972.456571423,17875800.76859443,21296667.266365305,18801480.316878818,14469807.900271859,58570676.58984505,4833326.511846046,2269902.8051335732,30582820.480265323,7511809.786102617,401127.9851229728,6666590.512808222,7275454.56308378,1826219.5695228653
16143,17092367.958959404,55781333.1042327,22361414.39477931,38832365.323953845,22552175.473800942,11906367.456129184,19267595.355876043,38305490.13268281,15580933.46533079,22292497.634780515,7476586.738918794,26533128.402253125,26652031.6087416,18165955.58898093,44926870.03204504,23318483.420248702,12953226.825244926
162,21260083.61653352,15345673.445051877,23728265.468022447,30117560.46566184,41925998.19351637,14419037.815870848,45745152.97836471,4048598.844244527,39466609.810517296,21521419.738515124,5900055.52760426,30178378.65681892,31820087.018711902,12746764.853844306,73499608.6576692,39045849.68378646,21369425.007626794
16223,27745.326356561905,71806.27537561525,24654.733117596206,1105049.7598322332,1161451.0877971142,22689.876635522945,1873362.1422562432,50950.72790710958,389492.3620170357,515800.76684540726,4417933.095297823,675926.0654424407,1561372.101317899,3764972.138444272,2967971.763636378,3491756.3447908545,59691.91737440808
16230,530035792.5817078,145058261.59162286,205901267.9544786,281698426.34796333,371694031.1971331,194097640.7365199,119395862.0577454,61009778.30870958,73902219.06732509,351353304.7549035,119393124.10833432,377023033.2087622,72549210.56786837,148315304.84522787,207356527.3297611,132175933.61567928,183220762.8034466
163,15080279.335139852,6146576.595272455,33078882.532535683,114994378.65859663,16582882.345133407,5962692.131716956,20271686.06157657,4331685.911628857,34205903.09123217,7429569.670072278,135953538.03876916,7643644.47867483,191339144.8305186,139532847.83718452,10729781.016829034,110437010.54659724,95084277.97431931
1630,387947315.518549,370339130.0506549,386590889.57246125,976110697.935127,558293622.8259937,445138435.3615356,578709786.1699282,1040334816.9057316,481762143.3219519,391378741.5950944,396169632.6838023,472576414.0812329,406554619.53303826,313438235.62054753,435471365.7773912,428512591.0588133,584013507.0725728
16310,24098658.06962219,13853534.979892671,29863696.834117863,9115163.423796875,4850948.479455742,30028488.185054265,10246869.954205027,10866721.162558317,9025106.942589045,83974252.90829667,7505944.258105574,93872779.20544502,4788644.20190394,2645822.598346471,18833234.650052715,23893857.479638323,39269459.81175375
16377,14557165.584967982,12306789.653534308,6812984.564058333,6627614.072617054,9974948.428847622,22803288.788306545,11565428.923582762,3241337.7344924486,8586002.997078298,41074078.206662804,9959087.69394445,27055032.772893004,19862981.56468267,4256387.760215835,7517190.445170664,5920900.2669839,19957300.285751674
16388,3020295.592120028,2565508.717615941,8292341.338799338,10073231.082602616,2875856.9780142233,5469105.506135243,1748403.4599140487,3164388.6179844486,1064541.412172194,2811901.5683501144,3752212.328700275,3096496.2550764317,5759029.929652453,13910002.928211132,78369277.36767192,7023488.213686499,895186.4966869801
1642,2912789661.1723866,3132587784.0633726,2794151440.0011463,3746283504.346294,4061471083.0198593,3070784450.89419,3735118851.2090335,3560693837.7918286,4037303380.030911,2744895078.845716,2230417341.846617,3322624409.2842507,4312120843.999982,4931688889.688184,3623639816.5879784,3509608259.646354,3385788147.624319
16429,42551070.60838903,12990187.892354801,45161685.29750556,20157948.370678306,35641833.906346366,49811682.699808165,31982201.909064144,13204412.967124082,64758570.00660522,16446054.490147501,9752855.342994584,25585318.577999294,12190571.098955553,39006171.77294343,60584654.643730745,133487073.76248962,151549052.15451494
16434,45206126.52588109,53003132.38602108,33352671.400737137,60536677.01201907,368406594.76381326,41661551.46111466,272511115.2169877,59203629.03890023,463040080.0569493,42409861.497958735,50262471.11636816,28918187.98403599,78694166.02154191,80788143.8196403,36532489.23353687,51807254.16578353,35120617.20018694
16526,233507685.7894588,281364783.1666718,226451853.54285774,203399637.8996817,253091985.0178504,304895985.9502095,174168841.34392035,129816417.828239,129659147.88492586,206801363.80062637,125219861.10729608,189575971.39447263,194112289.92968974,350544707.0263936,269807878.145465,196069661.47815984,157941471.8931655
16548,57255918.91016963,35913659.43395059,61179780.774483055,66781110.57231948,63681511.14018835,29290750.62608694,62632215.80351466,15516721.238732103,67000596.91457297,25781649.683208168,21513500.25404667,34358281.291479856,74392882.26356924,190147635.1667446,189474446.762101,205227494.48218548,19359846.722056165
1657,6526135.12530499,46400619.7162068,43575535.87170471,92484057.55580866,21561268.515067436,95089939.93324973,18484084.11738984,7108158.922497395,8740083.57446874,520572.39681894385,13200685.647085082,3430136.425204413,35349764.01863089,8680501.604007898,15710530.766734555,27704306.76336673,40420861.34437794
16583,12526293.54132646,18801992.404069006,27694860.33713699,67930293.48014085,59977857.588456795,12568925.912277399,46742141.71657304,9559731.818251982,44483001.27429663,28101068.894203693,9821934.763665758,17512468.461312532,1691832.2200051039,4054342.5560290474,8686433.652905826,3861945.752584777,23674511.84601741
16591,27930448.794148352,22163515.426585495,23576195.512467254,36643247.14285876,51630756.53740667,37613241.714543045,39849571.49186375,16498253.182645146,48724443.560214296,70152701.96581613,114933315.03405266,35150336.4423601,97024632.69585624,124131475.46154201,62895418.65472938,103486177.41161571,43035722.08350872
16611,101620159.99919522,85197381.1830478,139605897.42352378,79896042.64721487,211903554.4995,81020137.80770355,42271456.20111712,137716570.7723437,43596401.86074649,69604503.85227232,117575206.84723689,67849587.94593179,87315288.84408931,93992039.61347108,116598087.31283103,186117317.04168478,124844150.85652389
16651,181802343.13033444,78143522.39403185,105912776.83621925,83359983.29887836,48513945.61945863,139770754.8173642,48404784.18282326,71085183.63438025,57238835.395347774,162875659.17962408,34381739.102473386,375521609.39457375,16937808.52020144,12095255.54599448,37857139.53336656,33760507.63462952,144799652.60114977
16658,145440969.75373042,176324847.73060352,531057736.0882685,149104184.3668132,341227424.04260665,544728118.1992799,333452859.6287458,519126309.4913572,323158806.623953,92423455.6830112,54043096.90880722,120490286.14940628,66352639.25435938,623546019.8529142,260048771.6997243,229835514.5467478,149357644.3970284
16661,106330146.20298308,114015181.33449727,211752685.41957155,107685592.39739072,40010295.90571661,174010042.5725754,355376797.13308805,31936552.654156238,28077167.993197303,31731770.604276728,47825009.04945911,51323542.299782984,45720508.11801904,8651404.139028382,19791858.84381773,34442757.395443216,95439823.68757953
16686,95589101.33594601,82905906.68710704,80776968.41131586,99481974.88575235,167225937.34278363,86906183.05311887,94403833.48217794,55056870.75912701,91315610.85222688,87145924.70015942,148650029.86290282,99906348.54673491,197894946.52957428,39776595.6458558,300193172.0430361,229794979.90647876,88160756.0341455
16692,36436343.85592188,52007075.49695851,41846630.792989,61103203.969446644,41904925.85758191,52312997.083619416,67997306.88086098,51555208.49728874,43321174.28163861,59656539.561401464,48126878.566197895,48030418.81523603,29399579.686256696,145345977.1575516,45946768.33218698,91192763.54469685,40172012.959112704
16733,1135693441.5553675,1184454855.134156,1183528978.763736,1057873184.9582341,470845674.38926417,1494875140.9953158,623074701.83613,1049901821.5428839,505359928.5688171,867707197.429174,2164820176.2656345,833461956.7043372,720842148.0938865,683071679.2346663,522847592.7848985,888658626.0995727,887589293.2806695
16774,72099050.0924017,44968814.17141808,56525203.2379077,77271832.82118389,174934818.36939916,71552779.02968414,216459153.1953016,62179791.79898561,125190432.21725278,60623496.31721163,34048529.73603586,60501027.80191323,156084686.84525853,83775135.29790619,323231633.9993296,175774011.0208363,44527508.900000356
16786,80089587.57687709,46416262.51677497,200972884.6233188,43601487.326879635,78761466.10880165,123308770.43243296,44332067.05303046,61006680.09047193,63685895.757322624,107200504.56159173,8936554.549055943,149759186.4765107,23144144.10637409,7751568.337216736,26270960.898983017,37287348.32476376,90847029.04569517
168,49684644.757657275,17496278.91156652,29393852.34408422,8581666.057129178,87716313.46496123,14995774.683255665,58857482.22078381,1346925.5995745761,101410077.3402838,14175822.750808857,1500363.9973511524,10087472.84649879,10650558.759850133,9103902.500288783,5312075.866486608,31173211.761409808,16890386.074637473
16800,4196778.15790146,4733889.732896099,5801423.937636522,6507873.400701573,21611134.034175277,11629534.134367358,4137705.1144959973,5679578.447872346,2471822.370790697,4033558.765214592,1675063.8127673122,4722054.72641572,7560274.672481547,3518584.42616219,53293391.82603277,15023936.42104684,6642147.596144609
16810,154571443.6459507,156991915.89677885,209783536.43590286,163544784.5979525,299020482.1182786,167380827.7273312,213952577.61952326,91364787.57941788,202937384.46416998,251284075.60082167,213368890.03690094,192325336.3286787,222356222.7173393,234063695.97282624,248417249.95621973,134725594.5952263,205996720.67043245
16811,70012356.49143623,64381659.70668531,58907344.29792907,72443999.6741201,59905229.160447076,78745174.5837088,47500289.51899431,64049239.59257555,54121239.39991385,70772576.14453332,154871526.03926086,119627850.74339347,61200991.22854555,231113311.07231688,138776197.07757682,119382355.40417518,44790981.35275548
16818,186549282.92718542,120974319.91990782,269094377.5009306,111344660.22880293,359725314.169881,428645208.8027956,276754429.08948535,127990327.1088039,275409167.6817837,189304907.2930522,459497240.04347485,120966382.08740999,418636341.91144747,491318562.50503325,361819028.80515933,507917882.3128248,224625087.71325105
16858,26656175.366163146,4156170.9559407486,7267977.383287866,5544927.568418097,5889623.525199839,8951874.541758481,14191982.84788945,6274377.53671713,5294808.9328174,10183882.4191567,3689245.205672115,6755639.204210203,11509967.866709499,1791391.1429077769,27897667.894014243,4738827.058337272,14942761.20265279
16859,4232284.509946022,1348071.121322843,7352287.043377709,19305527.18435808,8072342.511404868,17359912.140645675,7228623.669807892,7943769.759670716,751279.9899868278,5184974.373910837,1072944.0002242832,1845251.9414636898,7572130.524640565,1742127.9450437021,2356034.0720132464,9105942.832617652,5178415.662931394
16860,228098099.6374801,115764379.26603888,79544028.10201368,243776151.34925807,254603605.7100658,131679084.58526756,227850831.3206967,181850283.51409647,230427903.47854346,95559265.14409159,156471695.29140893,91099271.4332951,193484585.06846258,258761383.71163976,196204694.28960425,164482182.456916,230260887.85723773
16899,238370634.02953148,154170183.85296944,386989893.8780878,116267920.80962503,86230077.12456721,306919541.98858845,113861490.33664082,157986992.6877385,64982713.868604,114096242.77873634,82976924.33315538,69612091.42485768,86331757.84655271,19930132.543474276,93739636.04574835,96805565.57338595,294429387.8171224
16900,186530934.93507847,144106562.32208785,149333915.70297202,166865086.04050726,271899261.3794273,68036297.89946726,188536751.0689109,359480477.6183198,136487179.530227,233671668.13179904,6687180.742573764,261610660.0845258,70710002.29718392,13083685.41115728,49181492.94693205,52194253.98899555,232363740.83274654
16909,1762862.2379868687,425744.3607380303,495134.1435570478,1289378.9959021374,2591025.778617245,268790.4277594857,604453.0252030968,142383.74528219053,1093262.6945564356,6329706.432381776,1021303.4130263267,4831387.16931082,148119.80870342872,2648346.357677799,2547934.3659599028,2112434.7213081745,3308511.4665497984
16914,25096028.999146264,33198539.510362625,37254670.73327634,70594761.52398834,55033269.36324948,63956303.89850873,47570855.01716067,36992571.66988362,52201819.88538965,77819397.02744862,7209836.496600919,90121338.74695636,49993439.141493976,7394765.266318623,16761196.521127485,28514558.01614942,80670499.67940313
16921,188483334.52879798,58396273.29280703,61851607.1082377,220069314.0435716,183551791.1539852,156364380.67687756,37598079.26240802,40616001.029117554,25297623.876761217,227232405.42509404,25439507.653042685,31067534.919480674,267734327.49135453,226436181.55121115,181039164.12295514,285089088.08432084,34423502.85009323
17025,46549959.27390776,57087552.89392954,55276556.113777205,45481635.563814454,53302050.84246517,117042085.08075032,59329638.918150745,39749545.05513859,56725420.99750847,47195634.64987315,122461084.46860747,18587328.454878416,141388903.8699211,121467186.08393869,237005639.7959901,141015194.58042732,46364930.05829078
1703,24845471.045337677,4133980.666120414,4906869.0993588,8144859.513288633,5365499.578553451,2760298.316725227,5239959.546076078,2238883.337310458,6069849.115220306,7651594.664899753,3374466.522526152,42014165.2335675,1863052.3556623922,3033211.4983191793,12048384.326487143,929829.0114552022,48713172.76815374
17048,14702860.827090353,7342298.057353949,5118189.545468438,10294629.065525336,7251487.110488934,3585879.585292425,9114133.684213739,715486.6175914146,5807749.45386526,14908787.053518109,12717588.626001513,10428211.92760422,11298430.853528824,4827449.225409093,12125587.496847093,5892314.579179796,18609853.68626474
17058,17909535.679801635,1459366.566708969,11268527.08681137,16491216.095915712,25333095.70629303,35632055.75811373,17512880.899199266,6688764.042016615,19883696.58330495,23119716.04117313,1026512.7378200396,26935280.439234827,19054048.042014178,316618.87872199836,13995825.03315451,32539707.955002483,16381039.541264039
17075,8165894.171227826,9923932.658578375,11940909.909111708,14557779.60636064,36587949.70728167,17475930.94617917,58997902.5459499,63782526.43702939,28910050.361947455,10378137.786837846,24004594.1006665,11898535.876688328,7568254.070361761,17639358.99345641,38235118.73169489,30369085.969382815,185081331.25432354
17104,4113125.6458251392,4235877.294456406,5904526.328256754,15271858.383675728,24168693.010310262,19789427.37959281,9825895.475264333,21740775.763359625,6899801.830899127,1210417.3576741104,46215622.05245875,7335306.648403896,2024389.011810821,32120190.478711054,5524095.751641267,9065500.548876101,14725987.2236188
17107,32562947.588339653,44255688.88207942,41786595.83755024,44425092.93175422,49300648.47861842,63807848.585442916,51911668.84871684,18686010.191871807,40439965.0210402,87271904.29244864,3728854.538556387,59763856.638025746,49333532.28186506,16132123.162148783,10849945.450428266,21312304.757064633,49133020.05683345
17110,14924799.40952408,16739254.1980788,4522175.242224671,6075062.079360444,15251640.293293282,11428166.723551039,20909164.178291198,1953867.9385005473,8937151.402504101,22431801.951708354,2592955.8910332536,26633505.48262869,10112778.634439081,1138884.8483269128,45707099.530349135,12661903.974187098,19673781.89798906
17115,432038956.1810512,357606307.9841937,456806573.9414614,386643361.3049285,232004297.02151844,520464386.2966665,362096637.0446189,194304039.5609126,328400790.98150164,412417505.5875888,108000159.75857274,257654213.30714223,177189720.13727272,140707825.34893367,266877629.1534697,419312472.81569535,361707023.38142866
17130,60877437.34217577,44933521.51689832,42550906.87568705,74471926.26806714,24015675.171249263,42112162.36007485,39444904.909124166,31740598.7721948,136178435.26244843,32740310.31090649,200391031.83811882,69025794.32445398,21464517.0964281,15707074.258301197,44056359.82361232,27574286.083973877,36851026.39265928
17203,34874286.24029329,21962291.05443033,40749239.43055966,25551237.00165066,16717445.850473328,44921126.60210677,39427468.977288514,16806014.16765398,32880915.3420142,19907820.84570277,6213252.637146391,23169871.67531479,7475117.636923761,69696625.27660444,49845396.85856442,3560772.472908988,28749577.587267738
17213,497592176.2710386,810147680.9165791,346723396.9349859,510259679.32966346,547015654.6793011,277460826.7739756,498810158.83911526,968990991.5504661,393671210.2617615,472248769.6957559,7732798.185744112,747788424.4190916,48766188.239318,17087992.938465662,30323577.067146145,71051677.64374,353765063.1734304
17216,39154737.40973537,40767969.58285715,48491871.16678952,30214935.959260378,7594670.658349199,67656699.93575305,15284857.093332253,17403956.93286498,16374700.634957386,32128206.479081996,9807925.075355122,23312489.051934592,7436615.811435286,10679688.547642626,33549126.422743678,86462191.45568845,20555242.190889373
1722,4592864.312095088,6434742.953479386,4613632.863552422,2866893.0338033335,2516873.598212994,4213997.423762441,2288876.2006823793,12457262.371926382,888392.7244988837,5814605.192086317,13693972.615678944,4632858.408150511,6350328.955020528,32678493.716118153,6024625.7113509765,8229418.365289081,4589756.27042154
17235,203769258.71851245,23000154.08593268,29351362.246635146,32652900.907164343,43885580.12772568,36197310.13189637,26260320.54712797,17199009.69819668,39331599.02445693,171296605.0115491,33388311.299127635,125023713.04824832,102864986.34441616,70091520.00363456,79300221.80711037,63022784.536886804,178043756.3243756
17245,5348923.410571204,2969957.3047077693,13993809.292567406,3008447.4590274864,3066616.705931445,9320777.330326444,1413416.700057684,14440516.164728273,1390051.7948238316,6358335.725664427,27307738.56717749,2011217.0858235825,22948081.16151293,5658658.558196335,12196819.850571984,2258820.816128782,5671090.2969087735
17281,137759.9628984012,1432756.1447183837,1924709.513310982,0.0,7678517.802592695,2044682.2143141653,1969156.0021040558,6731867.848053628,4794485.786778394,279993.9282993547,28304508.48315183,233646.161773022,3252744.9983712626,6233393.502293613,14287182.136019802,23174449.860985644,812196.7135086631
17296,14797315.729957646,4255783.3877085475,4617990.084821253,3784049.134553152,14536203.310160752,3499164.1128379363,17146155.25481064,6431604.670772362,2763794.9958244055,17620411.565790407,1775642.1224298233,4038697.0173056573,113885527.75333968,37297675.44809486,517378291.98623383,65941406.98208736,15555122.11869835
1732,48613532.41542654,46440114.92537466,94210521.54285714,79119422.68672632,60792381.48310692,95213932.44380686,62566960.66195112,49964179.438568465,74507008.16381241,46239054.0176947,16681932.823235653,27245377.03076277,39983449.17017259,36706777.75217992,32304749.816112407,31926242.599309556,52545085.48558706
17321,2114521314.4357617,2999439647.3888545,1584663514.4862335,4732447033.789966,2549038666.0493207,1089659834.1225746,1902126921.5766475,1593744608.926015,899794831.4790038,5115358573.9608135,12101175438.923435,8152379338.796669,3431035628.546369,2838578887.7896514,2381163096.3699408,2454956802.2868867,2256835668.342661
17328,15909177.275162438,3203536.7840425675,4069090.3892306634,2303123.9966594297,4193857.195443975,744263.8726211211,1101439.4518363357,3494309.7836144543,1933333.6550306038,1702045.3815080146,2809889.08591852,2314402.887183088,23664965.379099667,24425763.824904725,6629582.954982167,7525306.549859345,602769.160488366
1734,46672546.78835152,34813989.22592424,65203903.94487322,129790945.68055397,95187865.92167825,41672176.11864629,84485121.34168713,22121375.298104204,98682447.71563335,38679701.15266632,122854512.26585846,16648707.18773903,76617556.28487518,156572194.99029177,69454611.55381873,65506977.764273845,40869075.209051475
17345,130547149.68265244,49266809.35095334,71391373.98949431,212845714.77089173,67617097.5406971,81799984.27829623,46550471.91964836,40081977.447206825,75396111.29860242,38549309.89311179,156391305.58746648,41957046.40058224,40185925.55941686,67202937.82547498,98995592.3861666,84410526.598499,48714746.1352244
1737,888514.7235050511,2300275.0176440687,1289590.1031088314,994287.7833352947,4341171.48652818,976105.8910522661,4702967.4713649545,226375.61421745762,2457605.5915142763,376814.27895277826,2076623.3731815442,718507.7924669691,4246115.818475924,6486968.586321746,3839040.2573142047,12751407.111309934,1332754.2421742897
17441,10947710.55697615,5085241.959593079,9795121.81520815,7167250.058653109,2535641.1846345062,29131782.81980985,11942137.636854067,5634771.411651395,8058345.383357124,28260599.949122407,13082419.442019476,59732463.13059616,12102717.448653232,12192682.072233135,4216695.341020767,21518285.969150897,4147877.1645428645
17444,9501702.603350654,11529741.951829152,26600075.403140098,48868721.365727365,33070602.39178618,13691738.05056609,12138137.057790693,56057574.652341165,35684335.36348844,13660205.43482852,39732962.96753571,9859142.605499944,31609824.906405363,29313440.322093707,35635386.30659114,41793754.93340402,8096790.258138582
17453,99999553.13390566,83498695.47324571,106382932.01327534,294002444.27689886,964154029.0968041,215098685.05873373,862721575.3709675,57053967.03544834,772410721.2149249,366957731.2909523,27175633.64164174,221996380.17852673,38366897.50341489,43707074.35795384,39442281.22927972,48862683.44448073,483306149.1767224
17488,406709124.1928232,362162211.7567517,507096603.14569473,342894441.6873128,389326133.42617387,630425617.6671107,237635683.25409535,348765219.3044775,191746234.70203757,271271272.03447163,93349141.49783733,101044707.87870497,139580798.72500154,105772765.20571217,258992812.8876067,215322791.15821713,399236887.56511664
17489,87440318.01826242,47281514.74108295,145643666.43306816,86247949.44263443,81068860.01092832,99277537.19751146,85943472.20599455,81774515.1815855,57291988.17977786,149893367.71156445,34918503.44075718,90533927.40007216,68186771.8951825,49981944.8269268,73274208.9388881,49724766.97745249,108939628.11741118
17496,32532769.29506959,267078171.5344802,184893162.2829348,26909957.570104662,157136340.11036196,176851532.538341,146673002.46227416,257340502.75340834,212897628.72107157,279170051.4023302,8030892.08700492,336137369.3269157,15591009.30988736,24005095.75539694,109142746.57791743,46642757.77209679,232265273.44017377
17500,126273847.9646629,98691288.37077755,153461042.1935212,182043582.0869234,116599181.24161938,117993647.20775738,124345731.22256303,131497485.74281423,87172083.49057204,168400966.9199794,40866029.66370188,145768582.7491778,65122864.106725715,46348169.033491686,92138380.74378483,112594534.02086249,213988312.0145113
17506,17377843.40311701,20855837.929338038,28571650.962682717,27381696.422168404,37437381.557325885,36036039.97517173,41777937.29914208,21455153.917317856,45960879.32286875,36286814.64046379,4983513.77212939,24912539.903065484,10551288.192988541,9374736.15032195,8731727.005480904,3610714.674418163,23897641.69365297
17529,11569702.890863439,19256532.36018115,17345387.093696997,9526504.419189043,25902115.961745862,23617898.244739197,23239275.95550861,7812938.322553727,19792961.803644784,15125635.826778557,2249255.9851234257,10768503.344740123,42546337.35016376,3008753.5080575957,45268686.758127786,38014547.088903286,18289906.552123636
17532,52862921.88207474,71204399.8711417,115954298.3186222,136693651.6592492,188741930.3452654,109658716.13479446,167378266.1015204,86495330.13044173,159523160.36336175,91200177.26623355,130746711.08745536,90290654.84757817,134028905.45487815,126702797.94322048,114543462.48647273,261581786.2827885,58366658.069899015
17533,34403066.43590478,73514755.63116424,44838527.672315404,99487303.65253706,68160553.01794307,35955645.46778382,72357364.3046958,18474299.414889537,67146053.52637202,52513418.509620614,5168002.060130244,75428854.70655765,34546589.68709068,43274891.067963324,48919051.60640177,46280096.081924915,88707.47153690708
17575,292229639.9345529,330008922.52789885,259211817.6766792,239189006.61466005,319595419.6507231,255958095.92680714,283916897.7553664,114986102.38495623,195647192.54635432,319928893.79377055,228077515.0284143,305984193.76055187,660793591.351925,636097364.9613116,429562803.17609316,545143886.3382907,282930569.2174574
17580,49606161.711422004,69019718.5355588,71703868.71721005,56007995.48162331,128045472.99743044,81585072.66591439,104672801.25353482,57858655.28761876,39120198.51924978,85624387.49585292,2621663.777459121,35446532.504199535,36494845.358336486,92924202.25683421,74070200.59882793,109268206.41276562,46167083.822690025
17582,281415219.88452303,222960481.8747971,326880891.5926403,254333302.3558625,186544060.33420807,297188405.1860484,246631163.94823697,331051017.3864492,268876854.21247035,355963348.0243135,824817124.2871077,225111868.1792959,173625430.35263664,165852402.52602512,107045866.03762588,105768165.43473612,196125550.80909038
