ClusterID,NORM_INTENSITY1,NORM_INTENSITY2,NORM_INTENSITY3,NORM_INTENSITY4,NORM_INTENSITY5,NORM_INTENSITY6,NORM_INTENSITY7,NORM_INTENSITY8,NORM_INTENSITY9,NORM_INTENSITY10,NORM_INTENSITY11,NORM_INTENSITY12,NORM_INTENSITY13,NORM_INTENSITY14,NORM_INTENSITY15,NORM_INTENSITY16,NORM_INTENSITY17
10564,60817623.35331869,161904388.28895947,70584979.36456503,193167745.22410044,563518740.9033402,207211277.9001662,467564701.61004895,61685445.23056671,629099276.4171798,131324031.10294285,118659161.33023246,557084250.6414785,46324548.981789395,79431319.09666212,99547253.81115134,54960875.398168616,53735781.48318367
10583,5476938.8379429635,439732.1665404688,2592395.7947864947,368315.8044641312,1867519.308061101,9322409.304324606,1744647.078178682,5794404.3442824995,1790046.0920002603,1413025.6740883298,3373653.404580071,485251.80472207454,153554.65906273073,560950.3345953103,1767838.0074722078,548662.3268988719,6308707.54361689
10596,984435.6230585333,2271790.754853675,1267483.3434690214,1170260.588430952,226554.3747608465,1294844.31539161,1176756.6775694012,1967738.6482697162,30623.575377314413,1014902.1126603738,3807312.266134491,2311178.153406488,5354891.241592439,5626585.995415599,138611.68742299685,2193014.245064829,1692986.0862667486
10625,35538490.69895609,12750967.657805344,56292273.81213705,4298713.0738399,12687544.547996126,3610718.7353388527,21479825.458599795,51560147.11417448,5804552.408214692,23361979.627917722,6233151.642141966,25375418.96219859,29519537.366966225,19992731.680007447,31683745.07220862,25243937.886635423,39475751.80103191
10633,38712685.404714584,54125663.39110057,131675851.25637747,65429342.46061148,85746900.48976958,71878769.75224885,75601082.067118,46601585.43783709,54999704.113238834,185730246.33875057,236382917.47548828,346856301.2957139,78689469.94805327,168714026.74749663,93780378.41902453,132340112.16789109,42201733.13755243
10645,90766486.3692619,63901235.70192508,38402192.65211774,69675261.69303747,112060569.86375701,34824072.85705653,77611271.11093438,42316882.512155175,62874787.250761315,69498958.5035409,26161790.95961838,57355467.657124564,61627303.899715014,43012128.06220017,155283154.80953863,93965069.12883049,104599035.35939659
10656,138730802.03355128,21428433.36400453,75369566.83379166,313392903.6252588,16845132.984620564,20856947.954113092,32171471.067331765,19734829.623717993,70695123.06247735,12506370.046887552,24069825.871411692,7178630.679339625,28683713.999065436,29479997.452902943,40565359.5766695,101227113.38887826,151989090.0836019
10658,14657969.6919894,16085987.298692271,5810679.4745546905,7518074.520147129,38614051.00158414,2130927.791048885,12483944.591236157,3235255.4599168734,1272474.4614821966,19273651.178124983,15141456.577266524,12891486.653800491,65792704.328003585,37710180.45911077,43699457.151268475,109208256.67499623,10719837.383833913
10671,10251306.856940117,763916.6444484348,3802483.083880978,86110.50608816184,1504531.7442634902,4215334.47227288,1567711.1695406863,1597840.804412495,1501740.1096346444,1534206.6299097303,12040.529139310906,2071717.7963150411,72856.49364401495,371972.4447347207,3620027.7142527937,1022836.672803332,2517215.060457146
10673,14307924.77512414,31221139.912402928,36452414.61076645,34343880.245853715,31553607.46544493,5986464.5940725235,39503876.20154256,35428015.35343109,42499081.957770884,18978182.539523207,19227531.68792273,26873434.90806763,45133393.129407234,7687056.028673561,15133639.66273213,6919948.189755594,7028813.539177557
10698,1612947132.341161,2481807665.618898,1443219049.4525375,1357546182.3715942,2608771569.0753827,1063124834.8557068,2887789446.540285,943766565.2860761,441667890.64692503,1787618839.200921,193052513.90250683,2075171556.2484505,502389018.1965862,721524551.4575648,432434264.0861179,238491968.99194053,1329693336.321128
1071,2289853.714074296,3026575.9850477045,5474104.666547893,4895544.454935709,14659695.359187411,4164712.707542418,4357399.0998497335,9601103.296732498,6710883.083085318,12478735.507482855,20305980.213270467,21692865.78805713,5665112.272745911,10749814.36043666,5020014.663390938,15639446.236291183,24537475.886432327
1072,11189387.122569969,4931888.20132192,4855676.367902111,5307160.562888429,10902511.581546724,8196356.4459697325,17184279.757155906,3627218.036162708,12566784.513261292,8582980.58532733,3504769.417442639,7434792.006268882,10295862.642105509,1945520.9562021163,38711960.62353787,5296324.959534989,14351168.363084856
10755,97793891.84966622,170788825.66712397,71843456.87561893,163846719.32187235,293468189.62898225,87991701.56743468,184198008.5671305,139510794.41224092,287390427.4815238,85560358.32377508,342929784.7287971,148266056.00664806,246844790.20671603,281339215.8347412,258410726.24092147,377518646.833233,105955157.88689871
10766,81182941.61569498,72319339.57567632,26268071.91632032,43499137.03898437,27712656.77679895,28304720.31023536,66666140.96148673,19508303.546483126,22422917.61240702,35527923.444564894,36148359.170679465,37080806.72070861,23754506.93522746,37663587.487178706,38845770.24382562,63254224.46864842,33205152.84889275
1078,52605733.521879695,22574075.286008462,95402203.20596328,13703697.028253999,83053438.49268012,36930579.49854543,83556032.90889435,60911529.74067195,84879693.20568806,36311184.12189576,5082305.502572544,10632723.593307387,23219944.149508543,53691471.84332891,36504079.01699408,20480917.32359384,77260420.34269442
10792,2636083.105134549,1389778.5871165565,3223095.3723583464,2848646.2901727026,1150534.809350052,0.0,1526151.5816267966,1614398.5239360211,0.0,513169.90736264654,2524746.627351726,803153.9163588899,4970455.240944921,2865370.3579770564,16159480.149787156,9312523.65796764,3762021.64155852
108,248377846.5378853,51690778.71214311,148768207.68364775,144293930.46529964,201567088.15176892,130090370.94575636,256277905.94431657,69494836.21113029,71868762.0198803,227005001.05815613,5633150.328552064,58454996.32356006,65070600.347927436,18039275.203665137,38463644.271363065,73150702.11605977,194850914.88954467
10808,322751679.61807257,280798342.7468545,118432925.90759426,88651620.26628351,235184841.01980996,244957452.56298676,134931759.53928044,290708152.40745425,373390322.31278735,243107571.4349621,1370827639.6922662,113144762.11048046,801849423.1204574,1318261256.193962,387168735.7980802,759570512.4991881,234335094.38077685
10810,6115702.433762145,6739459.699429793,7410608.792035144,4209604.173994308,4133681.745102998,5195666.43889507,430773.5279133779,2150636.5809481544,5390150.616602296,1498660.1597851163,185414.2975090176,325182.2801989906,244194.4042103636,686272.6685125706,182998.48060260346,1468829.9451055177,2921286.200931153
10812,7265668.991381223,18773607.54009156,19150246.354277253,35131806.20987386,31851483.260911103,17663352.152784374,16616590.273765845,4217250.103909758,11715603.959432632,8753496.014266543,18844378.695645664,10197880.263986643,34089117.02724198,49607323.35491236,76689197.87366067,65244116.78567679,14181784.921809655
10819,44694247.20740189,23539720.633440644,48767089.92898399,99412392.99165443,121274473.89811015,20498376.02437049,74632631.44048566,241825623.7781595,55217815.64515728,58731592.65387361,62314773.71443255,81344550.83969472,38049485.07494626,3893525.285647342,44256722.21906772,128968336.456671,54473250.91047744
1082,85056316.4182582,162853945.8585438,104530024.18291357,173621946.56155044,79347616.26082,26190726.795792043,74478671.22263396,7591147.841350592,62174180.872319296,110612424.0287162,59538611.73567054,88828377.9232838,103685454.3194979,319888706.32916665,44432837.86500097,33030730.886105273,94823541.96178742
10832,502738751.70696837,308211562.9143829,372669681.31987894,421597531.23110735,552316515.1664393,236179713.91048384,311984506.6205783,601086102.7742202,522853626.2737718,573146661.1039033,163026395.03563902,337975092.76607585,318999859.06740564,219843144.6257592,203982124.5794558,364683319.0573062,223204426.43192136
10858,338326027.6398055,322079451.49860525,122139955.67940167,422039782.93885064,680107353.770723,237441877.1269746,157400051.9176172,113674593.6239771,491444424.7740998,433887350.61415315,174505418.52248842,612304627.4257014,192346105.36507607,492328849.8220321,138586636.10364953,185914757.5801138,412357326.6910424
10865,7891854.425466672,73135378.15853037,72875157.08644702,97023072.09295382,111359518.89601544,80193010.43105476,92571373.18313387,31500789.22001221,91721820.58334889,51766521.62703616,397269.0658652232,81802717.09989458,9488122.654307056,4165407.610006691,37776.325685854055,10173113.696017679,3244054.713047021
10883,3542303.466164134,3573978.8279027855,3086548.238585621,5733426.560023343,26219246.77273421,8651165.121737791,5943908.212863303,1689519.0931087027,24638915.612065442,10354985.666259699,11400.227782152031,14917719.674452491,5218807.481292653,532278.4326092409,4095449.6683264617,6195699.423010303,4034041.28797279
10917,3197747.8178452663,49767079.73867423,34172736.08033111,59187417.41594229,84925283.05819355,50587329.494692594,58286582.57820329,3831810.6886415374,78393908.43313326,3363784.9643078065,29884693.347875655,4593160.030264593,40528517.72100679,264834074.79252762,39333334.67087978,38502335.96468653,4979700.298160009
10919,13764452.342561193,9068195.031245276,6681209.852433518,9736901.55432072,6575251.408826679,10107663.985307943,15569692.616924213,4167599.673397089,15063906.87353935,17880379.945530012,1645332.1130611496,10800442.963441055,17204010.69873329,5246017.499617333,23350918.593907643,13135576.711099302,7663254.696457919
10920,704288523.5431281,462052510.79825693,1454967265.031176,584027241.3930475,2587412477.3155518,782821146.616932,1066324131.716913,1031775589.7201073,1411773777.92983,620946535.833097,402190891.5851009,488879987.2485068,548349591.0499218,504053937.9149091,296627540.6085757,1017837023.5734363,1224648075.3257155
10927,14239419.058897195,48048.8332759066,50893040.13048769,2975502.85619827,7261883.233408992,19204491.627769455,4868261.512047015,47216270.15446569,2100598.2410299177,2599560.5168072376,56156266.02963056,2501432.6713504316,17525826.39600308,11662537.098417237,55286772.85383608,38513423.82044601,46686203.42306561
10930,80196812.81791379,101654968.81658456,50087672.29263189,165817792.46189713,129573190.70039468,75782968.04101427,110114881.92918834,66709844.97099237,163698826.07778978,177451993.91272268,251823036.20443615,215789109.93291,178749652.7159043,136529552.33881405,133228546.32507707,140777513.170934,133279301.72216752
10943,80383302.97273661,143437306.10599783,114525753.57393934,156971977.46097076,185260218.4302707,83403097.84524253,116005723.83590077,22986639.310675204,159827836.79024825,111715925.23360312,142383193.33941722,93903155.5672536,85489620.6998767,40202126.00382585,19810925.642790634,27495007.762257006,30867681.22624416
10976,106881982.42165512,85161605.94669102,130605297.59318927,154218525.3403144,163051393.4450928,155734261.1000259,218194534.11693144,81977482.43699256,155963293.44415367,100158007.5786657,168750251.86400437,113425765.11161982,166210963.01644978,160243460.7221753,185725500.25079525,380050499.40950006,112781378.66722256
10984,112718296.8160969,3769810.4709812426,2640221.864239682,2554646.95559808,2170644.26235485,3100039.6539615626,6490678.529049752,2071722.0571618339,3709474.1627182094,54391670.12531507,14619822.7845595,3753562.978191153,34066338.166897036,36709546.09109502,34265573.34160888,37699422.924875446,87903865.52544974
11045,223516945.5142977,131774966.5457717,236792426.65500435,394308568.1993884,421958599.3247396,284802250.5803824,339748807.960121,183880278.77228367,281397906.93724084,112980059.53992248,395637389.5682985,185164740.57336313,281175148.8891041,159588374.58806103,345060253.8473419,379475740.31550074,252829108.95941517
11086,12660063.291472001,7729593.57997735,9907916.705484295,14710689.491521824,35576737.77067045,4699819.360536278,13730526.863251176,6260560.014989063,19728218.306243226,16192594.945965955,6570661.4425487975,18573438.205870867,9865188.055711389,2317709.860864356,5289569.536145595,22216170.85400887,11460557.02534823
