ClusterID,INTENSITY_1,INTENSITY_2,INTENSITY_3,INTENSITY_4,INTENSITY_5,INTENSITY_6,INTENSITY_7,INTENSITY_8,INTENSITY_9,INTENSITY_10,INTENSITY_11,INTENSITY_12,INTENSITY_13,INTENSITY_14
11448,0.00032478990883245474,0.000755336074607537,0.00021446584554513752,0.0004569361738063119,0.0006730733282214246,0.0005991345817882935,0.00032966806032391413,0.0002902328001149761,0.000306067193898246,0.0005624105963124683,0.0005352579418994818,0.000222594913512228,0.00046013388080592716,0.0003076859798826559
1147,0.0001249717787974049,0.0009808415994933674,0.00024925393909953393,0.00015552823489994178,0.0005154771245704101,9.477591207693123e-05,0.00044707818051067233,0.0008876382109004808,0.0010297761780297555,0.0003713204858579092,0.00104019080223419,0.00039393121208135327,0.0012965676054099114,0.00040514780406791757
11507,0.0011139274265650342,0.0003772779639682155,0.0002608348237419051,0.0003531970338717462,0.0006047930498202403,0.0004202787477722564,0.0002579431658730599,0.0005937001420207338,0.0004659981681422546,0.0005513523205928813,0.0004573652756186009,0.0005403141049648828,0.00046082404932814354,0.0005384170941369269
11516,3.505916100424776e-05,0.00014542724641584674,6.439651036450973e-05,1.6589662447479945e-05,0.00016999759166816313,0.00014439691044804115,4.320264983878262e-05,4.3020279775495636e-05,7.634261447168197e-05,4.593640280919683e-05,0.00011117212937904304,9.526784459259876e-06,0.00011672765333729298,6.095418376875565e-05
11535,0.0003000162800802754,0.0009045174790276891,0.0004213237888217786,0.0008053747558572247,0.0007994995465253618,0.000895578216072241,0.0004717973985986681,0.0004571908268462604,0.0005568136212635932,0.0003450886748666408,0.0004704113644750232,0.00033359733343091887,0.000786101129498633,0.0004520242402003926
11548,2.7057103315100838e-05,0.001436271283725467,6.131416817473178e-05,0.0015277771279960184,0.0006057643331630553,0.00018182797621408767,0.0007051389755844626,1.2680462621409377e-05,3.4282873375376274e-05,0.0016985139571493552,0.0017507676972477256,0.00017557096107273057,0.0015516753821456998,0.0005985043607391482
11562,0.00012772295480862188,0.003402095881390028,0.0001939927031310848,0.0001809630898304097,0.006976282632872506,0.004743135737410049,0.0024925550885196222,0.00017675348510857016,0.0001837569764407506,0.0002350458805420358,0.00021361678673683347,7.807460127776335e-05,0.004127877946045464,0.009390751860959761
11571,0.000256963217026983,0.00011981504208176124,0.0001902185717532435,5.174898478926387e-05,0.00012486712478201217,0.00013919282760479153,0.0001125207888572999,5.826135098466187e-05,0.00026367915086150786,0.00010011803093391386,0.00012328671034334736,0.00017228710136439471,9.106823986728989e-05,8.336326046994587e-05
1159,6.7124973295860685e-06,2.7874069076314846e-05,1.4002694294236253e-05,0.00012727256779120408,9.190176024177361e-05,2.744996267846603e-05,2.932666622758267e-05,3.19588329549871e-05,2.843487440229289e-05,0.00022146249713191158,0.00011900728417102526,1.1340205976303335e-05,0.00021420494135741442,8.291651630627422e-06
11602,0.0006334723192320201,0.0007951186153688647,0.0007503973629415995,0.000632610628827445,0.0008342135955546534,0.0010107029360198246,0.0005013733197464152,0.0004295808179008482,0.0004899299152663385,0.00070561586262426,4.7595713540100745e-05,0.000909878789950727,0.0008777574161328079,0.0007030906704063002
11606,7.856852818187829e-05,0.0001618508370862155,8.031970104940582e-05,4.591725294225145e-05,7.506855566962912e-06,2.3099800195279714e-05,4.8861851353237025e-05,1.239655439865301e-05,1.5203124196566465e-05,1.0833118551987152e-05,0.0002789051222237304,3.0322930128626523e-05,1.0899586050820542e-05,2.77021984933156e-05
11607,9.324548568661401e-05,0.0001401668868064939,0.00010480070639563558,0.00014660236581104974,0.00014851911961458295,0.00013101131772566338,7.327641070593939e-05,0.00012138146255965259,0.00011966938136508054,0.0001769057279175917,0.00011959666827669472,6.639677517725406e-05,9.715789906022123e-05,7.524671428727117e-05
1168,2.9040959418446487e-05,0.00020193195849515242,1.6316803526047336e-05,0.00020572471648687738,5.743237752970234e-05,7.617436559883378e-05,1.8006666069930405e-05,1.9299119696904528e-05,3.198500790906925e-05,8.524279265470536e-05,5.746061158207125e-05,2.6945186243691774e-05,1.5000436174316863e-05,5.280865294782789e-05
11685,0.00017628324244561963,5.676363469374722e-05,2.252223424994522e-05,4.6284466479718635e-05,6.814898794138362e-05,6.866408594588347e-05,3.178149056422508e-05,7.108049025100984e-05,5.357210843519776e-05,5.685956600314532e-05,5.096136973476524e-05,1.663998478864936e-05,0.00011140363587309679,5.45255485537304e-05
11699,0.0009494976530784965,0.00033927883131042885,0.0009751976512754934,0.0004776171369451542,0.0006209450311270475,0.0004093797955484708,0.00012971852138875598,0.00047335630145910033,0.0004005560060088444,0.0005098681990004045,0.00028322558502237317,0.0012474431483207684,0.0005477636819189593,0.0003958397177023041
1171,1.0896386918786203e-06,7.505932683533149e-05,3.7512786080628226e-07,3.565379510059501e-05,4.039921183969522e-05,1.3374955125654378e-05,2.283571218231577e-05,4.3640653702946775e-06,6.663629770936391e-06,3.269309124284529e-05,4.747090962671486e-05,3.144128835986165e-08,3.9181290135559366e-05,1.779988106685644e-05
11728,6.606607030192612e-05,4.7275792770153754e-05,3.6172989653515345e-05,0.00018513905164469372,0.0002769790562545959,0.0002696430145974746,0.00017674576107320586,3.7064843644902665e-05,0.00018584859608775293,0.00011893507697156892,0.00014150369219727806,3.098078729742978e-05,3.892370326920374e-05,4.175143994613209e-05
1175,5.736728130716384e-05,0.00012008413184021818,0.00011717090749582674,2.2693518693666764e-05,3.534136489488115e-05,1.3216285945938248e-05,3.783521803301676e-05,2.324894445609501e-05,3.7314528307313474e-05,2.240235728455531e-05,0.00025410966993599966,2.415743988205599e-05,1.4211237345986855e-05,4.754733337759031e-05
11752,0.000330960875736547,8.530391929713883e-05,0.00022782600395073808,0.0001384304324453615,0.00023532180101447277,0.00015993387967952306,8.906570829248163e-05,0.0002812875876960676,0.00026654355993030237,0.0001538230124171974,0.00018732908405615274,0.00016720003344731154,0.00023027519147317312,0.00019334066831462637
11760,3.5297949131268064e-05,1.7540397161008154e-05,5.705411391245539e-05,9.500060689766504e-05,2.523915164476261e-05,1.8106044308167923e-05,1.9118865564695292e-05,7.21107381079392e-05,7.992213385631877e-05,5.240732225850198e-05,3.778195458586148e-05,1.9588305951684986e-05,0.00010655841850581681,1.185139948461249e-05
