ClusterID,INTENSITY_1,INTENSITY_2,INTENSITY_3,INTENSITY_4,INTENSITY_5,INTENSITY_6,INTENSITY_7,INTENSITY_8,INTENSITY_9,INTENSITY_10,INTENSITY_11,INTENSITY_12,INTENSITY_13,INTENSITY_14
2748,2.778001674993097e-12,1.7826730243475053e-11,0.0003051610578637329,1.3267793326044553e-11,1.6593543473022342e-11,1.9330611949872135e-11,1.4671380003373648e-11,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2750,0.0018044793513888678,0.0025934053517898273,0.004280542388530967,0.0010114682473098009,0.0017942820744926162,0.0022190809115035836,0.003224974357277075,0.0019826853960548366,0.001156650597801188,0.0004989368457600091,0.0015913393914409096,0.001950977435701246,0.002869463205791403,0.0012843353969857856
2751,7.17108018619502e-05,1.7826730243475053e-11,7.20183751926549e-05,1.3267793326044553e-11,1.6593543473022342e-11,9.648714510699493e-05,1.4671380003373648e-11,1.3126831744648614e-11,1.792358366302242e-11,6.478460817211877e-05,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,3.7278897796660066e-05
2753,0.00027291273747843904,1.7826730243475053e-11,2.99757933109747e-12,1.3267793326044553e-11,0.00025195868719045747,1.9330611949872135e-11,1.4671380003373648e-11,7.53251866538791e-05,0.00022717540060469843,7.356435422996795e-05,1.2983481072554622e-11,2.1654666736948538e-12,9.851366334212333e-05,2.4136735148903757e-11
2754,2.778001674993097e-12,1.7826730243475053e-11,2.99757933109747e-12,1.3267793326044553e-11,1.6593543473022342e-11,1.9330611949872135e-11,1.4671380003373648e-11,0.00016874838874143222,3.577391363961407e-05,0.0001356808566419866,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2759,2.778001674993097e-12,2.6093377245439794e-05,2.99757933109747e-12,1.3267793326044553e-11,5.922152697804309e-06,1.9330611949872135e-11,1.4671380003373648e-11,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2760,0.0017291685843823224,0.002341908622484799,0.0014037490717468321,0.0011357302202466364,0.001808645362755147,0.0017234965423815296,0.0011593454173665085,0.0018272955079480986,0.0017343481859165275,0.0013389459761368528,0.0013538317282543982,0.0012424274458853262,0.000615167644942399,0.0012759071387126101
2764,2.778001674993097e-12,1.7826730243475053e-11,2.99757933109747e-12,1.3267793326044553e-11,1.6593543473022342e-11,1.9330611949872135e-11,1.4671380003373648e-11,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,4.663388134295381e-05,1.605392054755723e-11,2.4136735148903757e-11
2765,2.778001674993097e-12,1.7826730243475053e-11,2.99757933109747e-12,3.0127722284975734e-05,1.6593543473022342e-11,1.9330611949872135e-11,1.4671380003373648e-11,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2766,7.459422592250761e-05,0.0001463965314916239,2.99757933109747e-12,1.3267793326044553e-11,1.8721532675089675e-05,1.9330611949872135e-11,1.4671380003373648e-11,9.435494460478828e-05,7.619603984847806e-05,0.00011674687594585586,0.0001514969439192771,5.5832775110942854e-05,1.605392054755723e-11,2.4136735148903757e-11
2768,0.0002595132853072539,0.0001581916053839494,0.0008293094104579441,0.0012868037632045362,0.00015748482425217386,0.0002778868641343718,0.00048715698168966053,1.3126831744648614e-11,1.792358366302242e-11,1.5053082695332335e-05,1.2983481072554622e-11,0.00041752917728072274,7.489821778530226e-05,3.114650163411324e-05
2769,2.778001674993097e-12,0.00014612838181530155,2.1092134231961596e-05,5.722362111701703e-05,7.778304811342241e-05,0.00015238640355181378,0.0002599145443089067,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,8.523785158942834e-05,0.00010511076705381166,1.457482468574914e-05,2.4136735148903757e-11
2770,2.778001674993097e-12,5.716551067365876e-06,2.99757933109747e-12,1.3267793326044553e-11,1.6593543473022342e-11,1.9330611949872135e-11,2.8303028648668212e-05,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2772,2.778001674993097e-12,1.7826730243475053e-11,2.99757933109747e-12,1.3267793326044553e-11,1.6593543473022342e-11,1.9330611949872135e-11,1.4671380003373648e-11,9.297793995477463e-05,1.792358366302242e-11,6.763086703982081e-05,4.451041125128822e-05,1.8691206104797066e-05,1.605392054755723e-11,2.4136735148903757e-11
2774,0.0003668798053397807,1.7826730243475053e-11,2.99757933109747e-12,1.3267793326044553e-11,1.6593543473022342e-11,1.9330611949872135e-11,1.4671380003373648e-11,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2775,2.778001674993097e-12,1.7826730243475053e-11,2.99757933109747e-12,1.3267793326044553e-11,1.6593543473022342e-11,1.0814916798206915e-05,1.4671380003373648e-11,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2776,2.778001674993097e-12,1.7826730243475053e-11,3.0494962060803455e-05,1.3267793326044553e-11,1.6593543473022342e-11,1.9330611949872135e-11,1.4671380003373648e-11,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2777,2.778001674993097e-12,1.7826730243475053e-11,2.99757933109747e-12,2.863311863459014e-05,3.803640068414421e-05,1.9330611949872135e-11,1.4671380003373648e-11,0.00018053687435555518,9.255337115310726e-05,0.00014919451138384595,7.1727955276787e-05,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
2778,3.220932929258016e-05,2.2190179005170444e-05,2.99757933109747e-12,1.3267793326044553e-11,1.6593543473022342e-11,1.9330611949872135e-11,1.1920745666201146e-05,1.3126831744648614e-11,1.792358366302242e-11,9.292359044541308e-12,1.2983481072554622e-11,2.1654666736948538e-12,1.605392054755723e-11,2.4136735148903757e-11
