Time	5_29_2019estimatedspikedata_sspf2_14_track70	5_29_2019estimatedspikedata_spf2_14_track54	5_29_2019estimatedspikedata_spf2_14_track35	5_29_2019estimatedspikedata_spf2_14_track22_cell_next_to_35	5_29_2019estimatedspikedata_spf2_14_track13	5_29_2019estimatedspikedata_spf2_13_track61	5_29_2019estimatedspikedata_spf2_13_track52	5_29_2019estimatedspikedata_spf2_13_track50	5_29_2019estimatedspikedata_spf2_13_track13	5_29_2019estimatedspikedata_spf2_13_track8	5_29_2019estimatedspikedata_spf2_12_track62	5_29_2019estimatedspikedata_spf2_12_track54	5_29_2019estimatedspikedata_spf2_12_track50	5_29_2019estimatedspikedata_spf2_12_track36	5_29_2019estimatedspikedata_spf2_12_track32_1832	5_29_2019estimatedspikedata_spf2_12_track17	5_29_2019estimatedspikedata_spf2_12_track8	5_29_2019estimatedspikedata_spf2_12_track7_next_to_6	5_29_2019estimatedspikedata_spf2_12_track6	5_29_2019estimatedspikedata_spf2_9_track95	5_29_2019estimatedspikedata_spf2_9_track86	5_29_2019estimatedspikedata_spf2_9_track72	5_29_2019estimatedspikedata_spf2_9_track67	5_29_2019estimatedspikedata_spf2_9_track45	5_29_2019estimatedspikedata_spf2_9_track33	5_29_2019estimatedspikedata_spf2_9_track22	5_29_2019estimatedspikedata_spf2_9_track6_1507_2005_3764	5_29_2019estimatedspikedata_spf2_8again_track60_388_952_1214_1627	5_29_2019estimatedspikedata_spf2_8again_track47	5_29_2019estimatedspikedata_spf2_8again_track45_same_as2_832	5_29_2019estimatedspikedata_spf2_8again_track12_856_958_1159	5_29_2019estimatedspikedata_spf2_8again_track10	5_29_2019estimatedspikedata_spf2_6_track86	5_29_2019estimatedspikedata_spf2_6_track79	5_29_2019estimatedspikedata_spf2_6_track67	5_29_2019estimatedspikedata_spf2_6_track63	5_29_2019estimatedspikedata_spf2_6_track50	5_29_2019estimatedspikedata_spf2_6_track44	5_29_2019estimatedspikedata_spf2_6_track41	5_29_2019estimatedspikedata_spf2_6_track37	5_29_2019estimatedspikedata_spf2_6_track30	5_29_2019estimatedspikedata_spf2_6_track20	5_29_2019estimatedspikedata_spf2_6_track19	5_29_2019estimatedspikedata_spf2_6_track6	5_29_2019estimatedspikedata_spf2_4_track106	5_29_2019estimatedspikedata_spf2_4_track98_1453	5_29_2019estimatedspikedata_spf2_4_track96	5_29_2019estimatedspikedata_spf2_4_track88	5_29_2019estimatedspikedata_spf2_4_track84_1341	5_29_2019estimatedspikedata_spf2_4_track83	5_29_2019estimatedspikedata_spf2_4_track79	5_29_2019estimatedspikedata_spf2_4_track74	5_29_2019estimatedspikedata_spf2_4_track67	5_29_2019estimatedspikedata_spf2_4_track61
0	0.068274	0.087078	1.0687	0.0098877	0.27382	0.12891	0.30845	0.090185	0	0.097198	-5.96E-08	0.14959	0.7103	-5.96E-08	0.30845	0.1555	0.35878	0.093825	0.32184	0.047307	0.32846	5.96E-08	0.030419	0.057611	0.11294	0.0098877	0.076529	0.11067	0.082017	0.0061548	-5.96E-08	0.073584	0.17895	0.17323	5.96E-08	0.211	0	0.02321	0.11067	0.1175	5.96E-08	0.18864	0.34237	0.19982	0.53081	0	0.33508	0.13115	0.071829	0.098885	5.96E-08	0.71067	0.026672	0.078805
0.206	0.050095	0.062969	0.71811	0.0077267	0.47792	0.091095	0.21241	0.064518	5.96E-08	0.070411	-5.96E-08	0.106	0.47763	5.96E-08	0.21236	0.10998	0.24384	0.067958	0.22125	0.03519	0.50514	0	0.022635	0.18867	0.26371	0.3469	0.054751	0.079095	0.059195	0.0048369	0	0.052991	0.12795	0.12242	-5.96E-08	0.14776	5.96E-08	0.01761	0.25897	0.2741	0	0.13267	0.2371	0.14003	0.73784	0	0.23052	0.093486	0.052601	0.071508	-5.96E-08	0.47841	0.020259	0.18605
0.412	0.03721	0.046149	0.4883	0.0060783	0.32655	0.06527	0.14743	0.04672	0	0.051647	0	0.076061	0.32367	0.000000119	0.14799	0.078718	0.16702	0.21942	0.15432	0.026558	0.3428	0	0.01711	0.69659	0.43249	0.24173	0.039785	0.057189	0.043309	0.003841	0	0.038634	0.092848	0.08754	0	0.10461	0	0.013513	0.17869	0.18905	5.96E-08	0.094476	0.16633	0.099144	0.50327	0	0.1604	0.067525	0.038826	0.05238	0.065215	0.32601	0.015528	0.31391
0.618	0.027897	0.034141	0.33413	0.0048046	0.22541	0.18832	0.10324	0.03425	5.96E-08	0.038503	-5.96E-08	0.21857	0.22105	0.000000119	0.10379	0.057021	0.11577	0.15412	0.10921	0.020216	0.23684	0	0.013066	0.8647	0.29449	0.16996	0.029245	0.041819	0.03213	0.0030614	0	0.028495	0.068057	0.063478	0.098846	0.07539	0	0.010489	0.12471	0.13219	5.96E-08	0.068234	0.11748	0.071304	0.71565	0	0.11326	0.049555	0.028986	0.038855	0.40523	0.53578	0.012017	0.4476
0.824	0.021063	0.025527	0.23033	0.0038227	0.15799	0.13136	0.22746	0.02532	0	0.45219	0	0.15306	0.36344	5.96E-08	0.073799	0.19387	0.081532	0.10908	0.0781	0.015502	0.41253	0.25305	0.2725	0.99237	0.20348	0.12113	0.021741	0.031029	0.0241	0.20833	-5.96E-08	0.021232	0.050467	0.046657	0.071647	0.055252	0	0.0081798	0.088155	0.094304	0	0.049537	0.084204	0.051832	0.91319	0.31536	0.080715	0.036825	0.021939	0.029031	0.27882	0.36569	0.0093575	0.58713
1.03	0.016051	0.01928	0.16073	0.10254	0.11201	0.092627	0.15639	0.018798	5.96E-08	0.65288	0	0.10875	0.24564	0	0.052863	0.13592	0.058042	0.078067	0.056359	0.011984	0.59283	0.41923	0.42015	0.65057	0.14212	0.086661	0.016184	0.023308	0.018277	0.14727	0	0.015996	0.037808	0.034742	0.052763	0.040839	0	0.0064038	0.063308	0.067747	5.96E-08	0.03632	0.25375	0.037938	0.61254	0.22005	0.057964	0.027623	0.016737	0.022073	0.19335	0.5782	0.0073138	0.7266
1.236	0.012328	0.014634	0.11377	0.2684	0.28811	0.22246	0.10894	0.014042	0.25922	0.43934	0	0.07726	0.72522	5.96E-08	0.038435	0.096736	0.041782	0.056422	0.041136	0.0093205	0.40064	0.28849	0.28585	0.43838	0.10022	0.062638	0.012308	0.017785	0.013908	0.10416	5.96E-08	0.01222	0.028612	0.026153	0.039103	0.17867	0	0.0050462	0.046022	0.049273	0.077912	0.026926	0.17768	0.028308	0.41475	0.15523	0.042128	0.020824	0.14017	0.14956	0.33791	0.39529	0.0057537	0.84482
1.442	0.0095181	0.011176	0.081398	0.18801	0.49335	0.1534	0.076709	0.010622	0.18005	0.30132	-5.96E-08	0.055637	0.83155	0	0.028279	0.069616	0.030622	0.041265	0.030415	0.0073045	0.27539	0.20273	0.19681	0.3	0.24343	0.045922	0.0093737	0.1224	0.010754	0.073771	5.96E-08	0.0094348	0.021818	0.15557	0.029184	0.1261	0	0.0039909	0.033888	0.036303	0.057136	0.020162	0.12503	0.021373	0.28523	0.11125	0.031076	0.015824	0.10037	0.10693	0.48527	0.60844	0.004555	0.93163
1.648	0.0073923	0.0085795	0.058811	0.13374	0.33709	0.10798	0.054709	0.008129	0.12675	0.20757	0	0.040371	0.5546	5.96E-08	0.020942	0.050612	0.02283	0.03053	0.022763	0.0057689	0.18987	0.14313	0.13633	0.20721	0.41221	0.46688	0.0073436	0.2768	0.008327	0.05297	-5.96E-08	0.0073023	0.016734	0.10968	0.02214	0.089824	0	0.0031675	0.025259	0.027007	0.042348	0.015211	0.088703	0.01633	0.19856	0.28895	0.023158	0.13292	0.072894	0.077403	0.62509	0.82581	0.0036471	0.98132
1.854	0.0057967	0.0066612	0.042945	0.095924	0.23329	0.076543	0.039552	0.0062931	0.090613	0.14537	0	0.029585	0.37574	0	0.015676	0.037267	0.017321	0.022799	0.017304	0.0046002	0.13197	0.30389	0.095203	0.14393	0.58337	0.31743	0.22348	0.19142	0.006508	0.038556	0	0.0057204	0.012931	0.078226	0.016884	0.064576	0	0.0025228	0.019113	0.020434	0.031838	0.011615	0.25715	0.012609	0.13909	0.50496	0.017412	0.094767	0.05319	0.056379	0.42274	0.56166	0.00293	1.0332
2.06	0.0045669	0.0051872	0.031606	0.069752	0.16417	0.055029	0.028868	0.0049298	0.065583	0.1033	0.086304	0.021965	0.25692	0	0.011806	0.027662	0.013442	0.017281	0.013358	0.11543	0.092529	0.21237	0.067544	0.10235	0.40194	0.21825	0.3513	0.13361	0.0051089	0.028383	0.2869	0.0045093	0.010034	0.056628	0.013168	0.047068	0	0.0020277	0.014632	0.015521	0.02408	0.0089174	0.45718	0.0098159	0.3202	0.35226	0.013173	0.068167	0.039443	0.041706	0.28873	0.38411	0.0023587	1.0601
2.266	0.0036107	0.0040624	0.023568	0.051362	0.11691	0.039838	0.021281	0.0039015	0.048324	0.074118	0.062777	0.016595	0.17545	5.96E-08	0.0090145	0.020756	0.098737	0.013207	0.01046	0.083621	0.065773	0.1492	0.18313	0.53424	0.27793	0.40558	0.23941	0.093793	0.0040311	0.02121	0.47285	0.0035581	0.0078402	0.041336	0.010284	0.03462	5.96E-08	0.0016282	0.011262	0.011964	0.018399	0.0068945	0.31041	0.11391	0.52466	0.24479	0.01008	0.049421	0.029494	0.031129	0.43951	0.26515	0.0019008	1.0656
2.472	0.0028807	0.0031865	0.017762	0.038103	0.084549	0.029151	0.01586	0.0031152	0.036133	0.053732	0.045932	0.01268	0.12183	0	0.0069565	0.015783	0.071316	0.010211	0.11003	0.061442	0.047481	0.10623	0.32464	0.72274	0.19204	0.2781	0.16463	0.067191	0.003182	0.016109	0.32242	0.0028413	0.0061671	0.030525	0.12949	0.025785	5.96E-08	0.0013095	0.10789	0.11403	0.014235	0.005361	0.21444	0.081925	0.35637	0.45932	0.0077552	0.03622	0.02222	0.023476	0.59092	0.47151	0.0015311	1.076
2.678	0.002303	0.0025142	0.013542	0.02851	0.061634	0.021608	0.011966	0.0025068	0.027218	0.039345	0.17826	0.0098551	0.085363	5.96E-08	0.005432	0.012115	0.19302	0.0079756	0.079123	0.045649	0.034511	0.076753	0.47811	0.89735	0.13401	0.4704	0.11438	0.048892	0.0025215	0.012375	0.2225	0.0022668	0.0048552	0.022851	0.093079	0.019422	0	0.001058	0.077557	0.081215	0.011147	0.0041996	0.15004	0.059474	0.24471	0.31497	0.0060181	0.027028	0.016961	0.01787	0.74887	0.68838	0.0012358	1.0859
2.884	0.0018468	0.001991	0.010406	0.02148	0.045294	0.016351	0.0091105	0.0020313	0.020675	0.029142	0.12509	0.0077243	0.060144	0	0.0042857	0.0094165	0.34392	0.006287	0.057575	0.20095	0.025328	0.22316	0.33056	0.61283	0.094202	0.31987	0.080599	0.035971	0.002011	0.0095764	0.15582	0.0018148	0.003839	0.017225	0.067467	0.014746	5.96E-08	0.00085753	0.056378	0.058512	0.33518	0.0033063	0.10705	0.043685	0.17098	0.53529	0.0046922	0.020432	0.013074	0.013736	0.50998	0.46186	0.00099766	1.1023
3.09	0.0014843	0.0015774	0.00806	0.016381	0.033734	0.01239	0.006968	0.22859	0.015854	0.021799	0.08951	0.006032	0.042983	0	0.0034227	0.0073833	0.23658	0.0050154	0.042436	0.14319	0.34701	0.15729	0.49814	0.42131	0.067477	0.2225	0.057592	0.026914	0.0016091	0.088149	0.10983	0.0014569	0.003042	0.013127	0.049417	0.011392	0	0.00069368	0.18694	0.19387	0.23448	0.002622	0.28184	0.17811	0.12002	0.36566	0.0036963	0.1382	0.010201	0.010653	0.65926	0.31202	0.00080514	1.0835
3.296	0.0011957	0.0012547	0.0062656	0.012615	0.02546	0.0095611	0.0053906	0.37707	0.012291	0.016434	0.064626	0.0047414	0.031084	5.96E-08	0.0027613	0.0057935	0.38805	0.1048	0.42922	0.34178	0.2364	0.1119	0.66517	0.29049	0.048906	0.41733	0.041729	0.02036	0.0012943	0.063277	0.26625	0.0011755	0.0024096	0.010092	0.20252	0.11937	0	0.00056398	0.13203	0.13623	0.16599	0.0021041	0.49254	0.1265	0.084442	0.25293	0.002929	0.30777	0.0079944	0.0083179	0.44684	0.21175	0.000651	1.0714
3.502	0.00096583	0.00099921	0.0049159	0.0097473	0.019337	0.0074542	0.0041958	0.26222	0.0095962	0.012546	0.20753	0.28593	0.022897	0	0.4861	0.0045984	0.53538	0.075899	0.62929	0.2363	0.16226	0.080421	0.45471	0.20248	0.035754	0.61585	0.13692	0.015446	0.0010411	0.045907	0.18453	0.00095129	0.0019125	0.0078414	0.14239	0.28259	0	0.00045896	0.094091	0.09626	0.11873	0.0016999	0.33975	0.090677	0.059929	0.46907	0.0023408	0.21213	0.0062783	0.0065293	0.30714	0.14638	0.10205	1.0838
3.708	0.00077927	0.00079948	0.0038679	0.12009	0.014786	0.0058369	0.0032861	0.18229	0.0075191	0.0096372	0.14575	0.46339	0.017047	0	0.33462	0.097945	0.36229	0.055563	0.43382	0.16491	0.11324	0.058214	0.31114	0.3837	0.026522	0.4219	0.096087	0.011788	0.00084138	0.033696	0.12904	0.00077093	0.0015237	0.0061069	0.33154	0.46731	0	0.00037467	0.068194	0.069182	0.085428	0.0013717	0.23366	0.065367	0.042955	0.3236	0.0018753	0.14873	0.11686	0.0051566	0.84448	0.10171	0.073287	0.75402
3.914	0.00062776	0.00064445	0.0030708	0.085492	0.011465	0.0045931	0.0025973	0.63777	0.0059286	0.007494	0.10361	0.31744	0.012902	0.000000119	0.23154	0.070529	0.24905	0.040951	0.29856	0.11674	0.08003	0.042683	0.2156	0.5773	0.019941	0.28784	0.06818	0.0091007	0.00067955	0.024951	0.091767	0.00062633	0.0012116	0.004768	0.23037	0.31724	5.96E-08	0.00030696	0.049935	0.20941	0.24433	0.0011099	0.1622	0.21144	0.031088	0.22594	0.0015033	0.10545	0.08402	0.0040996	0.97046	0.5735	0.053292	0.83351
4.12	0.00050873	0.00051886	0.0024401	0.061559	0.37685	0.0036304	0.0020655	0.77267	0.0047275	0.0058353	0.074505	0.22049	0.0098813	0	0.16093	0.051165	0.17456	0.030551	0.20747	0.083347	0.057057	0.031629	0.15069	0.3888	0.015158	0.19821	0.17387	0.0070632	0.00055063	0.018606	0.06628	0.00051063	0.00096774	0.0037419	0.16151	0.21829	5.96E-08	0.00025046	0.03689	0.14701	0.17237	0.00089979	0.11419	0.14825	0.022884	0.15957	0.0012066	0.075558	0.061118	0.0032679	0.65766	0.37902	0.20436	0.87879
4.326	0.00041312	0.00041682	0.0019402	0.044901	0.26078	0.079556	0.001647	0.5199	0.0037967	0.0045937	0.054057	0.1562	0.0076264	0	0.11342	0.03749	0.3237	0.023132	0.14577	0.060261	0.1779	0.023739	0.10623	0.56645	0.011653	0.13791	0.12053	0.0055218	0.00044662	0.014032	0.048439	0.00041848	0.000772	0.0029574	0.11482	0.15205	0	0.00020462	0.027476	0.10371	0.35833	0.00073111	0.082103	0.32101	0.017026	0.36399	0.00097811	0.05475	0.044878	0.0026023	0.80906	0.25363	0.14305	0.91007
4.532	0.0003354	0.00033438	0.0015538	0.03335	0.1816	0.44901	0.0013177	0.35665	0.10028	0.0036224	0.039391	0.32815	0.0059613	0	0.080359	0.027792	0.22234	0.14657	0.10326	0.043922	0.64251	0.017978	0.075694	0.75503	0.0090902	0.09761	0.2345	0.004353	0.00036198	0.010678	0.035799	0.074532	0.00061893	0.0023367	0.082467	0.10694	0	0.00016761	0.020639	0.074042	0.55782	0.00059503	0.24541	0.22298	0.012831	0.25284	0.00079006	0.040098	0.033266	0.0020744	0.93788	0.42839	0.10184	0.93497
4.738	0.00027299	0.00026989	0.0012472	0.025013	0.12714	0.306	0.0010572	0.247	0.072787	0.0028657	0.029128	0.52034	0.0047206	0	0.057895	0.020875	0.15386	0.10424	0.074262	0.032263	0.78285	0.01368	0.054618	0.50457	0.10381	0.070034	0.16016	0.090316	0.00029331	0.0082054	0.026647	0.20456	0.00049579	0.0018578	0.059947	0.076436	0	0.00013721	0.015619	0.0538	0.37718	0.00048423	0.17117	0.15714	0.0097941	0.17883	0.077713	0.029827	0.024885	0.0016572	1.0443	0.58979	0.07327	0.97112
4.944	0.0002203	0.0002175	0.0010041	0.01896	0.30529	0.21054	0.00085044	0.17246	0.053413	0.0022856	0.021764	0.35823	0.23113	0	0.04243	0.015891	0.10768	0.07473	0.22519	0.023942	0.53211	0.010508	0.039854	0.34354	0.074549	0.050943	0.5448	0.064741	0.00023741	0.0064095	0.020074	0.14318	0.00039864	0.001476	0.21866	0.055365	5.96E-08	0.00011265	0.011931	0.039573	0.26067	0.00039589	0.11972	0.11191	0.0075055	0.1266	0.056168	0.022401	0.018742	0.0013317	1.1315	0.38815	0.053387	1.0011
5.15	0.00017875	0.00017512	0.6325	0.014521	0.50316	0.1466	0.00068527	0.64789	0.039553	0.001825	0.016365	0.25008	0.3712	0	0.031504	0.012277	0.076002	0.05403	0.4118	0.0179	0.3613	0.0081052	0.15426	0.23371	0.053609	0.19115	0.66078	0.046901	0.00019276	0.081512	0.015283	0.10178	0.0003221	0.0011797	0.15405	0.040643	0	0.092578	0.0092812	0.029355	0.45789	0.00032455	0.29097	0.080623	0.0057942	0.32084	0.1815	0.016948	0.014261	0.0010706	0.75862	0.25985	0.039368	1.026
5.356	0.0001449	0.00014162	0.83541	0.011246	0.33932	0.10343	0.00055104	0.80018	0.029548	0.0014595	0.012462	0.17562	0.25222	5.96E-08	0.66163	0.11701	0.19978	0.19576	0.5991	0.013501	0.24728	0.0062885	0.30298	0.1601	0.039058	0.13378	0.74525	0.034314	0.00015628	0.20076	0.011756	0.073292	0.00026035	0.00094545	0.10948	0.030361	5.96E-08	0.06723	0.0072606	0.022213	0.31477	0.26848	0.20197	0.058643	0.004506	0.22323	0.34105	0.013023	0.13098	0.097685	0.891	0.1754	0.029189	0.70391
5.562	0.00011724	0.0001145	0.5728	0.0087703	0.54634	0.074166	0.00044632	0.91171	0.02235	0.27987	0.0095655	0.35666	0.17239	5.96E-08	0.80561	0.27965	0.34267	0.37505	0.40446	0.010279	0.17059	0.0049126	0.20847	0.11166	0.028825	0.095345	0.50022	0.025461	0.00012755	0.14081	0.0091447	0.053258	0.00021088	0.00076342	0.078683	0.023046	5.96E-08	0.049536	0.10253	0.13498	0.50967	0.18853	0.14151	0.043135	0.0035172	0.15689	0.51677	0.12068	0.092463	0.069973	1.0076	0.12011	0.021851	0.79996
5.768	0.0000947	0.0000924	0.39548	0.0068842	0.74935	0.053436	0.00036091	0.59939	0.017082	0.45506	0.0074155	0.56093	0.11892	5.96E-08	0.54737	0.19644	0.23192	0.25706	0.27697	0.0078931	0.11877	0.0038605	0.14414	0.26173	0.021451	0.068718	0.34234	0.019111	0.00010359	0.10022	0.0071648	0.039239	0.00017118	0.00062048	0.057088	0.14118	0	0.036742	0.074018	0.095877	0.3465	0.13314	0.10067	0.032108	0.0027413	0.11177	0.35602	0.086105	0.06623	0.050702	1.0921	0.083399	0.016534	0.86665
5.974	0.000077	0.0000751	0.27619	0.0054308	0.50533	0.039032	0.00029171	0.40284	0.013184	0.30808	0.0057757	0.38421	0.08351	0.000000119	0.37625	0.37969	0.15788	0.17823	0.19201	0.0061078	0.083731	0.0030358	0.10037	0.43291	0.016293	0.050382	0.235	0.014484	0.0000846	0.071722	0.0056459	0.02924	0.00013876	0.00050777	0.042044	0.1006	0	0.027509	0.053726	0.069067	0.23819	0.094738	0.072284	0.024116	0.002144	0.29968	0.24493	0.23804	0.047987	0.037197	0.73752	0.05922	0.01268	0.92244
6.18	0.0000625	0.0000606	0.19348	0.0042971	0.34725	0.028694	0.00023586	0.27404	0.12702	0.21216	0.0045143	0.26502	0.059527	0.09269	0.54502	0.57734	0.10944	0.12503	0.13336	0.0047609	0.059843	0.0024005	0.07079	0.29359	0.11692	0.19161	0.16157	0.011137	0.0000685	0.051702	0.0044555	0.021986	0.00011241	0.084357	0.031275	0.072608	0	0.020847	0.039475	0.050281	0.16571	0.068457	0.052372	0.018269	0.0016854	0.2062	0.17112	0.16471	0.035308	0.027505	0.50386	0.042502	0.12571	0.62272
6.386	0.0000506	0.0000492	0.13714	0.003414	0.24253	0.021392	0.00019044	0.18764	0.091049	0.14774	0.0035702	0.18392	0.043638	0.067734	0.7176	0.39512	0.076232	0.088571	0.29543	0.0037449	0.043102	0.001898	0.050383	0.20179	0.26391	0.37901	0.11216	0.0086548	0.0000557	0.16179	0.0035386	0.016604	0.0000911	0.23076	0.023507	0.052693	0	0.015969	0.029356	0.036922	0.11661	0.049961	0.0385	0.013972	0.0013294	0.41245	0.12067	0.11512	0.026235	0.020686	0.66808	0.030946	0.088827	0.7061
6.592	0.0000411	0.0000399	0.097912	0.0027174	0.17089	0.016124	0.00015408	0.12981	0.25533	0.10391	0.0028332	0.12841	0.14801	0.050226	0.47944	0.59719	0.05395	0.063701	0.20174	0.0029566	0.031509	0.0015094	0.036503	0.3643	0.18115	0.26302	0.078975	0.0067856	0.0000454	0.11323	0.0028162	0.012696	0.0000739	0.16116	0.017799	0.038505	5.96E-08	0.012361	0.02212	0.027484	0.28102	0.036876	0.17281	0.010865	0.0010558	0.28043	0.085953	0.081827	0.019851	0.015719	0.44937	0.022868	0.063562	0.7749
6.798	0.0000332	0.0000325	0.070935	0.0021653	0.12093	0.01228	0.00012517	0.090752	0.45207	0.073595	0.0022522	0.090728	0.56193	0.19815	0.62973	0.40688	0.038555	0.046278	0.14025	0.0023564	0.023302	0.0012042	0.026877	0.52832	0.12547	0.184	0.056105	0.0053347	0.000037	0.080025	0.0022462	0.0097864	0.0000603	0.1139	0.013663	0.028646	5.96E-08	0.0096631	0.01686	0.020724	0.19459	0.027612	0.12126	0.0084884	0.00084352	0.19178	0.061571	0.058997	0.015155	0.012051	0.3046	0.31466	0.046076	0.8311
7.004	0.0000269	0.0000263	0.54831	0.0017365	0.08642	0.0094454	0.00010216	0.064144	0.30717	0.05265	0.0018016	0.064669	0.69976	0.14123	0.42174	0.27951	0.027838	0.17858	0.098422	0.0018866	0.017471	0.00095516	0.019867	0.35233	0.088044	0.13015	0.040215	0.0042076	0.0000303	0.057201	0.0017968	0.0075978	0.10513	0.08101	0.010566	0.021589	5.96E-08	0.0075789	0.012984	0.015797	0.13668	0.021018	0.085294	0.0066999	0.00067347	0.13386	0.04476	0.043261	0.011724	0.0093263	0.46267	0.21606	0.18287	0.55451
7.21	0.000022	0.0000215	0.77165	0.0013977	0.062514	0.0073519	0.0000836	0.04579	0.21155	0.038301	0.0014458	0.046751	0.47691	0.10203	0.28875	0.47564	0.30003	0.35007	0.070414	0.0015138	0.013322	0.00075912	0.014893	0.24025	0.062772	0.30386	0.029112	0.0033363	0.0000247	0.041299	0.0014364	0.0059323	0.075815	0.058424	0.0082282	0.016449	0	0.0059716	0.11812	0.12243	0.097508	0.016112	0.060513	0.005319	0.00053805	0.094337	0.032917	0.032128	0.0091392	0.0072863	0.3113	0.15006	0.12797	0.64332
7.416	0.0000178	0.0000175	0.52146	0.0011303	0.045958	0.005758	0.0000687	0.03308	0.39644	0.02821	0.0011622	0.034206	0.3282	0.27869	0.19831	0.66672	0.43581	0.23984	0.05103	0.0012128	0.010192	0.00060636	0.2843	0.16594	0.045616	0.21128	0.021488	0.0026746	0.0000201	0.030098	0.0011482	0.0046513	0.055355	0.042687	0.0064491	0.012656	0	0.0047197	0.084782	0.08748	0.069854	0.1262	0.043592	0.0042266	0.00043398	0.067337	0.024418	0.024145	0.0071625	0.0057268	0.2152	0.10582	0.090791	0.71715
7.622	0.0000145	0.0000142	0.35597	0.0009163	0.034163	0.0045407	0.0000566	0.024294	0.27119	0.021016	0.0009383	0.025364	0.22905	0.19622	0.13812	0.45331	0.29344	0.16677	0.037308	0.00097793	0.096048	0.00048399	0.43383	0.11679	0.033666	0.14768	0.016004	0.085297	0.0000164	0.022262	0.00092113	0.0036557	0.041163	0.031623	0.0050818	0.0098997	5.96E-08	0.0037515	0.061656	0.063334	0.050679	0.29149	0.031947	0.0033715	0.00035077	0.048679	0.018292	0.018425	0.0056149	0.0045172	0.14936	0.24221	0.064637	0.78781
7.828	0.0000118	0.0000114	0.2463	0.00074482	0.025526	0.003598	0.0000467	0.01793	0.18776	0.015815	0.00075853	0.019058	0.1598	0.13954	0.097479	0.31258	0.19983	0.1177	0.027574	0.00078803	0.068787	0.00038838	0.29445	0.083715	0.1457	0.10463	0.012021	0.06153	0.0000132	0.016584	0.0007363	0.0028967	0.03084	0.023691	0.0040263	0.11561	5.96E-08	0.0029939	0.045486	0.046433	0.18721	0.20296	0.023834	0.0027042	0.00028425	0.19326	0.01386	0.13154	0.0044357	0.0035678	0.10559	0.1675	0.046571	0.53882
8.034	0.0000096	0.0000093	0.17172	0.00060385	0.019204	0.0028683	0.197	0.013445	0.13064	0.012042	0.00061339	0.014433	0.30512	0.09987	0.069433	0.2178	0.13707	0.083904	0.020733	0.0006364	0.19077	0.00031245	0.20156	0.060913	0.29931	0.074618	0.0090834	0.044828	0.0000108	0.01245	0.00059015	0.0023021	0.023432	0.018003	0.0032085	0.083428	0	0.0024031	0.0339	0.034485	0.13043	0.14305	0.37533	0.0021794	0.00023079	0.38191	0.010597	0.094982	0.0035165	0.0028383	0.24201	0.31097	0.033912	0.62644
8.24	0.00000781	0.00000751	0.12065	0.00048923	0.014544	0.078601	0.13941	0.01015	0.0924	0.009224	0.00049734	0.011134	0.21048	0.072231	0.049921	0.15281	0.095879	0.06047	0.12871	0.00051451	0.33886	0.00025326	0.13931	0.044928	0.20737	0.05386	0.0069479	0.033071	0.00000882	0.0094575	0.00047153	0.0018316	0.017999	0.013836	0.0025723	0.23983	5.96E-08	0.0019382	0.1608	0.15772	0.092247	0.10189	0.25918	0.10109	0.21747	0.26253	0.0081595	0.25379	0.10056	0.096426	0.16589	0.45683	0.025012	0.70553
8.446	0.00000638	0.00000608	0.085618	0.00039601	0.01113	0.20444	0.099039	0.0077814	0.065981	0.0071176	0.00040472	0.008642	0.14776	0.052719	0.036457	0.10765	0.067935	0.044122	0.2835	0.00041604	0.49108	0.00020564	0.097213	0.17109	0.37372	0.039464	0.0053314	0.14644	0.00000715	0.0072402	0.0003795	0.0014601	0.013972	0.01074	0.0020729	0.1684	0	0.0015693	0.11442	0.11182	0.065826	0.07314	0.18009	0.073211	0.1513	0.1824	0.006327	0.17744	0.072002	0.069121	0.11437	0.30684	0.018705	0.76566
8.652	0.00000507	0.00000501	0.061797	0.00031942	0.0085831	0.14149	0.071461	0.0060186	0.04766	0.0055513	0.00033063	0.0067755	0.10423	0.039022	0.026795	0.076734	0.38789	0.032635	0.83169	0.00033623	0.32804	0.00016719	0.069397	0.33526	0.25921	0.17537	0.004108	0.10332	0.00000584	0.0055947	0.00030422	0.0011718	0.010914	0.008426	0.0016763	0.11974	0	0.0012723	0.082101	0.079987	0.047493	0.053041	0.12607	0.053557	0.10648	0.36864	0.0049263	0.35905	0.052137	0.049971	0.07977	0.20599	0.014206	0.82862
8.858	0.00000423	0.00000399	0.044981	0.00025779	0.0066423	0.099325	0.052425	0.0046792	0.03501	0.0043454	0.00027108	0.0053576	0.07435	0.029189	0.019844	0.055689	0.51322	0.024351	0.55447	0.00027257	0.47477	0.00013644	0.050195	0.23394	0.42973	0.35903	0.0031889	0.073628	0.00000477	0.0043386	0.00024503	0.00094175	0.0086019	0.0066637	0.0013579	0.28992	5.96E-08	0.0010344	0.059805	0.05803	0.034473	0.038999	0.089514	0.039594	0.075733	0.25086	0.0038698	0.24806	0.038393	0.036546	0.056603	0.14203	0.01091	0.56037
