Time	5_29_2019estimatedspikedata_sspf2_14_track70	5_29_2019estimatedspikedata_spf2_14_track54	5_29_2019estimatedspikedata_spf2_14_track35	5_29_2019estimatedspikedata_spf2_14_track22_cell_next_to_35	5_29_2019estimatedspikedata_spf2_14_track13	5_29_2019estimatedspikedata_spf2_13_track61	5_29_2019estimatedspikedata_spf2_13_track52	5_29_2019estimatedspikedata_spf2_13_track50	5_29_2019estimatedspikedata_spf2_13_track13	5_29_2019estimatedspikedata_spf2_13_track8	5_29_2019estimatedspikedata_spf2_12_track62	5_29_2019estimatedspikedata_spf2_12_track54	5_29_2019estimatedspikedata_spf2_12_track50	5_29_2019estimatedspikedata_spf2_12_track36	5_29_2019estimatedspikedata_spf2_12_track32_1832	5_29_2019estimatedspikedata_spf2_12_track17	5_29_2019estimatedspikedata_spf2_12_track8	5_29_2019estimatedspikedata_spf2_12_track7_next_to_6	5_29_2019estimatedspikedata_spf2_12_track6	5_29_2019estimatedspikedata_spf2_9_track95	5_29_2019estimatedspikedata_spf2_9_track86	5_29_2019estimatedspikedata_spf2_9_track72	5_29_2019estimatedspikedata_spf2_9_track67	5_29_2019estimatedspikedata_spf2_9_track45	5_29_2019estimatedspikedata_spf2_9_track33	5_29_2019estimatedspikedata_spf2_9_track22	5_29_2019estimatedspikedata_spf2_9_track6_1507_2005_3764	5_29_2019estimatedspikedata_spf2_8again_track60_388_952_1214_1627	5_29_2019estimatedspikedata_spf2_8again_track47	5_29_2019estimatedspikedata_spf2_8again_track45_same_as2_832	5_29_2019estimatedspikedata_spf2_8again_track12_856_958_1159	5_29_2019estimatedspikedata_spf2_8again_track10	5_29_2019estimatedspikedata_spf2_6_track86	5_29_2019estimatedspikedata_spf2_6_track79	5_29_2019estimatedspikedata_spf2_6_track67	5_29_2019estimatedspikedata_spf2_6_track63	5_29_2019estimatedspikedata_spf2_6_track50	5_29_2019estimatedspikedata_spf2_6_track44	5_29_2019estimatedspikedata_spf2_6_track41	5_29_2019estimatedspikedata_spf2_6_track37	5_29_2019estimatedspikedata_spf2_6_track30	5_29_2019estimatedspikedata_spf2_6_track20	5_29_2019estimatedspikedata_spf2_6_track19	5_29_2019estimatedspikedata_spf2_6_track6	5_29_2019estimatedspikedata_spf2_4_track106	5_29_2019estimatedspikedata_spf2_4_track98_1453	5_29_2019estimatedspikedata_spf2_4_track96	5_29_2019estimatedspikedata_spf2_4_track88	5_29_2019estimatedspikedata_spf2_4_track84_1341	5_29_2019estimatedspikedata_spf2_4_track83	5_29_2019estimatedspikedata_spf2_4_track79	5_29_2019estimatedspikedata_spf2_4_track74	5_29_2019estimatedspikedata_spf2_4_track67	5_29_2019estimatedspikedata_spf2_4_track61
19.364	0.047292	0.0099164	0.0000553	0.063555	0.21445	0.11233	0.1554	0.19713	0.022704	0.32407	0.038898	0.40291	0.049216	0.00011426	0.044656	0.055382	0.27746	0.0053985	0.002855	0.022687	0.02035	0.23049	0.20372	0.25867	0.013957	0.084575	0.11973	0.041274	0.020582	0.0039022	0.073633	0.0017375	0.00011826	0.080884	0.00040162	0.050172	0	0.00057614	0.029531	0.029556	0.28383	0.26403	0.15933	0.059537	0.31798	0.098543	0.071775	0.00070089	0.0000414	0.00035566	0.14088	0.31236	0.059003	0.12679
19.57	0.034967	0.0077167	0.0000451	0.046446	0.15026	0.24451	0.10835	0.36766	0.017184	0.2249	0.028839	0.56911	0.035561	0.0000933	0.03238	0.039982	0.19112	0.0042539	0.25743	0.15583	0.12512	0.16179	0.14218	0.18189	0.010819	0.060786	0.083643	0.030234	0.015629	0.0030826	0.053846	0.0013938	0.0000966	0.22139	0.0003252	0.037029	5.96E-08	0.00046265	0.022261	0.022218	0.19626	0.18494	0.11125	0.043742	0.4884	0.24375	0.052241	0.00056601	0.0000337	0.00029033	0.29289	0.21208	0.042961	0.089253
19.776	0.026208	0.096462	0.0000366	0.034369	0.10613	0.17167	0.076514	0.25291	0.013087	0.15652	0.021621	0.3913	0.026257	0.084465	0.023683	0.029305	0.13281	0.0033659	0.17941	0.11168	0.27322	0.11494	0.10013	0.61252	0.0085168	0.44549	0.059373	0.022395	0.011961	0.0024405	0.039847	0.0011212	0.1018	0.15426	0.00026321	0.027693	0	0.00037253	0.016923	0.016846	0.13644	0.13116	0.078141	0.032469	0.65326	0.16871	0.42735	0.00045747	0.0000275	0.00023717	0.20199	0.14667	0.031612	0.063376
19.982	0.019853	0.069132	0.090008	0.025783	0.076132	0.12164	0.18824	0.17676	0.010039	0.10968	0.016302	0.27332	0.019639	0.23325	0.017446	0.021877	0.092892	0.0026928	0.12609	0.081117	0.18663	0.082059	0.071498	0.73904	0.0067248	0.30393	0.042612	0.016818	0.0092094	0.0019233	0.029744	0.00090569	0.073491	0.10921	0.00021285	0.15275	0	0.00029922	0.012958	0.012883	0.094779	0.093425	0.055879	0.02442	0.44771	0.11858	0.29344	0.00036883	0.0000226	0.00019413	0.14063	0.25658	0.023328	0.045346
20.188	0.015155	0.050112	0.56195	0.42354	0.055211	0.26251	0.31781	0.12413	0.0077714	0.077899	0.012434	0.1922	0.014957	0.16463	0.013065	0.016577	0.066433	0.0021485	0.56175	0.059255	0.12989	0.05927	0.051936	0.49605	0.0053192	0.47053	0.030907	0.012736	0.0071175	0.0015349	0.022478	0.00073487	0.053596	0.078384	0.00017196	0.1089	0	0.00024092	0.0099955	0.009986	0.23038	0.067766	0.040667	0.018484	0.3091	0.084873	0.20192	0.00029886	0.0000185	0.00015908	0.099057	0.36625	0.017411	0.032685
20.394	0.011678	0.036802	0.7641	0.2923	0.040499	0.18236	0.2145	0.088024	0.0060564	0.055762	0.0096142	0.36717	0.29493	0.11779	0.0099421	0.012698	0.048724	0.0017314	0.7339	0.043708	0.091288	0.19326	0.038643	0.63951	0.091422	0.31903	0.02254	0.0098315	0.0055538	0.0012249	0.017271	0.00059903	0.039625	0.21943	0.00013894	0.079084	0	0.00019437	0.0077351	0.0077915	0.15929	0.04963	0.029979	0.014157	0.21389	0.061377	0.13904	0.00024331	0.000015	0.00012982	0.070228	0.24746	0.013147	0.023796
20.6	0.0090706	0.027373	0.52445	0.2032	0.030083	0.12704	0.14808	0.062564	0.0047381	0.040354	0.0075004	0.55538	0.20369	0.084905	0.0076305	0.11708	0.16008	0.0013957	0.50148	0.032526	0.065346	0.3602	0.37183	1.2108	0.23432	0.22039	0.016621	0.092249	0.0043494	0.00098771	0.33124	0.00048923	0.029494	0.15329	0.00011283	0.05779	0	0.00015622	0.0060249	0.0061193	0.11102	0.036802	0.022366	0.14081	0.1497	0.19439	0.096874	0.00019842	0.088453	0.087889	0.19825	0.36889	0.0099921	0.017546
20.806	0.007122	0.020591	0.36473	0.14217	0.022695	0.08973	0.10348	0.04502	0.0037457	0.029789	0.0058582	0.37909	0.14139	0.061906	0.0059077	0.2776	0.11279	0.0011303	0.34237	0.024362	0.047359	0.24776	0.25772	0.80787	0.16506	0.15425	0.012424	0.065799	0.0034237	0.00079381	0.22975	0.00040281	0.022131	0.31515	0.0000917	0.042544	0	0.0001263	0.0047194	0.0048247	0.078487	0.027548	0.12767	0.10015	0.1058	0.13611	0.068432	0.073226	0.24158	0.24065	0.13783	0.49039	0.0076941	0.013075
21.012	0.0056245	0.01564	0.25333	0.10128	0.017337	0.063895	0.072968	0.032585	0.0029795	0.022201	0.0046383	0.25859	0.098982	0.045495	0.0045947	0.19326	0.07992	0.00091672	0.23599	0.018411	0.034667	0.17379	0.18036	0.5383	0.11674	0.10955	0.0094334	0.04752	0.0027074	0.00063902	0.16199	0.00033194	0.016768	0.48963	0.0000747	0.031774	0	0.0001018	0.0037031	0.0038165	0.056265	0.15818	0.091075	0.072009	0.075418	0.29295	0.048834	0.05295	0.16881	0.16734	0.096779	0.9479	0.005979	0.0099359
21.218	0.0044759	0.011982	0.1783	0.072945	0.37447	0.046061	0.051935	0.023888	0.0023878	0.016746	0.003717	0.1781	0.070192	0.03382	0.0035837	0.37184	0.057374	0.000745	0.1639	0.014018	0.14752	0.12208	0.1266	0.35979	0.083765	0.078351	0.0072427	0.1562	0.0021536	0.00051486	0.11501	0.080721	0.012799	0.33229	0.0000611	0.1639	0	0.000082	0.002924	0.0030354	0.040657	0.11183	0.50836	0.052246	0.21145	0.20177	0.035382	0.038838	0.11956	0.11795	0.068545	0.97749	0.0047128	0.0076445
21.424	0.0035732	0.009271	0.37138	0.053199	0.25795	0.033555	0.037487	0.017823	0.0019243	0.012753	0.0029984	0.34295	0.050936	0.025306	0.0028347	0.25928	0.041688	0.00060743	0.11358	0.010778	0.29931	0.08694	0.090022	0.24257	0.060788	0.056619	0.0056149	0.10957	0.0017155	0.00041878	0.082857	0.22222	0.0098595	0.22885	0.0000499	0.11635	0	0.0000664	0.0023129	0.0024215	0.029673	0.080368	0.68452	0.20707	0.3756	0.13998	0.026066	0.15175	0.085352	0.08396	0.049196	1.479	0.0037261	0.0059245
21.63	0.0028711	0.0072141	0.25681	0.039282	0.17938	0.024768	0.027329	0.013456	0.0015521	0.0098743	0.0024322	0.23486	0.16863	0.019076	0.0022597	0.18207	0.030706	0.00049365	0.080117	0.0083127	0.20514	0.062457	0.065468	0.16439	0.044381	0.041405	0.0044054	0.077817	0.0013762	0.00033915	0.060088	0.15544	0.0076372	0.15954	0.0000408	0.083195	0	0.0000537	0.0018406	0.0019466	0.021904	0.058381	0.8681	0.14515	0.25694	0.098062	0.019478	0.10711	0.061696	0.06045	0.035741	1.4527	0.0029472	0.0046158
21.836	0.0023236	0.0056581	0.1797	0.029288	0.12623	0.018396	0.020293	0.010282	0.0012572	0.0986	0.0019889	0.16275	0.32189	0.014486	0.0018049	0.12776	0.13293	0.083931	0.057471	0.0064549	0.14164	0.045512	0.19605	0.11281	0.032811	0.16227	0.0034934	0.055723	0.0011052	0.00027502	0.044135	0.31803	0.0059725	0.11276	0.0000336	0.060137	0.082776	0.0000435	0.0014755	0.0015612	0.016302	0.042702	1.0101	0.10274	0.17742	0.069315	0.014818	0.076354	0.20548	0.20115	0.026237	1.4438	0.084003	0.0036536
22.042	0.0018729	0.0044653	0.12705	0.022039	0.089798	0.013764	0.015288	0.0079287	0.0010226	0.070822	0.00163	0.66522	0.22352	0.011157	0.001447	0.29349	0.093859	0.060729	0.18169	0.005038	0.28947	0.033558	0.13703	0.077981	0.024452	0.31901	0.0028059	0.040749	0.00088471	0.00022322	0.032885	0.49155	0.0046858	0.08066	0.0000275	0.044014	0.059739	0.000035	0.0011883	0.001262	0.012305	0.031468	0.67534	0.073621	0.12375	0.049842	0.011384	0.20679	0.14475	0.14122	0.019434	1.3989	0.059941	0.0029063
22.248	0.09821	0.0035443	0.30655	0.40548	0.064522	0.010436	0.011653	0.0061318	0.00082743	0.05151	0.092874	0.82659	0.15784	0.0086504	0.0011639	0.20297	0.22236	0.044359	0.33846	0.0039575	0.44685	0.024981	0.096957	0.054687	0.13412	0.22104	0.0022705	0.029845	0.00070781	0.00018078	0.024662	0.33568	0.0037037	0.058554	0.0000224	0.03274	0.043691	0.0000283	0.00096107	0.0010163	0.0093526	0.023449	0.45793	0.053308	0.087312	0.036212	0.0088256	0.14506	0.10325	0.099907	0.014533	1.3463	0.043377	0.0023283
22.454	0.070965	0.0028325	0.94087	0.2809	0.046835	0.0080454	0.0089616	0.0047479	0.00067133	0.4128	0.25229	0.95748	0.63377	0.0067586	0.062185	0.38257	0.36589	0.032807	0.49825	0.0031298	0.30389	0.018952	0.069288	0.038957	0.094791	0.15399	0.39955	0.022228	0.00056934	0.00014603	0.018736	0.52091	0.0029432	0.042952	0.0000181	0.1656	0.032413	0.0000228	0.00077903	0.00082397	0.0071856	0.017557	0.31392	0.039179	0.062126	0.026742	0.0069125	0.10319	0.074665	0.072105	0.011026	0.88817	0.031683	0.0018761
22.66	0.051854	0.0022702	1.1002	0.19686	0.034535	0.0062509	0.0069846	0.0036891	0.00054461	0.28516	0.17798	0.64417	0.80248	0.0053324	0.37457	0.57977	0.50428	0.024504	0.66727	0.0025004	0.21095	0.12672	0.20104	0.028086	0.067973	0.10813	0.27634	0.016775	0.00045758	0.00011879	0.014379	0.35692	0.0023505	0.032022	0.0000148	0.11778	0.024211	0.0000184	0.0006327	0.00066513	0.0055505	0.013252	0.21505	0.029059	0.044958	0.020051	0.005456	0.24579	0.054585	0.052431	0.27397	1.4074	0.023396	0.0015204
22.866	0.038387	0.0018104	0.73675	0.13973	0.025762	0.0048795	0.0054488	0.0028852	0.0004409	0.19712	0.12649	0.43692	0.54148	0.0042273	0.25732	0.39849	0.33663	0.018492	0.45292	0.0020043	0.37177	0.090385	0.36426	0.020538	0.049338	0.076238	0.19187	0.012815	0.00036943	0.0000965	0.011137	0.53991	0.001893	0.15129	0.000012	0.08443	0.018323	0.0000148	0.00051147	0.0005399	0.0043322	0.010103	0.1491	0.021922	0.032758	0.01523	0.0043091	0.17091	0.04055	0.038508	0.18867	0.96982	0.017566	0.001236
23.072	0.02869	0.0014528	0.49614	0.099639	0.019451	0.0038328	0.0042853	0.0022725	0.00035709	0.13801	0.090774	0.29764	0.36705	0.003378	0.17875	0.27381	0.22754	0.014145	0.31082	0.099797	0.25601	0.23724	0.24887	0.01524	0.17343	0.054471	0.13303	0.009833	0.00029826	0.0000785	0.0086753	0.3669	0.0015286	0.10757	0.092548	0.061114	0.014033	0.000012	0.00041622	0.00043851	0.0034109	0.0077863	0.10425	0.016746	0.36412	0.11189	0.0034194	0.12062	0.030531	0.028619	0.13171	1.0462	0.013294	0.0010059
23.278	0.021727	0.0011656	0.69531	0.071976	0.014802	0.0030149	0.0033814	0.0018026	0.0002892	0.28859	0.065593	0.20576	0.25129	0.0027205	0.12478	0.19056	0.15701	0.010957	0.21304	0.26481	0.17607	0.40984	0.17072	0.011329	0.12078	0.039302	0.093376	0.0076277	0.00024152	0.0000638	0.0067832	0.2525	0.0012425	0.07747	0.066822	0.044761	0.01087	0.00000983	0.0003379	0.00035483	0.0026962	0.0060642	0.073016	0.01296	0.24966	0.079702	0.084578	0.086882	0.023211	0.15016	0.092336	1.125	0.010183	0.06593
23.484	0.016471	0.00093603	0.47268	0.052691	0.011353	0.073806	0.0026859	0.0014412	0.00023478	0.19878	0.047935	0.144	0.17283	0.0021902	0.087715	0.13211	0.10931	0.0085626	0.14816	0.18411	0.12323	0.28252	0.11887	0.0085047	0.085535	0.02881	0.066213	0.0059639	0.00019598	0.000052	0.0053421	0.17697	0.0010127	0.22191	0.04885	0.03324	0.0084836	0.00000793	0.088053	0.087856	0.0021566	0.0047588	0.051867	0.010108	0.17275	0.21435	0.48558	0.063091	0.017798	0.10578	0.21972	0.77803	0.0078894	0.047765
23.69	0.012608	0.00075155	0.32644	0.039007	0.0088073	0.053012	0.0021595	0.0011609	0.00019073	0.13885	0.18796	0.10184	0.12032	0.0017745	0.062847	0.29875	0.076617	0.0067491	0.10451	0.12981	0.086545	0.19641	0.0837	0.0064223	0.060939	0.021334	0.047933	0.0046839	0.00015885	0.0000425	0.0042192	0.12419	0.00082266	0.15602	0.036192	0.025044	0.0066225	0.0000065	0.063445	0.063183	0.0017193	0.0037679	0.037345	0.0079417	0.12061	0.14943	0.33198	0.19613	0.013696	0.07582	0.36175	0.88537	0.0061297	0.034964
23.896	0.009732	0.00060612	0.5282	0.029131	0.0068773	0.038275	0.0017446	0.00094318	0.00015461	0.09852	0.13242	0.072986	0.085075	0.001443	0.045645	0.20592	0.054695	0.0053378	0.074712	0.092556	0.48269	0.13812	0.059897	0.0049297	0.043867	0.015958	0.3381	0.003711	0.00012857	0.0000345	0.0033408	0.088225	0.0006693	0.32552	0.027147	0.019079	0.005231	0.00000525	0.04614	0.046199	0.0013855	0.0030025	0.027292	0.0062754	0.085238	0.10541	0.22751	0.13773	0.010619	0.055031	0.24156	0.9676	0.0047659	0.13279
24.102	0.0075589	0.0004881	0.35998	0.021959	0.0054047	0.027777	0.001411	0.23415	0.00012559	0.07097	0.094942	0.05295	0.22058	0.0011671	0.033731	0.38226	0.039897	0.0042623	0.2075	0.066551	0.32654	0.097359	0.043363	0.0038479	0.032083	0.012107	0.47147	0.0029593	0.00010467	0.0000284	0.002663	0.063259	0.00054514	0.2237	0.020662	0.141	0.0041419	0.00000423	0.034123	0.034201	0.0011214	0.62996	0.020213	0.0049804	0.060775	0.075225	0.15618	0.097708	0.0082993	0.040401	0.16418	0.64951	0.0037231	0.093608
24.308	0.0059339	0.00039327	0.24885	0.016692	0.0042675	0.020485	0.0011449	0.1645	0.00010192	0.051458	0.068887	0.038836	0.15339	0.00094849	0.32185	0.25974	0.34007	0.098285	0.14345	0.21655	0.22282	0.069757	0.031932	0.0030415	0.023694	0.0092834	0.32224	0.0023806	0.0000849	0.0000233	0.0021359	0.045822	0.00044519	0.40216	0.015769	0.32366	0.0032946	0.00000334	0.025435	0.025635	0.00090754	0.81789	0.015238	0.11389	0.4254	0.054494	0.1086	0.07017	0.0065439	0.030187	0.11335	0.78735	0.0029214	0.21458
24.514	0.004685	0.0003171	0.17444	0.012872	0.0033851	0.015158	0.066064	0.11682	0.0000824	0.037713	0.050478	0.028836	0.10797	0.00077099	0.45652	0.17926	0.48767	0.071412	0.10034	0.40609	0.1549	0.05058	0.35402	0.0024303	0.12733	0.007154	0.22219	0.0019162	0.0000688	0.18545	0.0017208	0.033626	0.098744	0.27742	0.012228	0.53065	0.0026377	0.0000028	0.019237	0.019494	0.000736	0.55573	0.011564	0.082341	0.29124	0.03998	0.076411	0.051019	0.0051973	0.022652	0.078539	0.89473	0.0022997	0.14958
24.72	0.0037305	0.00025785	0.12352	0.010004	0.0027033	0.011391	0.39898	0.084257	0.0000666	0.028056	0.037387	0.021621	0.076678	0.00062823	0.57981	0.12449	0.33585	0.052193	0.071081	0.27844	0.10827	0.037013	0.50778	0.0019519	0.27182	0.26735	0.34757	0.0015423	0.0000559	0.13061	0.0013898	0.024829	0.071674	0.46023	0.0094969	0.36026	0.0021248	0.00000227	0.014682	0.014948	0.00059825	0.38079	0.0088323	0.060074	0.20002	0.029637	0.05459	0.037487	0.10967	0.017182	0.055097	0.59525	0.001828	0.10463
24.926	0.0029733	0.00020909	0.087493	0.0078294	0.0021727	0.0086692	0.272	0.22087	0.0000538	0.02113	0.027811	0.016271	0.055156	0.00051004	0.68761	0.08797	0.4877	0.038378	0.05086	0.19384	0.076685	0.027291	0.33834	0.0015814	0.18851	0.18371	0.23361	0.0012512	0.0000452	0.2503	0.0011224	0.018612	0.052739	0.31562	0.0074251	0.24611	0.0017148	0.00000191	0.12336	0.01164	0.00048822	0.26351	0.0068204	0.04421	0.13834	0.022048	0.039373	0.027755	0.078827	0.12706	0.039315	0.40563	0.0014521	0.22655
25.132	0.0023692	0.00017065	0.24696	0.0061489	0.0017523	0.0067053	0.4164	0.15537	0.0000436	0.12616	0.020947	0.11744	0.040218	0.0004155	0.80189	0.06264	0.33246	0.028498	0.036826	0.13597	0.054797	0.020369	0.22849	0.18874	0.13309	0.12754	0.16064	0.0010224	0.0000364	0.38505	0.088287	0.014082	0.039087	0.22018	0.0058447	0.171	0.0013839	0.00000155	0.28774	0.11898	0.00039768	0.18432	0.0052876	0.032999	0.09713	0.016609	0.028891	0.020764	0.057287	0.090311	0.028369	0.54811	0.0011581	0.15754
25.338	0.0018934	0.00013882	0.1723	0.0048461	0.0014173	0.0052609	0.28509	0.10904	0.0000353	0.57807	0.01587	0.083022	0.029774	0.00033927	0.90092	0.045198	0.22675	0.021368	0.027026	0.09642	0.039773	0.0153	0.15627	0.13058	0.094037	0.08971	0.11158	0.00083554	0.0000296	0.52582	0.063651	0.010781	0.029277	0.15448	0.0046281	0.12001	0.0011216	0.00000119	0.47979	0.2842	0.00032657	0.1296	0.0041251	0.024985	0.068859	0.012618	0.021397	0.01563	0.20483	0.23993	0.020793	0.37049	0.0009259	0.11007
25.544	0.0015252	0.00011301	0.7383	0.003831	0.0011498	0.0041571	0.77951	0.077489	0.0000286	0.39839	0.012087	0.22193	0.13847	0.094763	0.61054	0.033016	0.15621	0.01626	0.019994	0.069283	0.029413	0.011615	0.10822	0.24294	0.066973	0.063972	0.078143	0.00068283	0.000024	0.66033	0.04638	0.0083244	0.022218	0.10901	0.10638	0.084996	0.00090653	0.00000107	0.33349	0.19709	0.00026971	0.09276	0.003235	0.019107	0.049368	0.30141	0.016062	0.011866	0.14296	0.16593	0.015474	0.25526	0.00074303	0.07782
25.75	0.0012262	0.000092	0.92165	0.0030597	0.09209	0.0032995	0.52901	0.056291	0.0000231	0.2766	0.0092787	0.38976	0.28955	0.25844	0.74195	0.024487	0.10974	0.012502	0.01501	0.050323	0.13393	0.0088782	0.076531	0.63236	0.048317	0.046005	0.055157	0.00055301	0.0000196	0.77692	0.033989	0.0064622	0.017024	0.26565	0.076627	0.061161	0.00073373	0.088942	0.53262	0.37727	0.00022185	0.25396	0.0025547	0.1484	0.036165	0.20823	0.012255	0.0091166	0.10055	0.33365	0.0116	0.17659	0.00060236	0.055604
25.956	0.00099069	0.0000746	0.62087	0.0024473	0.24792	0.0026348	0.3568	0.041347	0.0000187	0.19211	0.0071784	0.26577	0.82684	0.17938	0.85156	0.018358	0.077099	0.0097377	0.011391	0.036988	0.27858	0.0068362	0.054799	0.72717	0.035166	0.033404	0.039674	0.00044972	0.0000158	0.84783	0.025072	0.0050576	0.013177	0.18545	0.055894	0.044487	0.00059432	0.064727	0.36835	0.25907	0.00018209	0.45183	0.0020319	0.10652	0.026978	0.14425	0.0094542	0.0070314	0.071765	0.22801	0.0087792	0.31609	0.00048882	0.040481
26.162	0.00080138	0.0000606	0.42663	0.0019597	0.42986	0.0021214	0.24281	0.39271	0.000015	0.13523	0.0055787	0.18219	0.55942	0.12639	0.93755	0.013898	0.055368	0.0076064	0.0087752	0.16745	0.19096	0.0053157	0.39204	0.48314	0.025806	0.02472	0.029018	0.00036722	0.0000129	0.91846	0.018706	0.0039784	0.13316	0.36102	0.041177	0.032882	0.00048363	0.047608	0.25628	0.18006	0.072608	0.31215	0.0016142	0.077637	0.131	0.29492	0.0073473	0.005495	0.051768	0.15712	0.0067699	0.46457	0.00039512	0.029832
26.368	0.00065005	0.0000492	0.2952	0.0015731	0.29276	0.0017237	0.16764	0.26898	0.0000121	0.096118	0.0043631	0.12655	0.37341	0.29785	0.62067	0.010626	0.040153	0.0059783	0.0068285	0.11813	0.13141	0.0041501	0.54463	0.94656	0.019203	0.018528	0.021581	0.00030196	0.0000106	0.98496	0.014125	0.0031455	0.094996	0.24958	0.030743	0.024567	0.00039423	0.035281	0.18081	0.12684	0.20218	0.21723	0.0012856	0.056944	0.27587	0.46014	0.0057579	0.0043335	0.037906	0.1101	0.0052664	0.31287	0.0003224	0.022131
26.574	0.00052768	0.0000399	0.20699	0.0012662	0.20215	0.069231	0.11735	0.18495	0.00000972	0.06877	0.003441	0.088301	0.25107	0.20541	0.42264	0.0081829	0.029383	0.0047113	0.08869	0.28495	0.27065	0.0032714	0.69423	1.0013	0.01437	0.013972	0.016222	0.00024778	0.00000852	1.0115	0.010717	0.0025011	0.068373	0.17334	0.023247	0.018578	0.00032187	0.026461	0.1289	0.090235	0.36387	0.15177	0.0010338	0.042178	0.19149	0.31247	0.086099	0.0034311	0.028072	0.078023	0.0041257	0.21332	0.00026125	0.016781
26.78	0.00042802	0.0000325	0.14566	0.0010231	0.14108	0.18388	0.082771	0.12811	0.00000787	0.049953	0.0027227	0.062594	0.16981	0.14349	0.28631	0.0063428	0.021799	0.0037254	0.21736	0.19833	0.41973	0.0025872	0.47234	1.0233	0.010899	0.27897	0.012399	0.076594	0.00000691	0.66959	0.0081958	0.0020063	0.049673	0.12166	0.017703	0.014178	0.00026298	0.020042	0.30767	0.24528	0.25365	0.1067	0.00083584	0.031387	0.34771	0.47644	0.21435	0.0027356	0.021181	0.055995	0.0032626	0.14724	0.00021154	0.012797
26.986	0.00034529	0.0000264	0.10401	0.00083083	0.10019	0.12861	0.05899	0.088728	0.00000632	0.036556	0.0021693	0.045072	0.11672	0.10184	0.19763	0.0049319	0.016382	0.0029749	0.15203	0.13927	0.2835	0.0020534	0.32453	0.69333	0.0083756	0.42431	0.0873	0.21056	0.0000056	0.75598	0.0063269	0.0016083	0.036607	0.086516	0.013596	0.011002	0.00021458	0.01534	0.2148	0.17179	0.4209	0.076039	0.00067943	0.023566	0.50454	0.32124	0.14958	0.0021927	0.016116	0.040826	0.0026058	0.28224	0.00017148	0.0098653
27.192	0.00027961	0.0000213	0.075249	0.00067818	0.072209	0.091779	0.39646	0.062879	0.00000513	0.027118	0.0017246	0.032684	0.081376	0.073391	0.13611	0.089272	0.10307	0.0023845	0.10639	0.099029	0.43353	0.0016415	0.22161	0.7706	0.091794	0.2888	0.062294	0.14829	0.00000459	0.51198	0.0049034	0.0013	0.027224	0.062239	0.1288	0.1181	0.00017595	0.011864	0.41229	0.12146	0.2904	0.054524	0.00055599	0.017841	0.33975	0.48037	0.10449	0.0017638	0.012396	0.029943	0.0021055	0.42423	0.00014013	0.0076862
27.398	0.0002265	0.0000173	0.055092	0.099483	0.052481	0.065574	0.54433	0.42664	0.068743	0.020377	0.0013703	0.024182	0.058066	0.053173	0.26106	0.063723	0.22932	0.0019193	0.075808	0.070922	0.57977	0.0013174	0.15207	0.52491	0.22076	0.43888	0.16537	0.10526	0.0000037	0.63392	0.0038474	0.0010559	0.020463	0.20071	0.092294	0.084117	0.089627	0.0092481	0.28617	0.08679	0.20083	0.039475	0.00045663	0.013669	0.23204	0.64004	0.074264	0.0014245	0.0095948	0.022358	0.0017083	0.2852	0.0001145	0.0060247
27.604	0.00018358	0.0000139	0.040823	0.072404	0.18709	0.047281	0.36729	0.99572	0.4265	0.015487	0.0010919	0.018168	0.042342	0.039136	0.17787	0.046272	0.1583	0.09268	0.054714	0.051278	0.39447	0.001065	0.1059	0.3555	0.36697	0.59076	0.11557	0.075534	0.00000298	0.74789	0.0030278	0.00086588	0.015565	0.13893	0.066963	0.060351	0.065305	0.0072572	0.49568	0.062669	0.36346	0.029065	0.00037682	0.010527	0.1599	0.43357	0.053202	0.0011501	0.0074548	0.12922	0.0014011	0.19375	0.0000932	0.0047441
27.81	0.00014901	0.0000113	0.030447	0.053067	0.13102	0.15433	0.2504	0.66828	0.2923	0.01184	0.00087273	0.013782	0.031365	0.029101	0.12257	0.033933	0.11147	0.067074	0.40452	0.037706	0.26914	0.00086623	0.074423	0.47966	0.24893	0.73557	0.082341	0.054786	0.00000244	0.50655	0.0024123	0.082796	0.011927	0.0973	0.048994	0.04368	0.04829	0.005723	0.34392	0.045718	0.25124	0.021669	0.072418	0.0081923	0.1114	0.59641	0.038466	0.00092834	0.0058124	0.091081	0.0011508	0.13249	0.0000759	0.0037574
28.016	0.00012088	0.00000918	0.023023	0.039352	0.29534	0.2881	0.17177	0.45155	0.20299	0.0091116	0.00070018	0.010562	0.34733	0.021882	0.085725	0.02507	0.078859	0.21189	0.27765	0.027999	0.42033	0.077017	0.052689	0.32675	0.39935	0.50062	0.058962	0.040204	0.00000197	0.62772	0.0019333	0.51033	0.0092375	0.069256	0.036304	0.03203	0.036007	0.0045323	0.23981	0.033718	0.42282	0.016254	0.053209	0.0064217	0.07891	0.40383	0.02812	0.00075209	0.0045577	0.065471	0.00094539	0.091815	0.0000618	0.0029982
