"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cluster14438",8.08579245593866,-2.50691674615069,0.535909318090627,-4.67787489697417,2.89863294103647e-06,0.00160874128227524
"Cluster14460",11.6940043541401,-1.33955263978333,0.324293627214754,-4.13067827230612,3.61694481737912e-05,0.0100370218682271
"Cluster8320",6.84589268536806,-1.84433535299389,0.47988661079589,-3.84327320559136,0.000121404189795457,0.0224597751121595
"Cluster2828",3.22288047131646,3.14993915177862,0.856957399092572,3.67572431851814,0.000237175534732225,0.0329081054440963
"Cluster6",3.73639435388923,-2.54367628103025,0.780302844213808,-3.25985775893605,0.00111468100925001,0.0489987640705504
"Cluster1279",2.13995548227262,-3.28012116413353,0.946616675917409,-3.46509970464509,0.000530034934438089,0.0489987640705504
"Cluster3865",1.80251812815226,3.37873800421305,0.999374815662062,3.38085165971959,0.000722615427330356,0.0489987640705504
"Cluster4904",2.62824241864579,4.73011122409602,1.43833097818032,3.2886111026269,0.0010068303748554,0.0489987640705504
"Cluster7554",3.58181604130145,2.34097716299737,0.71995417234497,3.25156413132874,0.00114771879804893,0.0489987640705504
"Cluster8295",8.81439244345061,1.37129899836195,0.415605584059744,3.29952014832608,0.000968502749467196,0.0489987640705504
"Cluster9373",30.1286868429326,-0.610126215899737,0.178529936578182,-3.41750088301046,0.00063198889078265,0.0489987640705504
"Cluster13945",12.4272787972257,-1.02715503329533,0.306235157265322,-3.3541381808275,0.000796125952088524,0.0489987640705504
"Cluster17974",1.29361863739826,-4.00091725127677,1.16013623304604,-3.44866157724598,0.000563372298143335,0.0489987640705504
"Cluster15782",1.34286666386162,3.76508070397907,1.19777971828159,3.14338325028637,0.00167007021995942,0.0662063551483913
"Cluster4436",6.29749966031524,1.61774426445408,0.524753083075618,3.08286757454069,0.00205016364392129,0.0675536228972729
"Cluster9398",13.002572713632,0.955106124001371,0.310087860010982,3.08011453259584,0.00206921007072728,0.0675536228972729
"Cluster14073",6.45960310519095,1.82286726762159,0.586318469369225,3.10900536628614,0.00187718308821786,0.0675536228972729
"Cluster7592",4.02574820766378,2.35550964237962,0.771121751925702,3.05465334948375,0.00225320790419052,0.0694739103792075
"Cluster5013",2.09805852110373,-2.84763882825203,0.947883706138237,-3.00420696105598,0.00266274126952819,0.0746216749993966
"Cluster15267",6.86297301876114,-1.32388995086996,0.441118381810028,-3.00121238529594,0.00268906936934762,0.0746216749993966
"Cluster14921",29.9238226299236,-0.774909106101403,0.261627647815975,-2.96187773949053,0.00305769171928304,0.0808104240096233
