"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cluster10317",7.11004088454733,4.02037830505345,0.674196171356627,5.96321734809557,2.47319093347816e-09,1.75101918090253e-06
"Cluster375",3.92827237126941,-4.51738515948894,0.954943450170965,-4.730526355964,2.23938449746524e-06,0.000792742112102693
"Cluster5941",2.70595267742222,-4.41383251913706,1.01139084747873,-4.36412147701375,1.2763464174831e-05,0.00301217754526011
"Cluster289",18.3191181620887,-1.14568998127604,0.281003118658098,-4.0771432955875,4.55923970696846e-05,0.00806985428133418
"Cluster11473",2.16411111425233,-4.53211704226888,1.13319727173535,-3.99940694820815,6.35014085942153e-05,0.00899179945694089
"Cluster638",2.36406763864881,-3.73287339027746,0.957170319731708,-3.89990507783795,9.62304086304285e-05,0.00931827842232483
"Cluster4633",2.11826005658206,-4.50552653918548,1.16179806145806,-3.87806339901362,0.00010529128160819,0.00931827842232483
"Cluster13863",1.78288538492285,-4.25703240606488,1.08401145804602,-3.92711015595572,8.59726121024664e-05,0.00931827842232483
"Cluster6992",1.83562070804923,-4.29650064521115,1.18559416981129,-3.62392187361636,0.000290169288183787,0.0194607849379943
"Cluster12978",1.53145319229202,-4.02175579090323,1.11002455266134,-3.62312327349955,0.000291067015772564,0.0194607849379943
"Cluster17489",3.64635409192125,-3.15618639838807,0.873498063906287,-3.61327234576066,0.00030235682813268,0.0194607849379943
"Cluster20624",5.58924465249,-1.90837163544085,0.550616670160109,-3.46588060053817,0.000528497923210069,0.0311813774693941
"Cluster590",3.73649294176328,-5.31125731165197,1.58080639711874,-3.3598404721366,0.000779874906531369,0.0345094646140131
"Cluster1899",4.57005408740974,-2.63485156858344,0.780823279934436,-3.37445313977407,0.000739625072060927,0.0345094646140131
"Cluster9033",1.57413351119673,-4.07724866129253,1.21199112901847,-3.36409117498614,0.000767961683896343,0.0345094646140131
"Cluster10544",1.41729963927864,-3.90612751253547,1.15537947861974,-3.38081780472842,0.000722704462247619,0.0345094646140131
"Cluster529",42.5217058140135,0.543989011604085,0.166186444567404,3.27336572498516,0.00106274871163767,0.0418014493244151
"Cluster5501",1.30613200873594,-3.80025311581034,1.15670645424805,-3.28540841269949,0.00101834643507695,0.0418014493244151
"Cluster12971",6.31758629197546,-1.41139141825389,0.447554865733354,-3.15356066108501,0.00161291703027844,0.0601023819703755
"Cluster188",2.24935920384606,-3.67345701986202,1.22535887954851,-2.99786216199416,0.00271880609212681,0.0759632844476122
"Cluster962",22.3443022281808,-0.776012558486819,0.255575227980985,-3.03633714666805,0.00239471431312397,0.0759632844476122
"Cluster3933",17.1760438994564,0.74393171389961,0.243643454680347,3.0533621963111,0.00226292628010589,0.0759632844476122
"Cluster4584",11.47302018711,-1.45024090749109,0.485027520580659,-2.99001777415622,0.00278961214073152,0.0759632844476122
"Cluster6468",1.54574995277203,-4.04983917208425,1.35312658030968,-2.99294924142085,0.00276295697269261,0.0759632844476122
"Cluster9856",3.57549658185231,-1.96470702769682,0.644551922279149,-3.04817495656452,0.00230235839177488,0.0759632844476122
"Cluster21011",3.2352379912504,-2.22175314054896,0.737058731610932,-3.01435020746997,0.00257530346219342,0.0759632844476122
"Cluster4644",1.29988033160684,3.90389699843047,1.33308316424204,2.92847220874635,0.00340632282658311,0.0831612607317531
