"Cluster","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cluster548600",4.19479291927491,4.59422270781029,1.04534685065057,4.39492662645999,1.10810175838816e-05,0.14619186498415
"Cluster0",0.418985632894729,0.687514004466705,1.95886793207578,0.350975169488919,0.725606976768776,0.973970473883534
"Cluster1",0.390989107216971,2.05457181216666,2.26268649584001,0.908023190991781,0.363865969154479,0.973970473883534
"Cluster4",0.0675135134311679,0.292981293598099,3.08457506014951,0.0949827084395537,0.924328561484848,0.973970473883534
"Cluster7",0.137193793836029,-0.11921140658873,3.08457506014951,-0.0386475946488888,0.969171355573588,0.973970473883534
"Cluster8",0.0740767697674048,0.292981293598099,3.08457506014951,0.0949827084395537,0.924328561484848,0.973970473883534
"Cluster10",0.141590283198573,-0.11921140658873,3.08457506014951,-0.0386475946488888,0.969171355573588,0.973970473883534
"Cluster13",0.0675135134311679,0.292981293598099,3.08457506014951,0.0949827084395537,0.924328561484848,0.973970473883534
"Cluster22",0.290771108097267,0.705181206126199,2.75298154942786,0.256151809761585,0.797833617681844,0.973970473883534
"Cluster23",0.0740767697674048,0.292981293598099,3.08457506014951,0.0949827084395537,0.924328561484848,0.973970473883534
"Cluster27",0.0675135134311679,0.292981293598099,3.08457506014951,0.0949827084395536,0.924328561484848,0.973970473883534
"Cluster28",0.675936496181607,-2.95368899180734,2.65664826514502,-1.11181033280147,0.26621970822653,0.973970473883534
"Cluster29",0.0675135134311679,0.292981293598099,3.08457506014951,0.0949827084395537,0.924328561484848,0.973970473883534
"Cluster34",0.283191163588439,-0.943597458609811,2.77676035413868,-0.339819551659691,0.733992423107749,0.973970473883534
"Cluster37",0.324144401368368,1.03710090712221,2.96905010109354,0.349303942948026,0.726861138621834,0.973970473883534
"Cluster38",0.492843629577422,0.343019139784923,2.21533322226792,0.154838620365095,0.876948543711042,0.973970473883534
"Cluster52",0.337155232107334,-0.531401958486273,2.4173360631094,-0.219829574628004,0.826003885752106,0.973970473883534
"Cluster65",0.480436657414855,-0.481241174445304,1.80146578724274,-0.26713866999488,0.789362394761418,0.973970473883534
"Cluster75",0.216933912624548,1.11737061591507,3.08457506014951,0.362244586086005,0.717169263882166,0.973970473883534
"Cluster85",0.0714285714285714,-0.531406067747217,3.08457506014951,-0.172278533472115,0.863218559833543,0.973970473883534
"Cluster86",1.05181332536369,-0.317525193684724,1.32104358849435,-0.240359361682094,0.810051679506132,0.973970473883534
