Cluster139,3,0,2,3,0,1,0,3,0,2,0,3,0,3
Cluster140,0,0,4,0,0,0,8,0,0,0,0,0,0,0
Cluster141,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster142,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Cluster143,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Cluster144,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster145,0,0,0,0,0,0,0,0,2,0,0,2,0,0
Cluster146,0,0,3,0,0,0,0,0,0,0,3,6,2,5
Cluster147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster148,0,0,0,0,0,0,0,0,0,0,3,4,2,2
Cluster149,11,3,10,4,11,0,7,0,3,1,1,3,5,7
Cluster150,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster151,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cluster152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster153,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cluster154,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Cluster155,0,0,0,0,0,0,0,0,0,0,4,3,0,3
Cluster156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster157,2,0,5,0,0,0,0,0,3,0,11,16,7,15
Cluster158,0,0,0,2,0,0,0,0,0,0,0,7,0,0
Cluster159,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cluster160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster161,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cluster162,0,0,2,0,1,2,0,0,0,3,0,3,0,0
Cluster163,8,7,2,10,5,6,0,0,5,8,3,2,0,3
Cluster164,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cluster165,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Cluster166,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Cluster167,12,15,11,14,14,2,19,2,16,11,14,17,27,18
Cluster168,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster169,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster170,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster171,21,8,15,18,22,8,17,3,17,6,6,8,23,17
Cluster172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster173,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster174,5,5,1,5,0,5,0,0,0,1,3,3,0,0
Cluster175,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cluster176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster177,1,0,1,1,0,0,0,0,0,0,1,0,0,1
Cluster178,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Cluster179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster180,0,0,1,2,3,0,0,1,0,3,0,1,0,0
Cluster181,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cluster182,0,0,0,7,0,0,0,0,0,0,2,0,0,0
Cluster183,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster184,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster185,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cluster186,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cluster187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster189,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cluster190,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster192,2,1,1,0,0,1,0,0,0,0,1,2,0,0
Cluster193,0,0,0,0,2,0,0,0,0,0,4,4,0,6
Cluster194,0,0,4,0,0,0,2,0,0,0,0,2,0,3
Cluster195,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cluster196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster197,0,0,0,0,0,0,0,0,0,0,2,5,0,0
Cluster198,0,2,4,4,0,0,0,3,4,0,10,7,10,8
Cluster199,0,0,0,0,0,0,0,2,0,0,2,3,0,3
Cluster200,2,0,0,2,0,0,0,2,0,0,0,0,2,3
Cluster201,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cluster202,0,0,2,0,0,0,0,0,0,0,2,5,3,6
Cluster203,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster204,0,0,0,0,0,0,0,0,0,0,2,4,0,7
Cluster205,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cluster206,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Cluster207,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster208,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster210,0,0,1,1,1,0,1,0,4,0,2,1,1,1
Cluster211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster212,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster213,2,2,7,17,0,0,13,0,3,0,11,11,7,10
Cluster214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster216,0,0,0,0,0,0,0,0,0,0,0,3,2,5
Cluster217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster218,14,6,2,0,0,2,0,0,0,0,5,2,2,3
Cluster219,0,0,0,5,0,3,2,0,0,0,4,5,0,0
Cluster220,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster221,5,3,3,4,1,2,3,0,3,4,5,4,4,4
Cluster222,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cluster223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster225,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Cluster226,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Cluster227,9,8,11,5,5,10,0,7,4,5,10,5,7,7
Cluster228,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Cluster229,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cluster230,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cluster231,0,2,3,5,2,0,0,0,6,6,6,6,2,6
Cluster232,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster235,1,1,1,0,1,0,0,0,3,1,0,2,5,5
Cluster236,4,6,11,7,0,2,2,0,9,4,12,15,13,13
Cluster237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster238,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cluster239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster240,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cluster241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster242,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cluster243,1,5,4,9,8,5,5,4,3,8,8,13,2,10
Cluster244,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Cluster245,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster246,2,0,12,0,3,0,7,0,1,1,0,2,1,0
Cluster247,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Cluster248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster249,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Cluster250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster252,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster254,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cluster255,2,0,1,2,1,1,1,0,2,0,1,3,1,1
Cluster256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster261,0,0,0,0,0,0,0,2,0,0,4,5,2,6
Cluster262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster266,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster267,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster268,4,4,3,0,0,4,0,4,3,2,5,3,3,3
Cluster269,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster273,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Cluster274,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Cluster275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster277,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cluster278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster279,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster281,0,0,0,0,2,2,2,0,0,0,0,0,0,2
Cluster282,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cluster283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster285,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster288,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Cluster289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster293,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cluster294,27,12,13,18,17,20,18,22,22,29,24,27,27,20
Cluster295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster298,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster300,0,0,0,0,0,0,0,0,0,0,3,6,0,3
Cluster301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster302,4,0,3,8,0,5,11,0,0,0,7,2,0,0
Cluster303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster308,0,0,2,0,0,0,0,0,0,0,0,2,0,0
Cluster309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster310,0,0,0,0,0,0,0,3,0,0,0,5,3,5
Cluster311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster315,14,9,17,15,22,1,29,3,18,0,1,14,20,20
Cluster316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster317,17,21,20,16,19,21,19,17,18,14,12,20,19,22
Cluster318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster320,0,0,2,0,0,0,0,0,0,0,3,6,0,5
Cluster321,0,0,0,0,0,0,0,0,0,0,0,6,0,5
Cluster322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster323,0,0,4,2,0,0,0,2,0,0,8,12,4,6
Cluster324,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Cluster325,0,3,0,0,2,3,4,0,0,3,0,0,2,0
Cluster326,41,37,40,43,29,25,35,30,42,27,46,46,52,42
Cluster327,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster328,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cluster329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster333,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster335,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cluster336,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster338,2,2,6,7,0,0,0,0,4,0,8,9,8,8
Cluster339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster341,0,0,1,1,0,0,0,0,0,0,2,5,1,2
Cluster342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster344,3,3,2,0,2,0,0,7,0,2,5,3,0,2
Cluster345,0,2,1,0,0,3,0,2,0,0,0,2,0,3
Cluster346,19,17,26,23,15,11,13,15,22,9,32,41,38,39
Cluster347,0,2,1,1,0,1,1,3,2,0,0,2,0,1
Cluster348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster351,1,0,0,2,1,0,1,0,0,0,0,0,1,0
Cluster352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster357,2,0,2,5,0,4,0,0,0,0,3,1,0,0
Cluster358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster359,3,2,3,4,1,2,2,2,4,2,3,1,1,4
Cluster360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster361,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster363,0,0,4,8,0,0,3,3,0,0,11,12,8,16
Cluster364,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cluster365,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster368,4,6,5,6,2,4,2,6,5,2,7,11,10,9
Cluster369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster371,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster373,24,27,25,22,17,27,18,19,25,20,20,17,27,21
Cluster374,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster375,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cluster376,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cluster377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster378,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cluster379,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Cluster380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster381,0,0,0,2,0,0,0,0,0,0,2,7,3,5
Cluster382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster386,1,0,2,1,0,0,0,2,0,0,2,0,1,1
Cluster387,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cluster388,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cluster389,0,0,2,0,0,0,0,2,0,0,2,2,2,0
Cluster390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster391,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster393,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Cluster394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster395,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Cluster396,0,0,1,1,0,0,0,0,1,0,1,0,0,0
Cluster397,0,0,3,2,0,0,0,2,0,0,2,7,0,6
Cluster398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster399,0,0,4,0,2,0,0,4,2,0,6,4,7,7
Cluster400,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Cluster401,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Cluster402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster406,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster409,0,0,1,0,0,0,0,0,0,0,0,0,0,1
