Cluster,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Cluster2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2336,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cluster2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cluster2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2545,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0
Cluster2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
