Cluster,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Cluster111,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Cluster112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster113,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0
Cluster114,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cluster115,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster118,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cluster119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cluster120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cluster121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster122,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Cluster123,13,27,10,22,9,20,18,16,10,16,15,15,13,29,29,14,21
Cluster124,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster127,2,9,3,6,4,2,4,1,6,1,4,2,3,0,16,5,7
Cluster128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster130,6,3,5,10,14,6,12,8,8,9,5,2,1,2,9,8,9
Cluster131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cluster139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster142,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster143,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cluster144,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Cluster145,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster148,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cluster149,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
Cluster150,0,2,1,7,3,2,3,0,0,3,0,0,2,0,0,0,0
Cluster151,0,0,0,0,0,0,0,0,0,0,3,2,3,6,2,0,0
Cluster152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster154,6,0,2,5,3,5,0,3,0,7,6,2,6,0,8,7,8
Cluster155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster157,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster158,9,20,13,5,15,9,9,11,7,12,9,0,6,15,13,4,5
Cluster159,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster162,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster163,18,14,16,14,16,14,14,15,17,17,16,16,14,17,14,19,18
Cluster164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster165,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster168,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster169,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster171,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0
Cluster172,11,0,12,10,0,8,7,0,7,4,0,0,2,3,0,0,0
Cluster173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cluster175,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster183,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cluster184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster185,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cluster186,0,2,0,4,0,0,2,0,3,3,0,0,0,0,0,0,0
Cluster187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster188,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Cluster189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster192,6,0,10,7,6,6,4,2,5,5,7,1,0,4,0,0,1
Cluster193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster197,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cluster207,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cluster208,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2
Cluster209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster210,0,4,0,8,2,0,10,3,8,3,0,0,0,0,0,2,2
Cluster211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cluster212,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cluster213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cluster215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cluster217,0,0,2,0,0,2,0,0,0,0,3,2,5,0,0,1,4
Cluster218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster219,3,5,7,3,0,3,0,0,6,2,7,9,0,0,0,0,0
Cluster220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster221,5,0,3,7,0,12,4,5,8,8,4,3,2,2,7,6,3
Cluster222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster223,12,12,12,8,19,12,15,6,3,1,9,1,6,10,0,2,7
Cluster224,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Cluster225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster226,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cluster227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Cluster230,18,8,18,20,10,20,19,10,13,14,11,7,7,15,0,5,10
Cluster231,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
Cluster232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster233,1,0,1,5,0,2,3,1,3,1,1,0,1,3,0,0,1
Cluster234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster236,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cluster237,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cluster238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster239,1,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,2
Cluster240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster241,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cluster242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cluster244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster245,9,0,5,2,1,5,4,2,3,4,5,2,1,4,0,1,1
Cluster246,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cluster247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster251,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Cluster252,4,0,6,4,3,8,5,0,6,3,1,2,0,2,1,3,3
Cluster253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cluster256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster258,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster260,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Cluster261,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0
Cluster262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster263,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1
Cluster264,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Cluster265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cluster266,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2
Cluster267,3,0,2,1,2,0,0,2,1,0,5,0,0,0,0,0,0
Cluster268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster278,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
Cluster279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster280,1,0,1,0,0,1,1,0,4,0,1,0,0,0,0,0,0
Cluster281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster282,3,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
Cluster283,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Cluster284,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cluster285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Cluster287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cluster290,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cluster291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster295,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
Cluster296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cluster302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster308,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Cluster309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cluster311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cluster313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster320,0,0,2,7,2,0,3,5,2,0,0,0,0,0,0,0,3
Cluster321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cluster323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster324,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster325,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster326,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster327,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster328,5,9,0,9,10,0,8,4,5,5,0,0,4,0,0,3,11
Cluster329,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
Cluster330,2,0,2,4,0,0,3,4,4,3,0,0,0,0,0,2,2
Cluster331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster334,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Cluster335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cluster336,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cluster337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster339,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
Cluster340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster342,0,7,0,8,0,3,6,7,4,4,0,2,0,0,0,0,6
Cluster343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster345,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster346,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Cluster347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
