"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cluster2771",5.37661729886253,3.58717560354659,0.682482837565906,5.25606712154163,1.47168596542959e-07,0.000126417824430402
"Cluster62",3.32243356786283,-4.3285454689654,1.00712534795777,-4.29792128431951,1.72407364046473e-05,0.00492215293373698
"Cluster2475",5.84547199543327,-2.88940873655012,0.682372062127213,-4.23435966522828,2.29203861873666e-05,0.00492215293373698
"Cluster4342",3.86605663765066,3.3859886961053,0.796702724343135,4.25000265801398,2.13767978776955e-05,0.00492215293373698
"Cluster5654",2.01860003772745,-4.49828641018134,1.11037893622772,-4.05112728944888,5.09714676793409e-05,0.00875689814731077
"Cluster2571",6.78804975258389,1.86157282641909,0.468477602455873,3.97366451813335,7.07752322999315e-05,0.0101326540909402
"Cluster45",4.31329879191027,-3.51325623146297,0.897280991310559,-3.91544707342073,9.02368391570709e-05,0.0107375296561105
"Cluster1960",1.41846417486492,4.01204050357103,1.03121615213332,3.89059121627522,0.000100000276191949,0.0107375296561105
"Cluster4390",6.32105143761713,-1.7341061672068,0.457495494434826,-3.7904333229534,0.000150384699410204,0.0143533840881517
"Cluster3462",1.80790365173882,-4.33063068333422,1.16281196879584,-3.72427425890604,0.000195877893872437,0.0168259110836423
"Cluster1078",3.40691873211316,3.53155268677917,0.969432763163373,3.64290626536625,0.000269577025586535,0.0210515149980758
"Cluster4840",2.02144312071565,3.61096924092711,1.01308566671045,3.56432763741705,0.000364790068412363,0.0261128890638516
"Cluster6073",1.35697750575315,-3.92361161763493,1.10794128770836,-3.54135337419407,0.000398080042912917,0.026303904374015
"Cluster64",5.90026901254477,3.65401511499138,1.0414059219755,3.50873279850365,0.000450247001126804,0.0276258695691375
"Cluster3594",1.39889328532336,3.99813189214058,1.14699445169758,3.48574649704998,0.000490765840192054,0.028104523781665
"Cluster6514",3.47790819280453,-3.17170105149237,0.918588098148692,-3.45280007207209,0.000554800030918228,0.0297858266599224
"Cluster78",4.38566954032325,-4.73249560473307,1.43065340273579,-3.30792601176726,0.00093989637684721,0.0448539437617641
"Cluster112",16.7060439453973,-0.880372398371999,0.265817043697277,-3.31194864756152,0.000926485508705097,0.0448539437617641
